"model"	"n.muts"	"coes"	"sigma"	"u.mean"	"d.hat.MLE"	"u.hats.1"	"u.hats.2"	"u.hats.3"	"R2.stick"	"sig.stick"	"lnL.stick"	"P.stick"	"s.mean"	"s.hats.1"	"s.hats.2"	"s.hats.3"	"R2.mult"	"sig.mult"	"lnL.mult"	"P.mult"	"w.mean"	"w.hats.1"	"w.hats.2"	"w.hats.3"	"R2.add"	"sig.add"	"lnL.add"	"P.add"
"stick"	3	-0.163902159861755	0.0854041316197254	-0.863501021207802	0.1	-0.57412	-1.08109	-0.93529	-0.95822	0.16367	4.12771	-7.63645	-0.172756429470231	-0.06256	-0.24055	-0.21517	0.28352	0.099	8.14948	-4.38604	-0.150612512137595	-0.07315	-0.20175	-0.17694	0.15455	0.10754	7.4874	-4.05221
"stick"	3	-0.241553400398698	0.0135291247279383	-0.249463881046655	0.956498624240592	-0.24707	-0.24225	-0.25908	0.99954	0.00531	31.5532	-2.32869	-0.467774700283032	-0.46383	-0.46297	-0.47652	0.29578	0.20794	2.21272	-11.12553	-0.289115546540753	-0.28603	-0.28222	-0.2991	0.95982	0.04967	13.66771	-14.20162
"stick"	3	-0.154443664825521	0.0425690623815171	-0.37544033037135	0.327440598830934	-0.37982	-0.49333	-0.25318	0.94659	0.03758	15.89909	-1.12156	-0.187651500749151	-0.18671	-0.23073	-0.14552	0.7744	0.07724	10.13559	-2.40657	-0.160030824755818	-0.15986	-0.20231	-0.11792	0.8845	0.05526	12.81367	-0.65211
"stick"	3	-0.0921855313004926	0.0656812248635106	-0.646835563515353	0.1	-0.53812	-0.49886	-0.90353	0.55422	0.07557	10.3104	-2.83266	-0.106224656144839	-0.07197	-0.10579	-0.14092	0.69418	0.06259	11.81774	-2.69616	-0.0979189183889956	-0.07044	-0.09307	-0.13025	0.70342	0.06164	11.94053	-2.65184
"stick"	3	-0.493450857058633	0.179351160244551	-0.478244736466209	1.12764760311781	-0.6308	-0.53135	-0.27258	0.84338	0.33299	-1.55434	-5.03461	-0.19006899796583	-0.33784	-0.24676	0.01439	-0.65613	1.08283	-10.98814	-5.67429	-0.765804181055305	-0.9091	-0.79104	-0.59727	0.72395	0.44209	-3.82156	-4.3674
"stick"	3	-0.128391414240468	0.0142001393251121	-0.156126278921334	0.790624027623978	-0.15563	-0.15983	-0.15292	0.99607	0.00707	29.26288	-0.82341	-0.160856507113674	-0.15976	-0.16392	-0.15888	0.90222	0.03529	16.40265	-7.49781	-0.13960944625625	-0.13891	-0.14265	-0.13727	0.97755	0.01691	22.28867	-5.23275
"stick"	3	-0.1203381598345	0.0344868788961321	-0.082180093630512	1.44943987472491	-0.07048	-0.09642	-0.07965	0.96461	0.01983	21.01219	-2.63377	-0.143205386044307	-0.12579	-0.16238	-0.14144	0.91768	0.03025	17.63526	-2.28536	-0.12698148906658	-0.10973	-0.14732	-0.12389	0.95936	0.02125	20.45847	-2.17681
"stick"	3	-0.197775019367691	0.223611477413215	-0.415476338135884	0.405452514035915	-0.56404	-0.25114	-0.43125	0.73846	0.14622	5.02969	-3.20443	-0.345759802799075	-0.3683	-0.33754	-0.33144	0.09281	0.27233	0.05456	-4.36995	-0.232770202940318	-0.27298	-0.20054	-0.22478	0.61098	0.17833	3.44143	-2.69607
"stick"	3	-0.20070225938689	0.220148104592226	-0.0757374180165596	3.70856125554296	-0.0749	-0.06256	-0.08975	0.56336	0.26949	0.13814	-3.42768	-0.445477547802653	-0.62305	-0.20166	-0.51172	0.22262	0.35959	-2.16916	-6.65659	-0.298494455034706	-0.31495	-0.23729	-0.34325	0.55831	0.27105	0.09212	-3.5919
"stick"	3	-0.118512952327728	0.0439210287877358	-0.185114668324052	0.677141010735872	-0.26521	-0.11685	-0.17328	0.95003	0.02887	18.00791	-3.46823	-0.166616510761994	-0.22318	-0.12301	-0.15366	0.85105	0.04984	13.63943	-3.69823	-0.143969393037728	-0.20051	-0.09792	-0.13348	0.92889	0.03444	16.59692	-2.58127
"stick"	3	-0.269312245759647	0.0601638566004112	-0.158961521009627	1.88676589063827	-0.16537	-0.16593	-0.14559	0.98499	0.03329	16.86864	-0.29628	-0.322346427946279	-0.33469	-0.33651	-0.29584	0.60665	0.17041	3.80485	-5.7746	-0.340421658359861	-0.35419	-0.3541	-0.31298	0.96553	0.05045	13.54283	-2.76461
"stick"	3	-0.138903122651391	0.142799747758545	-0.851799604841137	0.1	-1.06981	-0.90363	-0.58196	0.42982	0.10426	7.73553	-4.22044	-0.172180776236169	-0.22524	-0.20988	-0.08142	0.7343	0.07117	10.78989	-4.12201	-0.14910366241221	-0.19209	-0.17409	-0.08113	0.76742	0.06659	11.32242	-3.59544
"stick"	3	-0.0725643976591527	0.0157749051577412	-0.531109835716344	0.1	-0.58883	-0.38002	-0.62448	0.68736	0.03166	17.26957	-5.70626	-0.081963312476015	-0.09182	-0.06094	-0.09313	0.93646	0.01427	23.64299	-0.72102	-0.0766363360016983	-0.08582	-0.0563	-0.08779	0.93005	0.01498	23.25866	-1.16614
"stick"	3	-0.163788909139112	0.0993704692809843	-0.249050687408411	0.624941164590277	-0.29721	-0.25113	-0.19881	0.82995	0.07421	10.45577	-2.50432	-0.239195517717899	-0.25882	-0.23348	-0.22529	0.61133	0.11219	7.14913	-1.98627	-0.189601778337994	-0.21609	-0.18739	-0.16533	0.79085	0.0823	9.62792	-1.59142
"stick"	3	-0.474614240217488	0.224506150698289	-0.807155443338771	0.570695270050194	-0.59487	-1.05687	-0.76973	0.99662	0.04812	13.92071	-3.31212	-0.234405038644477	-0.14648	-0.33193	-0.22481	-0.76208	1.09872	-11.10465	-4.83686	-0.806035229079947	-0.65966	-0.98367	-0.77477	0.80556	0.36498	-2.28818	-12.76545
"stick"	3	-0.288119082641788	0.241183867387008	-1.45592296692361	0.1	-0.91249	-2.41246	-1.04282	0.08216	0.25756	0.50044	-10.77337	-0.446780515910847	-0.37432	-0.61428	-0.35174	0.82829	0.1114	7.20523	-1.70598	-0.308377272715179	-0.21762	-0.48226	-0.22525	0.90991	0.08069	9.78536	-3.55589
"stick"	3	-0.386982771509793	0.226432116702199	-0.194635641721552	2.41190046408988	-0.25589	-0.17414	-0.15388	0.85916	0.17789	3.46126	-1.3278	-0.445297966204987	-0.52892	-0.49503	-0.31194	0.05602	0.46054	-4.14864	-3.87843	-0.548944590717119	-0.70417	-0.48722	-0.45544	0.83401	0.19312	2.80399	-0.69739
"stick"	3	-0.231079576199409	0.172282121493481	-1.20159829719303	0.1	-0.96292	-1.49416	-1.14771	0.30762	0.18951	2.95485	-7.87463	-0.317204334397462	-0.30518	-0.33321	-0.31322	0.7658	0.11022	7.29075	-1.11313	-0.244810283729296	-0.22138	-0.27488	-0.23818	0.84666	0.08919	8.98481	-2.18334
"stick"	3	-0.313861677015666	0.173343793780077	-1.61693534338091	0.1	-1.10832	-2.62696	-1.11553	0.25335	0.27954	-0.15453	-6.89279	-0.348451711717741	-0.22659	-0.60298	-0.21579	0.53938	0.21956	1.77755	-2.42335	-0.379853892778809	-0.27795	-0.58989	-0.27172	0.86837	0.11737	6.78776	-0.98005
"stick"	3	-0.272908515983727	0.170144808187615	-0.759503894640903	0.29197486715836	-0.21738	-0.80262	-1.25852	0.91233	0.12172	6.49699	-1.1638	-0.315631519863875	-0.15329	-0.3498	-0.44381	0.58142	0.26595	0.24406	-7.31747	-0.356682349907312	-0.16923	-0.36599	-0.53483	0.77452	0.19519	2.71859	-2.73067
"stick"	3	-0.203093088511378	0.00189440336544067	-0.214299282766217	0.941505407726814	-0.21488	-0.21231	-0.21572	0.99997	0.00104	44.56256	-2.8829	-0.32364143807444	-0.32413	-0.32194	-0.32485	0.68929	0.11181	7.17638	-12.13057	-0.238200073047323	-0.23875	-0.23629	-0.23956	0.9689	0.03538	16.38245	-22.7778
"stick"	3	-0.200823623687029	0.0387694406672381	-0.153634237389235	1.32311092883767	-0.15299	-0.17534	-0.13258	0.98875	0.01999	20.94685	-2.01413	-0.304561683370291	-0.30422	-0.33049	-0.27898	0.7476	0.09471	8.50365	-7.30132	-0.229189238687326	-0.22842	-0.25818	-0.20097	0.97142	0.03187	17.21672	-3.44559
"stick"	3	-0.352769863011781	0.0978347211494111	-0.351036103461144	1.0024471260193	-0.27421	-0.32104	-0.45786	0.98895	0.04399	14.63804	-3.41597	-0.343490152300089	-0.3936	-0.24963	-0.38724	0.21911	0.36979	-2.39305	-7.34204	-0.457008699292572	-0.35966	-0.43231	-0.57905	0.92582	0.11397	7.02274	-7.64157
"stick"	3	-0.275088553130627	0.00446627149358392	-0.268943630443133	1.02606894814967	-0.27164	-0.2648	-0.27039	0.99982	0.00397	33.88391	-0.7351	-0.327252657368268	-0.33011	-0.32312	-0.32852	0.67666	0.16681	3.97562	-10.19263	-0.339173251824899	-0.34231	-0.33468	-0.34052	0.95503	0.06221	11.86673	-15.25666
"stick"	3	-0.32831968832761	0.00180443050339818	-0.334181952429405	0.977945785366072	-0.33186	-0.33394	-0.33674	0.99997	0.00206	39.13258	-1.59739	-0.436840952155707	-0.43447	-0.43703	-0.43901	0.60434	0.23424	1.2597	-8.20723	-0.421536920431862	-0.41906	-0.42148	-0.42407	0.93684	0.09359	8.59947	-22.88821
"stick"	3	-0.430729247664567	0.0416095629916526	-0.357922210223305	1.24632163347209	-0.34262	-0.38379	-0.34735	0.99459	0.03843	15.72036	-2.81432	-0.213957614993749	-0.19527	-0.25253	-0.19407	-1.05141	0.7484	-8.03293	-5.71537	-0.585406515755286	-0.56611	-0.61548	-0.57462	0.92492	0.14318	5.19785	-10.0311
"stick"	3	-0.455032146757003	0.0328904961934313	-0.472052199599231	0.971177872472946	-0.49502	-0.45646	-0.46468	0.99949	0.01371	23.96656	-1.74532	-0.221244526936639	-0.24014	-0.21128	-0.21231	-0.99478	0.85381	-9.08717	-5.47943	-0.652224783642939	-0.67609	-0.63463	-0.64595	0.89547	0.19545	2.70802	-16.2316
"stick"	3	-0.324110342131462	0.138503196008969	-0.49548580489269	0.607892148211114	-0.54187	-0.61091	-0.33367	0.95918	0.08716	9.16824	-2.26438	-0.458217858011086	-0.45677	-0.53732	-0.38056	0.5867	0.27735	-0.09179	-9.36182	-0.429093658425966	-0.44402	-0.51541	-0.32785	0.85812	0.1625	4.185	-3.28211
"stick"	3	-0.231286829023156	0.0496934191905893	-0.279365820546095	0.831107399857421	-0.25346	-0.28861	-0.29603	0.99596	0.01562	22.92136	-0.47888	-0.482817278604068	-0.46365	-0.4887	-0.49611	0.14613	0.22712	1.50681	-7.82025	-0.288207126536722	-0.26481	-0.29616	-0.30365	0.9476	0.05626	12.67036	-6.96258
"stick"	3	-0.247567374433856	0.226503870624583	-0.369528599590852	0.68046802277753	-0.64256	-0.11241	-0.35361	0.89641	0.11019	7.29269	-3.97704	-0.264509175987105	-0.44551	-0.08691	-0.26111	0.67164	0.19619	2.67794	-9.62361	-0.315956479588757	-0.50293	-0.12976	-0.31519	0.84803	0.13347	5.75964	-1.8253
"stick"	3	-0.409878976026084	0.0429486046195962	-0.39753554276577	1.04825611817781	-0.38503	-0.37902	-0.42856	0.99857	0.01929	21.23315	-2.58302	-0.488202537357219	-0.62564	-0.61978	-0.2192	0.22356	0.44985	-3.96078	-6.35014	-0.561988672342579	-0.54745	-0.54259	-0.59592	0.91754	0.1466	5.00868	-13.09987
"stick"	3	-0.436571142799221	0.152790897176601	-0.457156192899676	0.972645963927715	-0.44641	-0.40408	-0.52097	0.94316	0.13713	5.54319	-0.91801	-0.558970504712789	-0.71134	-0.38938	-0.57619	0.13817	0.53396	-5.33211	-4.4843	-0.632525719977124	-0.60373	-0.58459	-0.70926	0.84521	0.22629	1.53593	-2.75486
"stick"	3	-0.285963724332396	0.0789299645693973	-1.45801176869902	0.1	-1.41166	-1.06201	-1.90037	0.20892	0.25175	0.68293	-7.75872	-0.622011403607382	-0.65042	-0.57201	-0.64361	0.11404	0.26642	0.22984	-6.41548	-0.334586519285026	-0.34399	-0.26179	-0.39798	0.91306	0.08346	9.51554	-2.37458
"stick"	3	-0.391906152234878	0.139982867229264	-0.264142408138631	1.49552700399895	-0.2072	-0.31047	-0.27476	0.9718	0.0726	10.631	-3.59811	-0.418848242342888	-0.47972	-0.37557	-0.40125	0.30344	0.36084	-2.19685	-7.21159	-0.482734407759177	-0.38172	-0.55495	-0.51154	0.93078	0.11375	7.03855	-4.97582
"stick"	3	-0.305731068435125	0.232472525967751	-0.540119585568614	0.629005706188428	-0.31863	-0.89738	-0.40435	0.7683	0.26704	0.21148	-1.7355	-0.418812768637904	-0.33031	-0.61639	-0.30974	0.42133	0.42201	-3.44977	-4.70735	-0.493150160202278	-0.3839	-0.70162	-0.39394	0.67239	0.31753	-1.17407	-0.91043
"stick"	3	-0.115149816044141	0.115680530027021	-0.791991154381572	0.1	-0.56267	-0.36468	-1.44862	0.63477	0.06692	11.28307	-5.11896	-0.138869302003817	-0.1114	-0.06221	-0.24299	0.87058	0.03983	15.43293	-0.46813	-0.124601154775511	-0.09541	-0.05396	-0.22444	0.86962	0.03998	15.40339	-1.06225
"stick"	3	-0.102164252509829	0.190455960808322	-0.0486833603846818	1.01957069164661	0.11512	-0.15632	-0.10485	0.4025	0.15307	4.66337	-3.60737	-0.0488933575141324	0.16852	-0.14813	-0.16707	0.31515	0.16388	4.11754	-3.05216	-0.050680736379903	0.13417	-0.1514	-0.13482	0.3858	0.15519	4.55309	-3.39243
"stick"	3	-0.247315584158059	0.0494678700924851	-0.263788605448213	0.955513360470834	-0.24085	-0.29517	-0.25534	0.98385	0.0343	16.62892	-2.68476	-0.583487586430631	-0.57768	-0.59821	-0.57458	-0.24654	0.30133	-0.75512	-8.76423	-0.30842926086444	-0.2892	-0.33755	-0.29854	0.94127	0.06541	11.46547	-4.71126
"stick"	3	-0.395512277272064	0.168659808812663	-0.395697994239957	1.13216955454098	-0.45412	-0.44728	-0.2857	0.98397	0.07276	10.61349	-0.83612	-0.492443451918371	-0.66543	-0.19736	-0.61454	0.16059	0.52655	-5.22026	-6.26196	-0.597410978605695	-0.67811	-0.67182	-0.4423	0.91056	0.17188	3.73632	-3.3964
"stick"	3	-0.0696154652745463	0.0620487243868411	-0.645605282742399	0.1	-0.43576	-0.8673	-0.63375	0.17789	0.06224	11.86259	-7.72394	-0.106773621905718	-0.08073	-0.13722	-0.10238	0.82096	0.02905	17.95961	-2.62643	-0.0981176776691299	-0.0719	-0.128	-0.09445	0.75908	0.03369	16.77219	-3.3287
"stick"	3	-0.182164055691101	0.0914285721373744	-0.254840856962334	0.638498892012103	-0.20133	-0.17069	-0.39251	0.95179	0.04147	15.11125	-1.81785	-0.238041824173556	-0.21084	-0.18109	-0.32219	0.79367	0.08579	9.29566	-3.91554	-0.194057566047222	-0.16162	-0.1374	-0.28315	0.92211	0.05271	13.19221	-0.93874
"stick"	3	-0.273525214090478	0.0372914303443395	-0.238112702406746	1.17524868198317	-0.25429	-0.22655	-0.2335	0.99188	0.0262	18.78414	-2.5976	-0.333114535026654	-0.35388	-0.31855	-0.32692	0.69917	0.15945	4.33644	-10.40846	-0.33600643534795	-0.35997	-0.31965	-0.3284	0.95562	0.06124	11.99165	-6.20231
"stick"	3	-0.307464810519014	0.179114652739372	-0.230971516639099	1.60986328413216	-0.21877	-0.25315	-0.221	0.97837	0.0572	12.5381	-2.57942	-0.533142064706983	-0.54308	-0.5563	-0.50004	0.60643	0.24402	0.93254	-7.97854	-0.44373360322911	-0.42999	-0.47774	-0.42347	0.94449	0.09164	8.76751	-3.60112
"stick"	3	-0.164179849275388	0.248527373187244	-0.683688800883747	0.2053171769879	-1.22018	0.03808	-0.86897	0.73077	0.1811	3.31802	-1.6942	-0.29136624961329	-0.40467	-0.11584	-0.35359	0.10767	0.32971	-1.47514	-1.75622	-0.208592219966369	-0.32051	-0.0537	-0.25157	0.48875	0.24956	0.75279	-0.51361
"stick"	3	-0.459486058971379	0.0151022781501524	-0.471332491915829	0.973839571173406	-0.46192	-0.4844	-0.46768	0.99949	0.01364	24.00488	-2.61777	-0.218247803015611	-0.20698	-0.23089	-0.21687	-1.00551	0.85825	-9.12863	-5.5271	-0.652468869430122	-0.64452	-0.66508	-0.64781	0.89576	0.19567	2.69914	-16.98904
"stick"	3	-0.448905045737047	0.0544425731059164	-0.537680238956604	0.762971152742586	-0.48806	-0.58307	-0.54191	0.9913	0.05346	13.07963	-0.934	-0.40795440720678	-0.48477	-0.5394	-0.19969	-0.01975	0.57878	-5.97682	-5.75937	-0.612646321941104	-0.56499	-0.64858	-0.62437	0.86766	0.2085	2.19098	-7.47373
"stick"	3	-0.105711616843473	0.22140565700829	0.135157872209913	0.364512636710241	-0.00436	0.1801	0.22973	-0.98778	0.34375	-1.80868	-3.66977	0.00045878638019133	-0.0847	0.02181	0.06426	-0.4704	0.29565	-0.60274	-4.56607	0.0135419435097803	-0.06022	0.03432	0.06653	-0.57559	0.30604	-0.87912	-4.82788
"stick"	3	-0.123013694339897	0.0456999899470247	-0.0973929706833001	1.30556969856237	-0.08349	-0.11339	-0.0953	0.95199	0.02494	19.17837	-2.38008	-0.157193143273769	-0.13298	-0.18314	-0.15546	0.88991	0.03777	15.85849	-2.823	-0.13733081010727	-0.11704	-0.16014	-0.13482	0.94446	0.02683	18.59534	-2.43629
"stick"	3	-0.192921937454958	0.183385634387378	-1.17272951292882	0.132147037795014	-1.51602	-0.17837	-1.8238	-0.26059	0.29157	-0.49184	-6.83018	-0.355084262115158	-0.33418	-0.31189	-0.41918	0.59774	0.16471	4.07715	-7.61222	-0.261346110603758	-0.27849	-0.1604	-0.34515	0.64533	0.15466	4.58073	-7.99154
"stick"	3	-0.0846878954442218	0.15642436320195	-0.278014315732592	0.427253002665653	0.28641	-0.92896	-0.19149	-0.15682	0.28448	-0.29463	-5.71091	-0.0918901103280316	-0.02854	-0.32487	0.07774	0.36401	0.21093	2.09837	-9.44643	-0.0930096703412443	0.0274	-0.317	0.01057	0.39182	0.20627	2.27721	-8.12239
"stick"	3	-0.215717946272343	0.0806605260004289	-0.147615561439676	1.63263989080406	-0.13982	-0.13147	-0.17155	0.90505	0.06642	11.34263	-0.31024	-0.434730807705565	-0.41625	-0.4116	-0.47634	0.26639	0.18462	3.16435	-2.6719	-0.27215023753165	-0.25712	-0.24454	-0.31479	0.88768	0.07224	10.67101	-0.62877
"stick"	3	-0.472655068943277	0.185876119474415	-0.228596718868241	2.43566482533376	-0.26913	-0.09828	-0.31838	0.86798	0.24535	0.88898	-8.59336	-0.231256355525907	-0.32048	0.02247	-0.39576	-0.53038	0.83536	-8.91232	-3.9079	-0.656548124900873	-0.74284	-0.35715	-0.86965	0.8311	0.27751	-0.09642	-4.7137
"stick"	3	-0.43193431555992	0.149998345063068	-0.272037240884935	1.68852721308612	-0.24045	-0.2783	-0.29736	0.96996	0.08974	8.93555	-1.46039	-0.385435254023678	-0.48444	-0.4945	-0.17736	-0.05343	0.53143	-5.29407	-6.23733	-0.563685470754098	-0.49472	-0.57625	-0.62009	0.92742	0.13949	5.40642	-1.76522
"stick"	3	-0.411202917224728	0.0160779565339908	-0.402464022327757	1.03095023352135	-0.40093	-0.4066	-0.39987	0.99998	0.00232	38.191	-0.2928	-0.898314118878153	-0.89622	-0.92203	-0.87669	0.12478	0.47623	-4.41674	-6.31414	-0.562081590053139	-0.56025	-0.56702	-0.55898	0.91683	0.1468	4.99772	-23.22138
"stick"	3	-0.202901137166191	0.0738599892356433	-0.570200802053412	0.286416020263133	-0.73079	-0.57634	-0.40347	0.97045	0.04028	15.34446	-0.99138	-0.377423719265987	-0.42432	-0.37767	-0.33028	0.24001	0.20426	2.35527	-5.30486	-0.248004177905229	-0.30281	-0.24885	-0.19235	0.8465	0.0918	8.75378	-4.26735
"stick"	3	-0.393120015366003	0.239843608171213	-0.823247422910115	0.381682733261343	-0.23735	-1.1004	-1.13199	0.9582	0.12068	6.56548	-1.98713	-0.291645493126228	-0.23145	-0.3053	-0.33819	0.17226	0.53701	-5.37763	-8.28018	-0.517431110050884	-0.25965	-0.63354	-0.65911	0.77431	0.28041	-0.17948	-7.61236
"stick"	3	-0.148364772635978	0.16873509803554	-1.05507446848056	0.115161968320385	-2.16713	-1.06741	0.06931	0.39683	0.15632	4.49512	-7.50277	-0.179558236884013	-0.39311	-0.1979	0.05233	0.82705	0.08371	9.49185	-2.19053	-0.166392473495979	-0.35404	-0.16877	0.02364	0.78034	0.09434	8.53559	-3.2123
"stick"	3	-0.247231045539957	0.23168818897102	-1.27124684815421	0.144577053962939	-1.8691	-1.74859	-0.19605	-0.08337	0.39517	-2.92392	-4.09423	-0.314570871090214	-0.40112	-0.36759	-0.175	0.3781	0.2994	-0.70371	-0.95417	-0.344493003129791	-0.40864	-0.39795	-0.22688	0.50839	0.2662	0.23663	-1.87604
"stick"	3	-0.28675698073348	0.238834891526494	-0.605588859443866	0.491638780665498	-0.60526	-0.1635	-1.04801	0.88525	0.16953	3.84632	-2.59314	-0.377513852408586	-0.38125	-0.19299	-0.55831	0.52382	0.34535	-1.8459	-4.8986	-0.438790396284584	-0.42817	-0.21433	-0.67387	0.76377	0.24324	0.95809	-4.29043
"stick"	3	-0.494213786371984	0.0191576548386365	-0.485338341101397	1.02343675120127	-0.49472	-0.48356	-0.47774	0.99898	0.0212	20.47938	-2.53753	-0.242099900284407	-0.25809	-0.23328	-0.23493	-0.9908	0.93827	-9.84176	-4.89667	-0.713174710521052	-0.71993	-0.71461	-0.70498	0.89093	0.21962	1.77535	-15.36793
"stick"	3	-0.076915700500831	0.18261049996363	-0.0404054510218972	1.83541208893409	-0.01246	0.06449	-0.17324	0.72611	0.12264	6.43678	-3.1702	-0.0758025585958318	-0.06801	0.13123	-0.29062	0.67907	0.13275	5.80277	-2.15302	-0.0739619485055049	-0.03729	0.12058	-0.30518	0.72062	0.12386	6.3573	-2.78015
"stick"	3	-0.0571831193985418	0.0155027576256543	-0.152452097577723	0.347746278648883	-0.16386	-0.17135	-0.12215	0.94582	0.01144	25.41517	-0.89309	-0.0632133756147804	-0.06681	-0.07106	-0.05177	0.90822	0.01489	23.30696	-1.73431	-0.0598654098652954	-0.06362	-0.06734	-0.04864	0.92854	0.01314	24.30789	-1.14769
"stick"	3	-0.0784695235663094	0.0403861785889603	-0.599412872930278	0.1	-0.29796	-0.54652	-0.95376	0.42736	0.04981	13.64519	-5.67249	-0.0940874570520851	-0.04767	-0.0872	-0.14739	0.82151	0.02781	18.30804	-1.32374	-0.0874163051494402	-0.04324	-0.08051	-0.1385	0.7869	0.03038	17.59924	-2.04286
"stick"	3	-0.471022138209082	0.122937880281825	-0.408348641327077	1.18127112125555	-0.46851	-0.46501	-0.29153	0.96531	0.11753	6.77687	-1.94951	-0.184060889533974	-0.24857	-0.22255	-0.08106	-1.03086	0.8993	-9.50236	-5.4449	-0.648131903958795	-0.71254	-0.7176	-0.51426	0.88696	0.21216	2.05168	-3.05896
"stick"	3	-0.33522761737695	0.185804754612036	-0.335922769135045	1.10737539330334	-0.38716	-0.14621	-0.4744	0.92451	0.13528	5.65195	-2.01323	-0.45892185890305	-0.33092	-0.48565	-0.5602	0.46255	0.36096	-2.19951	-7.29865	-0.46660659794755	-0.51301	-0.25635	-0.63046	0.87068	0.17706	3.49865	-1.11096
"stick"	3	-0.455136591766495	0.0479469691053964	-0.371267850219712	1.28018954384252	-0.37805	-0.35203	-0.38373	0.99558	0.03733	15.95259	-1.60123	-0.238879956349549	-0.26058	-0.21127	-0.24479	-1.02455	0.7988	-8.5544	-5.12012	-0.63051290651462	-0.63486	-0.60684	-0.64984	0.92137	0.15743	4.43884	-8.91044
"stick"	3	-0.354570199421141	0.0606920825666748	-0.400798623564791	0.867978597282334	-0.39938	-0.43097	-0.37204	0.9941	0.03351	16.81621	-0.694	-0.548960489432918	-0.56207	-0.58596	-0.49884	0.55115	0.29228	-0.51107	-9.08747	-0.468745058627297	-0.47011	-0.49938	-0.43674	0.91388	0.12803	6.09265	-6.22964
"stick"	3	-0.343109252210706	0.0469208649592474	-0.173191614716583	2.19621863294817	-0.17079	-0.17868	-0.17011	0.95657	0.07401	10.47704	-1.23465	-0.475204128900395	-0.44974	-0.49118	-0.48469	0.55839	0.23599	1.20016	-5.15527	-0.436957261407737	-0.42733	-0.44908	-0.43446	0.93405	0.09119	8.80655	-1.7464
"stick"	3	-0.137341665662825	0.043038590461947	-0.0268152120709196	5.43677571547982	-0.02766	-0.02247	-0.03032	0.91897	0.03448	16.58848	-3.47491	-0.172640935372341	-0.18253	-0.14455	-0.19085	0.87551	0.04273	14.87091	-2.84292	-0.148948224176415	-0.15418	-0.12472	-0.16794	0.91833	0.03461	16.55716	-3.4098
"stick"	3	-0.339027251745574	0.168651230924297	-0.146802715260945	2.61703775937812	-0.17859	-0.12186	-0.13995	0.92691	0.10426	7.73547	-2.06056	-0.399205000647057	-0.45269	-0.19705	-0.54787	0.41054	0.29608	-0.6145	-7.64039	-0.430278061121966	-0.52436	-0.36257	-0.40391	0.91236	0.11416	7.00952	-1.89194
"stick"	3	-0.247256310482044	0.245884248230141	-1.31751053172841	0.1	-1.21841	-1.95044	-0.78368	-0.4877	0.32196	-1.28493	-7.0285	-0.492354840668198	-0.46383	-0.72238	-0.29085	0.15647	0.24244	0.98466	-2.48709	-0.289510484620021	-0.26301	-0.47236	-0.13316	0.24895	0.22876	1.44917	-3.42774
"stick"	3	-0.205233369034249	0.137690957693849	-0.537936126036793	0.338696361520819	-0.78407	-0.65014	-0.1796	0.96346	0.05148	13.38142	-1.35138	-0.400177313272412	-0.49238	-0.44526	-0.26289	0.31114	0.22352	1.63439	-6.7149	-0.259736720482486	-0.36064	-0.30511	-0.11346	0.86907	0.09745	8.27582	-4.67321
"stick"	3	-0.102611877466552	0.212398458505049	-0.745731245366471	0.1	-0.95259	-0.84262	-0.44198	-0.65684	0.16544	4.04149	-8.61605	-0.138784994722515	-0.18235	-0.17614	-0.05787	0.09003	0.12261	6.4385	-3.54409	-0.123627542053018	-0.16229	-0.1512	-0.05739	-0.01732	0.12964	5.99247	-3.79446
"stick"	3	-0.270221020712052	0.204376484209206	-0.17398271471936	1.80787874930934	-0.15546	-0.24532	-0.12117	0.91871	0.10018	8.0545	-1.62453	-0.507512753102434	-0.55632	-0.64598	-0.32024	0.58689	0.22585	1.55155	-8.60252	-0.356651465959914	-0.33048	-0.49422	-0.24526	0.90226	0.10986	7.31701	-1.35823
"stick"	3	-0.285051220690366	0.13426665449515	-0.232643378015888	1.32712492782282	-0.27637	-0.26981	-0.15175	0.86262	0.11723	6.79772	-0.62327	-0.307042301743024	-0.36499	-0.37912	-0.17701	0.31991	0.26082	0.39986	-2.45195	-0.372491273661906	-0.43742	-0.42592	-0.25413	0.82905	0.13077	5.92328	-0.47913
"stick"	3	-0.349256009946112	0.163258981716353	-0.180300409437761	2.21482006152655	-0.16036	-0.26438	-0.11616	0.87224	0.16882	3.8799	-2.05298	-0.470865156921279	-0.58742	-0.52545	-0.29973	0.5439	0.31897	-1.21033	-8.31499	-0.452671178307648	-0.40144	-0.63401	-0.32256	0.8544	0.18022	3.3572	-1.68535
"stick"	3	-0.145931553188711	0.0727583590196446	-0.837917776162964	0.1	-0.86595	-0.5821	-1.0657	0.26736	0.08479	9.3891	-6.71807	-0.164869575659755	-0.17473	-0.11512	-0.20476	0.92194	0.02768	18.346	-0.32702	-0.143573056243964	-0.15125	-0.09829	-0.18117	0.88878	0.03304	16.92956	-1.68006
"stick"	3	-0.445696792984381	0.186605303373653	-0.27978699070999	1.61625570296684	-0.29714	-0.19587	-0.34635	0.89396	0.16483	4.07111	-1.88518	-0.498814944697393	-0.39078	-0.37161	-0.73405	0.25915	0.43568	-3.70475	-4.32212	-0.561908155914347	-0.58734	-0.43004	-0.66834	0.84877	0.19685	2.65117	-1.28235
