"model"	"n.muts"	"coes"	"sigma"	"u.mean"	"d.hat.MLE"	"u.hats.1"	"u.hats.2"	"u.hats.3"	"R2.stick"	"sig.stick"	"lnL.stick"	"P.stick"	"s.mean"	"s.hats.1"	"s.hats.2"	"s.hats.3"	"R2.mult"	"sig.mult"	"lnL.mult"	"P.mult"	"w.mean"	"w.hats.1"	"w.hats.2"	"w.hats.3"	"R2.add"	"sig.add"	"lnL.add"	"P.add"
"mult"	3	-0.189235225552693	0.00595189270097762	-0.89699152930189	0.1	-0.89676	-0.91534	-0.87887	0.12271	0.1006	8.02112	-7.95945	-0.186196230531103	-0.1841	-0.1909	-0.18359	0.99802	0.00478	32.39114	-3.2401	-0.159764015495824	-0.15849	-0.1637	-0.1571	0.95018	0.02397	19.4947	-12.45596
"mult"	3	-0.280883705848828	0.0479808926465921	-1.11127002148914	0.1	-1.10717	-0.98685	-1.23979	-0.71958	0.18712	3.05638	-8.17718	-0.274952638561451	-0.2654	-0.24024	-0.31922	0.9429	0.0341	16.67685	-2.35911	-0.219699005310051	-0.21468	-0.19167	-0.25274	0.78106	0.06677	11.30057	-5.62842
"mult"	3	-0.461077095067594	0.182197652989998	-1.54462000841857	0.1	-1.73006	-1.47487	-1.42893	-1.25118	0.36303	-2.24526	-8.5553	-0.491903887516468	-0.56544	-0.5114	-0.39887	0.63523	0.14613	5.03447	-2.80362	-0.379677727165358	-0.42806	-0.38113	-0.32984	0.68731	0.1353	5.65069	-2.74255
"mult"	3	-0.278138073591981	0.0277401841012761	-1.12051773988794	0.1	-1.28428	-1.06897	-1.0083	-0.69553	0.18545	3.12825	-7.95099	-0.278941906193412	-0.32117	-0.25807	-0.25759	0.97949	0.0204	20.78727	-1.71651	-0.222123808878483	-0.25745	-0.20761	-0.20131	0.82079	0.06029	12.11711	-7.95937
"mult"	3	-0.405918695463333	0.129932373587508	-1.4049101942318	0.1	-1.53177	-1.39983	-1.28313	-2.05237	0.31602	-1.13583	-8.5187	-0.519426119528721	-0.52184	-0.52774	-0.5087	0.76115	0.0884	9.05545	-1.22873	-0.32113986574759	-0.34385	-0.32226	-0.29731	0.57224	0.1183	6.72458	-5.6843
"mult"	3	-0.0749073754413985	0.194865875528194	-0.196833974269877	0.309084229858182	-0.2103	-0.5501	0.1699	-0.17816	0.23866	1.11031	-3.81195	-0.0784042546110747	0.00077	-0.15103	-0.08495	0.13172	0.20488	2.33108	-11.53638	-0.0668810503041463	-0.02138	-0.14298	-0.03629	0.10742	0.20773	2.22067	-7.66
"mult"	3	-0.1464855732047	0.118610926903784	-0.451578071316794	0.143809921702069	-0.35173	-0.97654	-0.02647	-0.29861	0.15279	4.67795	-7.41896	-0.104496088192722	-0.12154	-0.18571	-0.00624	-0.09259	0.14015	5.36892	-4.42228	-0.0938117923003376	-0.10267	-0.17245	-0.00632	-0.11247	0.14142	5.2968	-5.19499
"mult"	3	-0.228302484459709	0.233530333265662	-0.392373298206886	0.113579876395521	-0.21434	-0.48899	-0.47379	-0.51051	0.13617	5.59915	-7.25928	-0.0698542744298061	-0.05008	-0.08152	-0.07797	-0.18789	0.12076	6.56022	-5.40641	-0.064804024756841	-0.04428	-0.07663	-0.0735	-0.23756	0.12326	6.39639	-5.78144
"mult"	3	-0.411262910068035	0.155332109134179	-1.39549703816759	0.1	-1.22527	-2.17107	-0.79015	-0.78621	0.29062	-0.46562	-6.94226	-0.416138536886015	-0.45283	-0.65221	-0.14337	0.80714	0.09549	8.43799	-2.42658	-0.297102545376028	-0.27383	-0.48721	-0.13027	0.69365	0.12036	6.58681	-4.81245
"mult"	3	-0.133410493668634	0.160881754301954	-0.791303567031432	0.128724374221035	-1.30424	-0.24139	-0.82828	-0.22807	0.22502	1.58084	-7.55741	-0.18661224976847	-0.2675	-0.20649	-0.08584	0.38097	0.15976	4.32099	-9.07049	-0.158433727941949	-0.22921	-0.13632	-0.10977	0.35873	0.16261	4.17981	-7.71699
"mult"	3	-0.165512139792554	0.0971253162133507	-0.687663693871748	0.15785245488649	-1.26145	-0.04306	-0.75848	0.0744	0.15638	4.49198	-4.55108	-0.168299569033715	-0.25483	-0.10304	-0.14703	0.60844	0.10171	7.93317	-3.02474	-0.147072578171214	-0.23646	-0.06914	-0.13562	0.58763	0.10438	7.72609	-3.89038
"mult"	3	-0.465838838124182	0.151292592519894	-1.37092402197362	0.1	-1.47827	-1.11812	-1.51638	-1.53008	0.30844	-0.94159	-9.46327	-0.538372681370593	-0.59591	-0.42437	-0.59484	0.30474	0.16169	4.2253	-0.29224	-0.313116167054443	-0.35038	-0.23352	-0.35545	0.39102	0.15132	4.75526	-2.97065
"mult"	3	-0.410845458705444	0.0529562362935394	-1.31519833283325	0.1	-1.53732	-1.30646	-1.10182	-1.15566	0.29393	-0.55611	-8.22386	-0.396036477854488	-0.49493	-0.31954	-0.37364	0.81277	0.08662	9.21802	-2.06156	-0.285311202719962	-0.34683	-0.26439	-0.24472	0.62903	0.12193	6.48276	-4.82968
"mult"	3	-0.488082788500469	0.00941195228369907	-1.40893499454944	0.1	-1.36102	-1.44084	-1.42494	-3.83238	0.35202	-1.99894	-8.57091	-0.48828650419802	-0.47427	-0.50197	-0.48862	0.99811	0.00696	29.38367	-1.74482	-0.321046971869618	-0.30884	-0.33023	-0.32408	0.2299	0.14053	5.34733	-20.96538
"mult"	3	-0.392325160116889	0.175212663190905	-1.40295905021268	0.1	-1.83842	-1.66125	-0.7092	-2.25603	0.39613	-2.94338	-9.75087	-0.41540658222861	-0.53907	-0.46243	-0.24472	0.70504	0.11923	6.66237	-3.31106	-0.298022304571984	-0.39613	-0.34902	-0.14892	0.09127	0.20927	2.16146	-6.47508
"mult"	3	-0.146393417741638	0.123731519561261	-0.921352951043105	0.1	-1.39268	-1.28806	-0.08333	0.30426	0.1088	7.39442	-6.0942	-0.156544656475122	-0.24816	-0.22133	-0.00015	0.8505	0.05044	13.54505	-1.67586	-0.141182429681185	-0.22264	-0.19993	-0.00098	0.79222	0.05946	12.22848	-2.94214
"mult"	3	-0.434140495967586	0.0694448677240871	-1.35076619117914	0.1	-1.4375	-1.06236	-1.55244	-1.26159	0.26981	0.12893	-7.78155	-0.447218567061675	-0.46001	-0.37405	-0.5076	0.89064	0.05933	12.24548	-2.15877	-0.298940289096196	-0.31553	-0.23157	-0.34972	0.76587	0.08681	9.20073	-6.01175
"mult"	3	-0.0531587958568707	0.0187627432751469	-0.158759686566161	0.296610433069465	-0.15376	-0.20049	-0.12202	0.80515	0.02221	20.10747	-1.81	-0.0560300621326972	-0.05683	-0.06756	-0.0437	0.77321	0.02396	19.50031	-1.1673	-0.0534029952422176	-0.05354	-0.06525	-0.04142	0.78898	0.02311	19.7887	-1.35691
"mult"	3	-0.177700519689824	0.0200627543963492	-0.891210035724596	0.1	-0.86671	-0.90285	-0.90407	0.09333	0.10165	7.93826	-8.14113	-0.183848633488123	-0.17729	-0.1911	-0.18316	0.98669	0.01232	24.82236	-3.64135	-0.158159442956687	-0.15272	-0.16326	-0.15849	0.93311	0.02761	18.36526	-6.95783
"mult"	3	-0.086448456265498	0.138299557380378	-0.0813139422088323	0.851459916025158	-0.02625	-0.06504	-0.15265	0.15087	0.14035	5.35743	-4.27025	-0.0883181386575472	-0.04021	-0.0896	-0.13515	0.11987	0.14289	5.214	-3.5514	-0.0780957981574233	-0.03167	-0.07198	-0.13063	0.14247	0.14104	5.31806	-3.94409
"mult"	3	-0.0727769130608067	0.20679748733528	-0.38249087003638	0.219963574247345	0.30557	-0.92451	-0.52853	0.25856	0.10878	7.39569	-8.13108	-0.0689717454768282	0.09472	-0.2022	-0.09943	0.6938	0.06991	10.93307	-6.34279	-0.0722158407769543	0.08232	-0.19769	-0.10128	0.66009	0.07366	10.51528	-7.1805
"mult"	3	-0.386334831116255	0.167357152968179	-1.465645669416	0.1	-0.82963	-2.52105	-1.04626	-1.08345	0.33513	-1.60557	-7.87286	-0.439642194763182	-0.25287	-0.76127	-0.30479	0.89495	0.07525	10.34399	-1.37023	-0.310922213415062	-0.15122	-0.57934	-0.2022	0.55241	0.15533	4.54606	-6.28344
"mult"	3	-0.335320692020468	0.174832174205221	-0.12796498718657	2.31487773971091	-0.10903	-0.11354	-0.16132	0.9546	0.0567	12.60791	-1.32893	-0.307350967361213	-0.26591	-0.27187	-0.38427	0.60464	0.16733	3.95081	-4.50051	-0.327939565834742	-0.28506	-0.29013	-0.40862	0.942	0.06409	11.6285	-1.32847
"mult"	3	-0.41210482174065	0.228291506296955	-1.15722241094215	0.1	-1.98949	-0.91146	-0.57072	-0.12775	0.22616	1.54056	-6.5175	-0.316750392317166	-0.50807	-0.25165	-0.19053	0.37729	0.16806	3.91616	-2.66359	-0.22790263540119	-0.40243	-0.1728	-0.10848	0.37133	0.16886	3.87807	-3.50013
"mult"	3	-0.401791882934049	0.154505532642361	-1.25956997965801	0.1	-1.89448	-0.4627	-1.42153	-0.06117	0.22592	1.5492	-10.1575	-0.295067099017899	-0.45938	-0.02682	-0.399	0.81239	0.09499	8.48033	-2.57074	-0.240914579159874	-0.36412	-0.06885	-0.28977	0.77389	0.10428	7.73363	-3.28991
"mult"	3	-0.382520283141639	0.200653201492969	-1.22331359166796	0.1	-1.77346	-1.16195	-0.73453	-0.77593	0.32267	-1.30239	-8.11359	-0.368444024790276	-0.56074	-0.49268	-0.05191	0.05238	0.2357	1.21011	-2.65434	-0.265008764631985	-0.38284	-0.28859	-0.1236	0.15506	0.22256	1.66886	-3.04714
"mult"	3	-0.11130207699025	0.123479809146374	-0.176673647928223	0.29793405745053	-0.07433	-0.35533	-0.10036	0.42868	0.08954	8.95328	-2.46921	-0.0705184208639628	-0.05948	-0.1172	-0.03488	0.2943	0.09951	8.10829	-2.2021	-0.0642837252488182	-0.04804	-0.11248	-0.03233	0.36003	0.09476	8.49938	-2.02549
"mult"	3	-0.459095740772318	0.190182118793018	-1.31452009673046	0.1	-1.23969	-0.96435	-1.73953	-1.01627	0.44252	-3.82934	-6.43456	-0.305625457434443	-0.33669	-0.29703	-0.28316	-0.1637	0.33618	-1.63076	-3.72797	-0.292555245332396	-0.33612	-0.12796	-0.41359	0.11479	0.29321	-0.53663	-5.59369
"mult"	3	-0.108935785363428	0.0611089341691695	-0.596976199926758	0.1	-0.16964	-0.68679	-0.9345	0.40679	0.08703	9.18064	-2.49905	-0.092532251649575	-0.01831	-0.10229	-0.157	0.58639	0.07267	10.62318	-3.19671	-0.0862276977852796	-0.0198	-0.09531	-0.14358	0.57328	0.07381	10.49836	-2.7437
"mult"	3	-0.450388371443842	0.0194575899513438	-1.34920486150611	0.1	-1.32102	-1.39216	-1.33444	-3.56709	0.31654	-1.14908	-8.75021	-0.433758170061673	-0.42156	-0.45373	-0.42598	0.98653	0.01719	22.15643	-1.67217	-0.299484188726059	-0.29132	-0.31235	-0.29479	0.26478	0.127	6.15677	-15.48752
"mult"	3	-0.25681135362247	0.214286707167048	-1.11363878547373	0.1	-1.81348	-0.64684	-0.8806	0.24366	0.25254	0.65802	-3.43888	-0.263234229747979	-0.49261	-0.43174	0.13465	0.18917	0.26148	0.37973	-5.18891	-0.214729764052349	-0.33199	-0.22887	-0.08334	0.59495	0.18481	3.15593	-5.23512
"mult"	3	-0.0588549439446069	0.185562686820049	-0.123240844473564	0.393174700427198	-0.21865	-0.00837	-0.1427	0.2331	0.14301	5.20699	-5.00467	-0.0757568252205554	-0.10041	-0.02347	-0.10339	0.14069	0.15139	4.75187	-4.71813	-0.0657662456349994	-0.09115	-0.01844	-0.08771	0.18966	0.14701	4.9866	-4.80067
"mult"	3	-0.125919295742642	0.143564042460639	-0.399232592844415	0.121080804994728	-0.64526	-1.03037	0.47794	0.68184	0.07238	10.65505	-3.19785	-0.0371342736320338	-0.08664	-0.12363	0.09887	0.58214	0.08295	9.56471	-3.00746	-0.0374961104212859	-0.07925	-0.11732	0.08408	0.59482	0.08168	9.68797	-2.3294
"mult"	3	-0.452105211105663	0.133781239448581	-1.39535121117029	0.1	-1.16275	-0.9893	-2.03401	-2.70104	0.34913	-1.93309	-8.1401	-0.419826915511327	-0.29079	-0.33322	-0.63547	0.83748	0.07316	10.56923	-4.83662	-0.302362879847687	-0.23117	-0.2065	-0.46942	0.21465	0.16083	4.26785	-12.09498
"mult"	3	-0.400334817101248	0.0139744154294021	-1.28943091414968	0.1	-1.28947	-1.2429	-1.33592	-2.52877	0.28554	-0.32442	-8.22499	-0.380333097167446	-0.37702	-0.36766	-0.39632	0.97047	0.02612	18.80919	-2.72831	-0.277688339941335	-0.27664	-0.26689	-0.28954	0.462	0.11149	7.19897	-11.67123
"mult"	3	-0.232647171255667	0.101022128656041	-0.985009091357832	0.1	-1.49175	-0.27197	-1.19131	-0.85485	0.19793	2.6072	-8.89644	-0.188610539640593	-0.26683	-0.1019	-0.1971	0.40218	0.11237	7.13629	-4.29748	-0.163331430107316	-0.23782	-0.07273	-0.17945	0.21036	0.12914	6.02314	-5.33601
"mult"	3	-0.254745549662039	0.174765939998906	-0.952388541596486	0.196392208752836	0.11752	-1.05714	-1.91755	0.139	0.24189	1.00273	-5.07711	-0.293195437283998	-0.10716	-0.27397	-0.49846	0.88523	0.08831	9.06344	-5.48708	-0.239229315442966	-0.0371	-0.23529	-0.4453	0.85399	0.09961	8.10054	-6.60719
"mult"	3	-0.214322408323642	0.180512775375973	-0.642161446152825	0.246078397115196	0.22582	-0.84831	-1.304	0.34018	0.17284	3.69148	-6.22317	-0.197214212026915	-0.00843	-0.23959	-0.34362	0.87908	0.07399	10.47872	-2.88515	-0.172430820805823	0.01948	-0.2136	-0.32318	0.89624	0.06854	11.09089	-5.39585
"mult"	3	-0.0713694338337518	0.0669733484392054	-0.545513230053279	0.1	-0.19829	-0.42583	-1.01241	-0.13082	0.07868	9.98771	-6.94675	-0.0843415889146783	-0.02694	-0.0769	-0.14919	0.21953	0.06536	11.47093	-3.8391	-0.0785795573222243	-0.02515	-0.06955	-0.14104	0.17994	0.067	11.273	-4.24766
"mult"	3	-0.359283221408259	0.0900669408147223	-1.25022414149335	0.1	-1.46338	-1.29033	-0.99696	-7.09594	0.34763	-1.89866	-9.54672	-0.342870693015349	-0.43443	-0.36008	-0.2341	0.02882	0.1204	6.58379	-3.58613	-0.261480480140413	-0.3213	-0.27185	-0.19129	-1.41314	0.18979	2.94308	-9.2983
"mult"	3	-0.184508746210486	0.223483383480925	-0.192622500344033	0.74594248045259	0.03446	-0.53314	-0.07919	0.87936	0.08506	9.36384	-4.3759	-0.178743338870178	-0.01566	-0.39611	-0.12446	0.7741	0.1164	6.85458	-5.37826	-0.154605532317554	0.0123	-0.39282	-0.08329	0.86014	0.09159	8.77237	-4.73435
"mult"	3	-0.279016949038487	0.17174811050063	-1.30556036397485	0.1	-1.93579	-1.58605	-0.39484	-0.33404	0.27744	-0.09444	-6.71791	-0.333309519989781	-0.503	-0.39299	-0.10394	0.68414	0.135	5.66822	-2.03197	-0.255615466554182	-0.39003	-0.31395	-0.06286	0.53504	0.16379	4.12168	-3.36256
"mult"	3	-0.061569645407144	0.158300375798717	-0.156467305893184	0.415319956959	-0.09474	-0.13625	-0.23841	0.57571	0.06752	11.21153	-2.35704	-0.079928865288565	-0.04661	-0.06898	-0.12419	0.54599	0.06984	10.94067	-2.86557	-0.0743707385166401	-0.04402	-0.0642	-0.11489	0.56369	0.06847	11.0998	-2.66026
"mult"	3	-0.414606004068628	0.0505559589364566	-1.32966644900406	0.1	-1.12553	-1.56349	-1.29999	-1.01742	0.25501	0.58017	-7.57705	-0.426799682653697	-0.38902	-0.47898	-0.4124	0.91335	0.05285	13.17105	-2.85879	-0.291836012344065	-0.25028	-0.34303	-0.2822	0.82496	0.07512	10.35835	-7.20232
"mult"	3	-0.34342786752386	0.217262079124339	-1.44341746220444	0.1	-1.81372	-0.84023	-1.6763	-0.49358	0.37094	-2.41779	-6.02782	-0.535047825959668	-0.66663	-0.676	-0.26251	0.04879	0.29602	-0.61299	-5.41792	-0.32632909960324	-0.37693	-0.28711	-0.31495	0.52349	0.20952	2.15201	-4.78372
"mult"	3	-0.299078582390212	0.0348408243153244	-1.15942895066727	0.1	-1.11381	-1.08418	-1.28029	-0.80114	0.20218	2.4371	-7.94042	-0.29933193586302	-0.28554	-0.28308	-0.32937	0.98121	0.02065	20.68775	-1.54625	-0.234420229303228	-0.22371	-0.21957	-0.25998	0.8108	0.06553	11.45066	-7.37141
"mult"	3	-0.261581193702295	0.162454394681845	-0.0642696265120661	4.21156286430828	-0.08374	-0.03506	-0.07401	0.87881	0.086	9.27589	-1.55388	-0.467543958421978	-0.53937	-0.37079	-0.49247	0.30008	0.20667	2.26156	-2.36861	-0.284738786112612	-0.36831	-0.16072	-0.32519	0.87556	0.08714	9.16999	-1.19926
"mult"	3	-0.211304258811288	0.20462897332618	-0.755961792735511	0.1	-0.8257	-0.63987	-0.80231	-0.38711	0.20023	2.51494	-9.56059	-0.188627951134917	-0.16406	-0.19205	-0.20977	-0.16597	0.18357	3.20963	-5.18187	-0.147729283838666	-0.13422	-0.14336	-0.16561	-0.15874	0.183	3.2345	-5.62788
"mult"	3	-0.285080258746166	0.245995740755461	-0.989570017277964	0.1	-0.23608	-0.88416	-1.84846	0.11366	0.17689	3.50651	-5.76766	-0.223687895955707	-0.06001	-0.24707	-0.36398	0.39159	0.14655	5.0115	-2.9761	-0.177928222772003	-0.03117	-0.18877	-0.31384	0.40157	0.14534	5.07769	-3.34328
"mult"	3	-0.244590619578958	0.100531787145883	-1.16226346420863	0.1	-0.80571	-0.98426	-1.69683	-0.41376	0.1883	3.00625	-7.35668	-0.301639168582863	-0.20421	-0.27336	-0.42735	0.79472	0.07175	10.72481	-0.41936	-0.231180612950661	-0.14939	-0.19928	-0.34486	0.68757	0.08852	9.04472	-2.65694
"mult"	3	-0.074940978072118	0.227299379010219	-0.122984066615047	0.745314355565006	-0.23006	-0.00287	-0.13602	0.22986	0.15755	4.43238	-4.85869	-0.128753023448379	-0.20972	-0.02648	-0.15007	0.14841	0.16568	4.03024	-3.55599	-0.107375000336831	-0.18794	-0.01108	-0.12311	0.21282	0.15929	4.34485	-4.23599
"mult"	3	-0.0792638279148377	0.0448125418042764	-0.508988866217314	0.103425979934037	-0.67717	-0.49732	-0.35248	0.91639	0.02261	19.9645	-1.89071	-0.0815501152740353	-0.09738	-0.08688	-0.06039	0.76641	0.03779	15.85464	-2.77461	-0.0758664375763556	-0.09228	-0.08002	-0.0553	0.81649	0.03349	16.81992	-2.14129
"mult"	3	-0.223083390085958	0.167123218241613	-0.836224979215173	0.179175252551734	0.15518	-1.60209	-1.06176	0.69907	0.12698	6.15851	-4.30329	-0.205908137315039	0.06037	-0.37901	-0.29908	0.86555	0.08487	9.38117	-2.09194	-0.184962275713222	0.02796	-0.33808	-0.24476	0.88746	0.07765	10.09261	-1.80254
"mult"	3	-0.0662583401775919	0.0651922024553642	-0.0861173095379937	0.755883913207331	-0.1387	-0.02501	-0.09464	0.52861	0.07923	9.93187	-3.31962	-0.0720923925914049	-0.10959	-0.03393	-0.07276	0.50729	0.081	9.75491	-3.15766	-0.0685900705955453	-0.10679	-0.02707	-0.0719	0.52196	0.07979	9.87584	-3.22658
"mult"	3	-0.150686283630785	0.245349196833558	-0.155364070050589	0.883274372609936	-0.13084	-0.11616	-0.21909	0.49992	0.17875	3.42257	-2.18196	-0.190503771573611	-0.11842	-0.15914	-0.29396	0.40875	0.19436	2.75267	-3.22713	-0.158415734979555	-0.11961	-0.12112	-0.23452	0.48439	0.18151	3.30022	-2.4662
"mult"	3	-0.217621855135076	0.0983517298591323	-1.10818760069507	0.1	-1.42332	-1.54289	-0.35835	0.10343	0.15596	4.51351	-7.75011	-0.237562548568638	-0.28312	-0.29187	-0.1377	0.8935	0.05375	13.03518	-4.28805	-0.196888031769006	-0.24163	-0.25509	-0.09394	0.84392	0.06507	11.50622	-5.73688
"mult"	3	-0.20885931433877	0.10172958415933	-1.05190036604919	0.1	-1.7483	-0.86036	-0.54703	0.07661	0.14707	4.98353	-9.63223	-0.217192270648538	-0.35007	-0.17143	-0.13007	0.95266	0.0333	16.86648	-2.5469	-0.185939794514972	-0.30782	-0.14696	-0.10304	0.86745	0.05572	12.74783	-5.37566
"mult"	3	-0.18751407423988	0.123908297333401	-0.550715034405565	0.166439000581259	-1.06646	-0.67776	0.09208	-0.61536	0.19054	2.9115	-5.56736	-0.116758908113181	-0.21469	-0.10786	-0.02772	0.11769	0.14082	5.33059	-10.90581	-0.108329251648908	-0.20196	-0.11024	-0.01278	0.00828	0.1493	4.863	-9.00877
"mult"	3	-0.358608926215675	0.000208431214559823	-1.24941084842538	0.1	-1.24901	-1.25016	-1.24906	-1.56502	0.24336	0.95425	-7.96337	-0.358624181339477	-0.35858	-0.35876	-0.35854	1	2e-04	57.72728	-1.18465	-0.264974994855934	-0.26491	-0.26512	-0.2649	0.71017	0.0818	9.67601	-36.44995
"mult"	3	-0.25248889029026	0.194700983294751	-1.63335476599176	0.100363617759863	-2.29598	0.011	-2.61508	-0.69603	0.39048	-2.82845	-6.2401	-0.464982371831638	-0.537	-0.17642	-0.68153	0.48814	0.21451	1.9635	-2.66597	-0.286618924598943	-0.38288	-0.00476	-0.47222	0.4318	0.22601	1.54581	-3.92932
"mult"	3	-0.123964557028376	0.148834858555347	-0.582153927298218	0.1	-0.26693	-1.10233	-0.37721	-2.10926	0.12628	6.20277	-6.97046	-0.0829557042651645	-0.01831	-0.18883	-0.04173	-1.07281	0.1031	7.82469	-8.63278	-0.0801287738321812	-0.02313	-0.17334	-0.04392	-1.15641	0.10516	7.66653	-8.28343
"mult"	3	-0.41313403804088	0.121906373242382	-1.23622671716334	0.1	-1.23841	-1.25047	-1.21981	-13.74347	0.3539	-2.04159	-14.38327	-0.352700767006474	-0.36378	-0.36629	-0.32803	-1.68833	0.15112	4.76593	-4.64242	-0.261291022188733	-0.26422	-0.26693	-0.25272	-4.53271	0.2168	1.8789	-8.13716
"mult"	3	-0.256494445807766	0.0784702266682871	-1.07297088460738	0.1	-0.86733	-1.27465	-1.07693	0.15842	0.14628	5.02613	-8.37496	-0.256655854827804	-0.2142	-0.31127	-0.24449	0.92179	0.04459	14.52964	-1.8317	-0.207750916543337	-0.1694	-0.25242	-0.20143	0.92144	0.04469	14.51183	-2.3132
"mult"	3	-0.197244577750098	0.238409815181512	-0.0312496953473872	3.58930366451562	-0.04698	0.04364	-0.09041	0.42757	0.23387	1.27242	-3.38084	-0.0618201116135321	-0.42596	0.76559	-0.52509	-0.84797	0.42021	-3.41541	-4.18213	-0.113588110725006	-0.18574	0.18332	-0.33835	0.42357	0.23468	1.24458	-3.97991
"mult"	3	-0.466813602123875	0.094803670537658	-1.39001330525236	0.1	-1.1571	-1.24443	-1.76851	-1.86811	0.33532	-1.61026	-8.14522	-0.454704771847975	-0.48225	-0.28929	-0.59258	0.72399	0.10402	7.75358	-3.39101	-0.310125259879417	-0.27331	-0.25148	-0.40559	0.47917	0.14289	5.21372	-6.78291
"mult"	3	-0.430362718459219	0.172544099914376	-1.33633416431972	0.1	-1.67167	-1.11284	-1.22449	-2.99256	0.40697	-3.15942	-8.76792	-0.319716339294056	-0.34584	-0.3618	-0.25151	-0.4505	0.2453	0.89068	-2.55934	-0.292720152756696	-0.39044	-0.20128	-0.28644	-0.23584	0.22642	1.53132	-6.01506
"mult"	3	-0.447506372851785	0.168001060315873	-1.3925766533704	0.1	-1.80481	-1.12882	-1.2441	-1.58154	0.38013	-2.61357	-10.12477	-0.454599243572606	-0.45192	-0.43674	-0.47513	0.65903	0.13815	5.48384	-3.64004	-0.308457405178355	-0.38142	-0.25845	-0.2855	0.34714	0.19116	2.88557	-5.51065
"mult"	3	-0.325511795817874	0.23425234266324	-0.200684251918386	1.21430833766533	-0.10186	-0.27856	-0.22164	0.6975	0.16098	4.26037	-1.3945	-0.504956580462144	-0.36418	-0.59434	-0.55635	0.00938	0.29131	-0.48464	-0.85164	-0.286229021122972	-0.14738	-0.38921	-0.3221	0.67708	0.16632	3.99903	-0.73544
"mult"	3	-0.413234094076324	0.0748439882881939	-1.34144042633124	0.1	-1.399	-1.33982	-1.2855	-4.37272	0.33895	-1.69637	-9.8024	-0.425449914109998	-0.47633	-0.44765	-0.35237	0.74849	0.07334	10.55	-2.9603	-0.296883668905342	-0.31945	-0.30057	-0.27063	-0.14497	0.15647	4.48746	-8.76437
"mult"	3	-0.251233499124646	0.188641346932855	-0.208181285304391	0.783014535120429	-0.42995	-0.18368	-0.01091	0.81977	0.1073	7.50532	-3.72271	-0.211088928354531	-0.44716	-0.29859	0.11248	0.62284	0.15522	4.55165	-5.10627	-0.184293575904197	-0.37552	-0.18842	0.01106	0.80233	0.11237	7.13589	-4.66489
"mult"	3	-0.243020893842913	0.0327360411174595	-1.05089192412208	0.1	-1.2087	-0.86654	-1.07744	0.26591	0.12943	6.00542	-8.42887	-0.24759198021008	-0.27153	-0.22282	-0.24842	0.95062	0.03357	16.80158	-2.52989	-0.201418608623042	-0.22583	-0.17478	-0.20365	0.96821	0.02693	18.56376	-2.86119
"mult"	3	-0.302817783865612	0.00361535744741559	-1.16071900773336	0.1	-1.15571	-1.18022	-1.14623	-0.77469	0.19413	2.76251	-7.73223	-0.304884144613922	-0.30338	-0.30881	-0.30246	0.99899	0.00464	32.63004	-4.31452	-0.236115569337633	-0.23493	-0.23987	-0.23354	0.84789	0.05683	12.58969	-19.72698
"mult"	3	-0.440022831480019	0.0373655010480434	-1.34593005013601	0.1	-1.17842	-1.42944	-1.42993	-3.44881	0.33367	-1.57057	-8.37864	-0.417867872406574	-0.3587	-0.436	-0.4589	0.91472	0.0462	14.24701	-2.562	-0.296375053076812	-0.25324	-0.31486	-0.32102	0.1833	0.14296	5.20991	-9.67885
"mult"	3	-0.422130185831338	0.046758568205405	-1.38641428511253	0.1	-1.3158	-1.52605	-1.31739	-0.97484	0.27288	0.03832	-7.49092	-0.506459072736141	-0.48385	-0.53169	-0.50384	0.72655	0.10154	7.94678	-3.69159	-0.314872460830851	-0.29608	-0.34469	-0.30384	0.85753	0.07329	10.55477	-5.71655
"mult"	3	-0.282521343964618	0.159679961449001	-0.911532113724914	0.1	-0.97283	-1.0522	-0.70956	-10.70352	0.26674	0.22044	-11.44758	-0.188999570727628	-0.22597	-0.23356	-0.10746	-4.1652	0.1772	3.49222	-7.711	-0.162745319976304	-0.185	-0.19645	-0.10678	-5.39887	0.19723	2.63551	-9.54144
"mult"	3	-0.352529577841051	0.0117420068127103	-1.23860345354568	0.1	-1.21761	-1.24732	-1.25088	-1.52286	0.24055	1.04707	-7.95424	-0.350006336157132	-0.34278	-0.35055	-0.35669	0.99714	0.0081	28.17751	-1.58264	-0.261118014772808	-0.25576	-0.2624	-0.26519	0.70871	0.08174	9.68236	-15.15802
"mult"	3	-0.375870769110043	0.126686039497145	-1.20126560910059	0.1	-1.05279	-1.16735	-1.38366	-5.45783	0.37848	-2.5788	-9.63859	-0.331639342703519	-0.2724	-0.34493	-0.37759	-0.21301	0.16403	4.10996	-3.52549	-0.249019778376351	-0.20908	-0.24556	-0.29242	-1.42061	0.23172	1.3463	-6.50358
"mult"	3	-0.458749482466374	0.215591463958845	-0.137241593299903	1.89764482422334	-0.18432	-0.12344	-0.10396	0.91912	0.07736	10.12264	-1.80783	-0.426633142902323	-0.53048	-0.36033	-0.38909	0.57209	0.17794	3.45889	-3.73909	-0.288499275119778	-0.38391	-0.25492	-0.22667	0.90737	0.08279	9.57987	-1.62211
