"model"	"n.muts"	"coes"	"sigma"	"u.mean"	"d.hat.MLE"	"u.hats.1"	"u.hats.2"	"u.hats.3"	"u.hats.4"	"u.hats.5"	"R2.stick"	"sig.stick"	"lnL.stick"	"P.stick"	"s.mean"	"s.hats.1"	"s.hats.2"	"s.hats.3"	"s.hats.4"	"s.hats.5"	"R2.mult"	"sig.mult"	"lnL.mult"	"P.mult"	"w.mean"	"w.hats.1"	"w.hats.2"	"w.hats.3"	"w.hats.4"	"w.hats.5"	"R2.add"	"sig.add"	"lnL.add"	"P.add"
"stick"	5	-0.283076564373914	0.133043573063333	-0.247759057586519	1.17730618150456	-0.28644	-0.25793	-0.25153	-0.19556	-0.24733	0.95753	0.10999	26.22977	-3.32323	-0.303404469554657	-0.16654	-0.2645	-0.39192	-0.35845	-0.33562	-0.13546	0.56875	-26.348	-8.32282	-0.460611080423991	-0.52784	-0.47719	-0.47197	-0.38313	-0.44293	0.74889	0.26746	-2.20525	-18.21905
"stick"	5	-0.279625725513324	0.169016832776833	-0.38327119051586	0.634594684009628	-0.37438	-0.34016	-0.39912	-0.36514	-0.43755	0.9269	0.15132	16.02083	-9.21403	-0.225518636302451	-0.29397	-0.20042	-0.14185	-0.26718	-0.22418	-0.26672	0.62991	-29.61611	-9.20405	-0.466259826357525	-0.45436	-0.43896	-0.48984	-0.43525	-0.5129	0.61502	0.34726	-10.56037	-5.79236
"stick"	5	-0.155748152884189	0.145985138602555	-0.019306650829175	9.38764643032361	-0.01234	-0.02636	-0.02554	-0.01936	-0.01293	0.74501	0.12064	23.2722	-9.98005	-0.367719936289459	-0.29485	-0.46208	-0.43597	-0.37784	-0.26786	0.05765	0.23192	2.35782	-1.90656	-0.188089895941558	-0.12145	-0.25609	-0.24756	-0.18947	-0.12587	0.74347	0.121	23.17603	-9.26752
"stick"	5	-0.179712713730987	0.0723473372636363	-0.149225343184341	1.24279680778655	-0.1467	-0.13531	-0.17875	-0.14618	-0.13918	0.93773	0.06974	40.80955	-4.74822	-0.472855438713803	-0.37579	-0.45225	-0.52871	-0.4836	-0.52393	0.06422	0.27035	-2.54895	-26.46591	-0.244884361599565	-0.23519	-0.23041	-0.288	-0.24078	-0.23004	0.85147	0.10771	26.90068	-7.08877
"stick"	5	-0.261985145905055	0.213571291533299	-0.229938613096917	1.19040832901702	-0.14407	-0.18866	-0.28086	-0.2421	-0.294	0.83468	0.22474	3.36371	-3.36184	-0.33770590497617	-0.29732	-0.30066	-0.34709	-0.42214	-0.32131	0.09501	0.52582	-23.83654	-4.32874	-0.433098768483859	-0.30184	-0.3852	-0.50612	-0.44187	-0.53047	0.63307	0.33481	-9.39227	-8.5998
"stick"	5	-0.111052789865062	0.116651882824954	-0.403416829220191	0.1	-0.54186	-0.30189	-0.50989	-0.21435	-0.4491	-0.75272	0.22775	2.93866	-23.89011	-0.171983591613184	-0.2331	-0.15154	-0.16795	-0.12819	-0.17914	0.43341	0.12949	21.00725	-13.63627	-0.117250564729051	-0.1624	-0.09359	-0.1293	-0.07773	-0.12324	0.44739	0.12788	21.40686	-14.64111
"stick"	5	-0.11203486204613	0.240811266063247	-0.271041209972402	0.358551815148068	0.01866	-0.62496	-0.16315	-0.56917	-0.01659	0.16286	0.2867	-4.42817	-26.86572	-0.175447128683405	0.01142	-0.28634	-0.05778	-0.46429	-0.08024	0.24166	0.27288	-2.8464	-18.96171	-0.132830594539411	-0.00923	-0.23623	-0.081	-0.28786	-0.04984	0.2727	0.26723	-2.17771	-24.58633
"stick"	5	-0.112903998873662	0.143700616026763	-0.0404791189400471	2.92203895777799	-0.03256	-0.0367	-0.0391	-0.04145	-0.05258	0.55058	0.12513	22.10397	-16.93552	-0.168166276864557	-0.13052	-0.15968	-0.14959	-0.17922	-0.22183	0.45338	0.13799	18.97121	-16.18177	-0.12680985581832	-0.10191	-0.11546	-0.12093	-0.13059	-0.16515	0.54717	0.1256	21.98297	-16.44466
"stick"	5	-0.0554449372109957	0.171009437239263	-0.105534856918764	0.685034164462028	-0.14856	-0.0931	-0.15131	0.00494	-0.13965	0.31827	0.16735	12.7994	-18.55112	-0.135294126707854	-0.18485	-0.09879	-0.1963	-0.03897	-0.15756	0.03405	0.1992	7.22374	-13.51836	-0.0928619691017333	-0.13234	-0.0756	-0.13722	-0.00442	-0.11473	0.28522	0.17136	12.04191	-15.89398
"stick"	5	-0.255172064586077	0.0286994394846261	-0.247002569187499	1.05196504301795	-0.25004	-0.24378	-0.2441	-0.25887	-0.23823	0.99725	0.02403	74.90311	-8.9533	-0.656922054016399	-0.62304	-0.69134	-0.73379	-0.64822	-0.58823	0.32442	0.37699	-13.18844	-7.91765	-0.404878135558098	-0.41421	-0.39889	-0.4024	-0.41719	-0.39171	0.8036	0.20326	6.57833	-85.0372
"stick"	5	-0.320563570922241	0.23962098674383	-0.526073080161021	0.564108521659915	-0.53185	-0.64066	-0.47726	-0.56053	-0.42006	0.80052	0.35552	-11.31285	-16.25911	-0.283448103875764	-0.39726	-0.30125	-0.36668	-0.25509	-0.09696	-0.19603	0.87055	-39.96997	-6.98446	-0.62547014611676	-0.58397	-0.71231	-0.58344	-0.68485	-0.56279	0.46191	0.58392	-27.19023	-3.68531
"stick"	5	-0.0805248050950467	0.237486293248367	-0.123950654115384	0.535841986559167	-0.16217	-0.00956	-0.27837	-0.40322	0.23356	0.23886	0.22128	3.86029	-18.18265	-0.102849303114245	-0.26027	-0.09944	-0.12642	-0.23406	0.20595	0.35117	0.2043	6.41465	-14.00541	-0.0793625635863216	-0.17504	-0.05061	-0.12142	-0.19905	0.1493	0.38069	0.1996	7.15956	-19.08332
"stick"	5	-0.306795333873015	0.0820603845641017	-0.321705648132485	0.955719872953158	-0.25989	-0.33888	-0.3593	-0.34626	-0.30419	0.97971	0.09022	32.57187	-5.38058	-0.212977114537731	-0.14994	-0.22051	-0.27662	-0.21937	-0.19845	-0.70743	0.82764	-38.35234	-10.50257	-0.542768213505186	-0.45448	-0.56762	-0.57817	-0.57967	-0.5339	0.69974	0.34707	-10.54302	-35.42998
"stick"	5	-0.401981005072594	0.176347260712646	-0.46993221549424	0.815615764754507	-0.51936	-0.4731	-0.49025	-0.43579	-0.43117	0.96004	0.19564	7.80129	-12.64859	-0.240061065303771	-0.21867	-0.28699	-0.09682	-0.23599	-0.36183	-0.92984	1.35966	-54.23743	-6.42043	-0.820272926982682	-0.86698	-0.82983	-0.83541	-0.79575	-0.77339	0.58793	0.62828	-29.53361	-21.2509
"stick"	5	-0.146958999126218	0.0763052441179752	-0.119978667979632	1.29933369587158	-0.10839	-0.11487	-0.13802	-0.10591	-0.1327	0.90071	0.07107	40.20605	-8.09179	-0.360467429115558	-0.29346	-0.39135	-0.40782	-0.31954	-0.39017	-0.03992	0.22999	2.62512	-18.72993	-0.194150594301893	-0.17191	-0.19403	-0.22175	-0.17003	-0.21303	0.84781	0.08798	33.37335	-4.6097
"stick"	5	-0.239462837239262	0.240794439858291	-0.0768374792963152	3.70649230528211	-0.07491	-0.07646	-0.05837	-0.09106	-0.0834	0.73052	0.21656	4.551	-14.59086	-0.369992658706843	-0.41952	-0.45688	-0.07993	-0.44438	-0.44926	0.40853	0.32083	-8.02655	-3.13593	-0.328151580344361	-0.31556	-0.3241	-0.27095	-0.38223	-0.34792	0.71012	0.2246	3.38365	-10.54091
"stick"	5	-0.401163231499959	0.0343723630649038	-0.42446779939465	0.925031874240624	-0.43389	-0.43273	-0.41921	-0.40796	-0.42855	0.99854	0.03682	61.24703	-6.45916	-0.377582125768967	-0.41083	-0.32424	-0.36225	-0.37362	-0.41698	-0.57613	1.20973	-50.4988	-0.17779	-0.81619177871723	-0.82969	-0.82583	-0.80959	-0.79526	-0.8206	0.59483	0.61336	-28.76422	-122.93802
"stick"	5	-0.092797294666525	0.0448968413402326	-0.0772965234836555	1.30115149175912	-0.08632	-0.05946	-0.08529	-0.06966	-0.08576	0.93453	0.03348	64.29123	-6.64655	-0.151881125559359	-0.16374	-0.12836	-0.16597	-0.13891	-0.16242	0.71367	0.07002	40.68295	-9.71791	-0.116009052742708	-0.1282	-0.09199	-0.12764	-0.10508	-0.12714	0.91003	0.03925	59.20554	-3.56676
"stick"	5	-0.0570115352398716	0.0644240331021138	-0.113317031263236	0.535190658853738	-0.10248	-0.15258	-0.12656	-0.04348	-0.14149	0.59024	0.0689	41.19863	-21.72498	-0.08104274281481	-0.08003	-0.10705	-0.09581	-0.03518	-0.08715	0.5185	0.07468	38.61732	-16.20569	-0.0713726377507015	-0.06821	-0.09454	-0.08204	-0.02938	-0.08269	0.56863	0.07069	40.37612	-18.03907
"stick"	5	-0.472543996467721	0.0907346743624657	-0.464730486236631	1.02045835544358	-0.45386	-0.45792	-0.47912	-0.47893	-0.45382	0.99718	0.06733	41.93561	-5.63406	-0.071553090675329	-0.06742	-0.06135	-0.07767	-0.08455	-0.06678	-1.91859	2.16613	-69.1402	-2.24698	-1.05941947653137	-1.04309	-1.05897	-1.07464	-1.07367	-1.04674	0.52969	0.86954	-39.93283	-108.65721
"stick"	5	-0.272701902908739	0.21574732492445	-0.305197344456337	0.909538756482926	-0.30273	-0.35423	-0.42305	-0.22966	-0.21632	0.87944	0.20118	6.90782	-9.69479	-0.27140817752493	-0.21813	-0.30336	-0.31781	-0.28182	-0.23593	-0.13932	0.61845	-29.02856	-3.51659	-0.468724716566405	-0.46041	-0.52018	-0.61581	-0.34648	-0.40074	0.66191	0.3369	-9.59071	-3.63426
"stick"	5	-0.0913712183013558	0.223957542562857	-0.170515051610965	0.493806165389906	-0.23986	-0.37417	-0.2049	0.09344	-0.12709	0.45267	0.18473	9.63729	-25.55705	-0.151319180171057	-0.19599	-0.3046	-0.17954	0.08435	-0.16081	0.26443	0.21415	4.90787	-13.44808	-0.109827135552485	-0.14865	-0.23597	-0.12722	0.05866	-0.09595	0.42386	0.18953	8.81654	-16.07513
"stick"	5	-0.43035130262142	0.00511800567619503	-0.433584264073308	0.989676314303711	-0.43348	-0.43052	-0.43443	-0.43454	-0.43496	0.99997	0.00589	119.9066	-6.64656	-0.0631511494351017	-0.06274	-0.06182	-0.06467	-0.06358	-0.06295	-2.03727	1.87746	-64.56351	-0.80727	-0.909740973658637	-0.91038	-0.90505	-0.90972	-0.91146	-0.9121	0.57462	0.70261	-33.11167	-266.05758
"stick"	5	-0.180411072843708	0.20014104823349	-0.133350354214719	1.59688751571612	-0.04687	-0.11029	-0.13034	-0.18679	-0.19246	0.79373	0.15953	14.33135	-12.33636	-0.305554684206885	-0.17623	-0.24827	-0.40589	-0.34223	-0.35514	0.56847	0.23074	2.52112	-8.59315	-0.267473449303622	-0.11314	-0.2233	-0.2571	-0.36817	-0.37565	0.74956	0.17578	11.22704	-6.6221
"stick"	5	-0.410567865159828	0.0573814620147459	-0.435314993555471	0.916275590030762	-0.44213	-0.4431	-0.43551	-0.44083	-0.41501	0.99756	0.04991	51.51557	-4.13215	-0.384067487126197	-0.39812	-0.42763	-0.3015	-0.32017	-0.47292	-0.58649	1.27176	-52.09884	-0.90818	-0.850038080869032	-0.85984	-0.84496	-0.8549	-0.8652	-0.82529	0.56637	0.66489	-31.34558	-110.19039
"stick"	5	-0.295012321986724	0.122252924484201	-0.253966927936252	1.18658894546402	-0.21844	-0.24226	-0.28211	-0.2691	-0.25793	0.96118	0.11072	26.01825	-2.96165	-0.27262732034945	-0.26743	-0.34579	-0.2278	-0.27075	-0.25137	-0.32494	0.64683	-30.46475	-9.41117	-0.483010238178191	-0.42361	-0.46184	-0.52036	-0.52236	-0.48688	0.74029	0.28638	-4.39168	-21.22216
"stick"	5	-0.345667090022471	0.0761952131288126	-0.376854422425426	0.886657995624826	-0.38593	-0.36885	-0.3967	-0.38023	-0.35256	0.98625	0.08745	33.56704	-8.53278	-0.316262886365398	-0.29875	-0.34857	-0.3722	-0.30413	-0.25766	-0.43351	0.89294	-40.78263	-9.67746	-0.636547803626882	-0.65602	-0.62924	-0.65166	-0.63348	-0.61235	0.66423	0.43216	-17.5596	-40.71605
"stick"	5	-0.312562754645478	0.053482377436012	-0.332464841353314	0.921388469310503	-0.33743	-0.31978	-0.35252	-0.30076	-0.35185	0.99174	0.05721	47.14879	-11.58553	-0.23862838171029	-0.24809	-0.23621	-0.26079	-0.18974	-0.25832	-0.57132	0.78917	-36.82919	-18.10391	-0.543724960168661	-0.55121	-0.52084	-0.56704	-0.50865	-0.57089	0.71827	0.33416	-9.32971	-54.27396
"stick"	5	-0.209506358182989	0.216504281386733	-0.235821827033888	0.890960439329564	-0.24893	-0.26441	-0.31793	-0.12948	-0.21837	0.85549	0.1521	15.85771	-13.00846	-0.264988150639774	-0.25724	-0.29852	-0.36236	-0.14842	-0.2584	0.39086	0.31226	-7.16092	-4.46447	-0.316914029666539	-0.32404	-0.33913	-0.41327	-0.2079	-0.30023	0.71844	0.2123	5.18611	-1.92738
"stick"	5	-0.097700920398347	0.237499112437945	-0.0643001710927475	1.9069983737884	-0.1191	-0.12073	-0.04103	0.01164	-0.05228	0.55445	0.16704	12.85914	-19.08517	-0.183042067122807	-0.31068	-0.32929	-0.19987	0.09698	-0.17236	0.33421	0.20419	6.43245	-10.72102	-0.132855280491109	-0.2409	-0.24699	-0.101	0.03256	-0.10794	0.54479	0.16884	12.5157	-15.92244
"stick"	5	-0.488715562573634	0.0507546630105935	-0.502627106200352	0.958780550082236	-0.51305	-0.51078	-0.50129	-0.48209	-0.50592	0.99776	0.06433	43.39145	-8.05577	-0.0732373770757483	-0.08344	-0.08329	-0.07676	-0.04865	-0.07405	-1.85406	2.29636	-71.00844	-2.30946	-1.13311567880582	-1.14109	-1.13826	-1.12397	-1.12118	-1.14107	0.49818	0.9629	-43.19626	-125.0655
"stick"	5	-0.378676031378563	0.230266310391016	-0.406435359735595	0.88848361078122	-0.3	-0.37728	-0.44391	-0.43674	-0.47423	0.93987	0.22216	3.73379	-3.84205	-0.3199078734973	-0.20175	-0.34115	-0.38684	-0.12491	-0.54489	-0.51241	1.1142	-47.86653	-3.49593	-0.741320647061337	-0.60941	-0.71526	-0.75863	-0.80194	-0.82136	0.54582	0.61058	-28.61909	-16.46475
"stick"	5	-0.160457594436593	0.141679708729498	-0.256600292127647	0.555539499662252	-0.21375	-0.29894	-0.28489	-0.17838	-0.30704	0.73676	0.14868	16.58387	-16.71133	-0.341941471550439	-0.2577	-0.40961	-0.38283	-0.28347	-0.3761	0.26073	0.24917	0.06199	-6.50637	-0.216276037028825	-0.17693	-0.25367	-0.23764	-0.17167	-0.24148	0.6217	0.17824	10.78184	-5.42761
"stick"	5	-0.0536410401691683	0.0538801696966402	-0.13594747398539	0.409627041751898	-0.22621	-0.15715	-0.11378	-0.07063	-0.11198	0.5382	0.06808	41.58001	-16.48249	-0.0764438838748281	-0.10947	-0.07801	-0.07819	-0.04727	-0.06928	0.41955	0.07633	37.92123	-11.35152	-0.0676702945656787	-0.10257	-0.07227	-0.0653	-0.03917	-0.05904	0.49295	0.07134	40.08444	-13.18124
"stick"	5	-0.203824033529963	0.105927923053969	-0.0912011365228644	2.49851427811179	-0.06662	-0.09117	-0.10182	-0.10103	-0.09536	0.91426	0.09063	32.42672	-7.39528	-0.473977405141837	-0.47094	-0.444	-0.38806	-0.54699	-0.51989	0.44875	0.22979	2.65296	-10.7584	-0.269530437961529	-0.2041	-0.26918	-0.30204	-0.29289	-0.27944	0.882	0.10631	27.31729	-4.26824
"stick"	5	-0.433653693890665	0.206336912757251	-0.485325021117632	0.863614578387224	-0.51885	-0.39599	-0.52514	-0.48922	-0.49743	0.96275	0.22088	3.91845	-6.69034	-0.280619199901182	-0.27085	-0.28386	-0.23177	-0.31369	-0.30293	-0.88795	1.57248	-58.891	-1.64792	-0.950116837122884	-0.96987	-0.88409	-0.9918	-0.9217	-0.98313	0.50477	0.80537	-37.47936	-23.48484
"stick"	5	-0.214665111340582	0.142575041158125	-0.307639950470099	0.661422529425769	-0.31957	-0.20905	-0.36225	-0.34093	-0.30639	0.91346	0.12585	21.92022	-3.50953	-0.306601793817017	-0.2743	-0.29958	-0.30475	-0.3669	-0.28748	0.40661	0.32953	-8.8831	-4.58766	-0.354679253847529	-0.36466	-0.26263	-0.4017	-0.38063	-0.36378	0.64707	0.25414	-0.56989	-7.36974
"stick"	5	-0.0970218830392696	0.143617526511662	-0.378339062499203	0.1	-0.41942	-0.3465	-0.35573	-0.34897	-0.42108	-0.55732	0.21788	4.3566	-22.53243	-0.136371231038589	-0.16059	-0.07231	-0.16461	-0.12487	-0.15947	0.33379	0.1425	17.94257	-19.66067	-0.100640286697883	-0.11961	-0.07006	-0.10824	-0.09162	-0.11367	0.28631	0.14749	16.84102	-19.26523
"stick"	5	-0.189729576790705	0.0345916571677662	-0.179590636387064	1.06406247406112	-0.18306	-0.18323	-0.17833	-0.17672	-0.17662	0.9869	0.03388	63.91272	-7.44901	-0.378480696491594	-0.33819	-0.40872	-0.40076	-0.40012	-0.34461	0.62556	0.18114	10.26464	-21.28828	-0.264866246822998	-0.27049	-0.26744	-0.26052	-0.25995	-0.26592	0.87127	0.10621	27.34827	-27.49608
"stick"	5	-0.0704490877687931	0.222137073113117	-0.277684864140683	0.399561608709588	-0.69155	0.00012	-0.06707	-0.34531	-0.28462	-0.23513	0.28594	-4.34311	-29.26018	-0.124974268949984	-0.22489	-0.08448	0.03164	-0.23126	-0.11587	0.18447	0.23235	2.29849	-33.68356	-0.111559153686521	-0.22714	-0.03667	-0.0144	-0.17919	-0.1004	0.22476	0.22654	3.10903	-31.84947
"stick"	5	-0.374869223777205	0.106077702192124	-0.393909782694565	0.942572190311384	-0.36419	-0.40045	-0.39346	-0.37701	-0.43443	0.98874	0.0922	31.87634	-2.99065	-0.377767187618565	-0.35936	-0.32452	-0.40747	-0.41591	-0.38158	-0.46194	1.05033	-45.97744	-4.12699	-0.735778271666907	-0.69021	-0.75583	-0.73566	-0.71032	-0.78687	0.62327	0.53318	-24.28147	-42.61345
"stick"	5	-0.361851604282856	0.138488237513229	-0.283443878821185	1.39291912733608	-0.28549	-0.2853	-0.29932	-0.28383	-0.26328	0.96128	0.15239	15.79655	-3.82899	-0.264145160351764	-0.3207	-0.24046	-0.32759	-0.16408	-0.26791	-0.88836	1.06426	-46.39886	-3.10932	-0.663075586897643	-0.6691	-0.67804	-0.6898	-0.64435	-0.63409	0.71038	0.41679	-16.40062	-20.30719
"stick"	5	-0.406627783097792	0.128494726144709	-0.452454354097701	0.865601784748609	-0.42743	-0.45157	-0.47116	-0.43518	-0.47694	0.98642	0.11922	23.65056	-3.29728	-0.376687101613213	-0.48463	-0.29782	-0.52289	-0.28288	-0.29521	-0.5741	1.28372	-52.39834	-2.57467	-0.854775924082828	-0.82629	-0.862	-0.85404	-0.83131	-0.90023	0.54538	0.68989	-32.5269	-48.02709
"stick"	5	-0.289926984976046	0.217196821526159	-0.25705649114858	1.07261549198093	-0.24945	-0.22371	-0.26141	-0.28045	-0.27027	0.85289	0.20955	5.60391	-5.67958	-0.319643021168002	-0.12655	-0.47046	-0.36485	-0.31654	-0.31981	-0.00918	0.54883	-25.20698	-3.35613	-0.445728055180229	-0.43759	-0.38158	-0.44993	-0.48695	-0.47259	0.6438	0.32606	-8.54443	-1.41638
"stick"	5	-0.470986092672683	0.0338607741286978	-0.487455450811842	0.957083622569739	-0.48355	-0.49108	-0.48749	-0.48825	-0.48692	0.99912	0.03805	60.19878	-5.57654	-0.0706789210140596	-0.07336	-0.07319	-0.07022	-0.06584	-0.07079	-1.89071	2.1809	-69.35769	-1.07322	-1.07303462933831	-1.06729	-1.07788	-1.06915	-1.07917	-1.07167	0.514	0.89423	-40.82881	-154.81804
"stick"	5	-0.210265892825555	0.170973759202752	-0.287985435113363	0.649886452361205	-0.32015	-0.32473	-0.22768	-0.29363	-0.27373	0.84268	0.15312	15.64309	-7.6246	-0.36275031071422	-0.43872	-0.38879	-0.32566	-0.34909	-0.31149	0.52146	0.26706	-2.15662	-2.68478	-0.311526295560791	-0.33586	-0.34767	-0.25577	-0.31823	-0.30011	0.63706	0.23257	2.26761	-2.10518
"stick"	5	-0.10948210953502	0.0898575100582093	-0.349793121862275	0.281055008883627	-0.41605	-0.133	-0.42427	-0.34923	-0.42641	0.76857	0.09935	29.48619	-15.62257	-0.234729972727082	-0.25228	-0.1565	-0.2976	-0.21191	-0.25536	0.01518	0.20494	6.31497	-9.35811	-0.160637495326414	-0.17909	-0.08657	-0.2055	-0.14945	-0.18258	0.55931	0.13709	19.18098	-4.53469
"stick"	5	-0.0584805515711196	0.216889856907073	-0.123431902567467	0.47222316419833	-0.25156	-0.18374	0.14716	-0.32167	-0.00735	-0.02204	0.22101	3.89881	-40.28316	-0.056492521818468	-0.11873	-0.10129	0.0367	-0.20262	0.10349	0.00328	0.21826	4.30021	-31.24549	-0.0541656637338573	-0.11271	-0.08135	0.04216	-0.16437	0.04544	0.01802	0.21664	4.53858	-37.24948
"stick"	5	-0.240816338267177	0.201575678540394	-0.229535279801957	1.05532264606082	-0.18688	-0.26754	-0.22818	-0.26921	-0.19587	0.80582	0.20113	6.91501	-10.77463	-0.317282170146698	-0.21479	-0.32257	-0.30774	-0.33531	-0.406	0.29804	0.38242	-13.6466	-6.30374	-0.362634416149906	-0.32486	-0.38991	-0.35472	-0.43776	-0.30593	0.67162	0.26156	-1.49142	-5.56941
"stick"	5	-0.159234341583215	0.132496860052925	-0.198614345503038	0.736026552871858	-0.17938	-0.20629	-0.19369	-0.23943	-0.17428	0.80189	0.11452	24.93858	-11.08823	-0.336977709811653	-0.32796	-0.30824	-0.35043	-0.38467	-0.31358	0.23668	0.22479	3.35689	-14.16026	-0.206369397390402	-0.19075	-0.20599	-0.20738	-0.24394	-0.18378	0.70583	0.13955	18.61325	-4.15589
"stick"	5	-0.289771189703606	0.0902377320453525	-0.322894783161244	0.852106776942028	-0.3336	-0.28097	-0.32945	-0.33402	-0.33643	0.98323	0.0719	39.83437	-9.21592	-0.201548417377838	-0.20477	-0.16551	-0.23082	-0.20308	-0.20357	-0.58477	0.69894	-32.94387	-15.36029	-0.478527020408104	-0.49808	-0.42982	-0.47431	-0.48796	-0.50246	0.73081	0.28806	-4.57958	-32.9543
"stick"	5	-0.173011449514888	0.0311942512635142	-0.157871955115981	1.12216256399979	-0.15813	-0.1742	-0.15376	-0.15461	-0.14865	0.99293	0.02213	77.5401	-1.2548	-0.441752353779801	-0.4421	-0.47098	-0.42727	-0.43806	-0.43035	0.13072	0.24542	0.54742	-37.50852	-0.236763521060605	-0.2382	-0.25917	-0.23032	-0.23216	-0.22397	0.89751	0.08427	34.754	-34.90222
"stick"	5	-0.49004964241758	0.17136129149003	-0.505102527356386	0.966142210603737	-0.51057	-0.54353	-0.49051	-0.50236	-0.47855	0.99594	0.08856	33.16391	-4.80488	-0.0673725603805269	-0.06812	-0.08144	-0.0698	-0.05769	-0.05981	-1.87192	2.35656	-71.83653	-3.8179	-1.15228983279309	-1.16189	-1.23525	-1.11719	-1.14733	-1.09979	0.49742	0.98582	-43.94895	-90.5735
"stick"	5	-0.451068289321847	0.0897933951346204	-0.498567365385348	0.861970101650431	-0.48339	-0.4435	-0.50553	-0.54007	-0.52035	0.99003	0.12014	23.40488	-9.1847	-0.162461798023067	-0.03505	-0.26668	-0.21379	-0.08812	-0.20867	-1.32619	1.83487	-63.82913	-1.87876	-0.999875700402696	-1.00747	-0.94166	-1.00231	-1.03113	-1.01681	0.50657	0.84507	-39.01932	-74.82731
"stick"	5	-0.448409207863733	0.0348818507045507	-0.447415522521019	1.00264927696905	-0.45274	-0.44272	-0.44981	-0.44854	-0.44327	0.9995	0.0259	72.50133	-3.8827	-0.0681284010675597	-0.06462	-0.07206	-0.07232	-0.06474	-0.0669	-1.97368	1.99886	-66.56846	-0.2764	-0.974405266944168	-0.98582	-0.9642	-0.97269	-0.9791	-0.97021	0.55332	0.7747	-36.23694	-169.80039
"stick"	5	-0.483112272247672	0.0257347545120865	-0.494468731001082	0.966552858438075	-0.49483	-0.49845	-0.49678	-0.49258	-0.48971	0.99969	0.02342	75.72686	-7.14076	-0.0715583182324737	-0.06989	-0.0718	-0.07275	-0.07322	-0.07013	-1.87403	2.26136	-70.51695	-2.33254	-1.11252561133373	-1.11563	-1.11828	-1.11626	-1.10736	-1.10511	0.50526	0.93824	-42.36603	-187.44329
"stick"	5	-0.146951655950397	0.182555795938242	-0.0839923312403699	2.1217149813272	-0.12351	-0.05734	-0.04504	-0.08364	-0.11043	0.72024	0.14791	16.75178	-17.35247	-0.318653952152227	-0.42123	-0.19329	-0.21608	-0.3576	-0.40506	0.45265	0.20688	6.01329	-15.40647	-0.205451183950258	-0.30103	-0.14158	-0.11187	-0.21827	-0.2545	0.7015	0.15278	15.71431	-13.38487
"stick"	5	-0.451115392369684	0.193580037215725	-0.462120845915519	0.974144299849213	-0.43536	-0.48119	-0.42189	-0.51069	-0.46147	0.97872	0.16966	12.36099	-6.96435	-0.280657533750131	-0.27898	-0.25798	-0.32728	-0.2503	-0.28875	-1.00642	1.64743	-60.38095	-2.23544	-0.976147995132087	-0.93462	-1.01867	-0.93734	-1.02901	-0.96111	0.56614	0.76608	-35.87888	-40.28026
"stick"	5	-0.219317268242594	0.0174064572784118	-0.236598315031806	0.91231869133092	-0.23474	-0.24596	-0.23298	-0.22996	-0.23935	0.99731	0.01927	81.96415	-10.01437	-0.390259198377841	-0.39015	-0.39583	-0.38794	-0.3811	-0.39626	0.60813	0.23254	2.27152	-1.06904	-0.328544446698801	-0.32848	-0.33679	-0.32521	-0.32049	-0.33174	0.8254	0.15523	15.20595	-73.83554
"stick"	5	-0.439790778385941	0.0877480980125256	-0.405403250911876	1.14785653445973	-0.39197	-0.39257	-0.41429	-0.42245	-0.40574	0.99503	0.07876	36.91573	-3.63919	-0.0718711643545948	-0.05417	-0.068	-0.07642	-0.08047	-0.08028	-2.07758	1.96001	-65.94045	-0.8019	-0.94575447626798	-0.92736	-0.93193	-0.96105	-0.97346	-0.93498	0.60102	0.70571	-33.25263	-85.59544
"stick"	5	-0.30991702262545	0.186144557432272	-0.35899046559662	0.822389735762759	-0.42983	-0.40241	-0.33406	-0.34747	-0.28119	0.92399	0.1746	11.44179	-12.64337	-0.285057889844533	-0.42259	-0.26481	-0.1983	-0.23138	-0.30821	-0.24624	0.70701	-33.3113	-7.5383	-0.529089379343195	-0.5818	-0.56966	-0.51064	-0.51828	-0.46506	0.67833	0.3592	-11.64175	-8.01453
"stick"	5	-0.070877305266913	0.0188674561795779	-0.0116126788454556	6.62693402049587	-0.01265	-0.01255	-0.01159	-0.01051	-0.01077	0.95186	0.01867	82.97226	-2.47283	-0.0936413594485953	-0.10042	-0.1013	-0.09348	-0.08497	-0.08804	0.89389	0.02773	70.32664	-4.48369	-0.0786864707200934	-0.08557	-0.08508	-0.0785	-0.07122	-0.07306	0.95114	0.01881	82.73588	-2.1996
"stick"	5	-0.390987240627874	0.121989275270607	-0.417006289029514	0.913011745624483	-0.37835	-0.41327	-0.45314	-0.40175	-0.43852	0.98666	0.10811	26.7804	-3.1602	-0.321872006561574	-0.30207	-0.32908	-0.43909	-0.30056	-0.23856	-0.64342	1.19983	-50.23586	-3.83386	-0.789146642156493	-0.72816	-0.78374	-0.82506	-0.7856	-0.82318	0.57577	0.6096	-28.56769	-49.6412
"stick"	5	-0.160667154483963	0.045929255487863	-0.142484524762864	1.14000556379489	-0.15411	-0.14845	-0.12978	-0.15348	-0.12661	0.97324	0.03868	59.67102	-5.90903	-0.328667451530431	-0.35591	-0.33664	-0.30247	-0.34898	-0.29934	0.51059	0.16542	13.16967	-37.34742	-0.209873508711923	-0.22774	-0.2178	-0.19151	-0.2253	-0.18702	0.90235	0.07389	38.9582	-5.42758
