"model"	"n.muts"	"coes"	"sigma"	"u.mean"	"d.hat.MLE"	"u.hats.1"	"u.hats.2"	"u.hats.3"	"u.hats.4"	"u.hats.5"	"R2.stick"	"sig.stick"	"lnL.stick"	"P.stick"	"s.mean"	"s.hats.1"	"s.hats.2"	"s.hats.3"	"s.hats.4"	"s.hats.5"	"R2.mult"	"sig.mult"	"lnL.mult"	"P.mult"	"w.mean"	"w.hats.1"	"w.hats.2"	"w.hats.3"	"w.hats.4"	"w.hats.5"	"R2.add"	"sig.add"	"lnL.add"	"P.add"
"add"	5	-0.110454736882821	0.0822535361512564	-0.348682778988069	0.15194487447741	-0.24734	-0.35684	-0.36464	-0.36689	-0.40769	0.28954	0.1213	23.09754	-27.34924	-0.13389312068105	-0.12408	-0.12732	-0.13603	-0.13728	-0.14475	0.55567	0.09593	30.60704	-12.3227	-0.1034597572308	-0.09417	-0.09844	-0.1041	-0.10846	-0.11213	0.61184	0.08966	32.76946	-16.76081
"add"	5	-0.42142812537495	0.180658414261416	-0.0489622346976426	8.24533286847818	-0.04493	-0.04941	-0.04517	-0.05084	-0.05447	0.95993	0.09644	30.43727	-3.82043	-0.295140548793079	-0.22079	-0.27671	-0.21373	-0.35483	-0.40965	-0.72158	0.63215	-29.72978	-5.25616	-0.442657914673665	-0.40916	-0.44656	-0.40983	-0.45901	-0.48873	0.94849	0.10935	26.41784	-3.80001
"add"	5	-0.253580518870149	0.0599447125568986	-0.0400580338172819	6.14506241397062	-0.03827	-0.03911	-0.03647	-0.04474	-0.0417	0.9783	0.04251	56.65359	-3.33529	-0.359777267453626	-0.35472	-0.35707	-0.34687	-0.40975	-0.33047	0.7454	0.1456	17.25459	-12.65698	-0.265298795584957	-0.25326	-0.2591	-0.24159	-0.29602	-0.27651	0.97078	0.04933	51.89024	-3.10616
"add"	5	-0.401144920813385	0.243012369784992	-0.706645185704965	0.1	-0.67218	-0.84196	-0.43225	-0.67393	-0.9129	-1.8387	0.75195	-35.28319	-40.51148	-0.259991075868703	-0.27262	-0.42126	-0.14682	-0.32107	-0.13818	-0.95414	0.62389	-29.30881	-3.64113	-0.375311961313312	-0.34949	-0.42897	-0.30645	-0.35575	-0.4359	0.75102	0.22269	3.65668	-17.15821
"add"	5	-0.0606151112355292	0.043141434493009	-0.113764608770125	0.476138271752249	-0.11015	-0.08526	-0.1075	-0.16271	-0.1032	0.77972	0.03922	59.22908	-9.61713	-0.0760987587588751	-0.06851	-0.06105	-0.07555	-0.10376	-0.07164	0.66464	0.04839	52.50448	-4.39195	-0.0665359887774324	-0.06176	-0.05178	-0.0648	-0.09247	-0.06187	0.73945	0.04265	56.54322	-5.81327
"add"	5	-0.213585539918859	0.200298740295693	-0.0678476366153221	2.85641602287614	-0.04782	-0.08641	-0.06038	-0.09906	-0.04557	0.63139	0.18679	9.28178	-20.46208	-0.339649925479673	-0.35688	-0.44649	-0.32206	-0.40349	-0.16932	0.3988	0.23856	1.45489	-10.7583	-0.214720822799426	-0.15934	-0.2733	-0.18807	-0.30777	-0.14513	0.62391	0.18868	8.96055	-18.55854
"add"	5	-0.128280221065506	0.0429131814744323	-0.0379146893174994	3.18493319678441	-0.03043	-0.03675	-0.03789	-0.04212	-0.04239	0.92139	0.04057	58.14323	-8.61956	-0.179389170128935	-0.15677	-0.17246	-0.18387	-0.18987	-0.19396	0.69497	0.07992	36.44805	-12.65149	-0.12970382530622	-0.10558	-0.12542	-0.13032	-0.14296	-0.14424	0.91467	0.04227	56.83034	-7.84903
"add"	5	-0.0883286472759209	0.18208600039361	-0.0356425912615326	2.24581508256774	-0.03476	-0.01989	-0.07676	0.01618	-0.06299	0.35372	0.17138	12.03843	-23.05693	-0.113483765420091	-0.14668	-0.09352	-0.20454	0.04793	-0.17062	0.26097	0.18326	9.89271	-17.69203	-0.0867134321322928	-0.09274	-0.0549	-0.17604	0.03559	-0.14549	0.34868	0.17204	11.91409	-21.35673
"add"	5	-0.340059282165021	0.159949938009959	-0.621263074809362	0.1	-0.51239	-0.64229	-0.64513	-0.68006	-0.62643	-2.20718	0.63167	-29.70552	-27.05811	-0.259023652288258	-0.20219	-0.22385	-0.27698	-0.3245	-0.26759	-0.55832	0.44031	-18.15694	-4.12582	-0.319293898933842	-0.25588	-0.33377	-0.32944	-0.33744	-0.33994	0.81507	0.15168	15.94542	-6.49577
"add"	5	-0.386461405293085	0.084939478430897	-0.701670770297043	0.1	-0.72703	-0.66109	-0.71715	-0.75393	-0.64914	-1.70695	0.68455	-32.27815	-33.61963	-0.295948034634628	-0.30977	-0.25231	-0.31065	-0.33846	-0.26855	-0.55935	0.51956	-23.45328	-8.33293	-0.387150199920577	-0.39434	-0.35557	-0.39225	-0.41916	-0.37443	0.97519	0.06554	42.79781	-5.80736
"add"	5	-0.465022995322943	0.104900699516293	-0.720251593602563	0.1	-0.69917	-0.6797	-0.68085	-0.70289	-0.83866	-2.2652	0.87305	-40.0616	-29.13388	-0.149171390247503	-0.11864	-0.10578	-0.12627	-0.16228	-0.23289	-2.94663	0.95984	-43.09426	-11.10184	-0.449004175117867	-0.43717	-0.4216	-0.44132	-0.43933	-0.50561	0.9355	0.1227	22.73	-5.83111
"add"	5	-0.112902120489161	0.0192612340324558	-0.0580035289343802	1.82520767780639	-0.05502	-0.05653	-0.06414	-0.05412	-0.0602	0.98176	0.01729	85.44402	-4.61205	-0.154388148279765	-0.1449	-0.15064	-0.17062	-0.14613	-0.15965	0.7857	0.05925	46.0241	-24.38847	-0.117842586742065	-0.11138	-0.11488	-0.13031	-0.11039	-0.12226	0.96681	0.02332	75.86796	-4.24065
"add"	5	-0.181123904779088	0.135928860981949	-0.531743804690584	0.110185911304318	-0.51101	-0.76816	-0.791	-0.35329	-0.23526	-0.43551	0.25414	-0.56975	-37.03639	-0.400978356349471	-0.38851	-0.43901	-0.469	-0.39548	-0.31288	-0.44511	0.25499	-0.67646	-4.00485	-0.17237617067259	-0.15753	-0.21906	-0.23398	-0.1455	-0.10581	0.74499	0.10711	27.07791	-10.58589
"add"	5	-0.214350199257024	0.182406287407503	-0.57636950135685	0.103351910924035	-0.57301	-0.39001	-1.11554	-0.48523	-0.31805	-0.44306	0.33922	-9.81094	-29.19727	-0.303397974184102	-0.30188	-0.15471	-0.42812	-0.38291	-0.24938	0.53065	0.19346	8.15969	-11.07957	-0.193561704320451	-0.18138	-0.12396	-0.33295	-0.16724	-0.16228	0.58878	0.18108	10.27524	-17.4608
"add"	5	-0.213854770106263	0.223619983298704	-0.128319409853635	1.48744119873958	-0.06116	-0.1497	-0.15669	-0.17118	-0.10287	0.59994	0.226	3.1846	-15.64524	-0.237764019313638	-0.15456	-0.25826	-0.32887	-0.29413	-0.15299	0.38063	0.2812	-3.80852	-13.66778	-0.241152766438199	-0.11581	-0.29608	-0.2859	-0.31869	-0.18928	0.56077	0.23681	1.69032	-12.01027
"add"	5	-0.0588144239387475	0.0227116277092136	-0.294469845688234	0.1	-0.28584	-0.35913	-0.21489	-0.26299	-0.3495	-0.0623	0.06419	43.46547	-31.11726	-0.0646645108680339	-0.06086	-0.0773	-0.04963	-0.06002	-0.07551	0.88318	0.02128	78.78685	-5.53597	-0.0570112688391343	-0.05385	-0.0685	-0.04329	-0.05245	-0.06697	0.83932	0.02496	73.68637	-9.1466
"add"	5	-0.28044119552942	0.154608063923661	-0.141180434632359	1.69342178971465	-0.14673	-0.13357	-0.15607	-0.09492	-0.1746	0.85101	0.14303	17.82494	-7.35366	-0.424548520731422	-0.39338	-0.43391	-0.39228	-0.40805	-0.49511	0.53783	0.25191	-0.28819	-15.2475	-0.307943875157283	-0.32468	-0.29212	-0.33679	-0.21143	-0.3747	0.78912	0.17016	12.26607	-3.38318
"add"	5	-0.476213282288518	0.180325799388811	-0.741844051919525	0.1	-0.70644	-0.70048	-0.7251	-0.82939	-0.74781	-1.77599	0.89482	-40.84967	-22.28099	-0.276686691472384	-0.36111	-0.26455	-0.24842	-0.24916	-0.26019	-1.27394	0.80987	-37.65781	-2.79293	-0.487087949244808	-0.48328	-0.43489	-0.50577	-0.51287	-0.49863	0.90993	0.16118	14.00113	-2.77564
"add"	5	-0.114553073153365	0.175223507743794	-0.0451934652937585	2.61437829795088	-0.01827	-0.06526	-0.05135	-0.04808	-0.04301	0.41377	0.17384	11.58104	-21.64169	-0.179192019263873	-0.09978	-0.27045	-0.20305	-0.15028	-0.1724	0.28017	0.19264	8.29609	-22.1111	-0.127999336598743	-0.05662	-0.18594	-0.14368	-0.13057	-0.12318	0.40963	0.17446	11.46838	-21.21545
"add"	5	-0.251178143988363	0.17332669015741	-0.0422681605582896	5.79731037851078	-0.0559	-0.05614	-0.02824	-0.02426	-0.04679	0.8165	0.14206	18.04285	-18.35392	-0.423617323804133	-0.5162	-0.54029	-0.35049	-0.29479	-0.41632	0.60059	0.20958	5.59862	-11.3897	-0.262060082619179	-0.3421	-0.34745	-0.17904	-0.15361	-0.28811	0.81254	0.14358	17.70111	-15.5206
"add"	5	-0.380925519822631	0.0429702867404558	-0.700976504136824	0.1	-0.64471	-0.72319	-0.66733	-0.68862	-0.78102	-1.52117	0.65144	-30.69185	-29.01822	-0.234796719933267	-0.18953	-0.26299	-0.22984	-0.21978	-0.27185	-0.95032	0.57296	-26.58413	-16.58117	-0.382779662286638	-0.36631	-0.38594	-0.37383	-0.37023	-0.41759	0.98077	0.0569	47.32104	-4.00413
"add"	5	-0.29161059143953	0.0250824749236926	-0.643872639296893	0.1	-0.61606	-0.64222	-0.66099	-0.63814	-0.66196	-1.16458	0.46803	-20.1111	-34.02851	-0.454048885022269	-0.44199	-0.44794	-0.46776	-0.43911	-0.47345	0.67715	0.18075	10.33361	-5.84324	-0.297909279735997	-0.28941	-0.2945	-0.30752	-0.28918	-0.30894	0.99318	0.02627	72.05463	-5.79505
"add"	5	-0.073683608463034	0.111590631655417	-0.225004071064844	0.188651578448124	-0.03766	-0.05757	-0.41596	-0.30094	-0.31289	0.07812	0.1187	23.78968	-28.339	-0.0831562560904648	-0.06802	-0.02148	-0.12791	-0.09783	-0.10054	0.36277	0.09869	29.6983	-9.79785	-0.0669876885622833	-0.04527	-0.01581	-0.1095	-0.08082	-0.08353	0.34954	0.09971	29.36947	-13.37197
"add"	5	-0.0938354129670187	0.112578968983144	-0.377488323445819	0.18679921713197	-0.36176	-0.47243	-0.28022	-0.49036	-0.28267	0.66858	0.10049	29.12164	-17.27397	-0.157580304315601	-0.15853	-0.17948	-0.12398	-0.2072	-0.11872	0.24726	0.15144	15.99635	-3.1059	-0.121274910911723	-0.12409	-0.14172	-0.08859	-0.16099	-0.09098	0.50227	0.12314	22.61505	-7.7757
"add"	5	-0.166475078708027	0.120731326460373	-0.488818619623788	0.1	-0.48561	-0.55734	-0.41533	-0.51829	-0.46752	-0.96934	0.26505	-1.91485	-28.83473	-0.244215583831426	-0.18617	-0.31994	-0.21514	-0.23757	-0.26227	0.63225	0.11454	24.93395	-5.4678	-0.156075126429537	-0.13343	-0.20395	-0.13388	-0.15179	-0.15732	0.6998	0.10348	28.18134	-14.22149
"add"	5	-0.382605861849152	0.0541182174929418	-0.691175963168749	0.1	-0.68373	-0.6826	-0.7491	-0.72748	-0.61297	-1.69534	0.65498	-30.86502	-30.86592	-0.252786521463725	-0.24938	-0.23794	-0.29235	-0.28789	-0.19637	-0.80843	0.5365	-24.48001	-15.23164	-0.373792606241731	-0.36842	-0.37147	-0.40138	-0.39455	-0.33315	0.98487	0.04907	52.06043	-5.41686
"add"	5	-0.492683718667831	0.117131473380141	-0.0503057769563799	9.51825362324971	-0.05353	-0.0464	-0.05161	-0.04661	-0.05337	0.9567	0.11988	23.47425	-3.1863	-0.340990188400672	-0.28954	-0.38389	-0.46917	-0.25639	-0.30596	-0.96802	0.80822	-37.59255	-0.85811	-0.526014811262366	-0.55568	-0.48744	-0.54067	-0.48957	-0.55671	0.94511	0.13497	19.67964	-2.10779
"add"	5	-0.423883665516041	0.101760626712348	-0.754654602591352	0.1	-0.68614	-0.8389	-0.91709	-0.78802	-0.54313	-1.42519	0.74295	-34.89808	-38.17977	-0.299424863156665	-0.27182	-0.38994	-0.29721	-0.2307	-0.30746	-0.73836	0.62901	-29.57061	-6.62962	-0.433917326848194	-0.38711	-0.47542	-0.50222	-0.44738	-0.35746	0.95828	0.09744	30.10626	-6.43631
"add"	5	-0.446239035692997	0.04831654636655	-0.732217201621565	0.1	-0.76117	-0.75402	-0.74154	-0.70254	-0.70182	-1.88255	0.81841	-37.9934	-26.55662	-0.40186735187669	-0.41763	-0.38657	-0.4503	-0.41973	-0.33512	-0.45819	0.58209	-27.08972	-3.46254	-0.453486898124827	-0.46944	-0.4608	-0.47005	-0.43072	-0.43642	0.99351	0.03884	59.54255	-3.11119
"add"	5	-0.372094251925591	0.146086298685987	-0.0563627649499608	6.35878706036579	-0.05521	-0.04921	-0.06038	-0.06282	-0.05419	0.91435	0.13048	20.76276	-7.00715	-0.221842127739079	-0.19225	-0.15833	-0.25413	-0.2962	-0.2083	-0.86308	0.60855	-28.51264	-8.79831	-0.396881202522928	-0.39035	-0.3487	-0.42421	-0.43967	-0.38147	0.90206	0.13953	18.61686	-4.41582
"add"	5	-0.148501757974736	0.0130308359512128	-0.485642485844299	0.1	-0.50456	-0.48445	-0.48945	-0.46734	-0.48242	-0.42472	0.18621	9.38265	-44.55046	-0.217394729304537	-0.22588	-0.21589	-0.21764	-0.21047	-0.2171	0.75438	0.07731	37.50973	-52.89972	-0.147320795304419	-0.15355	-0.14612	-0.14792	-0.1418	-0.14721	0.99515	0.01087	100.29311	-1.47323
"add"	5	-0.494548060232773	0.0281912803766318	-0.757535349402111	0.1	-0.7391	-0.75203	-0.78136	-0.76157	-0.75361	-1.95144	0.90829	-41.32805	-25.78011	-0.59723423478791	-0.59271	-0.58634	-0.58405	-0.65873	-0.56433	-0.26101	0.5937	-27.72204	-0.31409	-0.497643933556493	-0.49213	-0.4961	-0.50727	-0.49884	-0.49387	0.99745	0.02672	71.51092	-3.99036
"add"	5	-0.105379949545022	0.130163706897292	-0.235252012093665	0.392256886220678	-0.11786	-0.10533	-0.35145	-0.26397	-0.33765	0.6483	0.1199	23.47028	-11.51901	-0.199932468336928	-0.14176	-0.14595	-0.28029	-0.18081	-0.25085	0.14661	0.18676	9.28741	-4.76421	-0.137719787124856	-0.08129	-0.07766	-0.2024	-0.14214	-0.18511	0.54289	0.13669	19.27612	-7.43401
"add"	5	-0.102697816386353	0.176389137981459	-0.312316444336844	0.208523909508381	-0.32616	-0.38476	0.13179	-0.02185	-0.9606	0.26298	0.19886	7.27842	-22.3853	-0.149403485540721	-0.21208	-0.21052	0.0329	-0.02749	-0.32983	0.4719	0.16833	12.6116	-16.03793	-0.104668692051926	-0.133	-0.13775	0.0404	-0.02216	-0.27084	0.47871	0.16725	12.81918	-17.04653
"add"	5	-0.189948346663732	0.22947683359962	-0.0937147008195249	2.02050114966697	-0.15607	-0.05306	-0.06027	-0.07195	-0.12723	0.52104	0.22743	2.98386	-21.34831	-0.420105392358683	-0.5369	-0.27379	-0.46167	-0.38721	-0.44096	-0.08706	0.34262	-10.12995	-16.42972	-0.217214258648555	-0.34608	-0.12756	-0.15931	-0.1683	-0.28482	0.50644	0.23086	2.5035	-20.29227
"add"	5	-0.452294800430536	0.233687494765036	-0.604650386181351	0.199417591849699	-0.53978	-0.74695	-0.20972	-0.86229	-0.66451	-0.51918	0.56121	-25.92119	-22.93987	-0.381382371369785	-0.44143	-0.22779	-0.44122	-0.37237	-0.4241	-0.24262	0.50757	-22.70597	-6.63765	-0.396075664143264	-0.30942	-0.45465	-0.2859	-0.52448	-0.40593	0.86691	0.16611	13.03671	-12.4789
"add"	5	-0.199574809486512	0.239224342163652	-0.296360505695271	0.365516197978382	-0.30597	-0.52741	-0.083	-0.4465	-0.11892	0.23673	0.28562	-4.30722	-21.45606	-0.176697889048242	-0.19324	-0.27211	-0.02636	-0.27633	-0.11545	0.25299	0.28256	-3.96267	-11.52987	-0.190996545715396	-0.16413	-0.31769	-0.11349	-0.25411	-0.10556	0.45441	0.24148	1.0648	-16.05906
"add"	5	-0.157210120768286	0.100259897240903	-0.116383077732195	1.27266301182149	-0.11017	-0.11035	-0.16039	-0.10632	-0.09468	0.78537	0.10503	27.70519	-17.24083	-0.307961894908751	-0.26509	-0.30704	-0.36756	-0.31418	-0.28594	0.18204	0.20504	6.29927	-4.36851	-0.18057350193066	-0.16426	-0.17231	-0.2403	-0.17214	-0.15386	0.75113	0.1131	25.33743	-9.50969
"add"	5	-0.0804805874126032	0.201221951283514	-0.0648328760889366	0.329836413297369	-0.04939	-0.03454	-0.35681	0.03071	0.08587	-0.50715	0.21724	4.45037	-27.76885	-0.0223635445981837	0.00736	-0.00919	-0.13227	-0.00396	0.02625	-0.43255	0.21179	5.26261	-39.60073	-0.022473242134474	-0.00116	-0.00637	-0.12228	-0.00563	0.02306	-0.44058	0.21239	5.17317	-33.19346
"add"	5	-0.334875983337406	0.137938578904141	-0.69412262560298	0.1	-0.75254	-0.93478	-0.72305	-0.38203	-0.67821	-1.22694	0.57658	-26.78557	-30.33394	-0.325556595107923	-0.44842	-0.31761	-0.33153	-0.3505	-0.17973	0.03321	0.3799	-13.4351	-8.80751	-0.338586479022567	-0.31731	-0.43078	-0.32413	-0.27717	-0.34354	0.87114	0.13869	18.80935	-8.48017
"add"	5	-0.100284414377529	0.115353670553304	-0.318361323790188	0.155034759731433	-0.20827	-0.3421	-0.30724	-0.11413	-0.62008	0.15387	0.13089	20.66296	-27.8659	-0.112088476489582	-0.08529	-0.15669	-0.09527	-0.03783	-0.18536	0.50002	0.10061	29.0805	-16.37564	-0.0909929246431028	-0.06641	-0.11816	-0.08246	-0.03148	-0.15647	0.50326	0.10029	29.18465	-18.78315
"add"	5	-0.167760703293607	0.102248260576744	-0.565927265132299	0.1	-0.5175	-0.45627	-0.67685	-0.78551	-0.39351	-0.17236	0.22235	3.70632	-34.02228	-0.260962680001352	-0.28503	-0.23368	-0.24945	-0.32526	-0.2114	0.63403	0.12423	22.33406	-6.07947	-0.168849129649495	-0.16946	-0.15023	-0.17293	-0.21625	-0.13538	0.80935	0.08966	32.76759	-17.16541
"add"	5	-0.176130188256502	0.134673206310254	-0.443230204288284	0.168577755342885	-0.09699	-0.44489	-0.49069	-0.57339	-0.61019	-0.20483	0.24839	0.16167	-29.78664	-0.300794879292435	-0.17375	-0.25438	-0.35475	-0.35843	-0.36267	0.56328	0.14955	16.39837	-7.13219	-0.174006919427044	-0.08077	-0.16027	-0.19817	-0.21054	-0.22028	0.67608	0.12879	21.17909	-17.50544
"add"	5	-0.0694862838019617	0.126872385968454	-0.202359035495182	0.172056352140925	-0.13608	0.17908	-0.52678	-0.09913	-0.42889	0.13594	0.12776	21.43702	-31.25664	-0.0512436470195127	-0.07836	0.06142	-0.13699	-0.00275	-0.09954	0.30721	0.1144	24.97152	-21.69615	-0.0463737414465964	-0.05992	0.05074	-0.12018	-0.01053	-0.09198	0.27228	0.11725	24.18455	-23.44255
"add"	5	-0.214624008897226	0.155746633419767	-0.123590971201483	1.632006627904	-0.10018	-0.13339	-0.10794	-0.17246	-0.10398	0.8448	0.1203	23.36336	-19.01015	-0.419290373881507	-0.30356	-0.48078	-0.40056	-0.54982	-0.36173	0.44726	0.22702	3.0406	-8.44077	-0.244917140568935	-0.19744	-0.2643	-0.21492	-0.33723	-0.2107	0.8156	0.13113	20.60491	-11.45883
"add"	5	-0.101752988458611	0.169530391867738	-0.204262715172266	0.208394890860275	-0.19785	-0.31322	-0.22381	-0.39196	0.10552	-0.50024	0.24652	0.4043	-27.02837	-0.118334931080409	-0.11523	-0.24709	-0.12358	-0.16768	0.0619	0.17897	0.18237	10.04943	-19.84184	-0.0807541737488767	-0.07951	-0.16542	-0.07998	-0.12146	0.0426	0.02884	0.19834	7.36249	-21.86229
"add"	5	-0.217900887748692	0.18386273708893	-0.038829898982352	5.08015882864977	-0.05167	-0.03213	-0.03834	-0.02621	-0.04581	0.51078	0.22697	3.04761	-18.52565	-0.255832718972929	-0.23497	-0.10121	-0.2866	-0.30053	-0.35586	0.38685	0.2541	-0.56508	-12.32141	-0.212377132419496	-0.28147	-0.17852	-0.20281	-0.14942	-0.24967	0.50636	0.228	2.90374	-17.53705
"add"	5	-0.437362430396024	0.0574997230432928	-0.726333337565039	0.1	-0.6899	-0.77454	-0.75352	-0.69039	-0.72332	-1.80529	0.77851	-36.39419	-27.42066	-0.339421908415891	-0.33832	-0.3597	-0.33957	-0.30952	-0.35	-0.63298	0.59397	-27.73655	-7.82696	-0.436831740760333	-0.41257	-0.45235	-0.45504	-0.42986	-0.43433	0.99232	0.04074	58.01411	-5.66853
"add"	5	-0.294488245481625	0.00811377691570669	-0.638789800812832	0.1	-0.64562	-0.63315	-0.64533	-0.63451	-0.63535	-1.27082	0.47157	-20.3519	-33.25119	-0.460645786938409	-0.46113	-0.46198	-0.46249	-0.46227	-0.45536	0.68591	0.17538	11.29942	-5.9105	-0.295131289647794	-0.29589	-0.29408	-0.29667	-0.29545	-0.29357	0.9991	0.00941	104.91856	-4.5292
"add"	5	-0.186952856264543	0.0641699991538189	-0.0486429703419755	3.54185481263354	-0.05226	-0.05044	-0.04604	-0.04482	-0.04965	0.94233	0.05015	51.36085	-6.94032	-0.336203863801175	-0.36147	-0.34148	-0.34172	-0.28926	-0.34709	0.27486	0.17784	10.85385	-23.52232	-0.188504508528122	-0.2024	-0.19445	-0.18033	-0.17307	-0.19227	0.93205	0.05444	48.73437	-4.93913
"add"	5	-0.0508951129741035	0.210165889526252	-0.226879170815952	0.441069370633751	0.00618	-0.2258	-0.12525	-0.79014	0.00061	-0.45546	0.30046	-5.92748	-23.14808	-0.0994193294749822	0.01058	-0.0637	-0.10531	-0.28652	-0.05215	-0.00175	0.24926	0.04966	-20.98958	-0.0880994523388828	0.0147	-0.07481	-0.07416	-0.27509	-0.03113	0.05486	0.24212	0.98048	-17.84219
"add"	5	-0.18943350125337	0.118653855693992	-0.0214024289537484	7.99716237561827	-0.02666	-0.02731	-0.01799	-0.017	-0.01805	0.71773	0.11995	23.45627	-7.72698	-0.240110477854758	-0.29579	-0.29025	-0.19183	-0.19391	-0.22877	0.6207	0.13904	18.72869	-3.10259	-0.178561185417982	-0.22134	-0.22656	-0.14985	-0.14261	-0.15244	0.71567	0.12039	23.33988	-6.86601
"add"	5	-0.365531941852532	0.146487848774996	-0.664776062509977	0.1	-0.73987	-0.63464	-0.68485	-0.74223	-0.52229	-1.94181	0.6574	-30.98347	-29.94396	-0.448295556748249	-0.45471	-0.44562	-0.42481	-0.54244	-0.37389	0.28508	0.32408	-8.3497	-2.69559	-0.350687755965763	-0.37736	-0.37014	-0.32647	-0.3991	-0.28037	0.90884	0.11573	24.60283	-11.95474
"add"	5	-0.298024839593563	0.118677444930654	-0.657033681417726	0.1	-0.67466	-0.88956	-0.58161	-0.61239	-0.52695	-1.26795	0.53106	-24.1536	-31.97214	-0.400936664828628	-0.33745	-0.52293	-0.34354	-0.33885	-0.46191	0.49126	0.25152	-0.23854	-6.89278	-0.317031473071905	-0.32158	-0.40615	-0.28634	-0.29661	-0.27448	0.9201	0.09968	29.37997	-3.84331
"add"	5	-0.387790348078124	0.0944118854240514	-0.72906025281293	0.1	-0.86946	-0.73532	-0.66032	-0.72683	-0.65337	-1.46225	0.68349	-32.22864	-40.88284	-0.281525728066673	-0.34976	-0.25735	-0.2322	-0.2821	-0.28622	-0.65723	0.56073	-25.89379	-9.56382	-0.399015664421611	-0.44887	-0.40991	-0.34723	-0.40155	-0.38752	0.96685	0.0793	36.6968	-11.86614
"add"	5	-0.457185910723638	0.139471744361799	-0.761586287983718	0.1	-0.81913	-0.69485	-0.60578	-0.83105	-0.85712	-1.68345	0.86284	-39.68504	-30.47355	-0.319217508814396	-0.31498	-0.44182	-0.2385	-0.33916	-0.26163	-0.96891	0.73908	-34.73102	-3.87276	-0.479496036226861	-0.52125	-0.43371	-0.44767	-0.45985	-0.535	0.94116	0.12777	21.43484	-10.23122
"add"	5	-0.495426962606143	0.228458563156892	-0.0480891460789778	9.87851705461596	-0.04082	-0.04912	-0.04314	-0.05285	-0.05451	0.88359	0.20147	6.86211	-8.88755	-0.219920862327785	-0.1891	-0.24233	-0.19056	-0.2336	-0.24402	-1.65485	0.96212	-43.17026	-5.75081	-0.519738851559108	-0.4518	-0.5267	-0.46861	-0.56432	-0.58726	0.87346	0.21005	5.52769	-6.62023
"add"	5	-0.173641885770485	0.0756308630807325	-0.117971120918201	1.24933330378535	-0.09217	-0.13196	-0.10997	-0.13815	-0.11761	0.8757	0.07553	38.25802	-7.29473	-0.312099074302977	-0.25806	-0.3189	-0.28677	-0.359	-0.33777	0.17061	0.1951	7.89055	-14.45067	-0.182681332668113	-0.14628	-0.19904	-0.16955	-0.21265	-0.18589	0.82696	0.08911	32.96561	-3.24684
"add"	5	-0.282208832353353	0.190199010947254	-0.573809815022686	0.1	-0.41168	-0.50566	-0.72005	-0.38436	-0.8473	-2.09935	0.53879	-24.61647	-28.99184	-0.285842582309531	-0.17249	-0.19714	-0.22782	-0.31155	-0.5202	0.16134	0.28027	-3.70222	-6.65064	-0.256083157325851	-0.18663	-0.25264	-0.33017	-0.15943	-0.35155	0.66266	0.17776	10.86913	-11.3419
"add"	5	-0.124138408282306	0.24513899080921	-0.117133444348691	0.869409744212029	-0.09661	-0.10777	-0.21962	-0.10712	-0.05455	0.28026	0.24831	0.173	-33.53915	-0.183826877224372	-0.22545	-0.19561	-0.27813	-0.18639	-0.03355	0.09731	0.27808	-3.45068	-18.8306	-0.122904166522364	-0.12422	-0.11789	-0.19987	-0.11696	-0.05557	0.26528	0.25088	-0.15643	-25.41449
"add"	5	-0.361157876590733	0.0465694438898936	-0.683602737697954	0.1	-0.67226	-0.72863	-0.63683	-0.77205	-0.60825	-1.61689	0.61702	-28.95471	-33.62961	-0.347308773571941	-0.41866	-0.24641	-0.41242	-0.45994	-0.19912	0.0081	0.37988	-13.43288	-9.37955	-0.357670533341912	-0.3497	-0.38511	-0.33466	-0.38724	-0.33164	0.98848	0.04094	57.85413	-7.69768
"add"	5	-0.122032882377971	0.221014175447635	-0.309594691581425	0.278939224854975	0.04003	-0.71346	-0.38381	-0.1276	-0.36314	0.23217	0.21347	5.01062	-31.19086	-0.156248800289577	-0.06204	-0.3056	-0.16425	-0.08764	-0.16172	0.34331	0.19741	7.51241	-21.3131	-0.112856824577337	-0.01446	-0.23562	-0.12545	-0.05863	-0.13012	0.36802	0.19366	8.12605	-25.15511
"add"	5	-0.251166007725988	0.102596320270095	-0.579902115369083	0.1	-0.65712	-0.61069	-0.44249	-0.63657	-0.55264	-1.54184	0.42245	-16.83207	-35.63189	-0.413896426564964	-0.43132	-0.55277	-0.36582	-0.33529	-0.38428	0.6553	0.15557	15.1354	-8.82721	-0.238405263872645	-0.25839	-0.25925	-0.21156	-0.24371	-0.21912	0.83177	0.10868	26.61267	-10.16998
"add"	5	-0.136224858264904	0.15768529754132	-0.4656874865482	0.1	-0.17922	-0.50956	-0.47523	-0.73491	-0.42951	-0.28861	0.1927	8.28577	-26.76931	-0.175332503075508	-0.06265	-0.22556	-0.19696	-0.26757	-0.12392	0.66216	0.09867	29.70589	-11.56914	-0.1274335006099	-0.0473	-0.15732	-0.13511	-0.19637	-0.10107	0.70378	0.09239	31.80952	-14.60865
