"model"	"n.muts"	"coes"	"sigma"	"u.mean"	"d.hat.MLE"	"u.hats.A"	"u.hats.B"	"u.hats.C"	"u.hats.D"	"u.hats.E"	"u.hats.F"	"u.hats.G"	"u.hats.H"	"u.hats.I"	"R2.stick"	"sig.stick"	"lnL.stick"	"P.stick"	"s.mean"	"s.hats.A"	"s.hats.B"	"s.hats.C"	"s.hats.D"	"s.hats.E"	"s.hats.F"	"s.hats.G"	"s.hats.H"	"s.hats.I"	"R2.mult"	"sig.mult"	"lnL.mult"	"P.mult"	"w.mean"	"w.hats.A"	"w.hats.B"	"w.hats.C"	"w.hats.D"	"w.hats.E"	"w.hats.F"	"w.hats.G"	"w.hats.H"	"w.hats.I"	"R2.add"	"sig.add"	"lnL.add"	"P.add"
"mult"	9	0.18702387487283	0.20736942923395	0.209704598017163	1.39875720984216	0.24722	0.10695	0.1755	0.17957	0.17581	0.18081	0.13302	0.36312	0.32534	0.49263	0.16508	11.70647	-15.44876	0.268014501326432	0.34342	0.07135	0.22331	0.1869	0.2357	0.22656	0.16382	0.48657	0.47451	0.18889	0.20873	5.13824	-24.75551	0.276235434837161	0.3365	0.11087	0.23434	0.21345	0.23623	0.23827	0.17052	0.49131	0.45461	0.43915	0.17356	10.30348	-21.0763
"mult"	9	0.486965454823803	0.152874423423782	0.479871584647587	1.79643788256058	0.38151	0.53735	0.49088	0.54337	0.58086	0.42557	0.4659	0.53917	0.35423	0.38836	0.31237	-6.1502	-18.39407	0.50111937494724	0.38716	0.51491	0.46543	0.54298	0.5949	0.51737	0.5775	0.55053	0.35929	0.8873	0.13409	17.52916	-10.71558	0.65112257790245	0.51831	0.69803	0.62692	0.7214	0.77186	0.62545	0.69432	0.7245	0.47932	0.73793	0.20447	5.71541	-11.54364
"mult"	9	0.165729813522194	0.121328622859437	0.366820230955795	0.654988518105433	0.45156	0.40767	0.37337	0.31446	0.4365	0.37116	0.15718	0.4683	0.32117	0.29674	0.12866	18.6855	-5.82426	0.173144722194066	0.21736	0.18472	0.16432	0.13908	0.18791	0.15904	0.08649	0.25191	0.16747	0.54994	0.10293	24.93416	-4.34108	0.190434938245113	0.23726	0.20549	0.18585	0.15681	0.21268	0.17802	0.09151	0.2671	0.17922	0.50778	0.10764	23.68058	-4.0197
"mult"	9	0.231233332364354	0.0870066076749936	0.447307387705384	0.861093970632442	0.48858	0.45428	0.47273	0.46924	0.44208	0.40738	0.4461	0.48571	0.35968	0.61559	0.09828	26.22697	-10.16345	0.240805083700755	0.25416	0.23216	0.23268	0.25066	0.24186	0.24462	0.23653	0.26582	0.20875	0.83357	0.06467	37.94705	-10.40628	0.282284181225196	0.30217	0.27901	0.27852	0.2976	0.28205	0.27587	0.2735	0.31227	0.23957	0.85289	0.0608	39.67486	-5.27626
"mult"	9	0.289619770727586	0.0405784781905822	0.51780995033767	0.885738936815323	0.49986	0.5151	0.52682	0.58307	0.52318	0.50411	0.44642	0.52322	0.53851	0.64753	0.10071	25.54288	-17.05319	0.273600888828968	0.24446	0.26903	0.28971	0.3017	0.27272	0.28632	0.26379	0.25754	0.27713	0.90387	0.0526	43.73196	-16.55592	0.325458157094149	0.29993	0.325	0.33959	0.365	0.32661	0.32864	0.30083	0.31375	0.32977	0.93934	0.04178	50.17858	-5.25163
"mult"	9	0.305959921632893	0.232316562673077	0.359260730096561	1.30493806641219	0.49556	0.50873	0.36615	0.39358	0.18932	0.19202	0.3125	0.42098	0.35451	0.38137	0.25251	-0.19345	-6.70704	0.289209173861845	0.3784	0.48275	0.36562	0.33078	0.12273	0.11275	0.22447	0.3403	0.24508	0.5424	0.21717	4.02786	-12.23461	0.351354626718077	0.46723	0.55331	0.41594	0.38556	0.16361	0.16748	0.28659	0.41465	0.30782	0.5498	0.21541	4.25604	-8.94924
"mult"	9	0.094517872761935	0.146287893352564	0.082619927252675	1.09421628168262	0.03881	0.18216	0.23012	0.07255	0.04401	-0.04461	0.10813	0.05531	0.05709	0.3187	0.12698	19.05491	-19.53622	0.0768231200663945	0.04169	0.18946	0.2235	0.06601	0.01419	-0.04818	0.10351	0.03602	0.06521	0.2852	0.13006	18.38282	-24.94404	0.0822606571585067	0.04155	0.1937	0.23375	0.07214	0.02758	-0.04759	0.11034	0.04545	0.06343	0.3074	0.12802	18.82459	-22.19499
"mult"	9	0.296832527383231	0.162914707732853	0.436813914003869	1.08787980069349	0.4128	0.4198	0.40254	0.50957	0.3934	0.34772	0.51529	0.51495	0.41527	0.31418	0.21014	4.94967	-11.34872	0.305487688189333	0.28593	0.28277	0.24027	0.38852	0.32029	0.19081	0.37072	0.37205	0.29804	0.68571	0.14225	15.87395	-6.66928	0.361126259956643	0.33712	0.34284	0.30352	0.44722	0.36251	0.24081	0.42687	0.43809	0.35116	0.59655	0.16117	12.37765	-8.70112
"mult"	9	0.496969089459162	0.120260062569287	0.479899919293316	1.70902682814639	0.56216	0.45921	0.43351	0.53441	0.45372	0.42172	0.4059	0.55353	0.49496	0.60818	0.21323	4.53997	-7.82318	0.454893992264761	0.5157	0.35619	0.40326	0.50288	0.41751	0.41766	0.43366	0.52318	0.52401	0.81064	0.14824	14.72034	-16.46305	0.598060085375056	0.68977	0.51708	0.5307	0.67773	0.55732	0.52585	0.53649	0.6912	0.6564	0.86075	0.12712	19.02384	-5.75318
"mult"	9	0.411150196625385	0.120525900623761	0.507587776869724	1.43778972483495	0.52415	0.56467	0.38289	0.5643	0.41143	0.55312	0.46423	0.56438	0.53913	0.45792	0.23503	1.81449	-14.6717	0.422157770604734	0.44461	0.43904	0.36632	0.43541	0.32275	0.44689	0.37097	0.43649	0.53694	0.86433	0.11758	21.2071	-12.82837	0.534392535568429	0.56585	0.57692	0.44037	0.5715	0.4197	0.55715	0.4625	0.57517	0.64037	0.78914	0.14659	15.03323	-10.66012
"mult"	9	0.483277818502393	0.244440965878312	0.473097656272571	1.87139576094315	0.56013	0.39645	0.43192	0.45684	0.47539	0.35965	0.56858	0.55041	0.4585	0.28744	0.36191	-10.27186	-8.6433	0.536320204990333	0.69809	0.3546	0.58024	0.4286	0.57712	0.42498	0.66425	0.48458	0.61442	0.58724	0.27544	-2.62767	-7.85445	0.677476496762518	0.84983	0.50854	0.68753	0.59634	0.71231	0.52076	0.8062	0.69055	0.72522	0.55939	0.28458	-3.54197	-6.09159
"mult"	9	0.20908903736854	0.14150155155221	0.366743079800775	0.991255800415723	0.36151	0.47578	0.33306	0.35118	0.39605	0.30783	0.34301	0.40572	0.32655	0.31154	0.17309	10.38002	-6.13383	0.252462340808269	0.23868	0.32852	0.26034	0.23653	0.19402	0.23561	0.21261	0.30478	0.26109	0.586	0.13422	17.50049	-9.23391	0.288954928692259	0.27878	0.37349	0.28357	0.27502	0.2549	0.26126	0.25037	0.3401	0.28309	0.53523	0.14222	15.88095	-6.65522
"mult"	9	0.416149216482881	0.236425060487818	0.317905225775561	1.90389392676471	0.33146	0.28678	0.27535	0.48533	0.31499	0.47321	0.1781	0.23154	0.2844	0.61063	0.21742	3.99534	-5.67994	0.381671901737813	0.41601	0.34746	0.36928	0.57019	0.39439	0.48295	0.25728	0.27212	0.32536	0.77734	0.16442	11.81972	-11.67263	0.480017282508585	0.52215	0.44198	0.44293	0.72279	0.49823	0.61939	0.29921	0.35107	0.42239	0.75674	0.17185	10.58083	-6.42497
"mult"	9	0.182774216437247	0.151400349568576	0.256294997026799	0.963986632748154	0.30948	0.30769	0.28571	0.17701	0.44197	0.17536	0.16067	0.22403	0.22472	0.50623	0.11138	22.72512	-11.02092	0.179706637384001	0.2367	0.17591	0.21449	0.12734	0.2897	0.13315	0.11677	0.14755	0.17574	0.68282	0.08927	28.9215	-9.4616	0.202418521929851	0.2611	0.20878	0.23707	0.14375	0.33054	0.14612	0.13033	0.17216	0.19192	0.66246	0.09209	28.05042	-9.67878
"mult"	9	0.285697161999997	0.0847486169077456	0.464785843220856	0.994997475030524	0.55059	0.47524	0.50932	0.45161	0.44616	0.51238	0.31482	0.48507	0.43789	0.4834	0.14503	15.33222	-15.92018	0.301756155416131	0.35282	0.29686	0.37041	0.25768	0.27222	0.33077	0.23698	0.29063	0.30744	0.87874	0.07027	35.62305	-7.37344	0.353954505566526	0.41659	0.35585	0.41817	0.31921	0.3271	0.38105	0.26457	0.35284	0.35022	0.79269	0.09188	28.11468	-9.43541
"mult"	9	0.415143084258307	0.164431115204934	0.449478304769311	1.45227102762214	0.44787	0.4861	0.52195	0.40054	0.51324	0.43086	0.36871	0.34375	0.5323	0.47649	0.2176	3.97215	-17.09191	0.41071151510138	0.4299	0.42329	0.48267	0.31501	0.43159	0.41584	0.36631	0.29446	0.53733	0.83599	0.1218	20.22123	-6.11578	0.50444468094825	0.52377	0.5351	0.57801	0.41796	0.54307	0.49581	0.43453	0.37722	0.63453	0.74831	0.15088	14.22506	-8.80354
"mult"	9	0.146100192784797	0.0665831007645465	0.378947446656711	0.534264346665438	0.27013	0.40656	0.44578	0.26208	0.37391	0.44059	0.4086	0.39868	0.4042	0.51044	0.06464	37.95885	-10.80502	0.150903565149602	0.09004	0.15797	0.19493	0.09304	0.1212	0.2088	0.18078	0.15093	0.16044	0.61861	0.05706	41.45434	-9.62435	0.163018389279	0.10208	0.17236	0.20668	0.10334	0.13749	0.21674	0.19014	0.16479	0.17353	0.62853	0.05631	41.82348	-8.77669
"mult"	9	0.385862264758907	0.0554891379433684	0.541863302675579	1.247072800647	0.53931	0.57185	0.57029	0.54794	0.58357	0.4983	0.50556	0.5716	0.48834	0.47578	0.19574	6.93617	-31.81862	0.39835676228454	0.39016	0.39219	0.44306	0.39149	0.42949	0.38031	0.42389	0.37947	0.35516	0.9595	0.05441	42.78459	-6.4457	0.494704467598937	0.49201	0.50453	0.53645	0.49829	0.53353	0.458	0.49676	0.49151	0.44127	0.85034	0.10459	24.48571	-18.03159
"mult"	9	0.342836500995327	0.108681427605916	0.484076140612939	1.2035272792268	0.47624	0.52015	0.54966	0.50204	0.55346	0.43176	0.40279	0.53084	0.38975	0.42962	0.19878	6.50518	-12.86321	0.370501990726159	0.35631	0.36997	0.44601	0.36235	0.41266	0.34871	0.36999	0.37464	0.29387	0.82209	0.11102	22.81553	-4.34234	0.446217719046175	0.43575	0.46284	0.5221	0.45142	0.4971	0.40837	0.4153	0.46642	0.35664	0.71743	0.13991	16.33852	-5.96507
"mult"	9	0.191756449115928	0.0438971101539209	0.417351075970458	0.651140035005229	0.44962	0.40343	0.35627	0.46384	0.5211	0.29899	0.37528	0.42455	0.46307	0.62194	0.07677	33.14518	-14.11168	0.186873039858347	0.208	0.15942	0.13203	0.21166	0.24845	0.14217	0.1748	0.19291	0.21241	0.87932	0.04337	49.13234	-6.09769	0.208973673373727	0.23187	0.18466	0.15558	0.23656	0.27284	0.15595	0.19241	0.21532	0.23558	0.84634	0.04894	45.74966	-6.77807
"mult"	9	0.332682181848213	0.0427164994180202	0.496034765907973	1.10337071480805	0.5026	0.52119	0.50452	0.49757	0.5355	0.48337	0.42427	0.50607	0.48921	0.58763	0.13979	16.36386	-26.2649	0.328273639082176	0.33018	0.35164	0.34881	0.31377	0.35419	0.35464	0.28315	0.31464	0.30344	0.9468	0.05021	45.03313	-6.97809	0.400112996356783	0.40732	0.43162	0.41735	0.39381	0.43161	0.41253	0.33891	0.39462	0.37323	0.90539	0.06696	36.97351	-9.32535
"mult"	9	0.132695231086109	0.122986313304864	0.0294427747509264	6.69839767588256	0.0475	0.02976	0.0454	0.02604	0.04208	0.01495	0.02404	0.00313	0.03207	0.55926	0.1138	22.12202	-9.04863	0.181276768980558	0.31106	0.18495	0.29464	0.15989	0.26954	0.07917	0.14548	0.00098	0.18578	0.51294	0.11963	20.723	-12.99792	0.194517346078027	0.31679	0.19687	0.30208	0.17188	0.27958	0.09681	0.15858	0.01789	0.21018	0.55838	0.11391	22.09432	-9.60091
"mult"	9	0.270877000503242	0.0236611273139715	0.53449644817214	0.827307235478984	0.5451	0.59193	0.52696	0.57727	0.56005	0.49644	0.44731	0.56278	0.50264	0.57088	0.11204	22.55886	-32.54905	0.270079123329638	0.26133	0.29643	0.26335	0.27456	0.28441	0.27843	0.25007	0.27445	0.24768	0.97732	0.02576	63.72462	-6.12337	0.317466792237514	0.31353	0.35275	0.30887	0.33129	0.33425	0.31449	0.28287	0.3276	0.29156	0.93012	0.04521	47.96746	-13.03032
"mult"	9	0.448175442765933	0.016532359062694	0.617757806274622	1.348218029885	0.65667	0.65426	0.60422	0.64489	0.61471	0.57413	0.56329	0.64244	0.60522	0.43765	0.23379	1.96242	-55.34271	0.444682851166151	0.45825	0.45843	0.44558	0.43268	0.43538	0.44916	0.42558	0.4488	0.44828	0.99565	0.02056	70.02824	-9.02459	0.574079263262702	0.6042	0.60812	0.56627	0.58254	0.56733	0.55066	0.52665	0.59214	0.5688	0.90542	0.09588	26.92044	-34.47625
"mult"	9	0.361207828647457	0.24018291226821	0.409342333633671	1.50937306646358	0.58316	0.44964	0.31001	0.44256	0.28497	0.17869	0.37249	0.47064	0.59191	0.57018	0.21567	4.22174	-4.90824	0.394469143428672	0.61813	0.3403	0.33026	0.2898	0.28959	0.19357	0.39112	0.46783	0.62961	0.78707	0.1518	14.05548	-13.78601	0.48012095992554	0.72871	0.46237	0.38668	0.41272	0.35134	0.22537	0.45896	0.56791	0.72702	0.79291	0.1497	14.44485	-8.33903
"mult"	9	0.332043216167949	0.0670744645758532	0.490754369638526	1.13802499170679	0.52962	0.51598	0.47558	0.52788	0.50054	0.40064	0.47404	0.51975	0.47275	0.61979	0.13421	17.50413	-15.6004	0.328353745835632	0.33183	0.3366	0.30952	0.3312	0.31988	0.30923	0.34084	0.34388	0.33221	0.89572	0.07029	35.61492	-12.79195	0.403945244527948	0.41937	0.42341	0.38098	0.42148	0.40044	0.35972	0.40294	0.42635	0.40083	0.91511	0.06341	38.49528	-3.93149
"mult"	9	0.245254381757695	0.218245224095881	0.0943096439058045	2.7401384215063	0.11082	0.07346	0.06704	0.10169	0.09864	0.08204	0.07318	0.1524	0.08952	0.33234	0.20137	6.1431	-16.27176	0.203868451052749	0.22285	0.15367	0.15691	0.22901	0.18835	0.2055	0.15021	0.32486	0.20346	0.27401	0.20998	4.97045	-17.44058	0.237913753555312	0.27239	0.18199	0.17477	0.26198	0.23557	0.21868	0.18328	0.38217	0.23039	0.32333	0.20272	5.95548	-16.52254
"mult"	9	0.323536687821615	0.170924557780381	0.364847558659672	1.29493809849214	0.39447	0.34569	0.36081	0.38964	0.40151	0.22837	0.39765	0.2537	0.51177	0.41796	0.16692	11.39595	-10.23575	0.2931025959716	0.30597	0.19573	0.31399	0.27649	0.3203	0.17749	0.39951	0.19528	0.45316	-0.21802	0.24147	1.05778	-27.13222	0.35701864586851	0.37948	0.27154	0.37574	0.35389	0.39183	0.21063	0.45006	0.24328	0.53673	0.16601	0.19981	6.36041	-16.74179
"mult"	9	0.259428406541701	0.173305906413589	0.234503051900627	1.39554410811202	0.34875	0.25621	0.16907	0.33666	0.2412	0.17469	0.28911	0.19958	0.09526	0.72501	0.10651	23.97654	-11.87435	0.228632246034581	0.32595	0.22341	0.15371	0.34835	0.26833	0.18824	0.29825	0.18156	0.06989	0.50811	0.14245	15.83516	-21.12316	0.270509753104021	0.396	0.27565	0.18726	0.40508	0.3007	0.21205	0.34326	0.22211	0.09248	0.65643	0.11905	20.85935	-16.03975
"mult"	9	0.433737441676203	0.0592103448580019	0.513944768012147	1.44080998363917	0.57826	0.5212	0.51556	0.56108	0.48443	0.53534	0.42307	0.52151	0.48506	0.59595	0.18211	8.95839	-20.48393	0.411131581673614	0.4228	0.41429	0.44272	0.44095	0.37879	0.42115	0.38819	0.39131	0.39997	0.91807	0.082	31.29828	-17.67441	0.530359710324456	0.5668	0.54566	0.5549	0.58222	0.49499	0.52928	0.47007	0.52138	0.50793	0.93107	0.07522	33.71574	-3.44747
"mult"	9	0.0522587188053876	0.114629307761788	0.034058193376585	0.406534962285158	-0.3147	0.19695	-0.08939	0.26686	-0.06158	0.34537	0.28462	0.06864	-0.39025	-0.43317	0.12936	18.53365	-31.57232	0.040684378592979	-0.09201	0.08093	0.00348	0.09669	-0.0064	0.18089	0.13021	0.03806	-0.06569	-0.16031	0.1164	21.49051	-30.40132	0.0348960490161378	-0.09455	0.07914	-0.0014	0.0953	-0.0093	0.16705	0.12156	0.03404	-0.07776	-0.1427	0.11551	21.7046	-33.86717
"mult"	9	0.357221016322728	0.0140786038828082	0.586601617382699	1.06413325882944	0.61015	0.60772	0.59313	0.61234	0.5957	0.54201	0.54307	0.61257	0.56273	0.50717	0.16062	12.47428	-60.97808	0.35537865733931	0.35461	0.34917	0.36605	0.3481	0.35274	0.36447	0.3536	0.35619	0.35348	0.99594	0.01458	79.64797	-9.59206	0.437207792514767	0.44583	0.44291	0.4446	0.44293	0.43789	0.42734	0.41776	0.44772	0.4279	0.93827	0.05685	41.55718	-40.36236
"mult"	9	0.0800427424605005	0.15806372393854	0.0736467868415454	1.13697629249643	0.1142	0.1692	0.05491	0.09432	0.00528	0.07134	0.10689	-0.0329	0.07958	0.26529	0.13966	16.38909	-18.06315	0.0694384143651222	0.12053	0.19921	0.05604	0.10406	-0.00724	0.05368	0.05642	-0.0508	0.09305	0.18887	0.14674	15.00371	-18.82832	0.0753170362344125	0.1227	0.19361	0.05875	0.10488	-0.0011	0.06634	0.08569	-0.04413	0.09112	0.24633	0.14145	16.03235	-18.52983
"mult"	9	0.443273314775433	0.245626009302214	0.131784140991268	4.70512864726838	0.10042	0.11397	0.10344	0.13953	0.14832	0.14927	0.1994	0.13385	0.09785	0.63029	0.1963	6.85666	-8.9028	0.448707471086527	0.28122	0.33169	0.34132	0.44149	0.50886	0.58016	0.77275	0.44855	0.33231	0.40752	0.2485	0.25432	-18.25105	0.573057149298562	0.41366	0.47483	0.44425	0.59778	0.64968	0.67314	0.89703	0.58226	0.42488	0.61531	0.20024	6.30055	-10.74914
"mult"	9	0.0500497345463373	0.102266272646375	0.183817768406558	0.51787048358209	0.05719	0.17983	0.22919	0.18639	0.06944	0.34918	0.1381	0.16597	0.27908	0.19567	0.08267	31.06995	-18.42865	0.0941266320432571	0.0171	0.093	0.11318	0.08759	0.04082	0.20586	0.0751	0.07525	0.13924	0.08353	0.08825	29.24279	-20.65668	0.0937080669790168	0.02114	0.09222	0.11378	0.08952	0.03945	0.19591	0.07319	0.07778	0.14039	0.14729	0.08512	30.2523	-19.85345
"mult"	9	0.271078407473397	0.192731839895714	0.0993643977835157	3.72508981134727	0.16226	0.07189	0.10876	0.11016	0.0909	0.05146	0.08898	0.09852	0.11135	0.47324	0.19541	6.98387	-11.47685	0.305016712361025	0.54656	0.17427	0.32861	0.31189	0.28617	0.15573	0.26933	0.3027	0.36989	0.39197	0.20995	4.97516	-18.03823	0.350843611584933	0.58879	0.24074	0.3835	0.38047	0.32302	0.1813	0.31106	0.34764	0.40108	0.46717	0.19653	6.82339	-13.10254
"mult"	9	0.130121600092389	0.198654662759509	0.225152601139655	0.701254548404352	0.47979	-0.11841	0.09869	0.15437	0.20836	0.19303	0.35139	0.38636	0.27279	0.35029	0.14497	15.34368	-13.26318	0.115393959857451	0.23466	-0.05279	0.02688	0.07465	0.11589	0.01371	0.24169	0.21857	0.16528	0.11103	0.16958	10.95415	-21.39145	0.123359885462488	0.25386	-0.05888	0.04087	0.08492	0.1219	0.0241	0.24064	0.23302	0.16981	0.19939	0.16093	12.41989	-17.9747
"mult"	9	0.457831218256615	0.0807735296548344	0.552399302464166	1.51374334197307	0.56336	0.56505	0.5658	0.54252	0.54389	0.47633	0.49371	0.5902	0.63073	0.45777	0.24537	0.60964	-24.82924	0.466405345094092	0.44885	0.46092	0.53085	0.42227	0.39779	0.44281	0.46769	0.49376	0.53272	0.96399	0.06323	38.57787	-5.09686	0.603297302741084	0.60059	0.61399	0.65844	0.57112	0.54436	0.54283	0.57053	0.64783	0.67998	0.86188	0.12384	19.7561	-12.71229
"mult"	9	0.174128185142763	0.0779831990366802	0.145840197401372	1.38035034310006	0.18128	0.14616	0.19385	0.09926	0.04604	0.17366	0.16873	0.153	0.15058	0.50649	0.08881	29.06498	-8.96255	0.167845440479338	0.19477	0.16809	0.24975	0.09796	0.04215	0.20822	0.19628	0.1682	0.18518	0.43279	0.09521	27.11641	-12.83785	0.184054678135416	0.22083	0.18505	0.25941	0.11655	0.05213	0.22382	0.21437	0.1878	0.19653	0.48705	0.09054	28.52415	-10.56999
"mult"	9	0.453044431121089	0.193775562918745	0.474505825875589	1.84527794198558	0.44738	0.44035	0.34002	0.51063	0.559	0.44992	0.52132	0.49085	0.51108	0.23749	0.38823	-12.23808	-15.26205	0.53433310225897	0.48261	0.46547	0.39074	0.60252	0.61578	0.53832	0.67561	0.4931	0.54486	0.72366	0.23372	1.97167	-5.54501	0.678889503266734	0.63146	0.62193	0.49657	0.75779	0.78021	0.66132	0.79856	0.65474	0.70744	0.54982	0.29831	-4.86043	-10.45645
"mult"	9	0.485154302511364	0.0299549314659089	0.61117877779373	1.51502814644936	0.63711	0.61964	0.60249	0.64197	0.62462	0.55233	0.58454	0.65648	0.58142	0.38491	0.28384	-3.46853	-47.42965	0.498689915796241	0.49357	0.47724	0.48469	0.51443	0.523	0.49124	0.52874	0.50371	0.4716	0.98303	0.04715	46.79399	-8.49967	0.652315235517605	0.66536	0.65015	0.63099	0.69033	0.67983	0.60916	0.65038	0.68072	0.61393	0.83655	0.14632	15.08528	-33.46772
"mult"	9	0.0658615220221691	0.104795142542571	0.042694679189744	3.0979874681832	-0.00148	0.04947	0.04449	0.03272	0.04589	0.08199	0.08971	0.02121	0.02026	0.27268	0.11963	20.72399	-11.94223	0.129299031017481	-0.00273	0.15101	0.13383	0.09443	0.13175	0.268	0.2756	0.05174	0.06007	0.24829	0.12162	20.26222	-12.31934	0.131232752479239	-0.00377	0.15223	0.13671	0.09929	0.13908	0.25702	0.27675	0.06181	0.06197	0.2712	0.11975	20.69538	-11.99974
"mult"	9	0.182961155090015	0.186776922317222	0.299582273338535	0.837933646552149	0.26274	0.2799	0.20927	0.43547	0.18863	0.31938	0.42152	0.12415	0.45517	0.13456	0.20462	5.69451	-9.31421	0.17136704476069	0.16573	0.11277	0.09831	0.19465	0.12159	0.2163	0.31018	0.03479	0.28799	0.2579	0.18948	7.84701	-9.89922	0.19433285355771	0.18166	0.14418	0.12675	0.23968	0.13239	0.23292	0.32377	0.05494	0.31271	0.27072	0.18784	8.09094	-9.43198
"mult"	9	0.452880801807623	0.222823818330653	0.3670365214875	2.03918185350651	0.47675	0.47366	0.33445	0.41549	0.33588	0.24649	0.30807	0.42874	0.28379	0.43887	0.3384	-8.39163	-5.06191	0.454163582302881	0.61467	0.57238	0.32541	0.53525	0.48042	0.18735	0.39846	0.60428	0.36925	0.62801	0.27553	-2.63636	-12.03819	0.588047141899418	0.75194	0.74317	0.48518	0.68066	0.58308	0.33714	0.50364	0.73734	0.47027	0.612	0.2814	-3.22659	-7.07125
"mult"	9	0.361036962398794	0.0568502045352943	0.558390245862974	1.13452234442868	0.63884	0.55333	0.55579	0.62183	0.57235	0.51484	0.47255	0.54136	0.55464	0.52933	0.16697	11.38841	-27.50008	0.364788678352854	0.43259	0.33496	0.37424	0.38035	0.40075	0.32952	0.34711	0.32013	0.36344	0.96958	0.04245	49.73339	-7.7553	0.450729296632429	0.53293	0.43021	0.45502	0.486	0.48714	0.3998	0.4076	0.41202	0.44584	0.91432	0.07124	35.23771	-8.44032
"mult"	9	0.422792166855652	0.199911741772667	0.196599691423819	2.54489350996307	0.22893	0.22219	0.18349	0.26727	0.1843	0.14676	0.21209	0.14669	0.17768	0.71405	0.1399	16.34124	-4.3957	0.333253954734895	0.37787	0.35708	0.34508	0.42639	0.32332	0.26872	0.37613	0.23288	0.29181	0.34724	0.21137	4.78559	-18.98197	0.427536209703256	0.49403	0.47624	0.41872	0.5702	0.4083	0.3249	0.46618	0.31066	0.37857	0.65548	0.15356	13.73253	-7.469
"mult"	9	0.333787322056014	0.109098531189375	0.473450985362657	1.17668036243542	0.49782	0.47623	0.47605	0.50446	0.50303	0.34281	0.41443	0.51798	0.52826	0.46184	0.1808	9.15955	-16.48103	0.348610085417948	0.36059	0.32263	0.36198	0.33357	0.33309	0.29543	0.32367	0.37771	0.42882	0.86546	0.0904	28.56777	-3.32687	0.421482250995609	0.44104	0.4069	0.43127	0.42292	0.41579	0.337	0.37982	0.45845	0.50013	0.7716	0.11779	21.15872	-9.75961
"mult"	9	0.104928406677209	0.237863813526928	0.022249488737647	3.25556152619637	0.02597	-0.01945	0.02362	-0.00864	-0.0318	0.01728	0.085	0.00756	0.10071	0.02695	0.26151	-1.17478	-17.15257	0.0470940378554023	0.03281	-0.08336	0.07077	-0.06642	-0.07185	0.01478	0.26545	-0.0268	0.28846	-0.06548	0.27365	-2.44526	-16.80345	0.0675828718560933	0.07412	-0.06396	0.07527	-0.03524	-0.09309	0.04589	0.27382	0.01453	0.31691	0.02251	0.26211	-1.23857	-16.95601
"mult"	9	0.473084364458919	0.241107977635693	0.387455079482615	1.898799193189	0.4416	0.41686	0.40306	0.50029	0.50882	0.19504	0.26923	0.40593	0.34626	0.44359	0.31259	-6.16973	-5.42723	0.406837520110529	0.49492	0.48019	0.37494	0.57047	0.65676	0.26171	0.23025	0.3753	0.21699	0.61478	0.26009	-1.02226	-14.39232	0.537509839414617	0.64732	0.61602	0.51841	0.72842	0.79099	0.31227	0.318	0.51937	0.38679	0.65508	0.24611	0.52481	-9.17722
"mult"	9	0.1075078616268	0.23890656552976	0.042037832238562	0.661644766740834	-0.025	0.06722	0.11128	0.23791	-0.21527	0.25705	-0.08954	0.15458	-0.1199	-0.20977	0.2409	1.12414	-20.80771	0.0241267756780729	-0.07667	0.03703	0.03916	0.13659	-0.10098	0.13066	-0.01929	0.09748	-0.02683	-0.19444	0.23937	1.30275	-31.6699	0.0230661805610525	-0.06378	0.0389	0.04479	0.13716	-0.10441	0.12926	-0.02869	0.0915	-0.03712	-0.1946	0.23939	1.30082	-27.81543
"add"	9	0.366526726237498	0.0536358738318086	0.544489957204548	0.971959308299474	0.57136	0.57926	0.50633	0.55347	0.56933	0.52551	0.48367	0.55281	0.55866	0.57181	0.12776	18.88262	-27.76926	0.310169344984566	0.31987	0.30843	0.30659	0.28973	0.3163	0.31229	0.30035	0.3008	0.33717	0.94645	0.04518	47.98841	-14.47634	0.374649635057036	0.39156	0.38387	0.36291	0.36276	0.38553	0.36622	0.34881	0.37105	0.39914	0.93706	0.04898	45.72633	-8.5129
"add"	9	0.305532610951923	0.217003642232157	0.366812701266606	1.21086615030096	0.32593	0.33621	0.39968	0.27551	0.2103	0.2846	0.58492	0.46868	0.41548	0.21384	0.27657	-2.74211	-16.35629	0.284750232280302	0.25165	0.24394	0.273	0.266	0.12959	0.10495	0.58721	0.3443	0.36213	0.30257	0.2605	-1.0655	-13.41588	0.337708526743823	0.29919	0.29583	0.33199	0.29065	0.16538	0.19469	0.63089	0.41438	0.41638	0.34212	0.253	-0.24812	-14.84661
"add"	9	0.0953284252202138	0.0104987388476729	0.11099807973006	0.893081854635867	0.11255	0.11071	0.10944	0.10784	0.10899	0.10142	0.10918	0.12068	0.11817	0.96184	0.00853	94.67252	-7.97376	0.0868638637581247	0.08731	0.08433	0.08592	0.08204	0.0845	0.08155	0.08841	0.09326	0.09445	0.91266	0.0129	83.07827	-15.9789	0.0920260171929568	0.09289	0.09043	0.09087	0.08801	0.08988	0.08534	0.09226	0.09938	0.09918	0.94635	0.01011	89.90107	-11.62003
