"model"	"n.muts"	"coes"	"sigma"	"u.mean"	"d.hat.MLE"	"u.hats.A"	"u.hats.B"	"u.hats.C"	"u.hats.D"	"u.hats.E"	"u.hats.F"	"u.hats.G"	"u.hats.H"	"u.hats.I"	"R2.stick"	"sig.stick"	"lnL.stick"	"P.stick"	"s.mean"	"s.hats.A"	"s.hats.B"	"s.hats.C"	"s.hats.D"	"s.hats.E"	"s.hats.F"	"s.hats.G"	"s.hats.H"	"s.hats.I"	"R2.mult"	"sig.mult"	"lnL.mult"	"P.mult"	"w.mean"	"w.hats.A"	"w.hats.B"	"w.hats.C"	"w.hats.D"	"w.hats.E"	"w.hats.F"	"w.hats.G"	"w.hats.H"	"w.hats.I"	"R2.add"	"sig.add"	"lnL.add"	"P.add"
"add"	9	0.288393265067134	0.0198842916288413	0.532926731776134	0.763867440332198	0.55638	0.55877	0.48441	0.57074	0.56038	0.51153	0.48507	0.52931	0.53975	0.692	0.07847	32.53157	-28.47212	0.244110367231086	0.25029	0.23662	0.2274	0.25468	0.26712	0.25515	0.23896	0.22641	0.24037	0.92486	0.03876	52.28145	-24.06333	0.285748008176585	0.29649	0.28537	0.26347	0.30352	0.3107	0.28848	0.27102	0.27136	0.28133	0.98233	0.01879	72.54656	-5.63743
"add"	9	0.493775893223938	0.14132721000351	0.265765064871895	2.16134455838292	0.2238	0.28347	0.33839	0.22133	0.26275	0.32931	0.216	0.24854	0.2683	0.74964	0.11528	21.75992	-14.73648	0.375490142049932	0.30574	0.3901	0.52213	0.27658	0.31854	0.51551	0.34602	0.32307	0.38172	0.17503	0.20927	5.06572	-31.39601	0.478603395236332	0.39955	0.50972	0.63627	0.3765	0.43954	0.62171	0.41068	0.43051	0.48295	0.6363	0.13895	16.53213	-20.63402
"add"	9	0.408627270907164	0.246396366565023	0.406501920069274	1.59397510954315	0.36539	0.39995	0.45716	0.32441	0.39689	0.43674	0.26109	0.50188	0.51502	0.32705	0.29274	-4.33294	-5.59245	0.40717078550781	0.3654	0.38249	0.4128	0.20748	0.28357	0.51498	0.31091	0.54601	0.6409	0.43136	0.2691	-1.97501	-10.63129	0.499095012951132	0.45598	0.48494	0.51254	0.31826	0.38622	0.58811	0.36016	0.65793	0.72772	0.47002	0.25979	-0.98939	-7.88428
"add"	9	0.077259491069708	0.211422650259919	0.0607466001396337	1.12255154439076	-0.06866	-0.02621	0.03555	0.11679	0.13438	0.10018	0.13917	0.13754	-0.02201	-0.05715	0.17621	9.87991	-34.92509	0.0512833999924269	-0.04787	-0.01272	-0.05062	0.12151	0.14005	0.08217	0.10657	0.13092	-0.00847	-0.15455	0.18415	8.64603	-31.72824	0.0572248652983232	-0.05908	-0.01871	-0.0156	0.12369	0.14173	0.09522	0.12686	0.13585	-0.01492	-0.09064	0.17898	9.44326	-33.54379
"add"	9	0.442325564287603	0.137455612944905	0.0624063243374094	8.37600150513979	0.04363	0.05116	0.06944	0.0491	0.0464	0.06991	0.07225	0.07693	0.08283	0.80657	0.11526	21.76651	-7.48727	0.408619549793369	0.25053	0.31142	0.45933	0.29993	0.26996	0.50213	0.51734	0.49991	0.56703	0.68114	0.14798	14.76881	-17.47711	0.505056131799981	0.34635	0.40983	0.56306	0.3935	0.36796	0.57377	0.5924	0.62282	0.67582	0.80392	0.11604	21.57618	-8.68351
"add"	9	0.208953631389886	0.166259227786213	0.301444606126402	0.763805589219263	0.31322	0.34554	0.31784	0.32329	0.07769	0.28763	0.20048	0.40441	0.4429	0.27413	0.14548	15.24589	-13.73046	0.160439377652402	0.14993	0.15515	0.15068	0.17283	0.03495	0.17705	0.11049	0.21252	0.28036	0.10795	0.16128	12.35971	-20.36844	0.17920219086398	0.17389	0.17987	0.17345	0.19376	0.03903	0.19006	0.12327	0.23987	0.29963	0.18375	0.15427	13.60287	-18.08917
"add"	9	0.303844806307461	0.195660931523889	0.207670835328447	1.59863526952637	0.25743	0.15868	0.28716	0.23057	0.25023	0.11992	0.22981	0.1186	0.21664	0.32473	0.19227	7.43695	-12.12834	0.247722916169775	0.32102	0.1737	0.40217	0.27705	0.31275	0.1252	0.30561	0.05385	0.25815	0.13048	0.21818	3.89734	-19.77344	0.285770959272329	0.36248	0.20721	0.42946	0.31971	0.3529	0.15235	0.33855	0.10867	0.30061	0.27132	0.19973	6.37127	-16.51718
"add"	9	0.490780723013449	0.0299352513393387	0.597792103723123	1.23245267731162	0.6104	0.6275	0.6206	0.61907	0.59848	0.56555	0.54047	0.60351	0.59454	0.59232	0.15552	13.37804	-47.7841	0.393429635076614	0.3871	0.38017	0.43898	0.36796	0.3734	0.4238	0.39305	0.36701	0.4094	0.87792	0.0851	30.25978	-43.38657	0.501598059217374	0.50547	0.50616	0.5445	0.49265	0.48507	0.5091	0.47537	0.48483	0.51124	0.98949	0.02497	64.59205	-7.30215
"add"	9	0.223205423995387	0.070933812414296	0.149392989146792	1.68432861164916	0.15227	0.14987	0.16313	0.13523	0.16312	0.09438	0.20492	0.14999	0.13162	0.85238	0.04532	47.89942	-6.67704	0.199382840036537	0.19341	0.18784	0.22054	0.17894	0.21783	0.13621	0.29259	0.18644	0.18064	0.70513	0.06406	38.21319	-18.13776	0.227397282908872	0.22647	0.22192	0.24962	0.20568	0.24867	0.14865	0.32152	0.22116	0.20289	0.82378	0.04952	45.42064	-11.16792
"add"	9	0.211067040578928	0.237252266553696	0.0713317807325428	3.37279401020119	0.10976	0.11503	0.0866	0.05281	0.02161	0.03213	-0.04239	0.09871	0.16773	0.72989	0.14015	16.29117	-11.52526	0.209378709953934	0.36161	0.37666	0.25031	0.13131	0.07779	0.10168	-0.18801	0.27488	0.49819	0.63696	0.16248	12.15167	-16.18632	0.230986786126771	0.36269	0.38023	0.2795	0.16417	0.07622	0.10663	-0.15284	0.31553	0.54675	0.72491	0.14144	16.03531	-12.58692
"add"	9	0.364618423057254	0.0604465209180489	0.495151490246214	0.998524250748983	0.52439	0.54155	0.53629	0.52321	0.48492	0.40756	0.49983	0.43987	0.49873	0.63472	0.11608	21.56788	-18.8523	0.29312328366525	0.31854	0.30242	0.32561	0.2972	0.28259	0.2347	0.30576	0.2597	0.31159	0.91128	0.05721	41.38091	-13.99868	0.354227626435582	0.38508	0.37604	0.38783	0.36671	0.34449	0.28235	0.35857	0.3173	0.36968	0.92992	0.05084	44.68128	-6.0846
"add"	9	0.379419740987942	0.154194734059274	0.444572237372661	1.12883805306017	0.38776	0.44777	0.45328	0.51957	0.38257	0.43469	0.3397	0.5406	0.49521	0.50526	0.15208	14.00259	-12.21719	0.304683736907657	0.26665	0.27523	0.32196	0.31985	0.25593	0.32426	0.28637	0.34894	0.34296	0.76996	0.10371	24.72327	-7.06467	0.369690321568808	0.32684	0.34777	0.38633	0.40536	0.31265	0.3795	0.32393	0.43503	0.4098	0.78519	0.10021	25.68234	-8.73947
"add"	9	0.419378037482966	0.110894177225418	0.461469851112412	1.31628812916372	0.46506	0.40947	0.43451	0.53191	0.49402	0.36044	0.47443	0.47309	0.5103	0.49414	0.18599	8.36781	-16.7941	0.374830293379156	0.37079	0.26593	0.33136	0.42008	0.40801	0.30666	0.46778	0.38885	0.41399	0.84543	0.10281	24.96625	-10.90928	0.459556745675086	0.4626	0.35924	0.41498	0.52369	0.50013	0.36605	0.52989	0.47984	0.4996	0.78786	0.12044	20.53374	-8.04971
"add"	9	0.363317000889219	0.00973848177818581	0.582031999164252	0.917554533697236	0.59468	0.6066	0.56939	0.60165	0.58943	0.54716	0.54939	0.597	0.58299	0.62713	0.10845	23.47037	-64.91874	0.301634611170003	0.29381	0.295	0.30559	0.29043	0.29898	0.3159	0.31121	0.29477	0.30904	0.92405	0.04895	45.74626	-57.75643	0.365091618774036	0.36352	0.36842	0.36454	0.3634	0.36486	0.36547	0.36137	0.36475	0.36951	0.99782	0.00828	95.48664	-8.04497
"add"	9	0.230753993743565	0.0845746557461098	0.16428258603802	1.55959328495756	0.15389	0.17495	0.17504	0.12842	0.16537	0.18702	0.18943	0.18021	0.12422	0.76131	0.05814	40.92891	-9.623	0.200730273529735	0.18206	0.20121	0.21728	0.14746	0.19352	0.24567	0.2477	0.21096	0.16073	0.59339	0.07588	33.47096	-17.12669	0.229078080206605	0.21171	0.23719	0.24577	0.17392	0.22595	0.26996	0.27286	0.2461	0.17823	0.72477	0.06243	38.93482	-12.90598
"add"	9	0.0515410149935633	0.0903673896682449	0.0661718364715972	0.657835552956666	0.04535	0.09881	0.02351	0.1355	0.00721	0.05126	0.12044	0.11483	-0.00136	0.23819	0.06587	37.43277	-9.41264	0.0359377915201757	0.02026	0.05136	0.01282	0.07668	0.00198	0.03096	0.07288	0.05656	-7e-05	0.20254	0.06739	36.79254	-9.20743	0.038354474744628	0.02308	0.05549	0.01374	0.08073	0.00299	0.03191	0.07515	0.06243	-0.00033	0.22156	0.06658	37.13054	-9.25788
"add"	9	0.224004610278644	0.00639663741458207	0.513185401495038	0.609527213776089	0.53729	0.53749	0.5011	0.53309	0.52108	0.48813	0.47074	0.52335	0.50639	0.71842	0.05781	41.08825	-67.72777	0.196752655132096	0.19873	0.19527	0.19694	0.1942	0.1986	0.20177	0.19574	0.19213	0.1974	0.96448	0.02053	70.07445	-49.38221	0.223257085806952	0.22851	0.22612	0.22151	0.22477	0.22605	0.22276	0.21596	0.2213	0.22235	0.99785	0.00505	109.32605	-8.42443
"add"	9	0.295844606833998	0.195430281630252	0.212933137605298	1.5427963835377	0.26284	0.30004	0.26506	0.10831	0.25992	0.09523	0.16766	0.24054	0.21679	0.55481	0.15846	12.85313	-9.43826	0.220985569688555	0.30586	0.31185	0.2598	0.10436	0.2721	0.11073	0.16144	0.22957	0.23316	0.35116	0.1913	7.57967	-17.18689	0.268488627941129	0.35449	0.38138	0.32361	0.13159	0.32937	0.12802	0.19879	0.29258	0.27656	0.49744	0.16836	11.15637	-13.10117
"add"	9	0.25197810936952	0.0765112558729015	0.226148654924431	1.25287396358283	0.29337	0.22909	0.18248	0.27646	0.17928	0.17985	0.22237	0.23578	0.23665	0.90484	0.04055	51.01599	-5.18298	0.206134108970385	0.26542	0.19537	0.16521	0.24227	0.16713	0.1669	0.21749	0.21193	0.22348	0.66888	0.07564	33.55979	-26.0827	0.239297555152199	0.31076	0.23421	0.19194	0.28727	0.1923	0.19032	0.24364	0.24815	0.25508	0.83764	0.05296	43.53726	-15.38664
"add"	9	0.26051789354533	0.200292068475392	0.404126891351815	1.01613496527991	0.44616	0.48283	0.45087	0.21105	0.38525	0.23911	0.45689	0.4605	0.50448	0.32532	0.19625	6.8642	-6.69324	0.272090293609772	0.32437	0.31058	0.29268	0.10897	0.24522	0.2292	0.28773	0.26432	0.38576	0.50418	0.16824	11.17657	-14.46683	0.312827526279761	0.36804	0.3628	0.3388	0.13835	0.28426	0.23672	0.33605	0.32288	0.42754	0.50975	0.16729	11.33489	-10.87027
"add"	9	0.237853467511013	0.183815782074817	0.253019885126766	1.00745398730819	0.32566	0.27264	0.28926	0.20652	0.55688	0.1195	0.22259	0.10506	0.17906	0.4668	0.14744	14.87081	-17.10074	0.191198159888598	0.25994	0.20694	0.25476	0.14519	0.43916	0.11058	0.13246	0.098	0.07375	0.27124	0.17237	10.49638	-23.2403	0.213792551320438	0.28788	0.22941	0.27472	0.16645	0.48156	0.11575	0.15534	0.10589	0.10714	0.38102	0.15886	12.78224	-20.61205
"add"	9	0.142740661557764	0.236434173479211	0.123800109941964	1.10340821673795	-0.05363	0.20681	-0.04193	0.11675	-0.14484	0.20864	0.34665	0.20781	0.26795	0.21796	0.19368	7.23336	-16.87756	0.115844232495558	-0.02519	0.17123	-0.00959	0.11541	-0.1161	0.18289	0.30329	0.19519	0.22547	0.16284	0.20039	6.27972	-18.31863	0.122523901895248	-0.03405	0.18872	-0.02343	0.12177	-0.13117	0.20056	0.33	0.20911	0.24121	0.19517	0.19648	6.83124	-17.25457
"add"	9	0.14264403990237	0.208126079814974	0.19440303071373	1.04929078873944	0.24838	0.16477	0.01669	0.34049	0.27729	0.13438	-0.00783	0.31701	0.25844	0.08299	0.24759	0.35695	-10.51325	0.150753820345501	0.13058	0.16912	-0.04083	0.22563	0.28754	0.13656	-0.01665	0.33911	0.12572	0.15224	0.23806	1.45626	-16.6179	0.16390980534516	0.15947	0.16881	-0.01266	0.25218	0.27816	0.13758	-0.01319	0.32857	0.17627	0.22563	0.22752	2.72403	-13.12799
"add"	9	0.315544113051146	0.11477712332271	0.162008622871595	2.11910332859657	0.10958	0.1801	0.15853	0.16113	0.13778	0.11276	0.18485	0.21699	0.19636	0.81641	0.07609	33.39282	-5.45062	0.260933677723271	0.1624	0.27362	0.24083	0.24719	0.2082	0.20238	0.32915	0.3578	0.32685	0.66958	0.10208	25.16514	-19.89846	0.30813061826611	0.20104	0.33504	0.29293	0.30072	0.25467	0.2243	0.36663	0.41873	0.37911	0.79216	0.08096	31.65562	-12.49188
"add"	9	0.472863523522392	0.143821356119588	0.497019034578744	1.34747722504181	0.55009	0.49863	0.52278	0.41218	0.43175	0.58331	0.46441	0.49613	0.5139	0.48903	0.19934	6.42652	-6.33641	0.420953426410176	0.43546	0.36906	0.46603	0.24626	0.30828	0.56295	0.43692	0.46146	0.50216	0.78174	0.13028	18.3354	-13.09396	0.510986759501477	0.54414	0.47612	0.55033	0.34832	0.40391	0.63963	0.50917	0.54942	0.57785	0.76111	0.1363	17.07071	-7.5744
"add"	9	0.0924657435622066	0.242047905223444	0.0877075954470154	1.62009737397784	0.14679	0.06812	0.18663	0.11917	0.00849	0.11445	-0.00838	-0.05302	0.20711	0.22689	0.20897	5.10493	-18.33142	0.1396877127719	0.20435	0.1056	0.37076	0.1807	0.02474	0.1014	0.00427	-0.0945	0.35986	0.08761	0.22702	2.78581	-22.69116	0.137967863765651	0.2186	0.10425	0.32307	0.18184	0.01723	0.14265	-0.00344	-0.08612	0.34362	0.20587	0.2118	4.72931	-19.9078
"add"	9	0.360984913713764	0.192123966116924	0.061176097468464	5.4353651611911	0.08917	0.06524	0.04518	0.06809	0.07459	0.04284	0.09107	0.0667	0.0077	0.62469	0.16676	11.42356	-4.87779	0.26129325722052	0.36838	0.2779	0.17654	0.31116	0.35158	0.17296	0.39424	0.2726	0.02627	0.56514	0.1795	9.36173	-10.26498	0.316538269048011	0.45867	0.33759	0.23001	0.35803	0.39404	0.21826	0.47161	0.34231	0.03831	0.62188	0.16738	11.31913	-5.78195
"add"	9	0.454285687883385	0.224552016588859	0.412720644751148	1.68011720729953	0.25339	0.38394	0.59028	0.52273	0.48041	0.47324	0.37517	0.29448	0.34085	0.31378	0.31526	-6.40839	-7.84474	0.417389644927864	0.28866	0.38211	0.57073	0.49848	0.53839	0.47353	0.48195	0.17992	0.34274	0.69912	0.20876	5.13435	-8.86466	0.522229801987478	0.35178	0.49041	0.71321	0.63784	0.6551	0.58122	0.5561	0.27612	0.4383	0.63858	0.22879	2.56775	-6.39658
"add"	9	0.373050003359094	0.0664919330738485	0.531343515217635	1.01142741949615	0.59073	0.61486	0.46223	0.54728	0.55727	0.5091	0.48959	0.5441	0.46694	0.58936	0.13307	17.74299	-18.62573	0.312091240899628	0.3248	0.34865	0.25419	0.32011	0.35037	0.33253	0.29734	0.29996	0.28087	0.91947	0.05893	40.55056	-13.03323	0.379293256495478	0.40528	0.43353	0.31459	0.39429	0.41848	0.38512	0.35078	0.37401	0.33757	0.92027	0.05863	40.68962	-5.79212
"add"	9	0.200720891624223	0.178025210858323	0.133322849445528	0.748961542993318	0.25884	0.30495	0.28967	0.37009	-0.14239	0.03266	-0.20673	0.42894	-0.13613	0.38595	0.15404	13.64539	-16.10058	0.0879777631520456	0.13912	0.21092	0.16971	0.2132	-0.02054	0.03538	-0.09839	0.19397	-0.05157	0.28896	0.16576	11.59219	-25.21605	0.0915993263849585	0.14759	0.21458	0.18383	0.23007	-0.03805	0.03462	-0.11071	0.22307	-0.0606	0.33058	0.16083	12.43659	-22.63839
"add"	9	0.327755785000045	0.188842193048913	0.42714964021527	1.23601689836508	0.39358	0.45226	0.47571	0.43022	0.31641	0.33858	0.48135	0.48984	0.4664	0.26409	0.23632	1.66183	-7.03789	0.351957957115378	0.24831	0.37649	0.39515	0.27524	0.20213	0.37374	0.47121	0.43205	0.39331	0.49589	0.19559	6.95825	-8.01097	0.412479831657906	0.32137	0.44287	0.46164	0.35992	0.26167	0.39538	0.52409	0.49655	0.44883	0.48636	0.19743	6.69607	-6.62707
"add"	9	0.332698402507231	0.11043766833609	0.151487596465612	2.25335947513033	0.09074	0.16483	0.10876	0.19829	0.19368	0.11411	0.20241	0.16976	0.1208	0.77987	0.08736	29.5253	-9.216	0.259113168501548	0.14861	0.27364	0.16855	0.34207	0.33307	0.21202	0.38133	0.28054	0.19219	0.63247	0.11288	22.34907	-20.28193	0.307374455270554	0.18097	0.33172	0.21097	0.40539	0.39408	0.23897	0.42761	0.33978	0.23688	0.75719	0.09175	28.15214	-11.71238
"add"	9	0.100776409567334	0.00758446741383523	0.386338842734846	0.33203093131505	0.39654	0.40478	0.36308	0.40464	0.40078	0.3705	0.36468	0.4023	0.36974	0.81186	0.02161	68.63573	-18.82675	0.0937037487089406	0.09242	0.09476	0.08746	0.09747	0.09777	0.09577	0.09357	0.09403	0.09008	0.97208	0.00833	95.34696	-7.50071	0.0995443205632731	0.099	0.10157	0.09287	0.10401	0.10384	0.10032	0.09814	0.10067	0.09547	0.97466	0.00793	96.70069	-5.76988
"add"	9	0.0898984132451005	0.165094753785525	0.0999213934996966	0.997251570624224	0.0302	0.19812	0.1251	0.08472	0.19732	0.04915	0.13575	0.15095	-0.07203	0.3254	0.14199	15.9261	-13.04569	0.0840037837617992	0.02937	0.17427	0.06713	0.05017	0.19313	0.05129	0.12546	0.14504	-0.07982	0.26525	0.14818	14.73037	-14.88583	0.0892131787705759	0.02919	0.18338	0.08685	0.06136	0.19246	0.05	0.13013	0.14655	-0.07698	0.30375	0.14425	15.48384	-14.06082
"add"	9	0.288094787485898	0.186662572261412	0.347026836866235	1.235652479202	0.47749	0.2492	0.3307	0.46411	0.48585	0.29658	0.37024	0.23443	0.21464	0.2761	0.25501	-0.47009	-7.66225	0.30923757709335	0.38904	0.19423	0.13007	0.44401	0.58898	0.30468	0.32279	0.21134	0.19799	0.37919	0.23616	1.68058	-13.40228	0.349039234419922	0.46259	0.23159	0.21321	0.47956	0.59153	0.33088	0.3672	0.24039	0.2244	0.43085	0.22612	2.89697	-10.64429
"add"	9	0.24956836134661	0.00270718388492242	0.543345879093704	0.655366781152604	0.56216	0.5668	0.53242	0.56471	0.54746	0.51094	0.51714	0.55742	0.53107	0.68644	0.0674	36.78735	-81.2149	0.217471381154626	0.21661	0.21255	0.21956	0.21112	0.21653	0.22433	0.22456	0.21315	0.21883	0.95545	0.02541	64.10737	-65.38553	0.24975043993555	0.25249	0.25011	0.24953	0.2486	0.24983	0.24945	0.25014	0.24886	0.24875	0.99943	0.00288	125.10674	-7.75146
"add"	9	0.279519811994396	0.162148308940232	0.20791472769005	1.50644689149722	0.21921	0.13088	0.21331	0.21629	0.20322	0.22086	0.28927	0.14714	0.23106	0.42632	0.13825	16.67291	-6.56336	0.228014444371152	0.23529	0.11301	0.25425	0.23002	0.21598	0.24439	0.36253	0.15212	0.24453	0.21965	0.16124	12.36569	-14.39945	0.267414607814772	0.28039	0.14808	0.28822	0.27508	0.25664	0.28394	0.40016	0.18395	0.29028	0.36926	0.14496	15.3455	-8.68665
"add"	9	0.305281395360362	0.103569906554185	0.439757846047489	0.94548485975862	0.40567	0.4478	0.33763	0.49645	0.48851	0.34814	0.34478	0.54448	0.54436	0.59604	0.1193	20.80031	-8.85347	0.266130911601626	0.25	0.2306	0.19369	0.29584	0.29795	0.23297	0.2296	0.34409	0.32044	0.87871	0.06537	37.64363	-9.26747	0.31239106104376	0.29346	0.28741	0.23116	0.35099	0.34864	0.26355	0.25967	0.40095	0.37569	0.84888	0.07297	34.5653	-5.39272
"add"	9	0.363403435912915	0.0249380726017989	0.0455086309903286	8.07901301894842	0.04813	0.04567	0.04729	0.04258	0.04383	0.04669	0.04127	0.04573	0.04839	0.97628	0.0263	63.13622	-4.08231	0.295437527229009	0.30755	0.28554	0.31444	0.26138	0.27988	0.32056	0.27887	0.28982	0.32089	0.84888	0.06639	37.21306	-30.60237	0.356941834754383	0.37691	0.3566	0.37215	0.33146	0.34296	0.3689	0.32522	0.35761	0.38066	0.974	0.02754	61.85126	-5.1934
"add"	9	0.41570579756517	0.0493267357815057	0.528662897725664	1.12959619279202	0.52935	0.576	0.55625	0.56292	0.52067	0.45492	0.51363	0.579	0.46521	0.65025	0.12618	19.23096	-22.32039	0.33790353935383	0.32079	0.34928	0.36322	0.33934	0.32992	0.32698	0.37027	0.34107	0.30027	0.86753	0.07766	32.82271	-21.16406	0.419479342534201	0.40908	0.44725	0.4444	0.43513	0.41204	0.38579	0.4353	0.4377	0.36862	0.95707	0.04421	48.5976	-2.96646
"add"	9	0.355735998309683	0.19980255299015	0.360665745696753	1.19463861349383	0.42095	0.45029	0.4779	0.38208	0.26626	0.27873	0.57502	0.22537	0.16939	0.43202	0.15331	13.77756	-9.91377	0.252866991359388	0.24019	0.28406	0.35796	0.24181	0.16979	0.25219	0.42085	0.15201	0.15694	-0.37535	0.23857	1.39641	-23.47632	0.308605471253594	0.3139	0.36265	0.43202	0.30932	0.20925	0.28455	0.50222	0.18735	0.1762	0.07036	0.19614	6.87972	-15.18815
"add"	9	0.247526675579138	0.100531414849684	0.17057093101441	1.61244043496464	0.19821	0.13951	0.10636	0.15539	0.2003	0.11915	0.22938	0.19519	0.19165	0.60102	0.09728	26.51414	-12.24518	0.214684595835589	0.24157	0.14685	0.11512	0.19447	0.26838	0.16089	0.3026	0.24999	0.2523	0.47658	0.11142	22.71352	-15.05943	0.245411623811427	0.28162	0.18429	0.14186	0.22361	0.29793	0.1771	0.33657	0.28378	0.28194	0.57252	0.1007	25.54813	-12.8297
"add"	9	0.356194534827955	0.11219158367021	0.112592888720459	3.2817808987369	0.12529	0.15761	0.13191	0.11494	0.08715	0.12115	0.10404	0.08464	0.0866	0.67054	0.12567	19.34392	-5.56127	0.282461994309901	0.29187	0.40643	0.35021	0.27963	0.21101	0.32998	0.24748	0.19875	0.2268	0.55861	0.14546	15.2495	-17.44029	0.341153139886659	0.37087	0.48415	0.40743	0.3459	0.26103	0.37664	0.30719	0.25108	0.26609	0.6597	0.12772	18.89076	-8.84695
"add"	9	0.323217503167689	0.0724072750890628	0.489808625114373	0.895269537518528	0.58461	0.52255	0.43815	0.53643	0.50247	0.35678	0.51973	0.47899	0.46857	0.66747	0.09621	26.82423	-16.69066	0.264290510868819	0.32051	0.24673	0.25522	0.27434	0.27804	0.2085	0.28759	0.24729	0.26038	0.87205	0.05968	40.19588	-16.37978	0.313945659040737	0.38173	0.30652	0.29679	0.33394	0.32889	0.23915	0.33297	0.29953	0.30599	0.92691	0.0451	48.03547	-7.19321
"add"	9	0.397431996185333	0.155132790619973	0.39461864777667	1.13051547316473	0.31472	0.54489	0.43656	0.55985	0.35052	0.32745	0.47813	0.22538	0.31408	0.67315	0.12448	19.61053	-26.09757	0.27438359818128	0.21614	0.37646	0.37992	0.35866	0.15964	0.24627	0.3196	0.17212	0.24064	0.16792	0.19861	6.52857	-37.20893	0.328947939381806	0.26486	0.45578	0.42486	0.45208	0.22186	0.28231	0.38076	0.20228	0.27573	0.44387	0.16238	12.16939	-31.57391
"add"	9	0.487624531832989	0.00107628485420719	0.626315710532732	1.17435921964776	0.64521	0.65414	0.6166	0.65429	0.63258	0.58734	0.58694	0.64567	0.61408	0.57961	0.15191	14.0351	-122.61081	0.38258962058699	0.3713	0.3668	0.38997	0.36604	0.37856	0.40568	0.4046	0.37155	0.38881	0.84833	0.09124	28.30772	-124.55634	0.487399622814871	0.48722	0.48829	0.48811	0.48757	0.48694	0.48772	0.48663	0.48755	0.48657	0.99998	0.001	154.78349	-5.34096
"add"	9	0.252906152117066	0.000542447960469872	0.552064078616842	0.657478058733151	0.56765	0.57595	0.54274	0.57592	0.55634	0.52033	0.51969	0.56696	0.543	0.6825	0.06838	36.38652	-123.09135	0.219695503749002	0.21584	0.21469	0.22197	0.21424	0.2179	0.22759	0.22695	0.21597	0.22211	0.94806	0.02765	61.7325	-109.42675	0.252788354155733	0.25251	0.25318	0.25285	0.25276	0.2521	0.25339	0.25275	0.25257	0.25299	0.99998	0.00057	170.61837	-5.95515
