"sim.model"	"fit.model"	"n.muts"	"coes"	"sigma"	"rep"	"s.hats.1"	"s.hats.2"	"s.hats.3"	"R2"	"sig.hat"	"logLike"	"P"
"mult"	"mult"	"3"	"0.5"	"0.05"	"51"	"0.43907"	"0.5447"	"0.51399"	"0.99628"	"0.04294"	"14.83248"	"-0.53234"
"mult"	"mult"	"3"	"0.5"	"0.05"	"52"	"0.46979"	"0.52481"	"0.52402"	"0.99695"	"0.03859"	"15.68685"	"-2.00612"
"mult"	"mult"	"3"	"0.5"	"0.05"	"53"	"0.58089"	"0.48505"	"0.45395"	"0.99836"	"0.02814"	"18.21194"	"-1.09046"
"mult"	"mult"	"3"	"0.5"	"0.05"	"54"	"0.49634"	"0.49402"	"0.50201"	"0.99763"	"0.03295"	"16.95125"	"-0.96047"
"mult"	"mult"	"3"	"0.5"	"0.05"	"55"	"0.48616"	"0.4949"	"0.51807"	"0.99548"	"0.04646"	"14.20187"	"-2.61456"
"mult"	"mult"	"3"	"0.5"	"0.05"	"56"	"0.49894"	"0.50476"	"0.50098"	"0.99881"	"0.02368"	"19.59467"	"-1.84326"
"mult"	"mult"	"3"	"0.5"	"0.05"	"57"	"0.50256"	"0.51812"	"0.49136"	"0.99818"	"0.02961"	"17.80643"	"-2.16956"
"mult"	"mult"	"3"	"0.5"	"0.05"	"58"	"0.49405"	"0.55125"	"0.45635"	"0.99531"	"0.04812"	"13.92047"	"-1.98345"
"mult"	"mult"	"3"	"0.5"	"0.05"	"59"	"0.47213"	"0.48147"	"0.55488"	"0.99403"	"0.05337"	"13.09273"	"-2.29273"
"mult"	"mult"	"3"	"0.5"	"0.05"	"60"	"0.43571"	"0.52245"	"0.54184"	"0.99376"	"0.0559"	"12.72235"	"-5.13326"
"mult"	"mult"	"3"	"0.5"	"0.05"	"61"	"0.5647"	"0.4905"	"0.45628"	"0.99233"	"0.06249"	"11.83042"	"-2.17419"
"mult"	"mult"	"3"	"0.5"	"0.05"	"62"	"0.51061"	"0.45931"	"0.51702"	"0.99666"	"0.03845"	"15.71627"	"-2.14018"
"mult"	"mult"	"3"	"0.5"	"0.05"	"63"	"0.5074"	"0.53438"	"0.44548"	"0.99467"	"0.04835"	"13.8825"	"-4.52055"
"mult"	"mult"	"3"	"0.5"	"0.05"	"64"	"0.50212"	"0.41027"	"0.55877"	"0.99656"	"0.0395"	"15.49983"	"-3.31865"
"mult"	"mult"	"3"	"0.5"	"0.05"	"65"	"0.50476"	"0.51085"	"0.4986"	"0.99856"	"0.02602"	"18.83814"	"-1.76382"
"mult"	"mult"	"3"	"0.5"	"0.05"	"66"	"0.52423"	"0.42694"	"0.55701"	"0.98836"	"0.07685"	"10.17549"	"-1.60941"
"mult"	"mult"	"3"	"0.5"	"0.05"	"67"	"0.49236"	"0.52337"	"0.50325"	"0.99934"	"0.0176"	"21.96808"	"-3.61761"
"mult"	"mult"	"3"	"0.5"	"0.05"	"68"	"0.51458"	"0.4918"	"0.49786"	"0.99704"	"0.03616"	"16.2073"	"-3.03368"
"mult"	"mult"	"3"	"0.5"	"0.05"	"69"	"0.56998"	"0.4739"	"0.46152"	"0.97571"	"0.10495"	"7.68251"	"-2.72051"
"mult"	"mult"	"3"	"0.5"	"0.05"	"70"	"0.44234"	"0.51918"	"0.53517"	"0.98975"	"0.06808"	"11.14484"	"-2.32939"
"mult"	"mult"	"3"	"0.5"	"0.05"	"71"	"0.49618"	"0.47409"	"0.55994"	"0.99738"	"0.03554"	"16.34526"	"-4.6803"
"mult"	"mult"	"3"	"0.5"	"0.05"	"72"	"0.49492"	"0.45589"	"0.51923"	"0.99685"	"0.03784"	"15.84409"	"-2.89387"
"mult"	"mult"	"3"	"0.5"	"0.05"	"73"	"0.53277"	"0.46197"	"0.50252"	"0.99146"	"0.06467"	"11.55644"	"-2.0822"
"mult"	"mult"	"3"	"0.5"	"0.05"	"74"	"0.50293"	"0.50341"	"0.47347"	"0.99321"	"0.05453"	"12.92004"	"-2.40157"
"mult"	"mult"	"3"	"0.5"	"0.05"	"75"	"0.49288"	"0.49668"	"0.50625"	"0.99912"	"0.02013"	"20.8915"	"-1.94135"
"mult"	"mult"	"3"	"0.5"	"0.05"	"76"	"0.54887"	"0.44266"	"0.52693"	"0.99618"	"0.04144"	"15.11568"	"-3.28911"
"mult"	"mult"	"3"	"0.5"	"0.05"	"77"	"0.55234"	"0.55647"	"0.40502"	"0.99537"	"0.04593"	"14.2932"	"-3.42392"
"mult"	"mult"	"3"	"0.5"	"0.05"	"78"	"0.52163"	"0.48575"	"0.51482"	"0.99919"	"0.01978"	"21.03477"	"-2.01262"
"mult"	"mult"	"3"	"0.5"	"0.05"	"79"	"0.48717"	"0.46074"	"0.56393"	"0.98964"	"0.07194"	"10.70332"	"-3.96261"
"mult"	"mult"	"3"	"0.5"	"0.05"	"80"	"0.47051"	"0.49318"	"0.53029"	"0.99556"	"0.04669"	"14.16303"	"-0.32952"
"mult"	"mult"	"3"	"0.5"	"0.05"	"81"	"0.55045"	"0.47686"	"0.45507"	"0.99275"	"0.05552"	"12.77636"	"-3.01127"
"mult"	"mult"	"3"	"0.5"	"0.05"	"82"	"0.53358"	"0.49916"	"0.47591"	"0.99732"	"0.03538"	"16.38043"	"-0.88336"
"mult"	"mult"	"3"	"0.5"	"0.05"	"83"	"0.50388"	"0.52525"	"0.48728"	"0.99517"	"0.04842"	"13.8707"	"-1.30688"
"mult"	"mult"	"3"	"0.5"	"0.05"	"84"	"0.50557"	"0.50762"	"0.47448"	"0.99016"	"0.06418"	"11.61675"	"-3.9928"
"mult"	"mult"	"3"	"0.5"	"0.05"	"85"	"0.51307"	"0.47685"	"0.51751"	"0.99957"	"0.01422"	"23.67558"	"-2.13929"
"mult"	"mult"	"3"	"0.5"	"0.05"	"86"	"0.47164"	"0.52518"	"0.50585"	"0.99846"	"0.02714"	"18.50207"	"-2.31905"
"mult"	"mult"	"3"	"0.5"	"0.05"	"87"	"0.49368"	"0.49733"	"0.49987"	"0.99953"	"0.01455"	"23.48779"	"-1.52666"
"mult"	"mult"	"3"	"0.5"	"0.05"	"88"	"0.46298"	"0.49787"	"0.55592"	"0.99745"	"0.03427"	"16.63616"	"-1.83452"
"mult"	"mult"	"3"	"0.5"	"0.05"	"89"	"0.49522"	"0.53"	"0.49798"	"0.99718"	"0.03829"	"15.74936"	"-2.34937"
"mult"	"mult"	"3"	"0.5"	"0.05"	"90"	"0.46835"	"0.51606"	"0.51842"	"0.9873"	"0.07524"	"10.34488"	"-1.74582"
"mult"	"mult"	"3"	"0.5"	"0.05"	"91"	"0.51753"	"0.47222"	"0.52882"	"0.99377"	"0.05514"	"12.83147"	"-2.69509"
"mult"	"mult"	"3"	"0.5"	"0.05"	"92"	"0.53405"	"0.49199"	"0.46134"	"0.99782"	"0.03225"	"17.12352"	"-0.76274"
"mult"	"mult"	"3"	"0.5"	"0.05"	"93"	"0.52302"	"0.49063"	"0.48003"	"0.99562"	"0.04471"	"14.50948"	"-1.9187"
"mult"	"mult"	"3"	"0.5"	"0.05"	"94"	"0.5129"	"0.47213"	"0.50164"	"0.99637"	"0.04095"	"15.21149"	"-1.76929"
"mult"	"mult"	"3"	"0.5"	"0.05"	"95"	"0.47316"	"0.51598"	"0.52456"	"0.99546"	"0.04846"	"13.86495"	"-1.50944"
"mult"	"mult"	"3"	"0.5"	"0.05"	"96"	"0.4664"	"0.51734"	"0.52952"	"0.99881"	"0.02416"	"19.43415"	"-0.48112"
"mult"	"mult"	"3"	"0.5"	"0.05"	"97"	"0.51072"	"0.45629"	"0.52512"	"0.99943"	"0.01621"	"22.62705"	"-1.27124"
"mult"	"mult"	"3"	"0.5"	"0.05"	"98"	"0.50309"	"0.46098"	"0.51153"	"0.99667"	"0.03805"	"15.79933"	"-3.86621"
"mult"	"mult"	"3"	"0.5"	"0.05"	"99"	"0.47626"	"0.51895"	"0.50228"	"0.99669"	"0.04028"	"15.34369"	"-6.1779"
"mult"	"mult"	"3"	"0.5"	"0.05"	"100"	"0.5167"	"0.49625"	"0.4994"	"0.99927"	"0.01894"	"21.37831"	"-0.99475"
"mult"	"mult"	"3"	"0.5"	"0.08"	"1"	"0.49419"	"0.54306"	"0.49049"	"0.99202"	"0.06639"	"11.34565"	"-1.25783"
"mult"	"mult"	"3"	"0.5"	"0.08"	"2"	"0.58786"	"0.45821"	"0.49607"	"0.9821"	"0.09197"	"8.73846"	"-4.09498"
"mult"	"mult"	"3"	"0.5"	"0.08"	"3"	"0.47985"	"0.52561"	"0.49384"	"0.99609"	"0.04316"	"14.7907"	"-0.97987"
"mult"	"mult"	"3"	"0.5"	"0.08"	"4"	"0.48034"	"0.54365"	"0.45157"	"0.99087"	"0.06635"	"11.35057"	"-3.01471"
"mult"	"mult"	"3"	"0.5"	"0.08"	"5"	"0.45885"	"0.47541"	"0.55986"	"0.9941"	"0.05293"	"13.15816"	"-1.56951"
"mult"	"mult"	"3"	"0.5"	"0.08"	"6"	"0.56634"	"0.42499"	"0.48108"	"0.98147"	"0.08531"	"9.34051"	"-1.30493"
"mult"	"mult"	"3"	"0.5"	"0.08"	"7"	"0.5173"	"0.45355"	"0.49143"	"0.99299"	"0.05255"	"13.21685"	"-6.59862"
"mult"	"mult"	"3"	"0.5"	"0.08"	"8"	"0.53634"	"0.46825"	"0.53902"	"0.97069"	"0.12265"	"6.43604"	"-1.51413"
"mult"	"mult"	"3"	"0.5"	"0.08"	"9"	"0.54747"	"0.43472"	"0.55376"	"0.98484"	"0.08527"	"9.34355"	"-3.44259"
"mult"	"mult"	"3"	"0.5"	"0.08"	"10"	"0.56642"	"0.4207"	"0.54069"	"0.98982"	"0.07174"	"10.72595"	"-2.78741"
"mult"	"mult"	"3"	"0.5"	"0.08"	"11"	"0.52106"	"0.48994"	"0.50257"	"0.99488"	"0.04905"	"13.76856"	"-3.13336"
"mult"	"mult"	"3"	"0.5"	"0.08"	"12"	"0.47144"	"0.53973"	"0.45657"	"0.98653"	"0.07903"	"9.95141"	"-2.16446"
"mult"	"mult"	"3"	"0.5"	"0.08"	"13"	"0.57628"	"0.45571"	"0.52063"	"0.99631"	"0.04405"	"14.62882"	"-1.26593"
"mult"	"mult"	"3"	"0.5"	"0.08"	"14"	"0.43191"	"0.55501"	"0.51633"	"0.99489"	"0.0498"	"13.64635"	"-0.58973"
"mult"	"mult"	"3"	"0.5"	"0.08"	"15"	"0.46893"	"0.55587"	"0.45769"	"0.98624"	"0.07794"	"10.06252"	"-2.26668"
"mult"	"mult"	"3"	"0.5"	"0.08"	"16"	"0.51467"	"0.50319"	"0.4791"	"0.99298"	"0.05909"	"12.27806"	"-3.65116"
"mult"	"mult"	"3"	"0.5"	"0.08"	"17"	"0.53121"	"0.55107"	"0.43183"	"0.9889"	"0.07533"	"10.33577"	"-3.1605"
"mult"	"mult"	"3"	"0.5"	"0.08"	"18"	"0.49673"	"0.51439"	"0.52655"	"0.98024"	"0.1008"	"8.00573"	"-1.79388"
"mult"	"mult"	"3"	"0.5"	"0.08"	"19"	"0.46931"	"0.45504"	"0.55878"	"0.9847"	"0.08804"	"9.08805"	"-1.88175"
"mult"	"mult"	"3"	"0.5"	"0.08"	"20"	"0.53075"	"0.4222"	"0.54309"	"0.98953"	"0.06759"	"11.20323"	"-1.39841"
"mult"	"mult"	"3"	"0.5"	"0.08"	"21"	"0.46525"	"0.49343"	"0.52769"	"0.98326"	"0.08772"	"9.11723"	"-2.43535"
"mult"	"mult"	"3"	"0.5"	"0.08"	"22"	"0.53195"	"0.45099"	"0.50132"	"0.98639"	"0.08204"	"9.6525"	"-2.44872"
"mult"	"mult"	"3"	"0.5"	"0.08"	"23"	"0.52827"	"0.50982"	"0.44563"	"0.97296"	"0.10924"	"7.36188"	"-2.34043"
"mult"	"mult"	"3"	"0.5"	"0.08"	"24"	"0.48875"	"0.48835"	"0.53497"	"0.98436"	"0.09252"	"8.69115"	"-1.86082"
"mult"	"mult"	"3"	"0.5"	"0.08"	"25"	"0.51135"	"0.47588"	"0.49334"	"0.97991"	"0.10299"	"7.83358"	"-3.94745"
"mult"	"mult"	"3"	"0.5"	"0.08"	"26"	"0.52017"	"0.46411"	"0.50749"	"0.98276"	"0.09731"	"8.2877"	"-5.31351"
"mult"	"mult"	"3"	"0.5"	"0.08"	"27"	"0.46538"	"0.52705"	"0.48647"	"0.97912"	"0.10256"	"7.86733"	"-3.09833"
"mult"	"mult"	"3"	"0.5"	"0.08"	"28"	"0.46379"	"0.53169"	"0.47061"	"0.99059"	"0.06184"	"11.91408"	"-0.45047"
"mult"	"mult"	"3"	"0.5"	"0.08"	"29"	"0.54799"	"0.44888"	"0.52497"	"0.97762"	"0.09667"	"8.34044"	"-5.52287"
"mult"	"mult"	"3"	"0.5"	"0.08"	"30"	"0.48026"	"0.53482"	"0.49457"	"0.98193"	"0.09422"	"8.54525"	"-4.08544"
"mult"	"mult"	"3"	"0.5"	"0.08"	"31"	"0.56634"	"0.42829"	"0.49776"	"0.98732"	"0.07946"	"9.90844"	"-1.37982"
"mult"	"mult"	"3"	"0.5"	"0.08"	"32"	"0.44072"	"0.54299"	"0.50966"	"0.9968"	"0.03675"	"16.07639"	"-3.83736"
"mult"	"mult"	"3"	"0.5"	"0.08"	"33"	"0.4648"	"0.59463"	"0.4064"	"0.99349"	"0.05233"	"13.24983"	"-1.2868"
"mult"	"mult"	"3"	"0.5"	"0.08"	"34"	"0.49365"	"0.54072"	"0.47482"	"0.99602"	"0.04369"	"14.69403"	"-2.47531"
"mult"	"mult"	"3"	"0.5"	"0.08"	"35"	"0.46893"	"0.48431"	"0.51232"	"0.99375"	"0.05304"	"13.14202"	"-2.41765"
"mult"	"mult"	"3"	"0.5"	"0.08"	"36"	"0.50783"	"0.55527"	"0.43611"	"0.97352"	"0.11678"	"6.82829"	"-2.52961"
"mult"	"mult"	"3"	"0.5"	"0.08"	"37"	"0.45332"	"0.53335"	"0.525"	"0.98318"	"0.08791"	"9.10044"	"-3.60511"
"mult"	"mult"	"3"	"0.5"	"0.08"	"38"	"0.54513"	"0.51475"	"0.44218"	"0.98153"	"0.09646"	"8.35759"	"-2.84056"
"mult"	"mult"	"3"	"0.5"	"0.08"	"39"	"0.50885"	"0.51359"	"0.52477"	"0.98739"	"0.08512"	"9.35779"	"-1.10382"
"mult"	"mult"	"3"	"0.5"	"0.08"	"40"	"0.56359"	"0.52945"	"0.43116"	"0.99535"	"0.04984"	"13.64068"	"-4.11342"
"mult"	"mult"	"3"	"0.5"	"0.08"	"41"	"0.42664"	"0.5191"	"0.54672"	"0.98013"	"0.09653"	"8.35198"	"-5.57833"
"mult"	"mult"	"3"	"0.5"	"0.08"	"42"	"0.45754"	"0.47131"	"0.55402"	"0.9969"	"0.03757"	"15.90039"	"-2.23559"
"mult"	"mult"	"3"	"0.5"	"0.08"	"43"	"0.49136"	"0.54414"	"0.47061"	"0.98286"	"0.09017"	"8.89714"	"-1.39766"
"mult"	"mult"	"3"	"0.5"	"0.08"	"44"	"0.47264"	"0.52473"	"0.49218"	"0.99485"	"0.04603"	"14.27622"	"-4.29767"
"mult"	"mult"	"3"	"0.5"	"0.08"	"45"	"0.50981"	"0.50329"	"0.47586"	"0.98994"	"0.066"	"11.39388"	"-1.98003"
"mult"	"mult"	"3"	"0.5"	"0.08"	"46"	"0.51745"	"0.52036"	"0.48631"	"0.99513"	"0.04768"	"13.99491"	"-4.15316"
"mult"	"mult"	"3"	"0.5"	"0.08"	"47"	"0.47937"	"0.52309"	"0.53704"	"0.99606"	"0.0443"	"14.58176"	"-2.77738"
"mult"	"mult"	"3"	"0.5"	"0.08"	"48"	"0.54719"	"0.40472"	"0.58187"	"0.99433"	"0.05394"	"13.00815"	"-1.39387"
"mult"	"mult"	"3"	"0.5"	"0.08"	"49"	"0.50971"	"0.49415"	"0.50217"	"0.99456"	"0.05272"	"13.19104"	"-0.88401"
"mult"	"mult"	"3"	"0.5"	"0.08"	"50"	"0.52985"	"0.46007"	"0.45475"	"0.97108"	"0.11218"	"7.15004"	"-2.3021"
"mult"	"mult"	"3"	"0.5"	"0.08"	"51"	"0.49179"	"0.42848"	"0.53719"	"0.98994"	"0.06272"	"11.80165"	"-1.11211"
"mult"	"mult"	"3"	"0.5"	"0.08"	"52"	"0.56777"	"0.46302"	"0.45426"	"0.98336"	"0.08664"	"9.21664"	"-3.17663"
"mult"	"mult"	"3"	"0.5"	"0.08"	"53"	"0.59398"	"0.42508"	"0.49634"	"0.99081"	"0.06554"	"11.44918"	"-2.52338"
"mult"	"mult"	"3"	"0.5"	"0.08"	"54"	"0.44658"	"0.48428"	"0.55977"	"0.97231"	"0.11512"	"6.94245"	"-1.9814"
"mult"	"mult"	"3"	"0.5"	"0.08"	"55"	"0.51923"	"0.51267"	"0.45248"	"0.98369"	"0.08729"	"9.15687"	"-3.43815"
"mult"	"mult"	"3"	"0.5"	"0.08"	"56"	"0.48193"	"0.51956"	"0.49424"	"0.99358"	"0.05592"	"12.71939"	"-3.06214"
"mult"	"mult"	"3"	"0.5"	"0.08"	"57"	"0.51301"	"0.49121"	"0.48911"	"0.9797"	"0.09719"	"8.29723"	"-0.98158"
"mult"	"mult"	"3"	"0.5"	"0.08"	"58"	"0.50191"	"0.46696"	"0.5286"	"0.99841"	"0.02659"	"18.66656"	"-2.81744"
"mult"	"mult"	"3"	"0.5"	"0.08"	"59"	"0.48651"	"0.55477"	"0.47731"	"0.9792"	"0.10271"	"7.85488"	"-2.0067"
"mult"	"mult"	"3"	"0.5"	"0.08"	"60"	"0.46626"	"0.47091"	"0.53149"	"0.97455"	"0.10972"	"7.32697"	"-2.20767"
"mult"	"mult"	"3"	"0.5"	"0.08"	"61"	"0.60244"	"0.42396"	"0.4986"	"0.98393"	"0.08297"	"9.56228"	"-2.24122"
"mult"	"mult"	"3"	"0.5"	"0.08"	"62"	"0.51151"	"0.47948"	"0.54022"	"0.97605"	"0.10288"	"7.84177"	"-1.83087"
"mult"	"mult"	"3"	"0.5"	"0.08"	"63"	"0.5242"	"0.49524"	"0.43627"	"0.98994"	"0.06526"	"11.48373"	"-1.4916"
"mult"	"mult"	"3"	"0.5"	"0.08"	"64"	"0.49677"	"0.55914"	"0.41888"	"0.98578"	"0.07982"	"9.87279"	"-3.15446"
"mult"	"mult"	"3"	"0.5"	"0.08"	"65"	"0.48987"	"0.57123"	"0.4961"	"0.99733"	"0.03806"	"15.79674"	"-2.59249"
"mult"	"mult"	"3"	"0.5"	"0.08"	"66"	"0.45568"	"0.57288"	"0.44565"	"0.9886"	"0.07347"	"10.53583"	"-1.89854"
"mult"	"mult"	"3"	"0.5"	"0.08"	"67"	"0.4921"	"0.42937"	"0.55306"	"0.995"	"0.04705"	"14.10016"	"-1.29094"
"mult"	"mult"	"3"	"0.5"	"0.08"	"68"	"0.56069"	"0.5023"	"0.44324"	"0.99853"	"0.0268"	"18.604"	"-1.70939"
"mult"	"mult"	"3"	"0.5"	"0.08"	"69"	"0.4711"	"0.51819"	"0.5369"	"0.99248"	"0.06023"	"12.12569"	"-2.60377"
"mult"	"mult"	"3"	"0.5"	"0.08"	"70"	"0.45689"	"0.47025"	"0.58451"	"0.99019"	"0.06874"	"11.0683"	"-2.13119"
"mult"	"mult"	"3"	"0.5"	"0.08"	"71"	"0.50485"	"0.47616"	"0.52677"	"0.98764"	"0.07964"	"9.89002"	"-0.52661"
"mult"	"mult"	"3"	"0.5"	"0.08"	"72"	"0.51424"	"0.49282"	"0.46449"	"0.99456"	"0.04924"	"13.73763"	"-1.17044"
"mult"	"mult"	"3"	"0.5"	"0.08"	"73"	"0.4829"	"0.54039"	"0.49374"	"0.9892"	"0.07427"	"10.4489"	"-2.42719"
"mult"	"mult"	"3"	"0.5"	"0.08"	"74"	"0.5209"	"0.52502"	"0.41517"	"0.99536"	"0.04539"	"14.38907"	"-0.99824"
"mult"	"mult"	"3"	"0.5"	"0.08"	"75"	"0.50636"	"0.56529"	"0.49006"	"0.99306"	"0.06166"	"11.93739"	"-2.55309"
"mult"	"mult"	"3"	"0.5"	"0.08"	"76"	"0.5629"	"0.45301"	"0.39222"	"0.97969"	"0.08736"	"9.15049"	"-2.21668"
"mult"	"mult"	"3"	"0.5"	"0.08"	"77"	"0.49055"	"0.44837"	"0.56872"	"0.97119"	"0.11587"	"6.89078"	"-2.39496"
"mult"	"mult"	"3"	"0.5"	"0.08"	"78"	"0.51217"	"0.50859"	"0.51073"	"0.97766"	"0.10428"	"7.73373"	"-1.81831"
"mult"	"mult"	"3"	"0.5"	"0.08"	"79"	"0.45178"	"0.53918"	"0.52787"	"0.99472"	"0.05032"	"13.5637"	"-1.06349"
"mult"	"mult"	"3"	"0.5"	"0.08"	"80"	"0.50067"	"0.49959"	"0.48124"	"0.99153"	"0.05955"	"12.21606"	"-2.62795"
"mult"	"mult"	"3"	"0.5"	"0.08"	"81"	"0.46009"	"0.53698"	"0.49262"	"0.99902"	"0.02103"	"20.54136"	"-2.80824"
"mult"	"mult"	"3"	"0.5"	"0.08"	"82"	"0.50122"	"0.46307"	"0.50666"	"0.98483"	"0.0818"	"9.67612"	"-1.40316"
"mult"	"mult"	"3"	"0.5"	"0.08"	"83"	"0.46463"	"0.5412"	"0.50825"	"0.99638"	"0.04229"	"14.9538"	"-4.75045"
"mult"	"mult"	"3"	"0.5"	"0.08"	"84"	"0.50526"	"0.42896"	"0.54209"	"0.96983"	"0.10972"	"7.32719"	"-3.67524"
"mult"	"mult"	"3"	"0.5"	"0.08"	"85"	"0.51609"	"0.45864"	"0.50236"	"0.97804"	"0.09004"	"8.9086"	"-4.92717"
"mult"	"mult"	"3"	"0.5"	"0.08"	"86"	"0.53152"	"0.46285"	"0.46816"	"0.99967"	"0.01189"	"25.10396"	"-2.73438"
"mult"	"mult"	"3"	"0.5"	"0.08"	"87"	"0.4426"	"0.52476"	"0.48272"	"0.99483"	"0.04526"	"14.412"	"-2.59712"
"mult"	"mult"	"3"	"0.5"	"0.08"	"88"	"0.51433"	"0.47229"	"0.47404"	"0.99565"	"0.04328"	"14.76933"	"-1.08244"
"mult"	"mult"	"3"	"0.5"	"0.08"	"89"	"0.46952"	"0.51547"	"0.50255"	"0.99802"	"0.02919"	"17.92039"	"-2.6547"
"mult"	"mult"	"3"	"0.5"	"0.08"	"90"	"0.47757"	"0.49664"	"0.53295"	"0.99351"	"0.05522"	"12.82033"	"-2.32166"
"mult"	"mult"	"3"	"0.5"	"0.08"	"91"	"0.51278"	"0.46109"	"0.51861"	"0.99531"	"0.04667"	"14.16593"	"-1.25665"
"mult"	"mult"	"3"	"0.5"	"0.08"	"92"	"0.52104"	"0.53582"	"0.46889"	"0.99548"	"0.04612"	"14.26099"	"-2.46393"
"mult"	"mult"	"3"	"0.5"	"0.08"	"93"	"0.57247"	"0.4602"	"0.4851"	"0.98825"	"0.07285"	"10.60303"	"-1.93411"
"mult"	"mult"	"3"	"0.5"	"0.08"	"94"	"0.40885"	"0.49359"	"0.62831"	"0.98909"	"0.07199"	"10.69844"	"-3.31921"
"mult"	"mult"	"3"	"0.5"	"0.08"	"95"	"0.41656"	"0.54526"	"0.52158"	"0.98022"	"0.09696"	"8.31596"	"-4.53083"
"mult"	"mult"	"3"	"0.5"	"0.08"	"96"	"0.60544"	"0.45149"	"0.44912"	"0.98537"	"0.08051"	"9.80337"	"-1.85475"
"mult"	"mult"	"3"	"0.5"	"0.08"	"97"	"0.48004"	"0.5586"	"0.48314"	"0.97373"	"0.11856"	"6.70687"	"-2.55504"
"mult"	"mult"	"3"	"0.5"	"0.08"	"98"	"0.47773"	"0.55352"	"0.45559"	"0.98505"	"0.08328"	"9.53289"	"-2.2525"
"mult"	"mult"	"3"	"0.5"	"0.08"	"99"	"0.43718"	"0.56486"	"0.52102"	"0.992"	"0.06104"	"12.01804"	"-0.91246"
"mult"	"mult"	"3"	"0.5"	"0.08"	"100"	"0.52576"	"0.53105"	"0.42566"	"0.97927"	"0.09873"	"8.17177"	"-1.85608"
