"sim.model"	"fit.model"	"n.muts"	"coes"	"sigma"	"rep"	"s.hats.1"	"s.hats.2"	"s.hats.3"	"R2"	"sig.hat"	"logLike"	"P"
"mult"	"mult"	"3"	"0.1"	"0.05"	"75"	"0.09039"	"0.06846"	"0.0409"	"-1.23565"	"0.07317"	"10.56774"	"-6.54543"
"mult"	"mult"	"3"	"0.1"	"0.05"	"76"	"0.07846"	"0.15578"	"0.1141"	"0.96577"	"0.02132"	"20.43301"	"-4.83625"
"mult"	"mult"	"3"	"0.1"	"0.05"	"77"	"0.11384"	"0.08495"	"0.12552"	"0.88772"	"0.02794"	"18.26938"	"-1.83524"
"mult"	"mult"	"3"	"0.1"	"0.05"	"78"	"0.08511"	"0.05432"	"0.1455"	"0.18472"	"0.05929"	"12.25079"	"-8.24276"
"mult"	"mult"	"3"	"0.1"	"0.05"	"79"	"0.12544"	"0.12301"	"0.08216"	"0.84137"	"0.03772"	"15.86844"	"-2.36735"
"mult"	"mult"	"3"	"0.1"	"0.05"	"80"	"0.10757"	"0.11471"	"0.09744"	"0.92791"	"0.02135"	"20.42067"	"-3.22103"
"mult"	"mult"	"3"	"0.1"	"0.05"	"81"	"0.09721"	"0.07218"	"0.12206"	"0.71711"	"0.04773"	"13.98576"	"-0.88008"
"mult"	"mult"	"3"	"0.1"	"0.05"	"82"	"0.11435"	"0.08634"	"0.10891"	"0.95704"	"0.01651"	"22.47984"	"-7.08576"
"mult"	"mult"	"3"	"0.1"	"0.05"	"83"	"0.13159"	"0.14195"	"0.05903"	"0.91522"	"0.03482"	"16.50906"	"-1.55239"
"mult"	"mult"	"3"	"0.1"	"0.05"	"84"	"0.11349"	"0.13161"	"0.08349"	"0.90206"	"0.03683"	"16.0591"	"-1.37677"
"mult"	"mult"	"3"	"0.1"	"0.05"	"85"	"0.13304"	"0.14373"	"0.04328"	"0.80715"	"0.05541"	"12.79261"	"-3.71989"
"mult"	"mult"	"3"	"0.1"	"0.05"	"86"	"0.13254"	"0.05519"	"0.1282"	"0.86071"	"0.0413"	"15.14365"	"-3.49327"
"mult"	"mult"	"3"	"0.1"	"0.05"	"87"	"0.11555"	"0.13727"	"0.04424"	"0.88742"	"0.03099"	"17.44167"	"-5.52347"
"mult"	"mult"	"3"	"0.1"	"0.05"	"88"	"0.10112"	"0.06626"	"0.09721"	"0.84855"	"0.03229"	"17.1117"	"-0.59419"
"mult"	"mult"	"3"	"0.1"	"0.05"	"89"	"0.07204"	"0.07345"	"0.10851"	"0.81624"	"0.04358"	"14.71354"	"-1.47696"
"mult"	"mult"	"3"	"0.1"	"0.05"	"90"	"0.09979"	"0.07669"	"0.12316"	"0.62773"	"0.06008"	"12.14484"	"-3.57001"
"mult"	"mult"	"3"	"0.1"	"0.05"	"91"	"0.09088"	"0.09387"	"0.09263"	"0.69208"	"0.04179"	"15.04933"	"-1.63183"
"mult"	"mult"	"3"	"0.1"	"0.05"	"92"	"0.11029"	"0.05813"	"0.0949"	"0.73596"	"0.04145"	"15.11469"	"-0.6057"
"mult"	"mult"	"3"	"0.1"	"0.05"	"93"	"0.09493"	"0.08313"	"0.12512"	"0.85608"	"0.04258"	"14.90025"	"-1.48221"
"mult"	"mult"	"3"	"0.1"	"0.05"	"94"	"0.10045"	"0.07078"	"0.1163"	"0.84706"	"0.02737"	"18.43532"	"-15.76945"
"mult"	"mult"	"3"	"0.1"	"0.05"	"95"	"0.0956"	"0.05247"	"0.13645"	"0.67171"	"0.04159"	"15.0874"	"-4.80017"
"mult"	"mult"	"3"	"0.1"	"0.05"	"96"	"0.15089"	"0.08784"	"0.08218"	"0.76534"	"0.06773"	"11.18643"	"-1.88104"
"mult"	"mult"	"3"	"0.1"	"0.05"	"97"	"0.14741"	"0.0963"	"0.08023"	"0.93583"	"0.02834"	"18.15729"	"-1.19437"
"mult"	"mult"	"3"	"0.1"	"0.05"	"98"	"0.14718"	"0.02993"	"0.12145"	"0.88738"	"0.03216"	"17.14585"	"-5.76602"
"mult"	"mult"	"3"	"0.1"	"0.05"	"99"	"0.13495"	"0.06171"	"0.1135"	"0.84498"	"0.0482"	"13.90806"	"-2.84223"
"mult"	"mult"	"3"	"0.1"	"0.05"	"100"	"0.10546"	"0.1047"	"0.11007"	"0.85919"	"0.0435"	"14.72858"	"-3.12642"
"mult"	"mult"	"3"	"0.1"	"0.08"	"1"	"0.16482"	"0.08588"	"0.03403"	"0.92393"	"0.02866"	"18.06685"	"-0.98382"
"mult"	"mult"	"3"	"0.1"	"0.08"	"2"	"0.04623"	"0.12114"	"0.09257"	"0.19154"	"0.06973"	"10.95365"	"-4.40834"
"mult"	"mult"	"3"	"0.1"	"0.08"	"3"	"0.03231"	"0.15468"	"0.14026"	"0.67077"	"0.05918"	"12.26585"	"-6.6338"
"mult"	"mult"	"3"	"0.1"	"0.08"	"4"	"0.06403"	"0.13485"	"0.11572"	"0.43084"	"0.07056"	"10.85877"	"-3.30815"
"mult"	"mult"	"3"	"0.1"	"0.08"	"5"	"0.08125"	"0.04603"	"0.12322"	"-0.35002"	"0.08157"	"9.69857"	"-7.91183"
"mult"	"mult"	"3"	"0.1"	"0.08"	"6"	"0.0846"	"0.10333"	"0.04711"	"-0.05728"	"0.0962"	"8.37922"	"-5.47394"
"mult"	"mult"	"3"	"0.1"	"0.08"	"7"	"0.15411"	"0.05211"	"0.09038"	"0.75937"	"0.04739"	"14.04242"	"-1.46943"
"mult"	"mult"	"3"	"0.1"	"0.08"	"8"	"0.14022"	"0.09312"	"0.06329"	"0.91482"	"0.0258"	"18.90833"	"-0.07767"
"mult"	"mult"	"3"	"0.1"	"0.08"	"9"	"0.02184"	"0.0313"	"0.21553"	"0.59335"	"0.06758"	"11.20411"	"-7.33637"
"mult"	"mult"	"3"	"0.1"	"0.08"	"10"	"0.07402"	"0.03294"	"0.11804"	"0.20225"	"0.05582"	"12.73324"	"-5.47739"
"mult"	"mult"	"3"	"0.1"	"0.08"	"11"	"0.12831"	"0.13396"	"0.13481"	"0.76724"	"0.08445"	"9.42125"	"-1.23091"
"mult"	"mult"	"3"	"0.1"	"0.08"	"12"	"0.18527"	"0.06849"	"0.06842"	"0.82661"	"0.04364"	"14.70334"	"-1.58395"
"mult"	"mult"	"3"	"0.1"	"0.08"	"13"	"0.16549"	"0.14467"	"0.04718"	"0.91488"	"0.03775"	"15.8619"	"-2.00585"
"mult"	"mult"	"3"	"0.1"	"0.08"	"14"	"0.18445"	"0.05795"	"0.06788"	"0.95568"	"0.0233"	"19.72172"	"-1.26317"
"mult"	"mult"	"3"	"0.1"	"0.08"	"15"	"0.08658"	"0.08036"	"0.13952"	"0.58085"	"0.05893"	"12.29929"	"-1.83385"
"mult"	"mult"	"3"	"0.1"	"0.08"	"16"	"0.1757"	"0.11759"	"0.04611"	"0.8865"	"0.03599"	"16.24364"	"-1.91031"
"mult"	"mult"	"3"	"0.1"	"0.08"	"17"	"0.09595"	"0.04274"	"0.16123"	"0.85435"	"0.04227"	"14.95846"	"-0.72906"
"mult"	"mult"	"3"	"0.1"	"0.08"	"18"	"0.00235"	"0.15435"	"0.16047"	"0.63116"	"0.0937"	"8.58967"	"-4.82152"
"mult"	"mult"	"3"	"0.1"	"0.08"	"19"	"0.08071"	"0.15172"	"0.05455"	"0.48762"	"0.05651"	"12.63457"	"-4.33394"
"mult"	"mult"	"3"	"0.1"	"0.08"	"20"	"0.0704"	"0.16282"	"0.15768"	"0.89419"	"0.04377"	"14.67948"	"-2.15255"
"mult"	"mult"	"3"	"0.1"	"0.08"	"21"	"0.1309"	"0.08714"	"0.05796"	"0.75627"	"0.05257"	"13.21328"	"-2.75821"
"mult"	"mult"	"3"	"0.1"	"0.08"	"22"	"0.13234"	"0.08213"	"0.07426"	"0.63481"	"0.06262"	"11.81444"	"-4.87074"
"mult"	"mult"	"3"	"0.1"	"0.08"	"23"	"0.12255"	"0.1049"	"0.09523"	"0.64652"	"0.08373"	"9.48946"	"-1.06071"
"mult"	"mult"	"3"	"0.1"	"0.08"	"24"	"0.07875"	"0.22698"	"0.03051"	"0.60691"	"0.11643"	"6.85188"	"-2.74018"
"mult"	"mult"	"3"	"0.1"	"0.08"	"25"	"0.0195"	"0.06482"	"0.15759"	"0.11147"	"0.11126"	"7.21573"	"-5.49981"
"mult"	"mult"	"3"	"0.1"	"0.08"	"26"	"0.10685"	"0.05031"	"0.12529"	"0.84839"	"0.04045"	"15.31036"	"-1.63958"
"mult"	"mult"	"3"	"0.1"	"0.08"	"27"	"0.13148"	"0.07457"	"0.12872"	"0.71692"	"0.07217"	"10.6788"	"-1.56346"
"mult"	"mult"	"3"	"0.1"	"0.08"	"28"	"0.1858"	"0.11735"	"0.10576"	"0.75833"	"0.08505"	"9.36483"	"-0.9516"
"mult"	"mult"	"3"	"0.1"	"0.08"	"29"	"0.11964"	"0.03996"	"0.1528"	"0.7503"	"0.06626"	"11.3614"	"-2.93659"
"mult"	"mult"	"3"	"0.1"	"0.08"	"30"	"0.11677"	"0.11429"	"0.17398"	"0.9287"	"0.03934"	"15.53181"	"-2.00524"
"mult"	"mult"	"3"	"0.1"	"0.08"	"31"	"0.16217"	"0.12018"	"0.06817"	"0.57342"	"0.09456"	"8.51624"	"-0.74116"
"mult"	"mult"	"3"	"0.1"	"0.08"	"32"	"0.15758"	"0.09998"	"0.05656"	"0.62642"	"0.06245"	"11.836"	"-4.04296"
"mult"	"mult"	"3"	"0.1"	"0.08"	"33"	"0.05565"	"0.12061"	"0.14914"	"0.96804"	"0.01942"	"21.17871"	"-1.50971"
"mult"	"mult"	"3"	"0.1"	"0.08"	"34"	"0.07292"	"0.13129"	"0.12579"	"0.54148"	"0.07404"	"10.47389"	"-4.92055"
"mult"	"mult"	"3"	"0.1"	"0.08"	"35"	"0.07518"	"0.15961"	"0.04259"	"0.78247"	"0.0554"	"12.79365"	"-2.98482"
"mult"	"mult"	"3"	"0.1"	"0.08"	"36"	"0.16248"	"0.08275"	"0.02539"	"0.48045"	"0.10176"	"7.92948"	"-0.82425"
"mult"	"mult"	"3"	"0.1"	"0.08"	"37"	"0.03017"	"0.18166"	"0.12241"	"0.7694"	"0.07187"	"10.71217"	"-3.10182"
"mult"	"mult"	"3"	"0.1"	"0.08"	"38"	"0.05547"	"0.15343"	"0.08491"	"0.71974"	"0.06895"	"11.04375"	"-2.65753"
"mult"	"mult"	"3"	"0.1"	"0.08"	"39"	"0.08172"	"0.05342"	"0.19503"	"0.73536"	"0.07231"	"10.66245"	"-0.93446"
"mult"	"mult"	"3"	"0.1"	"0.08"	"40"	"0.08981"	"0.0761"	"0.17186"	"0.86015"	"0.04663"	"14.17256"	"-1.57771"
"mult"	"mult"	"3"	"0.1"	"0.08"	"41"	"0.17022"	"0.0518"	"0.09037"	"0.89913"	"0.03627"	"16.18181"	"-1.61132"
"mult"	"mult"	"3"	"0.1"	"0.08"	"42"	"0.10048"	"0.05366"	"0.10653"	"-0.70128"	"0.07093"	"10.81708"	"-7.25057"
"mult"	"mult"	"3"	"0.1"	"0.08"	"43"	"0.13323"	"0.03267"	"0.09904"	"0.70049"	"0.07411"	"10.46638"	"-1.90958"
"mult"	"mult"	"3"	"0.1"	"0.08"	"44"	"0.11565"	"0.10115"	"0.11885"	"0.61442"	"0.05883"	"12.31358"	"-1.51238"
"mult"	"mult"	"3"	"0.1"	"0.08"	"45"	"0.17169"	"0.06001"	"0.07838"	"0.6418"	"0.05629"	"12.66622"	"-2.22664"
"mult"	"mult"	"3"	"0.1"	"0.08"	"46"	"0.10883"	"0.08095"	"0.16897"	"0.72893"	"0.07769"	"10.08897"	"-2.81808"
"mult"	"mult"	"3"	"0.1"	"0.08"	"47"	"0.13986"	"0.1029"	"0.0427"	"0.63278"	"0.05842"	"12.36872"	"-4.7792"
"mult"	"mult"	"3"	"0.1"	"0.08"	"48"	"0.16412"	"0.09864"	"0.05406"	"0.58573"	"0.09759"	"8.26467"	"-2.57637"
"mult"	"mult"	"3"	"0.1"	"0.08"	"49"	"0.05429"	"0.0859"	"0.14621"	"0.74698"	"0.04017"	"15.36492"	"-4.90404"
"mult"	"mult"	"3"	"0.1"	"0.08"	"50"	"0.02188"	"0.13416"	"0.10016"	"-0.70391"	"0.14799"	"4.93331"	"-7.87415"
"mult"	"mult"	"3"	"0.1"	"0.08"	"51"	"0.14733"	"0.0128"	"0.14939"	"0.78198"	"0.06301"	"11.76392"	"-0.62009"
"mult"	"mult"	"3"	"0.1"	"0.08"	"52"	"0.05502"	"0.15003"	"0.0711"	"0.73467"	"0.0541"	"12.98401"	"-0.16859"
"mult"	"mult"	"3"	"0.1"	"0.08"	"53"	"0.08162"	"0.05004"	"0.1539"	"0.74869"	"0.05779"	"12.45624"	"-5.18598"
"mult"	"mult"	"3"	"0.1"	"0.08"	"54"	"0.10943"	"0.1252"	"0.09287"	"0.63906"	"0.07493"	"10.37792"	"-0.47256"
"mult"	"mult"	"3"	"0.1"	"0.08"	"55"	"0.11354"	"0.11242"	"0.11155"	"0.63751"	"0.07194"	"10.70392"	"-2.21279"
"mult"	"mult"	"3"	"0.1"	"0.08"	"56"	"0.13095"	"0.06338"	"0.12177"	"0.45492"	"0.1016"	"7.94211"	"-4.11038"
"mult"	"mult"	"3"	"0.1"	"0.08"	"57"	"0.07057"	"0.16146"	"0.06528"	"0.78872"	"0.05029"	"13.56766"	"-1.27217"
"mult"	"mult"	"3"	"0.1"	"0.08"	"58"	"0.1211"	"0.11275"	"0.10411"	"0.57397"	"0.0571"	"12.55245"	"-2.32171"
"mult"	"mult"	"3"	"0.1"	"0.08"	"59"	"0.0371"	"0.17349"	"0.06872"	"0.77225"	"0.04443"	"14.5599"	"-5.61799"
"mult"	"mult"	"3"	"0.1"	"0.08"	"60"	"0.1034"	"0.12038"	"0.06799"	"0.54871"	"0.08537"	"9.33476"	"-1.55293"
"mult"	"mult"	"3"	"0.1"	"0.08"	"61"	"0.17554"	"0.09402"	"0.04338"	"0.73599"	"0.06011"	"12.14058"	"-9.3676"
"mult"	"mult"	"3"	"0.1"	"0.08"	"62"	"0.06576"	"0.16939"	"0.0567"	"0.8579"	"0.04249"	"14.9155"	"-1.29366"
"mult"	"mult"	"3"	"0.1"	"0.08"	"63"	"0.11715"	"0.00906"	"0.15689"	"0.88818"	"0.03827"	"15.75387"	"-3.44704"
"mult"	"mult"	"3"	"0.1"	"0.08"	"64"	"-0.05147"	"0.07458"	"0.22477"	"0.47004"	"0.09405"	"8.55998"	"-7.68038"
"mult"	"mult"	"3"	"0.1"	"0.08"	"65"	"0.11382"	"0.20763"	"0.08054"	"0.83212"	"0.06502"	"11.51304"	"-2.24642"
"mult"	"mult"	"3"	"0.1"	"0.08"	"66"	"0.0878"	"0.02722"	"0.17758"	"0.67804"	"0.07724"	"10.13494"	"-1.42804"
"mult"	"mult"	"3"	"0.1"	"0.08"	"67"	"0.04732"	"0.19344"	"0.10458"	"0.78553"	"0.07692"	"10.16789"	"-5.87443"
"mult"	"mult"	"3"	"0.1"	"0.08"	"68"	"0.07069"	"0.11138"	"0.15832"	"0.58572"	"0.09749"	"8.27277"	"-1.70149"
"mult"	"mult"	"3"	"0.1"	"0.08"	"69"	"0.07028"	"0.07407"	"0.07194"	"0.52483"	"0.05508"	"12.84027"	"-2.49327"
"mult"	"mult"	"3"	"0.1"	"0.08"	"70"	"0.16387"	"0.06279"	"0.06037"	"0.62589"	"0.062"	"11.8937"	"-6.54382"
"mult"	"mult"	"3"	"0.1"	"0.08"	"71"	"0.18023"	"0.09005"	"0.10761"	"0.86334"	"0.05005"	"13.60608"	"-0.97104"
"mult"	"mult"	"3"	"0.1"	"0.08"	"72"	"0.0941"	"0.07715"	"0.13501"	"0.63576"	"0.07432"	"10.44372"	"-1.20103"
"mult"	"mult"	"3"	"0.1"	"0.08"	"73"	"-0.00905"	"0.07788"	"0.16989"	"0.98412"	"0.0125"	"24.70522"	"-1.31808"
"mult"	"mult"	"3"	"0.1"	"0.08"	"74"	"-0.0134"	"0.19578"	"0.1594"	"0.86275"	"0.05906"	"12.28246"	"-1.83375"
"mult"	"mult"	"3"	"0.1"	"0.08"	"75"	"0.06147"	"0.06639"	"0.16777"	"-0.00584"	"0.10508"	"7.6729"	"-4.90625"
"mult"	"mult"	"3"	"0.1"	"0.08"	"76"	"0.05081"	"0.10983"	"0.12425"	"0.17195"	"0.05886"	"12.30983"	"-5.38616"
"mult"	"mult"	"3"	"0.1"	"0.08"	"77"	"0.16143"	"0.11146"	"0.06147"	"0.16061"	"0.09138"	"8.79042"	"-4.41426"
"mult"	"mult"	"3"	"0.1"	"0.08"	"78"	"0.1303"	"-0.01594"	"0.22997"	"0.5968"	"0.09272"	"8.67399"	"-4.73264"
"mult"	"mult"	"3"	"0.1"	"0.08"	"79"	"0.08392"	"0.05896"	"0.15245"	"0.6635"	"0.06135"	"11.97831"	"-2.42943"
"mult"	"mult"	"3"	"0.1"	"0.08"	"80"	"0.03294"	"0.16422"	"0.12062"	"0.55674"	"0.10441"	"7.72383"	"-1.68181"
"mult"	"mult"	"3"	"0.1"	"0.08"	"81"	"0.09618"	"0.07039"	"0.10213"	"0.61897"	"0.0714"	"10.76404"	"-1.4507"
"mult"	"mult"	"3"	"0.1"	"0.08"	"82"	"0.04172"	"0.09764"	"0.18143"	"0.68648"	"0.05465"	"12.90323"	"-4.63748"
"mult"	"mult"	"3"	"0.1"	"0.08"	"83"	"0.11981"	"0.07963"	"0.09622"	"0.70729"	"0.0657"	"11.42953"	"-2.35468"
"mult"	"mult"	"3"	"0.1"	"0.08"	"84"	"0.06216"	"0.09224"	"0.1035"	"0.80091"	"0.03597"	"16.25006"	"-2.41658"
"mult"	"mult"	"3"	"0.1"	"0.08"	"85"	"0.07033"	"0.12114"	"0.13501"	"0.49713"	"0.07925"	"9.92999"	"-4.3808"
"mult"	"mult"	"3"	"0.1"	"0.08"	"86"	"0.12586"	"0.05128"	"0.08137"	"0.62093"	"0.06203"	"11.88921"	"-1.97897"
"mult"	"mult"	"3"	"0.1"	"0.08"	"87"	"0.10105"	"0.06708"	"0.20436"	"0.73821"	"0.06325"	"11.73412"	"-1.42162"
"mult"	"mult"	"3"	"0.1"	"0.08"	"88"	"0.0879"	"0.10437"	"0.13957"	"0.74005"	"0.05772"	"12.46627"	"-3.42317"
"mult"	"mult"	"3"	"0.1"	"0.08"	"89"	"0.05244"	"0.05954"	"0.09964"	"0.14603"	"0.06792"	"11.16371"	"-3.55411"
"mult"	"mult"	"3"	"0.1"	"0.08"	"90"	"0.10052"	"0.06813"	"0.11754"	"0.7331"	"0.06216"	"11.87263"	"-4.77132"
"mult"	"mult"	"3"	"0.1"	"0.08"	"91"	"0.0619"	"0.05176"	"0.15298"	"0.76615"	"0.03767"	"15.87867"	"-2.17518"
"mult"	"mult"	"3"	"0.1"	"0.08"	"92"	"0.06632"	"0.06414"	"0.09503"	"-0.03194"	"0.09313"	"8.63861"	"-4.90441"
"mult"	"mult"	"3"	"0.1"	"0.08"	"93"	"0.07615"	"0.09426"	"0.08398"	"0.6858"	"0.04925"	"13.73483"	"-3.69608"
"mult"	"mult"	"3"	"0.1"	"0.08"	"94"	"0.1476"	"0.04527"	"-0.00346"	"0.29967"	"0.08433"	"9.43286"	"-4.66901"
"mult"	"mult"	"3"	"0.1"	"0.08"	"95"	"0.11648"	"-0.00811"	"0.12046"	"0.84858"	"0.04087"	"15.22699"	"-2.07639"
"mult"	"mult"	"3"	"0.1"	"0.08"	"96"	"0.05408"	"0.06039"	"0.16074"	"0.53146"	"0.06963"	"10.96487"	"-5.76086"
"mult"	"mult"	"3"	"0.1"	"0.08"	"97"	"0.10313"	"0.02417"	"0.12771"	"0.42719"	"0.08542"	"9.32967"	"-3.11149"
"mult"	"mult"	"3"	"0.1"	"0.08"	"98"	"0.10036"	"0.08416"	"0.05699"	"0.8245"	"0.03721"	"15.97694"	"-2.85777"
"mult"	"mult"	"3"	"0.1"	"0.08"	"99"	"0.01599"	"0.17053"	"0.17805"	"0.71194"	"0.06178"	"11.92129"	"-6.56142"
"mult"	"mult"	"3"	"0.1"	"0.08"	"100"	"0.08989"	"0.02458"	"0.1327"	"0.24486"	"0.07795"	"10.06198"	"-6.65623"
"mult"	"mult"	"3"	"0.3"	"0.02"	"1"	"0.3045"	"0.29157"	"0.29635"	"0.99768"	"0.01569"	"22.88812"	"-1.97727"
"mult"	"mult"	"3"	"0.3"	"0.02"	"2"	"0.31088"	"0.28716"	"0.28936"	"0.9968"	"0.01776"	"21.89688"	"-4.7202"
"mult"	"mult"	"3"	"0.3"	"0.02"	"3"	"0.32572"	"0.29266"	"0.27368"	"0.99971"	"0.00554"	"31.21582"	"-4.28913"
"mult"	"mult"	"3"	"0.3"	"0.02"	"4"	"0.30982"	"0.28335"	"0.29874"	"0.99531"	"0.02231"	"20.06937"	"-3.49789"
"mult"	"mult"	"3"	"0.3"	"0.02"	"5"	"0.31065"	"0.28937"	"0.30242"	"0.99808"	"0.01443"	"23.55419"	"-2.36422"
"mult"	"mult"	"3"	"0.3"	"0.02"	"6"	"0.28911"	"0.29115"	"0.3005"	"0.99856"	"0.01196"	"25.06123"	"-2.32383"
"mult"	"mult"	"3"	"0.3"	"0.02"	"7"	"0.31927"	"0.29646"	"0.27732"	"0.99654"	"0.0187"	"21.48213"	"-1.94747"
"mult"	"mult"	"3"	"0.3"	"0.02"	"8"	"0.28624"	"0.31815"	"0.30439"	"0.99955"	"0.0071"	"29.22969"	"-7.02327"
"mult"	"mult"	"3"	"0.3"	"0.02"	"9"	"0.27194"	"0.30309"	"0.31357"	"0.99315"	"0.02705"	"18.52838"	"-2.97334"
"mult"	"mult"	"3"	"0.3"	"0.02"	"10"	"0.30874"	"0.28701"	"0.2985"	"0.99386"	"0.02637"	"18.7336"	"-3.92889"
"mult"	"mult"	"3"	"0.3"	"0.02"	"11"	"0.28924"	"0.30979"	"0.30529"	"0.99823"	"0.01417"	"23.69941"	"-3.42131"
"mult"	"mult"	"3"	"0.3"	"0.02"	"12"	"0.31235"	"0.2867"	"0.29159"	"0.99602"	"0.02057"	"20.72053"	"-1.52498"
"mult"	"mult"	"3"	"0.3"	"0.02"	"13"	"0.3083"	"0.28274"	"0.30018"	"0.99765"	"0.01565"	"22.90533"	"-0.81022"
"mult"	"mult"	"3"	"0.3"	"0.02"	"14"	"0.2867"	"0.30691"	"0.31115"	"0.99834"	"0.01344"	"24.12415"	"-1.76265"
"mult"	"mult"	"3"	"0.3"	"0.02"	"15"	"0.3005"	"0.29535"	"0.29936"	"0.99889"	"0.01073"	"25.92532"	"-4.00663"
"mult"	"mult"	"3"	"0.3"	"0.02"	"16"	"0.30141"	"0.29338"	"0.31155"	"0.99947"	"0.00774"	"28.53968"	"-5.97178"
"mult"	"mult"	"3"	"0.3"	"0.02"	"17"	"0.32297"	"0.2804"	"0.29274"	"0.99854"	"0.01253"	"24.68795"	"-2.87207"
"mult"	"mult"	"3"	"0.3"	"0.02"	"18"	"0.29749"	"0.30169"	"0.29246"	"0.99271"	"0.02773"	"18.3315"	"-1.12691"
"mult"	"mult"	"3"	"0.3"	"0.02"	"19"	"0.30614"	"0.29968"	"0.29744"	"0.99929"	"0.0087"	"27.60183"	"-1.12115"
"mult"	"mult"	"3"	"0.3"	"0.02"	"20"	"0.29658"	"0.31865"	"0.28841"	"0.99756"	"0.01616"	"22.65061"	"-4.74383"
"mult"	"mult"	"3"	"0.3"	"0.02"	"21"	"0.29203"	"0.28781"	"0.30394"	"0.9943"	"0.0234"	"19.68832"	"-1.61257"
"mult"	"mult"	"3"	"0.3"	"0.02"	"22"	"0.29919"	"0.31334"	"0.28728"	"0.99828"	"0.01382"	"23.89999"	"-2.63585"
"mult"	"mult"	"3"	"0.3"	"0.02"	"23"	"0.2843"	"0.29501"	"0.32057"	"0.99675"	"0.01831"	"21.64906"	"-2.8758"
"mult"	"mult"	"3"	"0.3"	"0.02"	"24"	"0.30808"	"0.28889"	"0.30407"	"0.99875"	"0.01149"	"25.38066"	"-3.95845"
"mult"	"mult"	"3"	"0.3"	"0.02"	"25"	"0.30624"	"0.31326"	"0.28198"	"0.99547"	"0.02229"	"20.07766"	"-1.22017"
"mult"	"mult"	"3"	"0.3"	"0.02"	"26"	"0.28946"	"0.2952"	"0.30546"	"0.99326"	"0.02571"	"18.93526"	"-2.12464"
"mult"	"mult"	"3"	"0.3"	"0.02"	"27"	"0.29134"	"0.30326"	"0.30067"	"0.99877"	"0.01164"	"25.27276"	"-1.55558"
"mult"	"mult"	"3"	"0.3"	"0.02"	"28"	"0.29932"	"0.29662"	"0.29356"	"0.99166"	"0.02989"	"17.7296"	"-1.37042"
"mult"	"mult"	"3"	"0.3"	"0.02"	"29"	"0.2876"	"0.29165"	"0.32432"	"0.99862"	"0.0123"	"24.83305"	"-1.82744"
"mult"	"mult"	"3"	"0.3"	"0.02"	"30"	"0.29162"	"0.30584"	"0.29545"	"0.99861"	"0.01236"	"24.79744"	"-2.92631"
"mult"	"mult"	"3"	"0.3"	"0.02"	"31"	"0.3138"	"0.29765"	"0.28485"	"0.99777"	"0.01551"	"22.9805"	"-1.2798"
"mult"	"mult"	"3"	"0.3"	"0.02"	"32"	"0.29614"	"0.31507"	"0.2946"	"0.99528"	"0.02272"	"19.92492"	"-2.477"
"mult"	"mult"	"3"	"0.3"	"0.02"	"33"	"0.30924"	"0.29701"	"0.29605"	"0.99444"	"0.02362"	"19.61245"	"-14.36899"
"mult"	"mult"	"3"	"0.3"	"0.02"	"34"	"0.29174"	"0.30366"	"0.30423"	"0.99412"	"0.02522"	"19.0902"	"-0.88145"
"mult"	"mult"	"3"	"0.3"	"0.02"	"35"	"0.30272"	"0.30344"	"0.28548"	"0.99715"	"0.01688"	"22.30146"	"-4.16347"
"mult"	"mult"	"3"	"0.3"	"0.02"	"36"	"0.2947"	"0.32303"	"0.29583"	"0.99725"	"0.01752"	"22.00234"	"-0.93767"
"mult"	"mult"	"3"	"0.3"	"0.02"	"37"	"0.30638"	"0.29927"	"0.30517"	"0.99496"	"0.02408"	"19.46046"	"-1.0225"
"mult"	"mult"	"3"	"0.3"	"0.02"	"38"	"0.28966"	"0.31886"	"0.29155"	"0.99887"	"0.01093"	"25.77717"	"-0.34675"
"mult"	"mult"	"3"	"0.3"	"0.02"	"39"	"0.3008"	"0.30575"	"0.3055"	"0.99363"	"0.02634"	"18.74183"	"-3.54979"
"mult"	"mult"	"3"	"0.3"	"0.02"	"40"	"0.28003"	"0.28833"	"0.3197"	"0.99828"	"0.01359"	"24.03573"	"-2.00781"
"mult"	"mult"	"3"	"0.3"	"0.02"	"41"	"0.29001"	"0.30126"	"0.3037"	"0.9989"	"0.01102"	"25.7154"	"-3.3236"
"mult"	"mult"	"3"	"0.3"	"0.02"	"42"	"0.31716"	"0.28225"	"0.3131"	"0.99393"	"0.02613"	"18.80704"	"-3.4245"
"mult"	"mult"	"3"	"0.3"	"0.02"	"43"	"0.28808"	"0.29961"	"0.31267"	"0.99756"	"0.01608"	"22.68948"	"-3.10155"
"mult"	"mult"	"3"	"0.3"	"0.02"	"44"	"0.29217"	"0.29701"	"0.31026"	"0.99978"	"0.0049"	"32.19885"	"-3.13248"
"mult"	"mult"	"3"	"0.3"	"0.02"	"45"	"0.30567"	"0.28523"	"0.30658"	"0.99727"	"0.0171"	"22.19855"	"-1.06965"
"mult"	"mult"	"3"	"0.3"	"0.02"	"46"	"0.30682"	"0.28853"	"0.30417"	"0.99883"	"0.01119"	"25.58854"	"-0.90152"
"mult"	"mult"	"3"	"0.3"	"0.02"	"47"	"0.30067"	"0.30478"	"0.29754"	"0.99836"	"0.01366"	"23.99244"	"-3.09745"
