"model"	"n.muts"	"coes"	"sigma"	"u.mean"	"d.hat.max"	"u.hats.1"	"u.hats.2"	"u.hats.3"	"u.hats.4"	"R2.stick"	"sig.stick"	"lnL.stick"	"P.stick"	"s.mean"	"s.hats.1"	"s.hats.2"	"s.hats.3"	"s.hats.4"	"R2.mult"	"sig.mult"	"lnL.mult"	"P.mult"	"w.mean"	"w.hats.1"	"w.hats.2"	"w.hats.3"	"w.hats.4"	"R2.add"	"sig.add"	"lnL.add"	"P.add"
"stick"	4	-0.0802979173487984	0.0400217588758096	-0.216317494266456	0.358291367457986	-0.27018	-0.19507	-0.18163	-0.21839	0.90158	0.03364	32.5694	-2.91377	-0.11821318976619	-0.14327	-0.10694	-0.10802	-0.11463	0.73227	0.05548	24.56336	-4.37935	-0.101607757299406	-0.12444	-0.0915	-0.09032	-0.10017	0.8368	0.04332	28.52347	-3.4311
"stick"	4	-0.0746047648484818	0.220766318729147	-0.236389918642288	0.48381192120411	-0.25122	-0.59203	-0.26336	0.16106	-0.01119	0.25676	0.05053	-14.28313	-0.156969101010406	-0.17456	-0.2909	-0.11988	-0.04254	0.189	0.22995	1.81544	-7.55487	-0.117811240097768	-0.12163	-0.25854	-0.09755	0.00648	0.29622	0.21421	2.94989	-9.26575
"stick"	4	-0.0619111768435687	0.17392627405934	-0.0223880433875534	3.16761199899676	0.02132	-0.02058	-0.0703	-0.01999	0.36784	0.15444	8.18455	-11.27186	-0.0780558697624742	0.07208	-0.09833	-0.22097	-0.065	0.33766	0.15808	7.81149	-8.9883	-0.0719922016846321	0.06853	-0.07221	-0.22096	-0.06333	0.36636	0.15462	8.16579	-10.7669
"stick"	4	-0.484469119750429	0.185606312879827	-0.419624417248797	1.23030467725041	-0.4266	-0.44066	-0.47375	-0.33749	0.98929	0.09708	15.61326	-3.30368	-0.155198834250112	-0.17794	-0.12673	-0.19809	-0.11804	-1.58963	1.50936	-28.28998	-5.71229	-0.874162144859276	-0.87802	-0.92812	-0.95501	-0.7355	0.78415	0.43576	-8.41232	-23.02699
"stick"	4	-0.12227421591524	0.1847702547675	-0.170336175256208	0.849833737155453	-0.0894	-0.12938	-0.20463	-0.25793	0.5398	0.1566	7.96241	-5.8766	-0.209899513891622	-0.1532	-0.18816	-0.22573	-0.27251	0.35607	0.18524	5.27498	-4.06066	-0.16861174153632	-0.10431	-0.13708	-0.19375	-0.23931	0.50536	0.16235	7.38507	-4.48793
"stick"	4	-0.495477554725949	0.0223755992483348	-0.494776683785735	1.00104912356947	-0.49754	-0.49222	-0.49566	-0.49369	0.99993	0.00848	54.62092	-3.64842	-0.140196921674168	-0.1377	-0.13845	-0.14259	-0.14205	-1.5438	1.56668	-28.88636	-7.46081	-0.909040834804397	-0.91579	-0.90517	-0.90998	-0.90522	0.74507	0.49597	-10.48304	-84.57145
"stick"	4	-0.324028059397824	0.167753728688695	-0.325896717289671	1.01089505030164	-0.37286	-0.31511	-0.32167	-0.29394	0.9365	0.13303	10.57183	-2.9412	-0.410962681022564	-0.45524	-0.45062	-0.43247	-0.30552	0.24287	0.45937	-9.25662	-0.83683	-0.492766187070848	-0.55161	-0.47223	-0.50153	-0.4457	0.80911	0.23066	1.76599	-2.60659
"stick"	4	-0.469565136707388	0.0156424304586835	-0.464265247730455	1.01893598931595	-0.46243	-0.46398	-0.46964	-0.46101	0.99979	0.0131	47.65736	-2.76299	-0.131269533530223	-0.1318	-0.12956	-0.13856	-0.12516	-1.60301	1.45121	-27.66134	-6.87915	-0.838761828245643	-0.83616	-0.83879	-0.84317	-0.83692	0.76559	0.43549	-8.40253	-67.66425
"stick"	4	-0.156940159993246	0.22050675121136	-0.668320674564993	0.171064650744486	0.06612	-0.52752	-1.35308	-0.85881	0.35844	0.2464	0.70954	-5.19771	-0.261579582648193	0.20301	-0.51032	-0.55912	-0.17989	0.34247	0.24945	0.51276	-13.11031	-0.204044820133075	0.00623	-0.25655	-0.36772	-0.19814	0.63649	0.18548	5.25421	-7.93023
"stick"	4	-0.386847758537624	0.0325008545187302	-0.371871734720062	1.05108404343108	-0.36299	-0.3781	-0.38423	-0.36216	0.99793	0.02974	34.53886	-2.21353	-0.603544387201722	-0.52306	-0.63988	-0.66055	-0.59068	0.11695	0.61439	-13.9091	-2.40006	-0.624416153571417	-0.61337	-0.63074	-0.64005	-0.61351	0.82349	0.27469	-1.0292	-36.73622
"stick"	4	-0.061550009122584	0.210445919481572	-0.0938935886369785	0.277542106875075	-0.37023	-0.11976	0.10129	0.01312	0.03655	0.2314	1.71479	-9.38921	-0.0417244634542178	-0.1367	-0.08762	0.10634	-0.04892	0.11097	0.22228	2.35785	-21.17864	-0.03484482114518	-0.11492	-0.06807	0.0682	-0.02459	0.0966	0.22407	2.22958	-14.27818
"stick"	4	-0.21081678775372	0.049949357053265	-0.219301472252834	0.95925803988664	-0.26329	-0.17235	-0.18499	-0.25658	0.97346	0.04582	27.62669	-1.69461	-0.41962569310768	-0.46504	-0.37095	-0.3765	-0.46601	0.52664	0.1935	4.57703	-28.09277	-0.277875783010759	-0.32483	-0.22724	-0.23837	-0.32106	0.89916	0.08931	16.94772	-4.71576
"stick"	4	-0.0991380535415374	0.0600053620291874	-0.413315652500715	0.1	-0.42789	-0.44849	-0.40735	-0.36953	-1.66572	0.10919	13.73215	-17.31813	-0.0926238902117962	-0.09117	-0.10856	-0.08795	-0.08282	0.31302	0.05543	24.57959	-4.87826	-0.0797809949430217	-0.07969	-0.09205	-0.07654	-0.07084	0.05545	0.06499	22.03232	-7.19918
"stick"	4	-0.263715337205213	0.0524254095507786	-0.332341054227627	0.729626232967171	-0.33325	-0.33308	-0.33547	-0.32756	0.9824	0.05141	25.78445	-3.55714	-0.467527663353642	-0.45552	-0.54438	-0.56331	-0.3069	0.53482	0.26428	-0.41085	-13.7061	-0.371916021141014	-0.38325	-0.3698	-0.36894	-0.36567	0.82924	0.16012	7.6065	-19.4044
"stick"	4	-0.411140265327413	0.0189092913642526	-0.410294580809156	1.0058314313746	-0.41503	-0.40878	-0.41115	-0.40622	0.99951	0.01597	44.49204	-1.40709	-0.684911883384078	-0.57284	-0.76759	-0.76305	-0.63618	0.03499	0.71207	-16.26972	-1.68841	-0.686604557312735	-0.69307	-0.68476	-0.68593	-0.68265	0.80208	0.32248	-3.59543	-54.16249
"stick"	4	-0.355399612628389	0.112854568636976	-0.278308357320879	1.31771492197107	-0.26875	-0.31453	-0.25064	-0.27932	0.95501	0.11386	13.06195	-4.81196	-0.393252347253035	-0.41109	-0.43369	-0.30161	-0.42662	0.08578	0.51327	-11.03177	-0.95208	-0.51867435640282	-0.50372	-0.55861	-0.49098	-0.5214	0.85013	0.20782	3.43442	-5.2038
"stick"	4	-0.241532596305478	0.207199514843524	-0.910521365466141	0.1	-0.75008	-1.11325	-0.69032	-1.08843	-0.79691	0.43512	-8.38886	-20.42864	-0.475525893570054	-0.36014	-0.47948	-0.54531	-0.51717	0.45915	0.23872	1.21656	-3.26041	-0.306255365938105	-0.2737	-0.36259	-0.22939	-0.35934	0.52721	0.22319	2.2926	-8.57803
"stick"	4	-0.300343833712395	0.238478749466594	-0.239485350123348	1.40395585773624	-0.29227	-0.05777	-0.29739	-0.31051	0.89652	0.16408	7.21522	-4.86992	-0.36548794043274	-0.50989	-0.10571	-0.59382	-0.25254	0.38587	0.39973	-7.03148	-3.92268	-0.434154953949706	-0.54093	-0.12143	-0.52064	-0.55362	0.84311	0.20204	3.88589	-2.16521
"stick"	4	-0.46680205835728	0.0142878405167721	-0.482728745135202	0.952534883397027	-0.47968	-0.4824	-0.48433	-0.4845	0.99986	0.01048	51.22583	-4.03849	-0.128655839115222	-0.12621	-0.12626	-0.12897	-0.13318	-1.56374	1.43808	-27.51601	-6.1807	-0.833603458784376	-0.83138	-0.83366	-0.83645	-0.83292	0.75178	0.44747	-8.83666	-78.05676
"stick"	4	-0.267025996593293	0.124169623246416	-0.143728766147401	2.22919054273534	-0.16886	-0.13732	-0.16012	-0.10861	0.93661	0.09756	15.53388	-4.74687	-0.285532512794995	-0.3438	-0.26301	-0.31401	-0.22131	0.08582	0.37049	-5.81597	-6.31006	-0.385878182196517	-0.44912	-0.3637	-0.42205	-0.30865	0.90053	0.12221	11.92922	-2.3194
"stick"	4	-0.463472324062604	0.0813191416673362	-0.49693146620492	0.912037137721838	-0.54245	-0.51518	-0.43978	-0.49032	0.99307	0.07491	19.76125	-4.41015	-0.24557840071029	-0.1487	-0.1194	-0.32239	-0.39183	-0.91415	1.24531	-25.21321	-3.37133	-0.829588479819546	-0.87603	-0.85853	-0.77604	-0.80775	0.74302	0.45629	-9.14896	-31.49081
"stick"	4	-0.136739302077331	0.174519872060046	-0.126772087020636	0.940159340199998	-0.20072	-0.05131	-0.24241	-0.01265	0.48517	0.18537	5.2632	-5.7133	-0.206081763751349	-0.28279	-0.13555	-0.35436	-0.05163	0.27829	0.21948	2.56087	-4.19685	-0.143612774755489	-0.21955	-0.06798	-0.26712	-0.0198	0.46665	0.18868	4.98046	-4.94594
"stick"	4	-0.22172988235252	0.0539980886387639	-0.206447938314427	1.07411658933255	-0.20967	-0.1979	-0.21508	-0.20314	0.98458	0.03589	31.53567	-3.28125	-0.423055500684711	-0.42232	-0.41106	-0.43039	-0.42845	0.60106	0.18254	5.50961	-22.80076	-0.287618255412345	-0.28983	-0.27634	-0.2977	-0.2866	0.91994	0.08177	18.35764	-7.26924
"stick"	4	-0.327806492894888	0.00662314594956115	-0.335530276482299	0.972725177989607	-0.33535	-0.33679	-0.33765	-0.33232	0.99989	0.00544	61.7121	-3.99787	-0.354065455448497	-0.35375	-0.35699	-0.35755	-0.34797	0.08837	0.49181	-10.34852	-2.10114	-0.498289375883543	-0.4976	-0.50018	-0.50021	-0.49517	0.85057	0.19912	4.11861	-71.69281
"stick"	4	-0.173226411489304	0.227220450411551	-0.309427152853887	0.506372341255145	-0.15072	-0.33577	-0.51741	-0.2338	0.06583	0.37815	-6.14352	-10.14235	-0.179631837082084	-0.24341	-0.16466	-0.27885	-0.0316	0.26545	0.33532	-4.22035	-4.22793	-0.188276367441376	-0.26228	-0.19342	-0.19559	-0.10181	0.3022	0.32683	-3.80975	-12.18467
"stick"	4	-0.0836101856431924	0.0979632581002079	-0.022742421631122	3.77544709258691	-0.04074	-0.02245	-0.01106	-0.01672	0.57973	0.08264	18.19	-8.81145	-0.0990598163567092	-0.16988	-0.10102	-0.05669	-0.06865	0.56373	0.08419	17.89112	-8.534	-0.0880914138728753	-0.15652	-0.08742	-0.04416	-0.06427	0.57925	0.08268	18.18091	-8.74079
"stick"	4	-0.208147045876831	0.233866117778234	-0.80529192692592	0.1	-0.25624	-0.80156	-1.2198	-0.94357	-0.48455	0.28555	-1.64952	-15.55241	-0.377387232145679	-0.25757	-0.34961	-0.536	-0.36637	0.46479	0.17145	6.51214	-6.56277	-0.222513850453891	-0.10631	-0.20964	-0.33385	-0.24026	0.61335	0.14573	9.11318	-7.7342
"stick"	4	-0.157221760926768	0.15350365935592	-0.301594464231684	0.429183924313574	-0.28093	-0.30202	-0.19076	-0.43266	0.56872	0.16788	6.84922	-6.28389	-0.261430838003573	-0.19282	-0.27771	-0.24084	-0.33437	0.21416	0.22661	2.04927	-4.11304	-0.18582386963526	-0.15895	-0.19213	-0.14304	-0.24917	0.49184	0.18223	5.53692	-3.86919
"stick"	4	-0.186628712562379	0.215989196381997	-0.142062306955919	1.67489461172172	-0.16785	-0.13503	-0.10792	-0.15745	0.54749	0.26185	-0.26315	-7.85534	-0.355985290485981	-0.43823	-0.25815	-0.40479	-0.32277	0.37396	0.30799	-2.85997	-2.03626	-0.278524082539461	-0.31974	-0.24566	-0.25899	-0.2897	0.50946	0.27263	-0.90864	-5.33575
"stick"	4	-0.0751824877341278	0.242377814138308	-0.192684676547021	0.554907480283801	-0.04057	-0.29673	0.08733	-0.52076	0.10836	0.24951	0.50924	-9.91171	-0.114146769748746	-0.10265	-0.18689	0.0122	-0.17924	0.24599	0.22944	1.85048	-12.72241	-0.10610624481065	-0.07539	-0.15864	0.01199	-0.20238	0.26124	0.22711	2.01404	-12.07942
"stick"	4	-0.222167180804536	0.0283442793297581	-0.241851844845126	0.894962810731551	-0.23341	-0.24653	-0.2399	-0.24757	0.99648	0.0176	42.93532	-1.6996	-0.418203108551945	-0.40693	-0.42455	-0.41095	-0.43039	0.612	0.18486	5.30742	-21.00001	-0.295484677347023	-0.28601	-0.30073	-0.29157	-0.30363	0.90496	0.09149	16.56064	-24.42892
"stick"	4	-0.12738246988738	0.181363083422184	-0.540155386323811	0.127343338587557	0.00312	-1.23705	-0.86042	-0.06627	0.41248	0.16393	7.22993	-7.23847	-0.138923815107722	0.04954	-0.33701	-0.2307	-0.03752	0.60887	0.13375	10.48492	-5.59204	-0.115679805696392	0.01353	-0.2743	-0.18291	-0.01903	0.61026	0.13352	10.51347	-5.26416
"stick"	4	-0.174136956804432	0.198160483152606	-0.0247105293418879	9.10866908250747	-0.03531	-0.01578	-0.02668	-0.02107	0.63127	0.16982	6.66495	-4.16451	-0.278245184722871	-0.39534	-0.22883	-0.27654	-0.21228	0.55214	0.18716	5.10954	-2.47304	-0.233286599060181	-0.33136	-0.15199	-0.25262	-0.19718	0.63005	0.1701	6.63855	-3.78734
"stick"	4	-0.0564717112341895	0.237485893303528	-0.0214410672916702	2.39920974520228	-0.0221	0.03408	-0.04393	-0.05381	0.18256	0.17402	6.2741	-15.96271	-0.0556832349914245	-0.04938	0.10047	-0.11015	-0.16367	0.16825	0.17554	6.1353	-15.41132	-0.052551201950864	-0.05212	0.08554	-0.10622	-0.13741	0.18162	0.17412	6.26494	-15.83823
"stick"	4	-0.291104133799672	0.142904608917888	-0.262691031314241	1.16126247804077	-0.28493	-0.28596	-0.16319	-0.31669	0.9103	0.1362	10.19499	-3.49665	-0.339114139635136	-0.3783	-0.38292	-0.208	-0.38723	0.31448	0.37652	-6.0743	-3.70327	-0.419579786639794	-0.44876	-0.453	-0.28679	-0.48977	0.82796	0.18862	4.98525	-2.12071
"stick"	4	-0.0639518101583235	0.0175112468423322	-0.131033372873576	0.455899178580284	-0.11925	-0.12817	-0.12232	-0.1544	0.96456	0.01328	47.4361	-2.5443	-0.0780847556442772	-0.07124	-0.07635	-0.074	-0.09074	0.88785	0.02363	38.22095	-3.59953	-0.0705984972742199	-0.06432	-0.06897	-0.06659	-0.08252	0.93613	0.01783	42.72519	-1.16561
"stick"	4	-0.256449655012693	0.0659586426918395	-0.282289105124491	0.899664528139919	-0.32784	-0.20691	-0.31988	-0.27453	0.98197	0.05063	26.02819	-1.33618	-0.279886626166633	-0.35886	-0.24629	-0.22223	-0.29216	0.31539	0.31202	-3.06781	-13.48292	-0.365119286496222	-0.41527	-0.27563	-0.41314	-0.35644	0.86431	0.13891	9.8802	-11.95467
"stick"	4	-0.489504771144129	0.00763497309526429	-0.489140351446445	0.997913326032701	-0.48589	-0.49021	-0.49151	-0.48895	0.99994	0.00722	57.20115	-4.27986	-0.139522418869852	-0.13618	-0.14054	-0.14312	-0.13824	-1.54429	1.53488	-28.55823	-7.23579	-0.891620894392751	-0.88857	-0.89311	-0.89329	-0.89152	0.74729	0.48373	-10.08328	-90.85472
"stick"	4	-0.492070442158729	0.154516031849198	-0.502326988634521	1.01020542481364	-0.42961	-0.4689	-0.5312	-0.5796	0.98823	0.10908	13.74741	-4.18708	-0.125212377542834	-0.07372	-0.14379	-0.15061	-0.13273	-1.58465	1.61656	-29.38785	-4.21921	-0.921227738427135	-0.83806	-0.84763	-0.95232	-1.0469	0.74869	0.50407	-10.7425	-23.90753
"stick"	4	-0.0551775889704004	0.246031079965178	-0.141855047725587	0.524342335525303	-0.08919	0.15909	-0.06434	-0.57298	0.04446	0.28938	-1.86256	-10.37745	-0.0781682972727344	-0.22393	0.04464	0.12169	-0.25508	0.07359	0.28493	-1.61483	-19.45834	-0.0734526455403872	-0.136	0.05444	0.03635	-0.2486	0.12345	0.27716	-1.17227	-17.59168
"stick"	4	-0.151550176320598	0.0597125151543878	-0.0325652261890989	5.24736559487159	-0.02757	-0.03155	-0.02981	-0.04133	0.84456	0.07072	20.68081	-2.59419	-0.251580847429051	-0.21735	-0.23423	-0.24073	-0.31401	0.63852	0.10785	13.92911	-2.59611	-0.178586337687141	-0.15132	-0.17232	-0.16396	-0.22675	0.84227	0.07124	20.56354	-2.32782
"stick"	4	-0.341062147018965	0.0263945086626336	-0.354483524034554	0.954848897160017	-0.34468	-0.35054	-0.37015	-0.35256	0.99866	0.02015	40.76933	-5.53927	-0.383592889431462	-0.37162	-0.37945	-0.39748	-0.38582	0.08498	0.52572	-11.41531	-0.94874	-0.528472422246092	-0.51747	-0.52875	-0.54479	-0.52288	0.83692	0.22194	2.3822	-47.58424
"stick"	4	-0.183435858204029	0.0576016316190362	-0.295765022811786	0.520350521994181	-0.26285	-0.27329	-0.29015	-0.35678	0.9879	0.02533	37.10816	-5.2678	-0.380971422404654	-0.37223	-0.35904	-0.3689	-0.42371	-0.00459	0.23084	1.75357	-30.63215	-0.22272534174595	-0.20588	-0.20631	-0.2152	-0.26351	0.87026	0.08295	18.12831	-16.42782
"stick"	4	-0.289547470840625	0.0374993426958099	-0.23769157161476	1.28798954132801	-0.23778	-0.25705	-0.23583	-0.22011	0.99652	0.0246	37.57502	-3.16806	-0.289983089397017	-0.28508	-0.31688	-0.28698	-0.27099	0.06786	0.40292	-7.15866	-6.46034	-0.41584461243005	-0.41987	-0.44415	-0.41072	-0.38863	0.90742	0.12698	11.31663	-27.96378
"stick"	4	-0.0931590776192024	0.0360354229924269	-0.10852620784289	0.832943684956475	-0.1225	-0.07648	-0.10665	-0.12848	0.92715	0.02809	35.4558	-1.42551	-0.125008900497291	-0.13867	-0.0936	-0.12523	-0.14254	0.79638	0.04696	27.23308	-5.87462	-0.104863145534415	-0.11769	-0.07557	-0.104	-0.1222	0.90227	0.03253	33.1051	-2.73254
"stick"	4	-0.135267833934631	0.127580880594905	-0.672509202167035	0.1	-0.23317	-0.76287	-0.70049	-0.9935	-0.05758	0.19326	4.59615	-14.35428	-0.199232029549407	-0.14198	-0.11517	-0.24699	-0.29279	0.58542	0.121	12.08794	-12.60173	-0.150919858405121	-0.08452	-0.12539	-0.17262	-0.22115	0.5962	0.11942	12.29871	-10.17325
"stick"	4	-0.196012777241413	0.0762638959567994	-0.305589012536882	0.602773296501864	-0.28268	-0.33843	-0.28042	-0.32082	0.92876	0.0758	19.57164	-4.40731	-0.548931738788887	-0.54431	-0.59235	-0.48186	-0.57722	-0.51187	0.34918	-4.86838	-22.87341	-0.263937570904742	-0.24379	-0.29366	-0.23747	-0.28083	0.82685	0.11817	12.46732	-3.02293
"stick"	4	-0.286491488141473	0.154289949685335	-0.23898933656881	1.36703990349751	-0.26889	-0.25081	-0.15997	-0.27628	0.84267	0.19229	4.67738	-7.01473	-0.42585044012668	-0.28215	-0.56159	-0.52756	-0.3321	0.34044	0.3937	-6.78842	-9.09137	-0.436831469289655	-0.45804	-0.4513	-0.3529	-0.48509	0.7646	0.2352	1.45382	-3.68797
"stick"	4	-0.360094304545783	0.151858644501772	-0.195159162348477	2.2677869176721	-0.19559	-0.20724	-0.16087	-0.21694	0.94822	0.13283	10.59623	-6.04401	-0.307833015609902	-0.52101	-0.36473	-0.0128	-0.33279	-0.44804	0.70245	-16.05211	-3.91096	-0.561597022594556	-0.5538	-0.58316	-0.49583	-0.61359	0.89615	0.18812	5.02796	-2.80236
"stick"	4	-0.205590882140677	0.0120977460755967	-0.219089681777186	0.926051317773683	-0.21439	-0.21825	-0.22195	-0.22177	0.99728	0.01394	46.66535	-3.13721	-0.36275950360257	-0.35879	-0.36035	-0.36913	-0.36278	0.69017	0.14891	8.76804	-27.46976	-0.268914992751002	-0.26441	-0.26738	-0.2733	-0.27057	0.9197	0.07581	19.57017	-26.22574
"stick"	4	-0.23546940080123	0.0815372816286981	-0.241737678779495	0.990230124847665	-0.19722	-0.29661	-0.22715	-0.24597	0.9752	0.05193	25.62402	-5.24691	-0.555893196670013	-0.53104	-0.6052	-0.52795	-0.55939	0.31609	0.27266	-0.91069	-17.68899	-0.323265745392519	-0.28049	-0.38245	-0.30473	-0.32538	0.89242	0.10814	13.88629	-7.28214
"stick"	4	-0.492011678835843	0.014657249674201	-0.487431939208169	1.01536322123978	-0.48396	-0.48269	-0.49414	-0.48894	0.99984	0.01214	48.87591	-3.54647	-0.13994147636243	-0.13934	-0.13228	-0.14116	-0.14698	-1.55598	1.5541	-28.75739	-7.56	-0.901057773412125	-0.89556	-0.89776	-0.9115	-0.89942	0.74983	0.4862	-10.16492	-74.25973
"stick"	4	-0.166316125448793	0.0938057749881409	-0.270223207132634	0.587693657724987	-0.30668	-0.24086	-0.31237	-0.22099	0.90669	0.07293	20.18943	-2.18235	-0.393679921599661	-0.44952	-0.38845	-0.39158	-0.34518	-0.09465	0.24979	0.49143	-13.03505	-0.226680387306319	-0.26218	-0.20886	-0.24815	-0.18753	0.79224	0.10882	13.78592	-2.90947
"stick"	4	-0.400581112934742	0.0375603304710239	-0.384085509171331	1.06369711458955	-0.39247	-0.38238	-0.38131	-0.38018	0.99714	0.03704	31.02838	-2.45071	-0.372131012582313	-0.09851	-0.45019	-0.45814	-0.48168	-0.30756	0.79256	-17.98319	-2.20749	-0.659709233007123	-0.67521	-0.64888	-0.66141	-0.65334	0.81756	0.29605	-2.22742	-34.06226
"stick"	4	-0.432929093029816	0.160783838946372	-0.463290909857632	0.89372452117842	-0.36169	-0.47792	-0.50589	-0.50766	0.97108	0.13279	10.60102	-3.36315	-0.32751208294341	-0.38001	-0.23591	-0.23307	-0.46106	-0.43394	0.93505	-20.62855	-1.99726	-0.716343045631667	-0.59781	-0.72678	-0.75926	-0.78153	0.76419	0.37918	-6.18719	-11.50339
"stick"	4	-0.132487702707294	0.170024554128759	-0.454411512885709	0.257809975586527	-0.28332	-0.59659	-0.82648	-0.11126	0.32386	0.20441	3.69886	-9.66197	-0.211166195348727	-0.09522	-0.16925	-0.33729	-0.2429	0.51113	0.17381	6.29334	-10.16317	-0.167572890140511	-0.0813	-0.17001	-0.27403	-0.14496	0.57605	0.16186	7.4332	-10.46018
"stick"	4	-0.449909090762958	0.151270340953488	-0.511873124618264	0.818471240603184	-0.48001	-0.56056	-0.45884	-0.54809	0.94805	0.2022	3.87322	-5.80153	-0.341891633886693	-0.35685	-0.39094	-0.34128	-0.27849	-0.47274	1.07653	-22.88285	-1.20545	-0.794816417104145	-0.78975	-0.79359	-0.75233	-0.8436	0.67801	0.50337	-10.72001	-14.8644
"stick"	4	-0.496603333065286	0.19188361504348	-0.396495095422929	1.35915713980884	-0.48174	-0.37249	-0.33187	-0.39988	0.97646	0.14584	9.10048	-5.77813	-0.176635183105648	-0.31072	-0.14741	-0.09181	-0.1566	-1.52389	1.51003	-28.29712	-7.02902	-0.888641264536054	-1.01331	-0.8417	-0.79767	-0.90189	0.78765	0.438	-8.49453	-18.18018
"stick"	4	-0.142125996691175	0.238165979040787	-0.689104755646605	0.1	-0.1426	-0.24215	-1.50562	-0.86605	-0.08369	0.25552	0.12839	-10.45606	-0.199457082468418	-0.04026	-0.12709	-0.43327	-0.19722	0.4365	0.18425	5.36004	-10.19302	-0.148292653724471	-0.04386	-0.05058	-0.32139	-0.17734	0.38598	0.19234	4.67315	-8.03735
"stick"	4	-0.0904187718522735	0.115951473359019	-0.37319439338858	0.218310011326437	-0.65374	0.08116	-0.66883	-0.25136	0.51658	0.09633	15.73701	-18.90143	-0.113975514260379	-0.17882	-0.00254	-0.19343	-0.08111	0.74175	0.07041	20.75255	-7.3137	-0.101825995757172	-0.1644	0.00261	-0.17507	-0.07044	0.73185	0.07174	20.4518	-11.60724
"stick"	4	-0.221308080258314	0.237982838938478	-0.815542841982479	0.1	-0.34806	-0.75433	-1.51308	-0.64671	-1.08739	0.44484	-8.74245	-15.99326	-0.243852452571302	0.11233	-0.35754	-0.40626	-0.32394	-0.17274	0.33343	-4.12988	-6.88527	-0.25232678347051	-0.13665	-0.20104	-0.41169	-0.25993	0.19363	0.27648	-1.13339	-10.63649
"stick"	4	-0.247540556115564	0.0827727910946123	-0.213434561492896	1.17891310683874	-0.1982	-0.21186	-0.19353	-0.25014	0.98365	0.04288	28.68545	-4.08017	-0.578423047987875	-0.51798	-0.56141	-0.58058	-0.65372	0.32645	0.27527	-1.06279	-14.51827	-0.331617237386273	-0.3076	-0.32493	-0.30739	-0.38654	0.91075	0.1002	15.10595	-12.13728
"stick"	4	-0.0950355271575972	0.0511393573833629	-0.227843765729603	0.393203749928655	-0.25775	-0.23725	-0.14037	-0.276	0.8788	0.04471	28.0163	-3.68367	-0.138138136218151	-0.16099	-0.13468	-0.09636	-0.16052	0.708	0.06941	20.9814	-2.72084	-0.117114540884113	-0.13496	-0.11766	-0.07747	-0.13836	0.81835	0.05474	24.77873	-2.71527
"stick"	4	-0.0519876769743859	0.146575792343356	0.0293901374640903	0.223978039201997	-0.04041	0.0163	-0.00878	0.15046	-1.8068	0.17085	6.56807	-14.2934	-0.00718852031929479	-0.02046	-0.01417	-0.02968	0.03556	-1.14281	0.14928	8.72748	-11.99593	-0.00397616891937218	-0.01825	-0.01031	-0.02229	0.03495	-1.27776	0.15391	8.23886	-12.92069
"stick"	4	-0.0779561217292212	0.194642699381802	-0.016770679121144	4.46966074416771	-0.04851	-0.00288	-0.02612	0.01043	0.29495	0.18591	5.21661	-13.55749	-0.0792217450738606	-0.21048	-0.02328	-0.13407	0.05095	0.2839	0.18736	5.09215	-11.509	-0.075313049676208	-0.21467	-0.01449	-0.11903	0.04693	0.29459	0.18596	5.2125	-13.15191
"stick"	4	-0.174389618064743	0.0670187197392806	-0.054173245546411	3.62885847509378	-0.06234	-0.06036	-0.04608	-0.04791	0.92819	0.05687	24.16899	-3.98494	-0.316452097447136	-0.36151	-0.33584	-0.29585	-0.27261	0.63029	0.12904	11.05922	-6.76889	-0.210475597947575	-0.24206	-0.23337	-0.18075	-0.18572	0.9232	0.05881	23.63137	-3.59982
"stick"	4	-0.251325243979227	0.245481632766314	-0.502399432804766	0.427784369989607	-0.57045	-0.29393	-0.6705	-0.47472	0.87431	0.16421	7.20318	-4.31459	-0.396694382685094	-0.40917	-0.37762	-0.41872	-0.38127	0.47086	0.33691	-4.29605	-8.18642	-0.384750409577011	-0.4544	-0.24219	-0.49872	-0.34369	0.67955	0.26219	-0.28385	-1.79205
"stick"	4	-0.0884187590214424	0.232931977894623	-0.110215283183703	0.620941618071312	-0.12686	-0.21062	0.21005	-0.31344	0.33193	0.20356	3.76591	-10.63233	-0.0664104517832927	-0.089	-0.1209	0.23812	-0.29386	0.22737	0.21891	2.60267	-12.62236	-0.0690313120584587	-0.08269	-0.12358	0.16418	-0.23404	0.31641	0.20591	3.58225	-11.6474
"stick"	4	-0.492130745551549	0.212071692687459	-0.579095558854099	0.779893642595136	-0.52768	-0.66916	-0.47671	-0.64283	0.96561	0.18789	5.04757	-4.23985	-0.329915218283639	-0.33913	-0.15367	-0.44983	-0.37704	-0.59397	1.27911	-25.64162	-1.2286	-0.90294594636171	-0.89233	-1.01987	-0.77686	-0.92272	0.66707	0.58458	-13.11315	-16.85787
"stick"	4	-0.447383674362209	0.202440770401154	-0.372276592563536	1.32454826488786	-0.39143	-0.39206	-0.32534	-0.38028	0.9936	0.06656	21.65064	-1.8769	-0.276556691651856	-0.14675	-0.13308	-0.42176	-0.40465	-0.98902	1.17309	-24.25726	-3.74283	-0.789956058848865	-0.82635	-0.83256	-0.68989	-0.81103	0.81713	0.3557	-5.16416	-25.04741
