"model"	"n.muts"	"coes"	"sigma"	"u.mean"	"d.hat.MLE"	"u.hats.mut.1"	"u.hats.mut.2"	"u.hats.mut.3"	"u.hats.mut.4"	"u.hats.mut.5"	"R2.stick"	"sig.stick"	"lnL.stick"	"P.stick"	"s.mean"	"s.hats.mut.1"	"s.hats.mut.2"	"s.hats.mut.3"	"s.hats.mut.4"	"s.hats.mut.5"	"R2.mult"	"sig.mult"	"lnL.mult"	"P.mult"	"w.mean"	"w.hats.mut.1"	"w.hats.mut.2"	"w.hats.mut.3"	"w.hats.mut.4"	"w.hats.mut.5"	"R2.add"	"sig.add"	"lnL.add"	"P.add"
"mult"	5	0.42361698950408	0.0249434558791108	0.402877737372485	5.43978402686141	0.40166	0.4024	0.40649	0.40234	0.4015	-0.07831	1.69031	-22.3262	0	0.435881684040813	0.44351	0.43312	0.44361	0.42022	0.43894	0.99411	0.12498	8.92834	0	0.873752320333839	0.875	0.8705	0.88966	0.86206	0.87155	0.92947	0.4323	-5.96353	0
"mult"	5	0.343332178459968	0.120015829859767	0.394279288682044	3.9024503489793	0.39733	0.40411	0.39269	0.3987	0.37857	-0.05693	1.18673	-18.08169	0	0.347559769981874	0.32341	0.40565	0.39275	0.29641	0.31958	0.98623	0.13548	7.95997	0	0.632601921117045	0.62269	0.68954	0.65878	0.60929	0.58271	0.91806	0.33042	-2.73852	0
"mult"	5	0.410887568653561	0.0220616624574177	0.400307618466048	5.13664071174749	0.40092	0.40205	0.39821	0.39887	0.40149	-0.04883	1.575	-21.47832	0	0.418754678890903	0.43261	0.41775	0.40627	0.41008	0.42707	0.99675	0.08774	13.17315	0	0.822351735830724	0.83303	0.82658	0.80842	0.81271	0.83101	0.93401	0.39507	-4.88281	0
"mult"	5	0.292353173892479	0.0991349791293032	0.373656130875255	3.00095308481726	0.38326	0.38333	0.36298	0.38113	0.35758	0.14679	0.83514	-13.86538	0	0.273996556042295	0.20012	0.29864	0.24317	0.31955	0.3085	0.95359	0.19477	3.60375	0	0.462731651971526	0.42892	0.49098	0.42566	0.50232	0.46577	0.94091	0.21977	2.15476	0
"mult"	5	0.28161102454178	0.071941411588341	0.348743440776037	2.68605939836489	0.38031	0.33908	0.34166	0.32039	0.36228	0.49551	0.58684	-9.63113	0	0.263122017758019	0.31425	0.25962	0.23804	0.21341	0.29029	0.97666	0.12623	8.80866	0	0.398671310261444	0.46841	0.3863	0.37259	0.33431	0.43175	0.96049	0.16422	5.65131	0
"mult"	5	0.386600222287234	0.082405402965378	0.402218500880695	4.76699307567796	0.40787	0.39096	0.40238	0.39758	0.41231	-0.13137	1.50626	-20.94286	0	0.392523865012317	0.47203	0.28362	0.40399	0.36205	0.44093	0.98809	0.15454	6.38037	0	0.771278478212739	0.83699	0.67334	0.77843	0.73925	0.82837	0.91273	0.41834	-5.56963	0
"mult"	5	0.448386035568547	0.209775461931713	0.398170318579309	5.92238863546554	0.39873	0.41421	0.40108	0.40738	0.36945	-0.0567	1.87993	-23.60208	0	0.391965805606344	0.47604	0.49151	0.33259	0.44352	0.21619	0.88332	0.62469	-10.38122	0	0.884889877067926	0.93932	1.00059	0.85751	0.94677	0.68026	0.93224	0.47603	-7.12005	0
"mult"	5	0.265386266983114	0.166759024432395	0.402669010235748	2.93120245950476	0.42181	0.38037	0.41673	0.38274	0.41169	-0.30938	0.92507	-15.09267	0	0.334399953066674	0.37079	0.31569	0.34915	0.2508	0.38557	0.66982	0.46454	-6.82671	0	0.536464004282724	0.5886	0.49214	0.56691	0.45216	0.58252	0.71549	0.43121	-5.93347	0
"mult"	5	0.397362367506139	0.116309743258171	0.400347338686888	4.88015867197607	0.3998	0.39896	0.38556	0.42457	0.39285	-0.10138	1.53344	-21.15746	0	0.390003194308139	0.3708	0.37577	0.36722	0.51196	0.32426	0.99361	0.11678	9.74195	0	0.777152926784471	0.76284	0.76364	0.72348	0.92091	0.7149	0.92392	0.40302	-5.122	0
"mult"	5	0.144704119337257	0.20782191620674	0.37972186163326	1.79399341969497	0.33822	0.3529	0.48194	0.36005	0.3655	-2.64637	0.74979	-12.57168	0	0.322822297600381	0.21617	0.2503	0.57478	0.33551	0.23735	-7.43332	1.14027	-17.60242	0	0.431692735675918	0.3285	0.36226	0.67602	0.42029	0.37139	-3.76203	0.85685	-14.17333	0
"mult"	5	0.491912498080637	0.0811031567282043	0.416727488695282	7.16941251565236	0.42472	0.4161	0.41953	0.4019	0.4214	-0.30712	2.43754	-26.71912	0	0.510424363785005	0.56433	0.51051	0.52559	0.43391	0.51777	0.98821	0.23151	1.53049	0	1.17088115157714	1.23952	1.16767	1.1923	1.0587	1.19622	0.88487	0.72342	-12.14204	0
"mult"	5	0.0879865246010013	0.113146822666749	0.165068782280506	0.591437122654865	0.23787	0.2262	0.06569	-0.04422	0.3398	0.7135	0.11268	10.17132	0	0.0451537545544895	0.0454	0.00813	0.0607	0.01216	0.09938	0.27216	0.1796	4.57732	0	0.0525866388404609	0.05593	0.02406	0.06021	0.00999	0.11275	0.38656	0.16488	5.60329	0
"mult"	5	0.137527137272991	0.0973430126905441	0.0790001871639722	2.48891492466511	0.13146	0.07329	0.06431	0.06041	0.06552	0.93239	0.07359	15.28308	0	0.147177861963638	0.26259	0.1475	0.09824	0.11897	0.10859	0.87458	0.10023	11.57602	0	0.173498075158661	0.29895	0.16591	0.13056	0.13517	0.13689	0.94115	0.06866	16.11564	0
"mult"	5	0.378308670478873	0.0230278532835655	0.39418895088464	4.4653482266253	0.3992	0.39612	0.39465	0.38824	0.39274	0.02456	1.3183	-19.34337	0	0.385566697059902	0.4094	0.37712	0.38399	0.36936	0.38796	0.99666	0.07709	14.72583	0	0.714492366505655	0.74173	0.71338	0.71444	0.6902	0.71272	0.94299	0.31871	-2.3056	0
"mult"	5	0.225515705859289	0.0112183187156916	0.348765475513224	2.05933594862134	0.34671	0.35234	0.34521	0.35368	0.34588	0.40359	0.46827	-6.92272	0	0.223561234378	0.21576	0.22814	0.2246	0.23263	0.21669	0.99904	0.0188	31.65795	0	0.321244427765543	0.31398	0.32726	0.31939	0.33155	0.31404	0.97596	0.09402	12.34378	0
"mult"	5	0.453712769923732	0.111633576569147	0.404452606320677	6.2550395495149	0.4037	0.40568	0.40427	0.39469	0.41392	-0.17248	2.07112	-24.76432	0	0.404605577050034	0.41458	0.3648	0.44426	0.41176	0.38763	0.91075	0.57143	-9.31199	0	0.950612391394666	0.95295	0.93075	0.97347	0.91895	0.97693	0.91988	0.54142	-8.66452	0
"mult"	5	0.371694739197847	0.224367966526188	0.37608855701714	4.10033043275029	0.38337	0.38243	0.37957	0.30668	0.42839	0.22576	1.12372	-17.42701	0	0.330822333887893	0.39987	0.26728	0.34246	0.12562	0.51888	0.92178	0.35717	-3.67275	0	0.608298700344363	0.66594	0.57556	0.6187	0.34257	0.83872	0.95044	0.28429	-0.93435	0
"mult"	5	0.423732708382886	0.18821390188532	0.417611063523055	5.43416116543728	0.38193	0.43602	0.41509	0.42881	0.4262	-0.20469	1.70182	-22.40766	0	0.537442034092771	0.30568	0.67538	0.45457	0.70628	0.5453	0.24289	1.34914	-19.62083	0	0.98641548845042	0.72809	1.13189	0.92312	1.13324	1.01574	0.80698	0.6812	-11.42043	0
"mult"	5	0.155561215698253	0.138692685461137	0.144997770916826	2.19768027568637	0.13932	0.08129	0.20314	0.15982	0.14142	0.48103	0.25118	0.55187	0	0.194489704879549	0.16996	0.05475	0.342	0.21558	0.19017	0.41918	0.26572	-0.12362	0	0.248698825690017	0.22905	0.1055	0.3914	0.27569	0.24186	0.58145	0.22557	1.84221	0
"mult"	5	0.337687179574277	0.10790895181708	0.385210257753469	3.69241827241791	0.3664	0.39981	0.3905	0.37922	0.39012	0.05537	1.07925	-16.94245	0	0.320541210770093	0.34799	0.33668	0.32769	0.31643	0.27392	0.97921	0.16011	5.95583	0	0.576916188759481	0.5636	0.61372	0.58993	0.56206	0.55526	0.9395	0.27313	-0.45348	0
"mult"	5	0.0932119912118651	0.189647074730601	0.548945014377624	0.748275257971897	0.54561	0.46499	0.43081	0.46604	0.83727	-0.32788	0.28286	-0.87342	0	0.169360603909273	0.14931	0.06729	0.0708	0.09744	0.46197	-0.93099	0.3411	-3.12015	0	0.199906255292041	0.18274	0.09744	0.09312	0.12178	0.50445	-0.5118	0.30181	-1.65176	0
"mult"	5	0.419743242976256	0.0250669720117003	0.401554139282839	5.32895540832307	0.40183	0.40044	0.40477	0.40169	0.39904	-0.05674	1.64042	-21.96667	0	0.430995571328627	0.43079	0.41549	0.44715	0.43605	0.42549	0.9944	0.11939	9.4775	0	0.854585913458987	0.85523	0.84132	0.87443	0.85823	0.84372	0.93311	0.41273	-5.40758	0
"mult"	5	0.232095803273842	0.20495440979721	0.358750724376638	2.11512382286352	0.4799	0.36922	0.25664	0.31498	0.37303	0.06424	0.62265	-10.34205	0	0.231988754958621	0.46422	0.19772	0.16644	0.24336	0.0882	0.85594	0.2443	0.88487	0	0.350526320257779	0.61705	0.3256	0.22483	0.31862	0.26653	0.81999	0.27309	-0.452	0
"mult"	5	0.197677855927032	0.0418956684879959	0.326052695274296	1.71858805716918	0.32499	0.33044	0.33604	0.32155	0.31724	0.6221	0.31198	-2.04952	0	0.199855113868427	0.18662	0.21992	0.20371	0.20542	0.1836	0.99573	0.03317	24.84521	0	0.265339521960778	0.25448	0.28321	0.2735	0.26738	0.24812	0.98195	0.06817	16.20095	0
"mult"	5	0.221505845186766	0.199973313661758	0.350646569090289	1.95657839023413	0.37637	0.40661	0.35807	0.39759	0.21459	0.30378	0.47899	-7.19444	0	0.223637496522765	0.24375	0.33473	0.22063	0.26905	0.05002	0.98071	0.07972	14.32362	0	0.318576110982417	0.34866	0.43736	0.31802	0.38421	0.10463	0.94949	0.12901	8.54707	0
"mult"	5	0.107941210945137	0.0546411361428909	0.0976873777285904	1.37681120030335	0.10361	0.0579	0.10955	0.10583	0.11155	0.93828	0.05589	18.58438	0	0.100193462217652	0.10455	0.07407	0.11677	0.09841	0.10717	0.95319	0.04867	20.24384	0	0.112861286706113	0.11844	0.07642	0.12935	0.11579	0.12431	0.93368	0.05794	18.15286	0
"mult"	5	0.278946645511314	0.190155687101651	0.343225927748289	2.72708099946823	0.3468	0.40549	0.35588	0.39112	0.21684	0.44016	0.64638	-10.7909	0	0.246144610710262	0.29871	0.29959	0.30054	0.26846	0.06343	0.89506	0.27985	-0.74535	0	0.390997851383946	0.42641	0.49549	0.43633	0.45524	0.14153	0.93	0.22856	1.68405	0
"mult"	5	0.490076630993281	0.0713214642019011	0.408506821828529	6.98635038191791	0.41543	0.41038	0.4016	0.40145	0.41368	-0.15206	2.27206	-25.8755	0	0.484118899054399	0.49132	0.45196	0.46072	0.46339	0.55321	0.99621	0.13034	8.42374	0	1.09769662008709	1.13121	1.08542	1.05418	1.05528	1.16239	0.92407	0.58329	-9.55844	0
"mult"	5	0.254063566378318	0.194847120088525	0.15288797248749	2.9500554304096	0.13231	0.16745	0.13142	0.1798	0.15347	0.83413	0.35026	-3.43826	0	0.0987975574013089	0.12748	0.09154	0.14276	0.13419	-0.00198	-0.18024	0.93431	-15.2119	0	0.207086735464216	0.20079	0.21807	0.21064	0.25947	0.14646	0.44032	0.64339	-10.73529	0
"mult"	5	0.0723596242023632	0.214728144055698	0.327079576152138	0.571224410996135	0.87921	0.46752	0.40065	0.07005	-0.18204	-0.08566	0.261	0.09144	0	0.167140087562153	0.57503	0.22341	0.19253	-0.02165	-0.13362	-2.59947	0.47524	-7.10016	0	0.166929868496854	0.53265	0.23522	0.20188	-0.00915	-0.12595	-1.45345	0.39236	-4.8004	0
"mult"	5	0.276661947625689	0.00786633195821196	0.366001941892269	2.72195279116856	0.36507	0.36307	0.36903	0.36381	0.36904	0.30338	0.67516	-11.31364	0	0.277907984008813	0.27682	0.26905	0.28596	0.2738	0.28391	0.9997	0.01405	35.15513	0	0.42974171657048	0.42792	0.42018	0.43884	0.42438	0.43739	0.97082	0.13817	7.72374	0
"mult"	5	0.167297382699326	0.188094985496718	0.0959645008708217	2.52419472899792	0.19101	0.12201	-0.03448	0.0089	0.19237	0.83719	0.24495	0.8533	0	0.0428247195962582	0.26037	0.06882	-0.27087	-0.10546	0.26126	-0.36615	0.70954	-11.90957	0	0.128079683436068	0.35825	0.16967	-0.19094	-0.05724	0.36067	0.56941	0.39835	-4.98203	0
"mult"	5	0.232323951658327	0.0304330992512405	0.345653279867831	2.13107786189064	0.34943	0.35601	0.33029	0.34428	0.34825	0.46197	0.46565	-6.85551	0	0.228141046803483	0.24468	0.23742	0.20054	0.22461	0.23345	0.99585	0.04088	22.33877	0	0.327749199360994	0.34284	0.3425	0.29581	0.32402	0.33357	0.97676	0.09677	11.99745	0
"mult"	5	0.115361221786588	0.140640995290596	0.124273415747332	1.93050793269858	0.09868	0.21138	0.11197	0.11577	0.08356	0.10756	0.22555	1.84317	0	0.16955588606172	0.12389	0.33696	0.15484	0.14839	0.08371	-0.4521	0.28771	-1.0777	0	0.202476032985329	0.15388	0.37384	0.1827	0.18313	0.11883	0.01973	0.23639	1.27995	0
"add"	5	0.253117054735776	0.213208301633131	0.0865015699034	1.38410004017703	-0.69255	0.13399	0.32742	0.51523	0.14843	-0.20939	0.53711	-8.56855	0	0.206190511255332	0.07788	0.08143	0.31862	0.41599	0.13703	0.88896	0.16275	5.75934	0	0.224322235038837	0.05857	0.0903	0.3483	0.4789	0.14553	0.79986	0.21849	2.22469	0
"add"	5	0.31852222745074	0.183050027757417	0.361338077603431	1.91420526401522	0.3449	0.36826	0.36	0.37072	0.36282	0.28257	0.45636	-6.61358	0	0.245935634824326	0.26123	0.32901	0.20476	0.21136	0.22332	0.78217	0.25146	0.53827	0	0.336947235879357	0.33691	0.40482	0.30487	0.3181	0.32003	0.88066	0.18613	4.14845	0
"add"	5	0.499186609114986	0.070158229151275	0.18333002097304	3.43328969284366	0.18054	0.16861	0.19349	0.19084	0.18317	0.96491	0.16004	5.96084	0	0.343273566124732	0.3549	0.30195	0.35109	0.35668	0.35174	0.8234	0.35901	-3.73445	0	0.438486774771531	0.44398	0.39076	0.45613	0.45705	0.44451	0.94207	0.20562	2.95348	0
"add"	5	0.392096003284678	0.132049355306663	0.0649132429342802	6.61829877906374	0.03982	0.04395	0.08955	0.0773	0.07394	0.96035	0.12366	9.05574	0	0.352440246490635	0.19578	0.2566	0.4747	0.43444	0.40068	-0.37627	0.72854	-12.22678	0	0.408724084568862	0.24129	0.28209	0.56138	0.49333	0.46553	0.94943	0.13966	7.59537	0
"add"	5	0.0791746907751076	0.0108101434307173	0.010290615570059	7.15900765411142	0.00798	0.01082	0.01097	0.00983	0.01186	0.97972	0.01912	31.4599	0	0.0668009195174987	0.05219	0.0693	0.07149	0.06373	0.0773	0.98794	0.01474	34.5803	0	0.0725711812725462	0.05632	0.07613	0.0774	0.0693	0.08371	0.98043	0.01877	31.67646	0
"add"	5	0.342162876250222	0.106291986070573	0.05617150992315	8.69451232334991	0.05276	0.04518	0.0671	0.05646	0.05936	0.72754	0.31073	-2.00138	0	0.34014854392033	0.32606	0.26597	0.42343	0.34275	0.34254	-0.51786	0.73341	-12.30673	0	0.451760663280831	0.42547	0.35997	0.54553	0.45417	0.47366	0.71056	0.32027	-2.36399	0
"add"	5	0.435292860865593	0.175853271852247	0.134028315093161	4.32362604152714	0.12156	0.12032	0.11864	0.17632	0.1333	0.89272	0.26518	-0.09926	0	0.31153718175257	0.25808	0.30663	0.35552	0.44655	0.19091	0.82537	0.33833	-3.02252	0	0.440088434803038	0.38087	0.40509	0.43168	0.60488	0.37792	0.94033	0.19777	3.42065	0
"add"	5	0.389923956606071	0.0203503663069569	0.335432376030065	2.2523452154579	0.32201	0.326	0.34898	0.34572	0.33445	0.76678	0.31784	-2.27291	0	0.30403265747755	0.29787	0.29137	0.32705	0.30866	0.29521	0.71183	0.35331	-3.54243	0	0.389366674522266	0.37633	0.37307	0.4167	0.39943	0.3813	0.99945	0.01545	34.01473	0
"add"	5	0.0881015382474288	0.0340153421275318	0.0703453778590414	1.46606886699191	0.07864	0.0862	0.07426	0.04988	0.06275	0.97493	0.02501	28.23269	0	0.0855999169941081	0.09947	0.10454	0.09436	0.05087	0.07877	0.95237	0.03448	24.38201	0	0.0934552588840955	0.10665	0.11444	0.10093	0.06061	0.08465	0.97217	0.02635	27.60708	0
"add"	5	0.135015091998503	0.172581330640242	-0.261517563918443	0.785951405602204	-0.14572	-0.23559	-0.60198	-0.14219	-0.18211	-22.87705	1.30231	-19.19693	0	-0.0734741527294593	0.00774	-0.0572	-0.13589	-0.0731	-0.10892	-3.35148	0.55596	-8.98251	0	-0.0958481449500164	-0.01406	-0.08249	-0.18223	-0.08308	-0.11739	-4.95864	0.65058	-10.86848	0
"add"	5	0.458935628191102	0.152742871025112	0.257248554939625	2.38536362607525	0.27475	0.2849	0.04874	0.28137	0.39647	0.88844	0.27444	-0.51119	0	0.279954878891756	0.33126	0.2561	0.15019	0.27244	0.38978	0.93117	0.21557	2.38645	0	0.336760236822949	0.38528	0.31798	0.15272	0.33153	0.4963	0.73257	0.42492	-5.75696	0
"add"	5	0.298270530044101	0.103102700959425	0.196539921678199	2.34729443806449	0.19431	0.17045	0.21932	0.19048	0.20813	0.80863	0.18364	4.30977	0	0.309707720350435	0.27493	0.26138	0.35714	0.30293	0.35217	-2.04113	0.73209	-12.285	0	0.368466509450506	0.34325	0.31243	0.42069	0.35821	0.40777	0.55257	0.28081	-0.78615	0
"add"	5	0.227435853821225	0.217237838311121	0.471228406114164	1.84690056196176	0.5467	0.44879	0.55002	0.4051	0.40553	-3.00032	0.8141	-13.55923	0	0.423289299733108	0.61639	0.339	0.62216	0.3232	0.2157	-21.36344	1.92487	-23.88555	0	0.542907061722011	0.73789	0.46656	0.74531	0.41677	0.34801	-6.49792	1.11456	-17.32874	0
"add"	5	0.213802377972752	0.126830665802117	0.153455296194414	2.46051859158162	0.16131	0.08856	0.1554	0.17469	0.18732	0.33332	0.29479	-1.36952	0	0.255964693669832	0.2442	0.17788	0.23465	0.30312	0.31997	-1.31458	0.54928	-8.83754	0	0.312569359297386	0.31498	0.1959	0.3024	0.36245	0.38712	0.16106	0.33069	-2.7485	0
"add"	5	0.193958203773946	0.168506204034202	0.16614172445337	2.05366420738209	0.16079	0.26359	0.15456	0.16536	0.08641	0.359	0.25631	0.30926	0	0.235659520875826	0.26526	0.42136	0.21633	0.22324	0.05211	-1.3717	0.49302	-7.54076	0	0.281415259955788	0.29454	0.47988	0.25828	0.27243	0.10195	0.05398	0.31137	-2.02616	0
"add"	5	0.21904925206909	0.164155956066679	0.143846918525683	2.34863033336724	0.14051	0.06179	0.15654	0.20231	0.15809	0.82418	0.15361	6.45312	0	0.236797572243397	0.22753	0.06298	0.25071	0.3691	0.27366	-0.13185	0.38974	-4.71989	0	0.281943586279579	0.27231	0.09525	0.30294	0.42125	0.31795	0.72173	0.19325	3.69817	0
"add"	5	0.428702875319868	0.0446034081978723	0.342945736749072	2.43534313907397	0.35084	0.34628	0.33846	0.31755	0.36159	0.77397	0.33326	-2.84114	0	0.346731508262901	0.3619	0.33552	0.35754	0.30759	0.37112	0.29508	0.58853	-9.66573	0	0.442196548467805	0.45996	0.43472	0.44852	0.39285	0.47493	0.99341	0.05688	18.37404	0
"add"	5	0.23297570256982	0.172208489966579	0.0959877888034588	1.28078793539662	0.28044	-0.22257	0.07111	0.25697	0.09399	0.15331	0.3416	-3.13796	0	0.151749101821263	0.28063	-0.01146	0.20434	0.24216	0.04308	0.76356	0.18052	4.51589	0	0.157779557917536	0.30625	-0.04264	0.19904	0.26721	0.05904	0.66319	0.21545	2.39284	0
"add"	5	0.180878797185142	0.132736778527033	0.0527839446516864	4.01315936289418	0.05865	0.06177	0.03925	0.03242	0.07183	0.97275	0.0541	18.97504	0	0.169899637377772	0.18534	0.19696	0.14505	0.08461	0.23754	0.86465	0.12058	9.35806	0	0.197549652488225	0.21822	0.23059	0.15373	0.11362	0.27159	0.96936	0.05737	18.27052	0
"add"	5	0.177353414706886	0.195564889407251	0.0131300186642184	1.40539044344724	0.2032	0.05104	-0.0352	-0.10896	-0.04443	-0.48969	0.46048	-6.72154	0	0.0146373854629879	0.22724	0.00297	-0.05603	-0.0823	-0.01869	-0.78794	0.50448	-7.81655	0	0.0184696111446665	0.25007	0.02602	-0.05369	-0.09978	-0.03027	-0.60712	0.47829	-7.1768	0
"add"	5	0.479538520320784	0.233275592210703	0.0804497328367842	7.24666960118893	0.11658	0.07711	0.09784	0.0463	0.06441	0.94425	0.20924	2.7438	0	0.352831065650597	0.56053	0.29176	0.41338	0.16652	0.33197	0.76409	0.43041	-5.91102	0	0.5018594523501	0.75245	0.46205	0.60737	0.26925	0.41818	0.96865	0.1569	6.19847	0
"add"	5	0.112127689633053	0.158667948271614	0.0256145284995215	4.80718883988703	-0.00858	0.0407	0.02781	0.04604	0.02211	0.85085	0.1193	9.4863	0	0.0712590847232275	-0.06564	0.13752	0.07089	0.17221	0.04132	0.61461	0.19177	3.79035	0	0.109174768285741	-0.04823	0.18021	0.11688	0.20816	0.08886	0.83793	0.12436	8.98778	0
"add"	5	0.243425665691029	0.124026085890364	0.367663100987354	1.84281029976475	0.34469	0.34209	0.336	0.43088	0.38465	-0.08127	0.53884	-8.60722	0	0.214603656987753	0.20513	0.21103	0.13435	0.31192	0.21058	0.91672	0.14954	6.77471	0	0.313309804596791	0.28862	0.29133	0.23269	0.4307	0.32321	0.8201	0.21979	2.15389	0
"add"	5	0.391446008696221	0.14061498263618	0.232688535198108	2.14035889653945	0.14375	0.20196	0.18149	0.29335	0.34289	0.87815	0.23008	1.60454	0	0.295656569369227	0.19602	0.29577	0.32143	0.3651	0.29996	0.73499	0.33931	-3.05732	0	0.342957685432498	0.21654	0.32836	0.34875	0.42474	0.39641	0.88156	0.22684	1.77493	0
"add"	5	0.422928794601466	0.146258397900965	0.361347834581114	2.58428400228104	0.41051	0.30685	0.33016	0.39657	0.36264	0.56283	0.49641	-7.62293	0	0.338897474454589	0.47328	0.1437	0.32931	0.44443	0.30376	0.54851	0.50447	-7.81633	0	0.462082948709331	0.60971	0.26408	0.42843	0.57438	0.43381	0.95936	0.15134	6.63107	0
"add"	5	0.363471162319183	0.14719180733664	0.349692249960504	2.34957447667839	0.34345	0.394	0.42581	0.32115	0.26405	0.6008	0.44057	-6.19095	0	0.296796082438282	0.34111	0.40501	0.4514	0.15938	0.12708	0.8059	0.30721	-1.86447	0	0.402596702274351	0.43179	0.51921	0.58175	0.27313	0.20711	0.97413	0.11216	10.22658	0
"add"	5	0.322271581925452	0.178526054893155	0.117739459019534	3.66449865412264	0.02917	0.14876	0.12353	0.11042	0.17681	0.90056	0.16877	5.32311	0	0.301691755606124	0.01132	0.3966	0.29688	0.33108	0.47258	-0.0577	0.55043	-8.86265	0	0.372355821015857	0.0564	0.47911	0.37931	0.37372	0.57324	0.8485	0.20832	2.79709	0
"add"	5	0.219041773630306	0.0220627492526546	0.0300531862671479	8.16527674545739	0.02981	0.02794	0.02921	0.03215	0.03115	0.9768	0.05606	18.54943	0	0.194086212392364	0.19118	0.17983	0.18592	0.20599	0.20751	0.82709	0.15303	6.49785	0	0.235025802654677	0.23286	0.21825	0.22781	0.25121	0.245	0.97601	0.057	18.34958	0
"add"	5	0.294030887144618	0.200174469151534	0.0546754604909609	1.79987318531986	-0.15683	0.03128	-0.05153	0.20224	0.24823	-0.66975	0.68201	-11.43479	0	0.190170124037334	0.17147	0.09428	0.05242	0.20928	0.42341	0.65616	0.30949	-1.95327	0	0.190536006467234	0.12415	0.08798	0.02653	0.25765	0.45638	0.39779	0.40958	-5.31586	0
"add"	5	0.113778593053576	0.0799067036132328	0.279576519860228	0.881885335809423	0.27864	0.33851	0.24829	0.34129	0.19116	-0.08701	0.17596	4.82277	0	0.159056480142906	0.15249	0.20356	0.12339	0.21824	0.09761	-2.37377	0.30999	-1.97283	0	0.178774988741508	0.17324	0.22696	0.1438	0.23875	0.11111	-0.84267	0.2291	1.65608	0
"add"	5	0.151790297206026	0.152770591492299	0.149887578924967	1.43526873839429	0.16853	0.10761	0.21559	0.01165	0.24605	0.91749	0.10548	10.96367	0	0.117985050170704	0.13836	0.1266	0.19137	-0.08524	0.21883	0.71239	0.19694	3.4712	0	0.145631540425669	0.16626	0.13477	0.22575	-0.05875	0.26013	0.82447	0.15385	6.43415	0
"add"	5	0.366233120218385	0.122425671375822	0.0739496274629459	6.07500371202387	0.05467	0.08758	0.05513	0.09173	0.08064	0.94603	0.14902	6.81658	0	0.29894097864247	0.19133	0.39493	0.21581	0.37473	0.3179	0.65976	0.37418	-4.23114	0	0.397283138841004	0.2806	0.4871	0.29134	0.49647	0.4309	0.96007	0.12819	8.62319	0
"add"	5	0.323944241623394	0.0287690380355343	0.330252544250221	1.88503432287133	0.31035	0.34378	0.32406	0.33548	0.3376	0.76109	0.26441	-0.06438	0	0.262188723810322	0.25523	0.26661	0.24951	0.27898	0.26062	0.76697	0.26114	0.08533	0	0.328315225308922	0.31321	0.3386	0.31461	0.34466	0.3305	0.99678	0.0307	25.77276	0
"add"	5	0.443270114145707	0.017466165299993	0.344269166697069	2.56195756815155	0.34289	0.34675	0.35119	0.33917	0.34134	0.7403	0.38152	-4.46418	0	0.343890346525456	0.33583	0.34775	0.35695	0.34332	0.33561	0.54655	0.50414	-7.80833	0	0.449067931779741	0.44133	0.45405	0.46493	0.44499	0.44004	0.99945	0.01755	32.48466	0
"add"	5	0.255659419973381	0.0240103602991439	0.310290114778983	1.5131260138733	0.31183	0.30765	0.29869	0.32866	0.30461	0.82159	0.1834	4.32581	0	0.209532393703158	0.20723	0.21183	0.21057	0.2138	0.20423	0.91173	0.129	8.54772	0	0.254131054130564	0.25264	0.25503	0.25101	0.26439	0.24759	0.99781	0.02033	30.71926	0
"add"	5	0.232967060408555	0.0984590919688344	0.108229963206889	2.37880964572144	0.15389	0.09193	0.13559	0.09039	0.06936	0.97637	0.05909	17.9163	0	0.183925980166237	0.27831	0.17332	0.24364	0.13315	0.09122	0.91059	0.11494	9.93322	0	0.217070620531729	0.32036	0.19381	0.28052	0.16847	0.12219	0.97245	0.06381	16.99544	0
"add"	5	0.0804217033903115	0.0489524860749952	0.0676717299918291	1.31495010201726	0.0688	0.03913	0.1062	0.06866	0.05557	0.95597	0.02886	26.51693	0	0.0759223147362387	0.07985	0.04298	0.11946	0.08364	0.05369	0.92691	0.03718	23.47578	0	0.0816708885269829	0.08451	0.04652	0.12859	0.08672	0.06202	0.95122	0.03037	25.9027	0
"add"	5	0.382643290504348	0.10549473867286	0.0687124076970083	6.37905328758117	0.08067	0.06179	0.05166	0.06046	0.08897	0.98736	0.07208	15.53217	0	0.322254900104853	0.40933	0.2812	0.22521	0.28767	0.40787	0.38051	0.50466	-7.82075	0	0.400919954761263	0.48364	0.35638	0.29343	0.35329	0.51786	0.98156	0.08708	13.26405	0
"add"	5	0.123223347950261	0.23953640734544	0.138568534399233	2.22992936514031	-0.01411	0.21852	0.05158	0.2437	0.19316	0.33988	0.3311	-2.76325	0	0.177410258259937	-0.18272	0.35119	-0.02737	0.41459	0.33136	0.56405	0.26907	-0.27394	0	0.239508239437395	-0.11412	0.4184	0.03416	0.48008	0.37902	0.51544	0.28368	-0.9082	0
"add"	5	0.381431055557914	0.244835997291375	-0.000944426793244868	2.07675606567767	0.12442	0.03768	0.0774	0.07898	-0.3232	-2.88977	1.1997	-18.21212	0	0.234244452913488	0.23814	0.23935	0.43821	0.2221	0.03342	0.64353	0.36318	-3.87294	0	0.214940489174459	0.25141	0.22044	0.44121	0.21807	-0.05643	0.14219	0.56339	-9.14177	0
