"sim.model"	"fit.model"	"n.muts"	"coes"	"sigma"	"rep"	"s.hats.1"	"s.hats.2"	"s.hats.3"	"s.hats.4"	"s.hats.5"	"R2"	"sig.hat"	"logLike"	"P"
"mult"	"mult"	"5"	"0.3"	"0.08"	"91"	"0.30951"	"0.31941"	"0.29416"	"0.27242"	"0.32362"	"0.98647"	"0.06984"	"40.76371"	"-5.7258"
"mult"	"mult"	"5"	"0.3"	"0.08"	"92"	"0.30448"	"0.30249"	"0.29976"	"0.31559"	"0.3115"	"0.98387"	"0.07724"	"37.54061"	"-1.33735"
"mult"	"mult"	"5"	"0.3"	"0.08"	"93"	"0.30168"	"0.30559"	"0.30465"	"0.31913"	"0.3005"	"0.98404"	"0.07748"	"37.44237"	"-3.83733"
"mult"	"mult"	"5"	"0.3"	"0.08"	"94"	"0.32129"	"0.2778"	"0.31893"	"0.34245"	"0.28256"	"0.97717"	"0.09162"	"32.07845"	"-3.58174"
"mult"	"mult"	"5"	"0.3"	"0.08"	"95"	"0.29444"	"0.34479"	"0.26807"	"0.30944"	"0.29469"	"0.98298"	"0.07961"	"36.57498"	"-5.12529"
"mult"	"mult"	"5"	"0.3"	"0.08"	"96"	"0.30316"	"0.28089"	"0.29068"	"0.30393"	"0.3176"	"0.98738"	"0.06609"	"42.53104"	"-3.32448"
"mult"	"mult"	"5"	"0.3"	"0.08"	"97"	"0.26651"	"0.34221"	"0.28665"	"0.28316"	"0.30443"	"0.97511"	"0.09303"	"31.58699"	"-5.75868"
"mult"	"mult"	"5"	"0.3"	"0.08"	"98"	"0.2545"	"0.34337"	"0.29909"	"0.27441"	"0.31134"	"0.96847"	"0.10545"	"27.57896"	"-6.20629"
"mult"	"mult"	"5"	"0.3"	"0.08"	"99"	"0.27028"	"0.29691"	"0.2643"	"0.29346"	"0.32362"	"0.98028"	"0.07906"	"36.79739"	"-4.12415"
"mult"	"mult"	"5"	"0.3"	"0.08"	"100"	"0.33678"	"0.28736"	"0.31533"	"0.29216"	"0.31565"	"0.98601"	"0.07246"	"39.5832"	"-3.78365"
"mult"	"mult"	"5"	"0.5"	"0.02"	"1"	"0.50528"	"0.50139"	"0.49496"	"0.50243"	"0.50195"	"0.99984"	"0.01772"	"84.6447"	"-3.72265"
"mult"	"mult"	"5"	"0.5"	"0.02"	"2"	"0.49545"	"0.50425"	"0.49987"	"0.50246"	"0.49648"	"0.99984"	"0.01811"	"83.95418"	"-2.05551"
"mult"	"mult"	"5"	"0.5"	"0.02"	"3"	"0.49785"	"0.49764"	"0.49849"	"0.49867"	"0.50127"	"0.99982"	"0.01921"	"82.06405"	"-3.19567"
"mult"	"mult"	"5"	"0.5"	"0.02"	"4"	"0.49981"	"0.49265"	"0.49853"	"0.50799"	"0.49384"	"0.99979"	"0.02063"	"79.78693"	"-2.95123"
"mult"	"mult"	"5"	"0.5"	"0.02"	"5"	"0.50537"	"0.50573"	"0.50529"	"0.49964"	"0.49472"	"0.99963"	"0.02729"	"70.82786"	"-6.23687"
"mult"	"mult"	"5"	"0.5"	"0.02"	"6"	"0.49996"	"0.50227"	"0.49893"	"0.4995"	"0.50192"	"0.99985"	"0.01761"	"84.84807"	"-3.3062"
"mult"	"mult"	"5"	"0.5"	"0.02"	"7"	"0.49739"	"0.5014"	"0.49957"	"0.50401"	"0.50553"	"0.99984"	"0.01814"	"83.89729"	"-8.63562"
"mult"	"mult"	"5"	"0.5"	"0.02"	"8"	"0.50139"	"0.50157"	"0.49414"	"0.49403"	"0.50739"	"0.9997"	"0.02437"	"74.45642"	"-2.31363"
"mult"	"mult"	"5"	"0.5"	"0.02"	"9"	"0.50234"	"0.50279"	"0.49784"	"0.49698"	"0.49819"	"0.99988"	"0.01565"	"88.6302"	"-2.32166"
"mult"	"mult"	"5"	"0.5"	"0.02"	"10"	"0.50715"	"0.49925"	"0.49777"	"0.49469"	"0.50142"	"0.99983"	"0.01869"	"82.94602"	"-5.24634"
"mult"	"mult"	"5"	"0.5"	"0.02"	"11"	"0.49836"	"0.4972"	"0.49886"	"0.50325"	"0.49596"	"0.99974"	"0.02286"	"76.50787"	"-3.94944"
"mult"	"mult"	"5"	"0.5"	"0.02"	"12"	"0.50056"	"0.50017"	"0.50275"	"0.49297"	"0.49719"	"0.99979"	"0.0203"	"80.30652"	"-3.85821"
"mult"	"mult"	"5"	"0.5"	"0.02"	"13"	"0.49762"	"0.4972"	"0.50594"	"0.50606"	"0.50404"	"0.99964"	"0.02683"	"71.37584"	"-3.76571"
"mult"	"mult"	"5"	"0.5"	"0.02"	"14"	"0.49907"	"0.49823"	"0.50001"	"0.49616"	"0.50374"	"0.99974"	"0.02289"	"76.45575"	"-2.92257"
"mult"	"mult"	"5"	"0.5"	"0.02"	"15"	"0.48914"	"0.50323"	"0.49931"	"0.50832"	"0.50249"	"0.99978"	"0.02096"	"79.27153"	"-2.14648"
"mult"	"mult"	"5"	"0.5"	"0.02"	"16"	"0.50703"	"0.50006"	"0.49458"	"0.51302"	"0.50058"	"0.99939"	"0.0352"	"62.69023"	"-4.20715"
"mult"	"mult"	"5"	"0.5"	"0.02"	"17"	"0.50193"	"0.50249"	"0.49932"	"0.49524"	"0.49613"	"0.99976"	"0.0221"	"77.58429"	"-3.98051"
"mult"	"mult"	"5"	"0.5"	"0.02"	"18"	"0.49398"	"0.50457"	"0.5095"	"0.49602"	"0.49456"	"0.9998"	"0.01995"	"80.86455"	"-2.96434"
"mult"	"mult"	"5"	"0.5"	"0.02"	"19"	"0.49545"	"0.50527"	"0.504"	"0.50191"	"0.50135"	"0.99965"	"0.02647"	"71.81027"	"-2.65687"
"mult"	"mult"	"5"	"0.5"	"0.02"	"20"	"0.49797"	"0.49398"	"0.49966"	"0.50209"	"0.49768"	"0.99968"	"0.02538"	"73.15476"	"-3.11577"
"mult"	"mult"	"5"	"0.5"	"0.02"	"21"	"0.49802"	"0.50196"	"0.49564"	"0.49558"	"0.50254"	"0.99974"	"0.02275"	"76.66179"	"-1.41948"
"mult"	"mult"	"5"	"0.5"	"0.02"	"22"	"0.5031"	"0.50268"	"0.49245"	"0.50782"	"0.5016"	"0.99976"	"0.0218"	"78.02241"	"-5.443"
"mult"	"mult"	"5"	"0.5"	"0.02"	"23"	"0.50055"	"0.49539"	"0.49656"	"0.50051"	"0.51068"	"0.99968"	"0.02536"	"73.18528"	"-4.26577"
"mult"	"mult"	"5"	"0.5"	"0.02"	"24"	"0.50858"	"0.49657"	"0.4992"	"0.49911"	"0.50332"	"0.99972"	"0.02387"	"75.11992"	"-5.28102"
"mult"	"mult"	"5"	"0.5"	"0.02"	"25"	"0.4957"	"0.50077"	"0.49721"	"0.49881"	"0.49791"	"0.99978"	"0.02071"	"79.6577"	"-1.89275"
"mult"	"mult"	"5"	"0.5"	"0.02"	"26"	"0.49738"	"0.50202"	"0.49952"	"0.5001"	"0.50093"	"0.99983"	"0.01831"	"83.60049"	"-3.60288"
"mult"	"mult"	"5"	"0.5"	"0.02"	"27"	"0.5003"	"0.5009"	"0.49796"	"0.49979"	"0.49808"	"0.99977"	"0.02129"	"78.78184"	"-4.96048"
"mult"	"mult"	"5"	"0.5"	"0.02"	"28"	"0.49768"	"0.49869"	"0.50015"	"0.49929"	"0.503"	"0.99987"	"0.01637"	"87.18085"	"-3.77767"
"mult"	"mult"	"5"	"0.5"	"0.02"	"29"	"0.50603"	"0.49539"	"0.50657"	"0.49611"	"0.50683"	"0.99975"	"0.02249"	"77.01792"	"-4.85613"
"mult"	"mult"	"5"	"0.5"	"0.02"	"30"	"0.50305"	"0.49875"	"0.49951"	"0.50072"	"0.5036"	"0.99981"	"0.01958"	"81.46173"	"-0.88956"
"mult"	"mult"	"5"	"0.5"	"0.02"	"31"	"0.49994"	"0.50616"	"0.4937"	"0.49745"	"0.49393"	"0.99977"	"0.02128"	"78.78674"	"-5.43004"
"mult"	"mult"	"5"	"0.5"	"0.02"	"32"	"0.50436"	"0.49609"	"0.49606"	"0.50666"	"0.49717"	"0.99987"	"0.01608"	"87.75933"	"-7.18057"
"mult"	"mult"	"5"	"0.5"	"0.02"	"33"	"0.4918"	"0.49731"	"0.49775"	"0.50576"	"0.49503"	"0.99967"	"0.02548"	"73.03378"	"-3.63091"
"mult"	"mult"	"5"	"0.5"	"0.02"	"34"	"0.50001"	"0.49993"	"0.49958"	"0.49781"	"0.49384"	"0.99969"	"0.02494"	"73.71606"	"-2.86038"
"mult"	"mult"	"5"	"0.5"	"0.02"	"35"	"0.49732"	"0.50087"	"0.50936"	"0.50093"	"0.49935"	"0.9998"	"0.02033"	"80.26029"	"-2.45541"
"mult"	"mult"	"5"	"0.5"	"0.02"	"36"	"0.50075"	"0.49791"	"0.49513"	"0.50525"	"0.49408"	"0.99964"	"0.02686"	"71.33974"	"-1.03827"
"mult"	"mult"	"5"	"0.5"	"0.02"	"37"	"0.5076"	"0.50016"	"0.49962"	"0.49465"	"0.50481"	"0.99971"	"0.02409"	"74.81835"	"-7.47819"
"mult"	"mult"	"5"	"0.5"	"0.02"	"38"	"0.49909"	"0.50492"	"0.50061"	"0.49301"	"0.50457"	"0.99971"	"0.02399"	"74.96345"	"-7.51425"
"mult"	"mult"	"5"	"0.5"	"0.02"	"39"	"0.49285"	"0.49604"	"0.50311"	"0.5074"	"0.49751"	"0.99974"	"0.02273"	"76.68346"	"-3.42471"
"mult"	"mult"	"5"	"0.5"	"0.02"	"40"	"0.50125"	"0.49669"	"0.49586"	"0.50902"	"0.49563"	"0.99982"	"0.01877"	"82.80779"	"-5.78305"
"mult"	"mult"	"5"	"0.5"	"0.02"	"41"	"0.49555"	"0.49964"	"0.49913"	"0.49938"	"0.50705"	"0.99986"	"0.01703"	"85.91627"	"-3.65382"
"mult"	"mult"	"5"	"0.5"	"0.02"	"42"	"0.49629"	"0.50057"	"0.49932"	"0.4985"	"0.50187"	"0.9998"	"0.02013"	"80.57567"	"-4.14321"
"mult"	"mult"	"5"	"0.5"	"0.02"	"43"	"0.49541"	"0.4971"	"0.50061"	"0.49987"	"0.49982"	"0.99978"	"0.02114"	"79.00378"	"-4.30419"
"mult"	"mult"	"5"	"0.5"	"0.02"	"44"	"0.49899"	"0.50146"	"0.4975"	"0.49494"	"0.50408"	"0.99984"	"0.01788"	"84.36444"	"-2.55475"
"mult"	"mult"	"5"	"0.5"	"0.02"	"45"	"0.501"	"0.49177"	"0.50758"	"0.4906"	"0.5027"	"0.99979"	"0.02056"	"79.8892"	"-4.73772"
"mult"	"mult"	"5"	"0.5"	"0.02"	"46"	"0.50235"	"0.50858"	"0.50457"	"0.5016"	"0.49682"	"0.99968"	"0.02562"	"72.8497"	"-6.11082"
"mult"	"mult"	"5"	"0.5"	"0.02"	"47"	"0.49464"	"0.50018"	"0.50345"	"0.49874"	"0.50047"	"0.99984"	"0.01789"	"84.34533"	"-2.35798"
"mult"	"mult"	"5"	"0.5"	"0.02"	"48"	"0.50343"	"0.49764"	"0.50447"	"0.4994"	"0.49762"	"0.99975"	"0.02223"	"77.3935"	"-4.46949"
"mult"	"mult"	"5"	"0.5"	"0.02"	"49"	"0.50088"	"0.5008"	"0.50046"	"0.49739"	"0.50142"	"0.99974"	"0.02296"	"76.36401"	"-6.44905"
"mult"	"mult"	"5"	"0.5"	"0.02"	"50"	"0.49877"	"0.49715"	"0.50423"	"0.50232"	"0.50324"	"0.99975"	"0.0226"	"76.86124"	"-1.42684"
"mult"	"mult"	"5"	"0.5"	"0.02"	"51"	"0.49665"	"0.50274"	"0.49759"	"0.5021"	"0.50083"	"0.99972"	"0.02383"	"75.17193"	"-2.65521"
"mult"	"mult"	"5"	"0.5"	"0.02"	"52"	"0.49612"	"0.49921"	"0.49906"	"0.50386"	"0.49904"	"0.9998"	"0.01985"	"81.01799"	"-4.35416"
"mult"	"mult"	"5"	"0.5"	"0.02"	"53"	"0.4941"	"0.50286"	"0.50538"	"0.49999"	"0.48942"	"0.99966"	"0.02603"	"72.34265"	"-4.77579"
"mult"	"mult"	"5"	"0.5"	"0.02"	"54"	"0.50333"	"0.49371"	"0.50055"	"0.49494"	"0.50316"	"0.99975"	"0.02235"	"77.22097"	"-5.58102"
"mult"	"mult"	"5"	"0.5"	"0.02"	"55"	"0.50428"	"0.49861"	"0.49439"	"0.49849"	"0.49706"	"0.99965"	"0.02661"	"71.63876"	"-1.48395"
"mult"	"mult"	"5"	"0.5"	"0.02"	"56"	"0.49944"	"0.49779"	"0.49908"	"0.49817"	"0.49795"	"0.99975"	"0.02216"	"77.49086"	"-1.29746"
"mult"	"mult"	"5"	"0.5"	"0.02"	"57"	"0.49681"	"0.49713"	"0.50175"	"0.50148"	"0.50475"	"0.9998"	"0.02019"	"80.47849"	"-4.22234"
"mult"	"mult"	"5"	"0.5"	"0.02"	"58"	"0.49523"	"0.4941"	"0.50218"	"0.50427"	"0.50394"	"0.99978"	"0.02102"	"79.18643"	"-5.41238"
"mult"	"mult"	"5"	"0.5"	"0.02"	"59"	"0.49491"	"0.50486"	"0.5054"	"0.49878"	"0.49329"	"0.9998"	"0.02021"	"80.45234"	"-3.2741"
"mult"	"mult"	"5"	"0.5"	"0.02"	"60"	"0.50359"	"0.49961"	"0.49976"	"0.49654"	"0.50533"	"0.99966"	"0.02632"	"71.99442"	"-3.68578"
"mult"	"mult"	"5"	"0.5"	"0.02"	"61"	"0.4996"	"0.5036"	"0.49752"	"0.501"	"0.50374"	"0.99977"	"0.02135"	"78.68453"	"-3.5124"
"mult"	"mult"	"5"	"0.5"	"0.02"	"62"	"0.4984"	"0.49567"	"0.49942"	"0.49447"	"0.50151"	"0.9997"	"0.02453"	"74.24309"	"-1.87157"
"mult"	"mult"	"5"	"0.5"	"0.02"	"63"	"0.50162"	"0.4987"	"0.49798"	"0.50538"	"0.50458"	"0.99969"	"0.02516"	"73.4349"	"-4.7882"
"mult"	"mult"	"5"	"0.5"	"0.02"	"64"	"0.50041"	"0.50347"	"0.49518"	"0.50555"	"0.49661"	"0.99976"	"0.02186"	"77.93509"	"-3.29509"
"mult"	"mult"	"5"	"0.5"	"0.02"	"65"	"0.50515"	"0.50271"	"0.49652"	"0.50383"	"0.49548"	"0.99982"	"0.01905"	"82.32829"	"-3.41933"
"mult"	"mult"	"5"	"0.5"	"0.02"	"66"	"0.49621"	"0.49978"	"0.50725"	"0.50043"	"0.49678"	"0.99978"	"0.02088"	"79.40561"	"-6.19361"
"mult"	"mult"	"5"	"0.5"	"0.02"	"67"	"0.49665"	"0.49821"	"0.50519"	"0.49914"	"0.49916"	"0.99978"	"0.02088"	"79.40644"	"-3.56469"
"mult"	"mult"	"5"	"0.5"	"0.02"	"68"	"0.50146"	"0.49877"	"0.49912"	"0.49211"	"0.50195"	"0.99964"	"0.02692"	"71.27075"	"-3.78216"
"mult"	"mult"	"5"	"0.5"	"0.02"	"69"	"0.49439"	"0.51164"	"0.49554"	"0.49992"	"0.49421"	"0.99966"	"0.02581"	"72.61876"	"-4.12305"
"mult"	"mult"	"5"	"0.5"	"0.02"	"70"	"0.50964"	"0.49225"	"0.49898"	"0.49417"	"0.50616"	"0.99975"	"0.02255"	"76.93681"	"-5.63895"
"mult"	"mult"	"5"	"0.5"	"0.02"	"71"	"0.49607"	"0.51261"	"0.49742"	"0.50214"	"0.49683"	"0.99985"	"0.01745"	"85.1449"	"-8.21337"
"mult"	"mult"	"5"	"0.5"	"0.02"	"72"	"0.4973"	"0.49659"	"0.49922"	"0.49816"	"0.50683"	"0.99979"	"0.02051"	"79.97837"	"-5.88629"
"mult"	"mult"	"5"	"0.5"	"0.02"	"73"	"0.4995"	"0.50119"	"0.49727"	"0.50441"	"0.50825"	"0.99948"	"0.03236"	"65.37783"	"-5.26006"
"mult"	"mult"	"5"	"0.5"	"0.02"	"74"	"0.49942"	"0.49968"	"0.50308"	"0.50348"	"0.50328"	"0.99971"	"0.02408"	"74.83864"	"-3.13211"
"mult"	"mult"	"5"	"0.5"	"0.02"	"75"	"0.49616"	"0.49847"	"0.51002"	"0.50018"	"0.4956"	"0.99984"	"0.01801"	"84.13534"	"-4.61135"
"mult"	"mult"	"5"	"0.5"	"0.02"	"76"	"0.50688"	"0.49759"	"0.49037"	"0.50717"	"0.50344"	"0.99979"	"0.02069"	"79.69003"	"-4.22226"
"mult"	"mult"	"5"	"0.5"	"0.02"	"77"	"0.49879"	"0.49372"	"0.50198"	"0.49983"	"0.5038"	"0.99978"	"0.02107"	"79.10952"	"-3.32483"
"mult"	"mult"	"5"	"0.5"	"0.02"	"78"	"0.50485"	"0.50226"	"0.49817"	"0.49734"	"0.49698"	"0.99981"	"0.01939"	"81.76502"	"-4.38308"
"mult"	"mult"	"5"	"0.5"	"0.02"	"79"	"0.49746"	"0.50533"	"0.50622"	"0.49983"	"0.49182"	"0.99976"	"0.02182"	"77.99467"	"-3.44194"
"mult"	"mult"	"5"	"0.5"	"0.02"	"80"	"0.48982"	"0.49792"	"0.4992"	"0.50347"	"0.50367"	"0.99972"	"0.02384"	"75.16287"	"-2.27396"
"mult"	"mult"	"5"	"0.5"	"0.02"	"81"	"0.48947"	"0.50976"	"0.49804"	"0.50117"	"0.49667"	"0.99969"	"0.02501"	"73.62071"	"-5.54515"
"mult"	"mult"	"5"	"0.5"	"0.02"	"82"	"0.50452"	"0.50561"	"0.49892"	"0.50503"	"0.49666"	"0.9997"	"0.02484"	"73.84187"	"-2.97244"
"mult"	"mult"	"5"	"0.5"	"0.02"	"83"	"0.49538"	"0.49143"	"0.50176"	"0.50461"	"0.50609"	"0.99981"	"0.01964"	"81.3542"	"-3.83765"
"mult"	"mult"	"5"	"0.5"	"0.02"	"84"	"0.50274"	"0.49618"	"0.49867"	"0.49876"	"0.50205"	"0.99979"	"0.02052"	"79.95507"	"-2.59205"
"mult"	"mult"	"5"	"0.5"	"0.02"	"85"	"0.50856"	"0.50263"	"0.49255"	"0.49464"	"0.49893"	"0.99982"	"0.01907"	"82.30316"	"-4.77926"
"mult"	"mult"	"5"	"0.5"	"0.02"	"86"	"0.50268"	"0.4959"	"0.50009"	"0.50319"	"0.49754"	"0.99983"	"0.01861"	"83.07607"	"-1.42511"
"mult"	"mult"	"5"	"0.5"	"0.02"	"87"	"0.49901"	"0.50243"	"0.49883"	"0.50031"	"0.49517"	"0.99982"	"0.01909"	"82.26246"	"-3.45568"
"mult"	"mult"	"5"	"0.5"	"0.02"	"88"	"0.50865"	"0.48883"	"0.50328"	"0.49491"	"0.50171"	"0.99982"	"0.01916"	"82.15952"	"-4.12573"
"mult"	"mult"	"5"	"0.5"	"0.02"	"89"	"0.49967"	"0.4991"	"0.50349"	"0.50251"	"0.49031"	"0.99981"	"0.01971"	"81.24547"	"-3.85015"
"mult"	"mult"	"5"	"0.5"	"0.02"	"90"	"0.5043"	"0.50089"	"0.49574"	"0.50173"	"0.5014"	"0.99978"	"0.02094"	"79.30266"	"-6.76009"
"mult"	"mult"	"5"	"0.5"	"0.02"	"91"	"0.49926"	"0.49576"	"0.49923"	"0.49565"	"0.49935"	"0.99975"	"0.02233"	"77.24853"	"-4.47023"
"mult"	"mult"	"5"	"0.5"	"0.02"	"92"	"0.4974"	"0.50093"	"0.49481"	"0.50201"	"0.50361"	"0.99983"	"0.01849"	"83.28328"	"-4.28218"
"mult"	"mult"	"5"	"0.5"	"0.02"	"93"	"0.50079"	"0.50306"	"0.48988"	"0.50504"	"0.50173"	"0.99975"	"0.02252"	"76.97696"	"-3.27184"
"mult"	"mult"	"5"	"0.5"	"0.02"	"94"	"0.49181"	"0.49352"	"0.50232"	"0.51173"	"0.49773"	"0.99977"	"0.02166"	"78.22843"	"-4.84147"
"mult"	"mult"	"5"	"0.5"	"0.02"	"95"	"0.50856"	"0.50043"	"0.49999"	"0.49781"	"0.50177"	"0.99971"	"0.02428"	"74.57047"	"-4.51684"
"mult"	"mult"	"5"	"0.5"	"0.02"	"96"	"0.50778"	"0.49726"	"0.5005"	"0.49025"	"0.50096"	"0.99979"	"0.02053"	"79.93411"	"-6.76459"
"mult"	"mult"	"5"	"0.5"	"0.02"	"97"	"0.50608"	"0.50062"	"0.49285"	"0.5015"	"0.50299"	"0.99974"	"0.02293"	"76.40243"	"-3.64974"
"mult"	"mult"	"5"	"0.5"	"0.02"	"98"	"0.50601"	"0.4977"	"0.50254"	"0.50076"	"0.49861"	"0.99975"	"0.02265"	"76.80084"	"-4.67194"
"mult"	"mult"	"5"	"0.5"	"0.02"	"99"	"0.50462"	"0.4917"	"0.50568"	"0.5078"	"0.49803"	"0.99976"	"0.02215"	"77.51697"	"-4.27889"
"mult"	"mult"	"5"	"0.5"	"0.02"	"100"	"0.50363"	"0.49917"	"0.49394"	"0.49565"	"0.50353"	"0.99973"	"0.02334"	"75.83349"	"-4.7432"
"mult"	"mult"	"5"	"0.5"	"0.05"	"1"	"0.49924"	"0.50025"	"0.50213"	"0.48861"	"0.49394"	"0.99873"	"0.05012"	"51.38194"	"-2.21101"
"mult"	"mult"	"5"	"0.5"	"0.05"	"2"	"0.50567"	"0.49526"	"0.50052"	"0.49204"	"0.49424"	"0.99884"	"0.04795"	"52.79713"	"-2.45014"
"mult"	"mult"	"5"	"0.5"	"0.05"	"3"	"0.49844"	"0.51935"	"0.50712"	"0.49596"	"0.49639"	"0.99775"	"0.06765"	"41.78122"	"-1.81769"
"mult"	"mult"	"5"	"0.5"	"0.05"	"4"	"0.5109"	"0.48809"	"0.49164"	"0.50632"	"0.51443"	"0.99857"	"0.05422"	"48.86606"	"-5.61158"
"mult"	"mult"	"5"	"0.5"	"0.05"	"5"	"0.50617"	"0.5059"	"0.51111"	"0.49968"	"0.49593"	"0.99885"	"0.0485"	"52.4342"	"-3.81265"
"mult"	"mult"	"5"	"0.5"	"0.05"	"6"	"0.51688"	"0.50653"	"0.51167"	"0.47971"	"0.4759"	"0.99823"	"0.05939"	"45.94951"	"-2.40392"
"mult"	"mult"	"5"	"0.5"	"0.05"	"7"	"0.50266"	"0.51196"	"0.48955"	"0.51682"	"0.48171"	"0.99835"	"0.05748"	"46.99595"	"-3.56091"
"mult"	"mult"	"5"	"0.5"	"0.05"	"8"	"0.50603"	"0.5038"	"0.48296"	"0.50014"	"0.48951"	"0.99862"	"0.05219"	"50.0871"	"-3.36431"
"mult"	"mult"	"5"	"0.5"	"0.05"	"9"	"0.51597"	"0.4987"	"0.52311"	"0.49112"	"0.48148"	"0.9984"	"0.05679"	"47.38"	"-4.14176"
"mult"	"mult"	"5"	"0.5"	"0.05"	"10"	"0.49743"	"0.50925"	"0.47535"	"0.50625"	"0.50362"	"0.99807"	"0.06194"	"44.60701"	"-5.93824"
"mult"	"mult"	"5"	"0.5"	"0.05"	"11"	"0.50458"	"0.49217"	"0.49328"	"0.49295"	"0.51492"	"0.99881"	"0.04917"	"51.99416"	"-5.39701"
"mult"	"mult"	"5"	"0.5"	"0.05"	"12"	"0.50107"	"0.50871"	"0.50613"	"0.52062"	"0.49685"	"0.99781"	"0.06755"	"41.82842"	"-5.39179"
"mult"	"mult"	"5"	"0.5"	"0.05"	"13"	"0.48082"	"0.4885"	"0.5101"	"0.50191"	"0.50395"	"0.99893"	"0.04572"	"54.32313"	"-4.9163"
"mult"	"mult"	"5"	"0.5"	"0.05"	"14"	"0.48626"	"0.49863"	"0.48669"	"0.50427"	"0.50928"	"0.99842"	"0.05608"	"47.78739"	"-3.98318"
"mult"	"mult"	"5"	"0.5"	"0.05"	"15"	"0.50588"	"0.49575"	"0.50134"	"0.51292"	"0.51221"	"0.99787"	"0.06584"	"42.65109"	"-4.14351"
"mult"	"mult"	"5"	"0.5"	"0.05"	"16"	"0.505"	"0.50691"	"0.47817"	"0.49183"	"0.51589"	"0.99881"	"0.04903"	"52.08406"	"-3.58896"
"mult"	"mult"	"5"	"0.5"	"0.05"	"17"	"0.50349"	"0.51318"	"0.49266"	"0.5126"	"0.5008"	"0.99827"	"0.05924"	"46.03292"	"-3.49316"
"mult"	"mult"	"5"	"0.5"	"0.05"	"18"	"0.52098"	"0.47915"	"0.5188"	"0.50041"	"0.49544"	"0.9978"	"0.06711"	"42.04063"	"-5.30743"
"mult"	"mult"	"5"	"0.5"	"0.05"	"19"	"0.51286"	"0.51384"	"0.47759"	"0.49056"	"0.49275"	"0.9986"	"0.05267"	"49.79512"	"-6.57936"
"mult"	"mult"	"5"	"0.5"	"0.05"	"20"	"0.49548"	"0.50499"	"0.49648"	"0.49756"	"0.4903"	"0.99835"	"0.05707"	"47.22514"	"-2.98439"
"mult"	"mult"	"5"	"0.5"	"0.05"	"21"	"0.48847"	"0.48662"	"0.52401"	"0.49429"	"0.50969"	"0.999"	"0.04485"	"54.93262"	"-3.9973"
"mult"	"mult"	"5"	"0.5"	"0.05"	"22"	"0.51583"	"0.50303"	"0.49019"	"0.49903"	"0.51403"	"0.99792"	"0.06519"	"42.96766"	"-4.96576"
"mult"	"mult"	"5"	"0.5"	"0.05"	"23"	"0.49011"	"0.48386"	"0.50324"	"0.5148"	"0.48909"	"0.99796"	"0.06362"	"43.74923"	"-4.3909"
"mult"	"mult"	"5"	"0.5"	"0.05"	"24"	"0.49851"	"0.49107"	"0.50849"	"0.50142"	"0.48408"	"0.99798"	"0.06378"	"43.66557"	"-1.9852"
"mult"	"mult"	"5"	"0.5"	"0.05"	"25"	"0.50515"	"0.50528"	"0.4978"	"0.47851"	"0.51827"	"0.99851"	"0.05458"	"48.65309"	"-8.08846"
"mult"	"mult"	"5"	"0.5"	"0.05"	"26"	"0.52375"	"0.5189"	"0.48192"	"0.51123"	"0.49553"	"0.99656"	"0.08378"	"34.94072"	"-8.02346"
"mult"	"mult"	"5"	"0.5"	"0.05"	"27"	"0.50571"	"0.4821"	"0.49935"	"0.4945"	"0.51895"	"0.99868"	"0.05171"	"50.38192"	"-5.84763"
"mult"	"mult"	"5"	"0.5"	"0.05"	"28"	"0.50625"	"0.50774"	"0.48742"	"0.50825"	"0.48359"	"0.99891"	"0.04664"	"53.68424"	"-1.86168"
"mult"	"mult"	"5"	"0.5"	"0.05"	"29"	"0.50709"	"0.50429"	"0.48541"	"0.48166"	"0.50174"	"0.99884"	"0.04763"	"53.00893"	"-5.74064"
"mult"	"mult"	"5"	"0.5"	"0.05"	"30"	"0.52925"	"0.50192"	"0.4961"	"0.50166"	"0.51144"	"0.99714"	"0.0769"	"37.68292"	"-5.43656"
"mult"	"mult"	"5"	"0.5"	"0.05"	"31"	"0.48242"	"0.51089"	"0.48449"	"0.48701"	"0.51163"	"0.99825"	"0.05869"	"46.32824"	"-1.51289"
"mult"	"mult"	"5"	"0.5"	"0.05"	"32"	"0.49527"	"0.4905"	"0.50148"	"0.49386"	"0.50478"	"0.99872"	"0.05042"	"51.19"	"-4.92379"
"mult"	"mult"	"5"	"0.5"	"0.05"	"33"	"0.49443"	"0.49535"	"0.50658"	"0.50491"	"0.49207"	"0.99863"	"0.05242"	"49.94249"	"-3.85007"
"mult"	"mult"	"5"	"0.5"	"0.05"	"34"	"0.48866"	"0.48474"	"0.4957"	"0.51285"	"0.51885"	"0.99841"	"0.05669"	"47.44112"	"-5.90077"
"mult"	"mult"	"5"	"0.5"	"0.05"	"35"	"0.50518"	"0.51595"	"0.49533"	"0.49643"	"0.50686"	"0.99859"	"0.05386"	"49.07599"	"-2.09062"
"mult"	"mult"	"5"	"0.5"	"0.05"	"36"	"0.50863"	"0.50126"	"0.49782"	"0.52425"	"0.49373"	"0.99822"	"0.06018"	"45.52721"	"-3.8542"
"mult"	"mult"	"5"	"0.5"	"0.05"	"37"	"0.50591"	"0.50539"	"0.48748"	"0.51763"	"0.47038"	"0.9978"	"0.06635"	"42.40619"	"-6.73971"
