"sim.model"	"fit.model"	"n.muts"	"coes"	"sigma"	"rep"	"s.hats.1"	"s.hats.2"	"s.hats.3"	"s.hats.4"	"s.hats.5"	"R2"	"sig.hat"	"logLike"	"P"
"mult"	"mult"	"5"	"0.3"	"0.05"	"44"	"0.30637"	"0.29329"	"0.30183"	"0.30135"	"0.2721"	"0.99163"	"0.05273"	"49.7552"	"-7.01232"
"mult"	"mult"	"5"	"0.3"	"0.05"	"45"	"0.30295"	"0.28726"	"0.31787"	"0.30274"	"0.29927"	"0.99614"	"0.03673"	"61.32845"	"-9.0415"
"mult"	"mult"	"5"	"0.3"	"0.05"	"46"	"0.28424"	"0.29508"	"0.29746"	"0.29583"	"0.31721"	"0.99563"	"0.03846"	"59.85266"	"-3.90162"
"mult"	"mult"	"5"	"0.3"	"0.05"	"47"	"0.29163"	"0.30698"	"0.30188"	"0.31033"	"0.29205"	"0.99465"	"0.04354"	"55.88312"	"-4.60599"
"mult"	"mult"	"5"	"0.3"	"0.05"	"48"	"0.31349"	"0.27375"	"0.31542"	"0.2962"	"0.31446"	"0.99218"	"0.0526"	"49.83684"	"-3.58384"
"mult"	"mult"	"5"	"0.3"	"0.05"	"49"	"0.2985"	"0.30242"	"0.29705"	"0.30343"	"0.32603"	"0.99177"	"0.05401"	"48.98849"	"-8.03548"
"mult"	"mult"	"5"	"0.3"	"0.05"	"50"	"0.2975"	"0.29934"	"0.30165"	"0.29728"	"0.2925"	"0.99519"	"0.04028"	"58.37704"	"-6.23514"
"mult"	"mult"	"5"	"0.3"	"0.05"	"51"	"0.27604"	"0.28197"	"0.29567"	"0.31659"	"0.30842"	"0.99444"	"0.04291"	"56.3508"	"-4.03655"
"mult"	"mult"	"5"	"0.3"	"0.05"	"52"	"0.29483"	"0.32212"	"0.29674"	"0.29072"	"0.31569"	"0.99158"	"0.05512"	"48.33932"	"-4.5087"
"mult"	"mult"	"5"	"0.3"	"0.05"	"53"	"0.29681"	"0.30122"	"0.30227"	"0.31547"	"0.29938"	"0.9956"	"0.03927"	"59.18977"	"-6.74221"
"mult"	"mult"	"5"	"0.3"	"0.05"	"54"	"0.30721"	"0.30068"	"0.29651"	"0.30243"	"0.31416"	"0.99066"	"0.05792"	"46.75153"	"-2.16049"
"mult"	"mult"	"5"	"0.3"	"0.05"	"55"	"0.2961"	"0.29922"	"0.30769"	"0.29028"	"0.29597"	"0.99455"	"0.04323"	"56.1128"	"-1.68821"
"mult"	"mult"	"5"	"0.3"	"0.05"	"56"	"0.29512"	"0.32493"	"0.28793"	"0.30018"	"0.30749"	"0.9942"	"0.04553"	"54.45662"	"-3.16131"
"mult"	"mult"	"5"	"0.3"	"0.05"	"57"	"0.28461"	"0.30489"	"0.29202"	"0.31966"	"0.28959"	"0.99348"	"0.0471"	"53.37131"	"-3.81576"
"mult"	"mult"	"5"	"0.3"	"0.05"	"58"	"0.30399"	"0.31854"	"0.28978"	"0.30111"	"0.28732"	"0.99178"	"0.05301"	"49.58887"	"-7.89033"
"mult"	"mult"	"5"	"0.3"	"0.05"	"59"	"0.3045"	"0.29999"	"0.28293"	"0.30735"	"0.28697"	"0.99239"	"0.05046"	"51.16216"	"-6.62458"
"mult"	"mult"	"5"	"0.3"	"0.05"	"60"	"0.31325"	"0.29028"	"0.3036"	"0.27927"	"0.31557"	"0.99379"	"0.04645"	"53.81219"	"-4.3036"
"mult"	"mult"	"5"	"0.3"	"0.05"	"61"	"0.31226"	"0.29614"	"0.28607"	"0.29567"	"0.27161"	"0.98423"	"0.0716"	"39.96866"	"-4.39"
"mult"	"mult"	"5"	"0.3"	"0.05"	"62"	"0.30159"	"0.2842"	"0.28396"	"0.30817"	"0.30764"	"0.99228"	"0.05168"	"50.40105"	"-2.00608"
"mult"	"mult"	"5"	"0.3"	"0.05"	"63"	"0.30735"	"0.28642"	"0.3059"	"0.27562"	"0.31069"	"0.99257"	"0.05005"	"51.42449"	"-5.36367"
"mult"	"mult"	"5"	"0.3"	"0.05"	"64"	"0.29843"	"0.31013"	"0.28143"	"0.29977"	"0.27899"	"0.98846"	"0.06146"	"44.85183"	"-5.60862"
"mult"	"mult"	"5"	"0.3"	"0.05"	"65"	"0.27523"	"0.30775"	"0.31106"	"0.30195"	"0.2986"	"0.99164"	"0.0536"	"49.23193"	"-2.66901"
"mult"	"mult"	"5"	"0.3"	"0.05"	"66"	"0.28728"	"0.3012"	"0.29046"	"0.30595"	"0.31719"	"0.9942"	"0.0447"	"55.0461"	"-3.87229"
"mult"	"mult"	"5"	"0.3"	"0.05"	"67"	"0.31458"	"0.30491"	"0.28912"	"0.32729"	"0.30909"	"0.98745"	"0.06874"	"41.27168"	"-2.54183"
"mult"	"mult"	"5"	"0.3"	"0.05"	"68"	"0.28028"	"0.29837"	"0.27469"	"0.32116"	"0.31547"	"0.99199"	"0.05234"	"49.99223"	"-6.23252"
"mult"	"mult"	"5"	"0.3"	"0.05"	"69"	"0.3237"	"0.32573"	"0.28069"	"0.30324"	"0.29024"	"0.98987"	"0.06079"	"45.20207"	"-5.8377"
"mult"	"mult"	"5"	"0.3"	"0.05"	"70"	"0.29669"	"0.30118"	"0.2818"	"0.29114"	"0.31321"	"0.99263"	"0.05022"	"51.31456"	"-5.17055"
"mult"	"mult"	"5"	"0.3"	"0.05"	"71"	"0.29781"	"0.30794"	"0.31209"	"0.29179"	"0.28921"	"0.99312"	"0.04886"	"52.19432"	"-2.09207"
"mult"	"mult"	"5"	"0.3"	"0.05"	"72"	"0.31003"	"0.29798"	"0.31101"	"0.28672"	"0.30145"	"0.99553"	"0.03988"	"58.69533"	"-5.01118"
"mult"	"mult"	"5"	"0.3"	"0.05"	"73"	"0.29184"	"0.30773"	"0.30846"	"0.28754"	"0.29492"	"0.9929"	"0.04939"	"51.85007"	"-3.41837"
"mult"	"mult"	"5"	"0.3"	"0.05"	"74"	"0.28684"	"0.30243"	"0.3092"	"0.32026"	"0.29811"	"0.99083"	"0.05684"	"47.3562"	"-6.86638"
"mult"	"mult"	"5"	"0.3"	"0.05"	"75"	"0.31214"	"0.31336"	"0.30986"	"0.29201"	"0.28624"	"0.99227"	"0.05239"	"49.96121"	"-2.86518"
"mult"	"mult"	"5"	"0.3"	"0.05"	"76"	"0.29138"	"0.28395"	"0.29034"	"0.3002"	"0.32721"	"0.99375"	"0.0464"	"53.84676"	"-2.76485"
"mult"	"mult"	"5"	"0.3"	"0.05"	"77"	"0.32845"	"0.29095"	"0.30904"	"0.27763"	"0.3317"	"0.99293"	"0.05091"	"50.87907"	"-5.09186"
"mult"	"mult"	"5"	"0.3"	"0.05"	"78"	"0.30689"	"0.27682"	"0.28468"	"0.30852"	"0.32336"	"0.99216"	"0.05249"	"49.89917"	"-1.35347"
"mult"	"mult"	"5"	"0.3"	"0.05"	"79"	"0.30261"	"0.32334"	"0.29824"	"0.28951"	"0.29398"	"0.99114"	"0.05542"	"48.16523"	"-5.82256"
"mult"	"mult"	"5"	"0.3"	"0.05"	"80"	"0.28952"	"0.3147"	"0.30941"	"0.29704"	"0.29564"	"0.99379"	"0.04674"	"53.61521"	"-2.96289"
"mult"	"mult"	"5"	"0.3"	"0.05"	"81"	"0.30949"	"0.30884"	"0.27237"	"0.3046"	"0.27588"	"0.98866"	"0.06102"	"45.08116"	"-6.29933"
"mult"	"mult"	"5"	"0.3"	"0.05"	"82"	"0.29916"	"0.28629"	"0.28984"	"0.32059"	"0.2892"	"0.99078"	"0.05599"	"47.8366"	"-6.24344"
"mult"	"mult"	"5"	"0.3"	"0.05"	"83"	"0.30747"	"0.31026"	"0.29814"	"0.30399"	"0.29731"	"0.99281"	"0.05028"	"51.27612"	"-5.33316"
"mult"	"mult"	"5"	"0.3"	"0.05"	"84"	"0.29908"	"0.28159"	"0.31649"	"0.30193"	"0.30669"	"0.99216"	"0.05262"	"49.82352"	"-6.23416"
"mult"	"mult"	"5"	"0.3"	"0.05"	"85"	"0.27992"	"0.31122"	"0.31289"	"0.29971"	"0.3321"	"0.99271"	"0.05166"	"50.40921"	"-3.72346"
"mult"	"mult"	"5"	"0.3"	"0.05"	"86"	"0.32339"	"0.31706"	"0.3299"	"0.3146"	"0.28086"	"0.98083"	"0.08598"	"34.11019"	"-3.33513"
"mult"	"mult"	"5"	"0.3"	"0.05"	"87"	"0.30787"	"0.2932"	"0.30285"	"0.29234"	"0.31285"	"0.99116"	"0.05576"	"47.96641"	"-2.29094"
"mult"	"mult"	"5"	"0.3"	"0.05"	"88"	"0.2971"	"0.26515"	"0.29842"	"0.32314"	"0.29457"	"0.99121"	"0.05389"	"49.06009"	"-5.90507"
"mult"	"mult"	"5"	"0.3"	"0.05"	"89"	"0.30706"	"0.31025"	"0.29215"	"0.29887"	"0.31116"	"0.99189"	"0.05387"	"49.06924"	"-2.6855"
"mult"	"mult"	"5"	"0.3"	"0.05"	"90"	"0.31496"	"0.32249"	"0.28319"	"0.26794"	"0.32777"	"0.98803"	"0.065"	"43.06218"	"-11.20323"
"mult"	"mult"	"5"	"0.3"	"0.05"	"91"	"0.27907"	"0.30675"	"0.29098"	"0.30925"	"0.29443"	"0.99539"	"0.03928"	"59.17518"	"-4.99574"
"mult"	"mult"	"5"	"0.3"	"0.05"	"92"	"0.29025"	"0.32026"	"0.31286"	"0.31167"	"0.30564"	"0.98473"	"0.07498"	"38.49274"	"-2.18751"
"mult"	"mult"	"5"	"0.3"	"0.05"	"93"	"0.30157"	"0.27805"	"0.30518"	"0.28647"	"0.31573"	"0.99139"	"0.05387"	"49.07057"	"-5.02675"
"mult"	"mult"	"5"	"0.3"	"0.05"	"94"	"0.27552"	"0.28811"	"0.29532"	"0.29892"	"0.30913"	"0.99206"	"0.05127"	"50.65412"	"-2.40771"
"mult"	"mult"	"5"	"0.3"	"0.05"	"95"	"0.28373"	"0.32831"	"0.31754"	"0.29708"	"0.30632"	"0.98974"	"0.06153"	"44.81743"	"-6.72897"
"mult"	"mult"	"5"	"0.3"	"0.05"	"96"	"0.27794"	"0.28955"	"0.30216"	"0.32144"	"0.29792"	"0.99375"	"0.04622"	"53.97314"	"-3.54859"
"mult"	"mult"	"5"	"0.3"	"0.05"	"97"	"0.29166"	"0.3067"	"0.28025"	"0.30167"	"0.3194"	"0.99329"	"0.04855"	"52.40132"	"-5.70894"
"mult"	"mult"	"5"	"0.3"	"0.05"	"98"	"0.27148"	"0.2922"	"0.30923"	"0.3276"	"0.29996"	"0.99219"	"0.0526"	"49.83294"	"-7.04908"
"mult"	"mult"	"5"	"0.3"	"0.05"	"99"	"0.30446"	"0.28704"	"0.33159"	"0.28848"	"0.30718"	"0.991"	"0.05675"	"47.40415"	"-5.53561"
"mult"	"mult"	"5"	"0.3"	"0.05"	"100"	"0.29631"	"0.29335"	"0.28605"	"0.30243"	"0.3067"	"0.99265"	"0.05004"	"51.43139"	"-2.87551"
"mult"	"mult"	"5"	"0.3"	"0.08"	"1"	"0.30348"	"0.28193"	"0.29567"	"0.3032"	"0.30056"	"0.98211"	"0.07843"	"37.05041"	"-4.36716"
"mult"	"mult"	"5"	"0.3"	"0.08"	"2"	"0.31103"	"0.28522"	"0.33023"	"0.29491"	"0.29482"	"0.98096"	"0.08289"	"35.28297"	"-4.95462"
"mult"	"mult"	"5"	"0.3"	"0.08"	"3"	"0.29013"	"0.2831"	"0.30177"	"0.32762"	"0.28532"	"0.97945"	"0.08344"	"35.07004"	"-6.24283"
"mult"	"mult"	"5"	"0.3"	"0.08"	"4"	"0.30111"	"0.32197"	"0.30169"	"0.30829"	"0.29723"	"0.98141"	"0.083"	"35.23803"	"-1.5949"
"mult"	"mult"	"5"	"0.3"	"0.08"	"5"	"0.30559"	"0.30297"	"0.28318"	"0.32468"	"0.26766"	"0.98052"	"0.08306"	"35.21727"	"-1.67978"
"mult"	"mult"	"5"	"0.3"	"0.08"	"6"	"0.32474"	"0.3101"	"0.28876"	"0.29675"	"0.30694"	"0.98504"	"0.0735"	"39.12855"	"-7.97746"
"mult"	"mult"	"5"	"0.3"	"0.08"	"7"	"0.30347"	"0.32022"	"0.29131"	"0.27102"	"0.31139"	"0.98499"	"0.07243"	"39.59952"	"-1.80839"
"mult"	"mult"	"5"	"0.3"	"0.08"	"8"	"0.31949"	"0.30303"	"0.28766"	"0.30699"	"0.32815"	"0.97654"	"0.09385"	"31.30824"	"-5.86066"
"mult"	"mult"	"5"	"0.3"	"0.08"	"9"	"0.29192"	"0.31594"	"0.29512"	"0.29312"	"0.3205"	"0.98988"	"0.06054"	"45.33832"	"-2.30631"
"mult"	"mult"	"5"	"0.3"	"0.08"	"10"	"0.32814"	"0.28055"	"0.2774"	"0.35928"	"0.31767"	"0.96547"	"0.1144"	"24.97259"	"-5.90512"
"mult"	"mult"	"5"	"0.3"	"0.08"	"11"	"0.28185"	"0.32571"	"0.28134"	"0.31141"	"0.28531"	"0.98356"	"0.07428"	"38.7911"	"-3.8089"
"mult"	"mult"	"5"	"0.3"	"0.08"	"12"	"0.28072"	"0.30993"	"0.31441"	"0.31057"	"0.31825"	"0.97978"	"0.0866"	"33.87879"	"-2.13342"
"mult"	"mult"	"5"	"0.3"	"0.08"	"13"	"0.3184"	"0.27357"	"0.26564"	"0.30842"	"0.29306"	"0.98323"	"0.07395"	"38.93532"	"-2.58051"
"mult"	"mult"	"5"	"0.3"	"0.08"	"14"	"0.29023"	"0.27405"	"0.32612"	"0.30085"	"0.28276"	"0.99163"	"0.05315"	"49.50151"	"-1.98089"
"mult"	"mult"	"5"	"0.3"	"0.08"	"15"	"0.29191"	"0.31429"	"0.3163"	"0.31726"	"0.303"	"0.97341"	"0.0988"	"29.66162"	"-4.30682"
"mult"	"mult"	"5"	"0.3"	"0.08"	"16"	"0.32811"	"0.27801"	"0.29064"	"0.32725"	"0.3314"	"0.97612"	"0.09625"	"30.50136"	"-3.28394"
"mult"	"mult"	"5"	"0.3"	"0.08"	"17"	"0.32374"	"0.27774"	"0.31149"	"0.3446"	"0.27747"	"0.97584"	"0.09347"	"31.43884"	"-4.73085"
"mult"	"mult"	"5"	"0.3"	"0.08"	"18"	"0.28903"	"0.33971"	"0.30004"	"0.2967"	"0.30067"	"0.99489"	"0.04313"	"56.18937"	"-4.25266"
"mult"	"mult"	"5"	"0.3"	"0.08"	"19"	"0.29925"	"0.31319"	"0.29119"	"0.313"	"0.2642"	"0.98311"	"0.07451"	"38.69275"	"-5.99127"
"mult"	"mult"	"5"	"0.3"	"0.08"	"20"	"0.30083"	"0.30732"	"0.32479"	"0.31818"	"0.30536"	"0.97883"	"0.09009"	"32.61614"	"-3.38942"
"mult"	"mult"	"5"	"0.3"	"0.08"	"21"	"0.29398"	"0.29765"	"0.3133"	"0.31436"	"0.28594"	"0.98245"	"0.07863"	"36.96831"	"-3.73712"
"mult"	"mult"	"5"	"0.3"	"0.08"	"22"	"0.31563"	"0.2926"	"0.28364"	"0.32734"	"0.28986"	"0.98097"	"0.08247"	"35.44277"	"-4.51026"
"mult"	"mult"	"5"	"0.3"	"0.08"	"23"	"0.26494"	"0.3058"	"0.29258"	"0.32301"	"0.30573"	"0.9815"	"0.08026"	"36.31224"	"-5.51019"
"mult"	"mult"	"5"	"0.3"	"0.08"	"24"	"0.30935"	"0.33385"	"0.28238"	"0.28101"	"0.27671"	"0.97524"	"0.09234"	"31.82703"	"-5.80587"
"mult"	"mult"	"5"	"0.3"	"0.08"	"25"	"0.31011"	"0.32136"	"0.3191"	"0.31361"	"0.28486"	"0.98304"	"0.08069"	"36.14133"	"-1.46371"
"mult"	"mult"	"5"	"0.3"	"0.08"	"26"	"0.30386"	"0.28516"	"0.30823"	"0.29615"	"0.32217"	"0.98414"	"0.07467"	"38.62489"	"-6.8588"
"mult"	"mult"	"5"	"0.3"	"0.08"	"27"	"0.29615"	"0.30605"	"0.26207"	"0.29432"	"0.3107"	"0.97987"	"0.08279"	"35.319"	"-2.28111"
"mult"	"mult"	"5"	"0.3"	"0.08"	"28"	"0.29631"	"0.29914"	"0.31601"	"0.29369"	"0.31311"	"0.98214"	"0.07956"	"36.59568"	"-5.9464"
"mult"	"mult"	"5"	"0.3"	"0.08"	"29"	"0.28254"	"0.31416"	"0.30531"	"0.30851"	"0.32429"	"0.98007"	"0.08501"	"34.47255"	"-7.78011"
"mult"	"mult"	"5"	"0.3"	"0.08"	"30"	"0.322"	"0.28859"	"0.27236"	"0.28544"	"0.26663"	"0.96276"	"0.10943"	"26.393"	"-2.39769"
"mult"	"mult"	"5"	"0.3"	"0.08"	"31"	"0.28821"	"0.28656"	"0.33496"	"0.30765"	"0.30188"	"0.97868"	"0.08807"	"33.34146"	"-4.6416"
"mult"	"mult"	"5"	"0.3"	"0.08"	"32"	"0.29315"	"0.25083"	"0.33246"	"0.29496"	"0.30485"	"0.98529"	"0.06976"	"40.80035"	"-7.42283"
"mult"	"mult"	"5"	"0.3"	"0.08"	"33"	"0.28122"	"0.32409"	"0.29499"	"0.33356"	"0.29792"	"0.98682"	"0.06924"	"41.03899"	"-5.05066"
"mult"	"mult"	"5"	"0.3"	"0.08"	"34"	"0.32027"	"0.26893"	"0.33553"	"0.29762"	"0.27509"	"0.98689"	"0.06702"	"42.08284"	"-7.11503"
"mult"	"mult"	"5"	"0.3"	"0.08"	"35"	"0.26039"	"0.29884"	"0.31982"	"0.31711"	"0.28166"	"0.97761"	"0.08785"	"33.42328"	"-4.5304"
"mult"	"mult"	"5"	"0.3"	"0.08"	"36"	"0.31174"	"0.29713"	"0.30809"	"0.23387"	"0.32299"	"0.9844"	"0.07263"	"39.50977"	"-5.33729"
"mult"	"mult"	"5"	"0.3"	"0.08"	"37"	"0.28804"	"0.30351"	"0.29964"	"0.30099"	"0.31383"	"0.97981"	"0.08439"	"34.70678"	"-3.51348"
"mult"	"mult"	"5"	"0.3"	"0.08"	"38"	"0.30484"	"0.28671"	"0.3123"	"0.26954"	"0.33178"	"0.98988"	"0.05947"	"45.90519"	"-8.86526"
"mult"	"mult"	"5"	"0.3"	"0.08"	"39"	"0.31101"	"0.31172"	"0.29939"	"0.28501"	"0.30157"	"0.99081"	"0.05629"	"47.66294"	"-5.18623"
"mult"	"mult"	"5"	"0.3"	"0.08"	"40"	"0.31613"	"0.27456"	"0.31497"	"0.31245"	"0.30267"	"0.9854"	"0.07251"	"39.56241"	"-2.18312"
"mult"	"mult"	"5"	"0.3"	"0.08"	"41"	"0.29195"	"0.30343"	"0.31177"	"0.29714"	"0.26704"	"0.97996"	"0.08201"	"35.62466"	"-7.3915"
"mult"	"mult"	"5"	"0.3"	"0.08"	"42"	"0.30849"	"0.28602"	"0.29439"	"0.28849"	"0.30981"	"0.97488"	"0.0938"	"31.32341"	"-4.84801"
"mult"	"mult"	"5"	"0.3"	"0.08"	"43"	"0.33072"	"0.30058"	"0.30181"	"0.28325"	"0.2999"	"0.98045"	"0.08314"	"35.18585"	"-5.74392"
"mult"	"mult"	"5"	"0.3"	"0.08"	"44"	"0.27776"	"0.29395"	"0.2783"	"0.292"	"0.3315"	"0.97594"	"0.08919"	"32.93755"	"-6.434"
"mult"	"mult"	"5"	"0.3"	"0.08"	"45"	"0.32532"	"0.31831"	"0.30488"	"0.28742"	"0.28873"	"0.98319"	"0.07772"	"37.34054"	"-4.55616"
"mult"	"mult"	"5"	"0.3"	"0.08"	"46"	"0.3236"	"0.25405"	"0.27781"	"0.32032"	"0.29034"	"0.97666"	"0.0879"	"33.40234"	"-5.61047"
"mult"	"mult"	"5"	"0.3"	"0.08"	"47"	"0.26541"	"0.29655"	"0.28128"	"0.33738"	"0.3071"	"0.98091"	"0.08066"	"36.15348"	"-4.72668"
"mult"	"mult"	"5"	"0.3"	"0.08"	"48"	"0.28474"	"0.27612"	"0.313"	"0.27166"	"0.3121"	"0.96574"	"0.10605"	"27.398"	"-5.21808"
"mult"	"mult"	"5"	"0.3"	"0.08"	"49"	"0.31403"	"0.31157"	"0.27324"	"0.31504"	"0.29862"	"0.98134"	"0.08186"	"35.68177"	"-2.27116"
"mult"	"mult"	"5"	"0.3"	"0.08"	"50"	"0.31297"	"0.28955"	"0.28055"	"0.27819"	"0.33714"	"0.98593"	"0.07026"	"40.57049"	"-3.75841"
"mult"	"mult"	"5"	"0.3"	"0.08"	"51"	"0.27762"	"0.27687"	"0.29694"	"0.30737"	"0.3296"	"0.98201"	"0.0792"	"36.73704"	"-6.11586"
"mult"	"mult"	"5"	"0.3"	"0.08"	"52"	"0.29906"	"0.30169"	"0.32673"	"0.28037"	"0.31124"	"0.98356"	"0.07652"	"37.8405"	"-9.88524"
"mult"	"mult"	"5"	"0.3"	"0.08"	"53"	"0.27061"	"0.27899"	"0.31861"	"0.28945"	"0.28023"	"0.97263"	"0.09357"	"31.4041"	"-2.9866"
"mult"	"mult"	"5"	"0.3"	"0.08"	"54"	"0.30782"	"0.27736"	"0.30267"	"0.30124"	"0.26903"	"0.9749"	"0.08927"	"32.90931"	"-7.58795"
"mult"	"mult"	"5"	"0.3"	"0.08"	"55"	"0.33795"	"0.29796"	"0.28572"	"0.27588"	"0.26674"	"0.97957"	"0.08276"	"35.33073"	"-1.7411"
"mult"	"mult"	"5"	"0.3"	"0.08"	"56"	"0.34437"	"0.32306"	"0.26206"	"0.30657"	"0.26113"	"0.98543"	"0.0707"	"40.3706"	"-5.37124"
"mult"	"mult"	"5"	"0.3"	"0.08"	"57"	"0.31149"	"0.286"	"0.27263"	"0.32808"	"0.30431"	"0.99187"	"0.0536"	"49.23512"	"-4.97709"
"mult"	"mult"	"5"	"0.3"	"0.08"	"58"	"0.3045"	"0.28872"	"0.31684"	"0.29474"	"0.29271"	"0.9898"	"0.05984"	"45.7074"	"-5.08302"
"mult"	"mult"	"5"	"0.3"	"0.08"	"59"	"0.28169"	"0.31243"	"0.31223"	"0.29573"	"0.32763"	"0.98383"	"0.07629"	"37.93654"	"-6.38898"
"mult"	"mult"	"5"	"0.3"	"0.08"	"60"	"0.28194"	"0.29985"	"0.29697"	"0.33117"	"0.29727"	"0.98435"	"0.0758"	"38.1422"	"-4.40323"
"mult"	"mult"	"5"	"0.3"	"0.08"	"61"	"0.34276"	"0.32191"	"0.297"	"0.29102"	"0.28319"	"0.98621"	"0.07103"	"40.22137"	"-5.57964"
"mult"	"mult"	"5"	"0.3"	"0.08"	"62"	"0.28566"	"0.28818"	"0.32687"	"0.27375"	"0.31821"	"0.98045"	"0.08208"	"35.59715"	"-5.67519"
"mult"	"mult"	"5"	"0.3"	"0.08"	"63"	"0.30204"	"0.30683"	"0.31665"	"0.31869"	"0.2873"	"0.98329"	"0.07846"	"37.04052"	"-1.85947"
"mult"	"mult"	"5"	"0.3"	"0.08"	"64"	"0.3008"	"0.28596"	"0.26797"	"0.29704"	"0.27337"	"0.95708"	"0.1151"	"24.7764"	"-4.23421"
"mult"	"mult"	"5"	"0.3"	"0.08"	"65"	"0.29128"	"0.28185"	"0.28867"	"0.30084"	"0.30215"	"0.98232"	"0.07634"	"37.9175"	"-1.12051"
"mult"	"mult"	"5"	"0.3"	"0.08"	"66"	"0.32939"	"0.29056"	"0.32745"	"0.30498"	"0.26446"	"0.98432"	"0.0748"	"38.56802"	"-7.35768"
"mult"	"mult"	"5"	"0.3"	"0.08"	"67"	"0.28815"	"0.29667"	"0.28876"	"0.30789"	"0.34247"	"0.97858"	"0.08824"	"33.28053"	"-3.97062"
"mult"	"mult"	"5"	"0.3"	"0.08"	"68"	"0.2801"	"0.3047"	"0.33545"	"0.28929"	"0.31902"	"0.9865"	"0.06991"	"40.72999"	"-4.1422"
"mult"	"mult"	"5"	"0.3"	"0.08"	"69"	"0.30835"	"0.27488"	"0.31157"	"0.3267"	"0.27304"	"0.98423"	"0.07408"	"38.87757"	"-3.55174"
"mult"	"mult"	"5"	"0.3"	"0.08"	"70"	"0.30956"	"0.32623"	"0.25807"	"0.27717"	"0.31161"	"0.983"	"0.0761"	"38.01524"	"-9.63207"
"mult"	"mult"	"5"	"0.3"	"0.08"	"71"	"0.2646"	"0.29134"	"0.30572"	"0.30408"	"0.31588"	"0.98341"	"0.07488"	"38.53341"	"-4.82027"
"mult"	"mult"	"5"	"0.3"	"0.08"	"72"	"0.28153"	"0.31268"	"0.32663"	"0.30725"	"0.30463"	"0.98843"	"0.06452"	"43.29676"	"-6.60272"
"mult"	"mult"	"5"	"0.3"	"0.08"	"73"	"0.3144"	"0.28206"	"0.30378"	"0.31857"	"0.28463"	"0.98667"	"0.06883"	"41.22805"	"-1.62556"
"mult"	"mult"	"5"	"0.3"	"0.08"	"74"	"0.32846"	"0.33959"	"0.27887"	"0.27854"	"0.32489"	"0.97461"	"0.09833"	"29.81406"	"-2.06481"
"mult"	"mult"	"5"	"0.3"	"0.08"	"75"	"0.2871"	"0.29015"	"0.27633"	"0.33223"	"0.28387"	"0.98492"	"0.07052"	"40.45396"	"-3.75536"
"mult"	"mult"	"5"	"0.3"	"0.08"	"76"	"0.29562"	"0.32245"	"0.29397"	"0.27728"	"0.33976"	"0.98004"	"0.08611"	"34.06253"	"-6.61037"
"mult"	"mult"	"5"	"0.3"	"0.08"	"77"	"0.31041"	"0.26028"	"0.27621"	"0.27252"	"0.32142"	"0.97786"	"0.08427"	"34.75365"	"-3.24285"
"mult"	"mult"	"5"	"0.3"	"0.08"	"78"	"0.30412"	"0.31854"	"0.28558"	"0.27309"	"0.28974"	"0.98182"	"0.07752"	"37.42322"	"-6.60259"
"mult"	"mult"	"5"	"0.3"	"0.08"	"79"	"0.33854"	"0.2915"	"0.32349"	"0.27966"	"0.28572"	"0.98099"	"0.08273"	"35.34184"	"-3.58585"
"mult"	"mult"	"5"	"0.3"	"0.08"	"80"	"0.28859"	"0.29451"	"0.29233"	"0.26157"	"0.32184"	"0.97896"	"0.08257"	"35.40633"	"-4.48436"
"mult"	"mult"	"5"	"0.3"	"0.08"	"81"	"0.31456"	"0.29475"	"0.31954"	"0.33615"	"0.29117"	"0.9772"	"0.09239"	"31.81088"	"-3.86433"
"mult"	"mult"	"5"	"0.3"	"0.08"	"82"	"0.30048"	"0.30159"	"0.29881"	"0.31801"	"0.29824"	"0.98246"	"0.07955"	"36.59742"	"-3.81884"
"mult"	"mult"	"5"	"0.3"	"0.08"	"83"	"0.30819"	"0.28522"	"0.28444"	"0.30591"	"0.30183"	"0.99001"	"0.05841"	"46.48484"	"-5.00189"
"mult"	"mult"	"5"	"0.3"	"0.08"	"84"	"0.28262"	"0.31135"	"0.3139"	"0.29356"	"0.29475"	"0.98086"	"0.08116"	"35.95722"	"-4.63173"
"mult"	"mult"	"5"	"0.3"	"0.08"	"85"	"0.28129"	"0.29187"	"0.30667"	"0.33811"	"0.31588"	"0.97751"	"0.09119"	"32.22768"	"-5.26927"
"mult"	"mult"	"5"	"0.3"	"0.08"	"86"	"0.29694"	"0.31654"	"0.28234"	"0.28259"	"0.26895"	"0.98307"	"0.07306"	"39.32022"	"-5.73924"
"mult"	"mult"	"5"	"0.3"	"0.08"	"87"	"0.32865"	"0.29398"	"0.30562"	"0.31364"	"0.26843"	"0.99038"	"0.05868"	"46.33296"	"-5.97387"
"mult"	"mult"	"5"	"0.3"	"0.08"	"88"	"0.31864"	"0.27057"	"0.30549"	"0.30492"	"0.28249"	"0.9755"	"0.09271"	"31.69809"	"-2.04305"
"mult"	"mult"	"5"	"0.3"	"0.08"	"89"	"0.28602"	"0.2854"	"0.3361"	"0.32611"	"0.26819"	"0.97447"	"0.0967"	"30.34951"	"-6.61716"
"mult"	"mult"	"5"	"0.3"	"0.08"	"90"	"0.30184"	"0.31155"	"0.33465"	"0.30853"	"0.28447"	"0.98269"	"0.08125"	"35.92161"	"-1.32146"
