"sim.model"	"fit.model"	"n.muts"	"coes"	"sigma"	"rep"	"s.hats.1"	"s.hats.2"	"s.hats.3"	"s.hats.4"	"R2"	"sig.hat"	"logLike"	"P"
"mult"	"mult"	"4"	"0.5"	"0.02"	"94"	"0.49965"	"0.49231"	"0.50625"	"0.49809"	"0.99947"	"0.02296"	"38.6818"	"-3.70199"
"mult"	"mult"	"4"	"0.5"	"0.02"	"95"	"0.50588"	"0.49733"	"0.50373"	"0.49343"	"0.99981"	"0.01376"	"46.87293"	"-1.61493"
"mult"	"mult"	"4"	"0.5"	"0.02"	"96"	"0.50423"	"0.49412"	"0.50973"	"0.49592"	"0.99963"	"0.01935"	"41.42053"	"-3.97467"
"mult"	"mult"	"4"	"0.5"	"0.02"	"97"	"0.49375"	"0.50654"	"0.50061"	"0.49378"	"0.99975"	"0.01578"	"44.68181"	"-4.25972"
"mult"	"mult"	"4"	"0.5"	"0.02"	"98"	"0.49365"	"0.49158"	"0.5059"	"0.51175"	"0.99961"	"0.01983"	"41.02622"	"-3.95139"
"mult"	"mult"	"4"	"0.5"	"0.02"	"99"	"0.49863"	"0.49233"	"0.5095"	"0.50007"	"0.99955"	"0.02126"	"39.91444"	"-5.73285"
"mult"	"mult"	"4"	"0.5"	"0.02"	"100"	"0.5047"	"0.48798"	"0.50043"	"0.49639"	"0.99941"	"0.02416"	"37.86586"	"-3.28555"
"mult"	"mult"	"4"	"0.5"	"0.05"	"1"	"0.51392"	"0.51012"	"0.4988"	"0.5006"	"0.99768"	"0.04892"	"26.57969"	"-1.96412"
"mult"	"mult"	"4"	"0.5"	"0.05"	"2"	"0.51333"	"0.50384"	"0.51044"	"0.51463"	"0.99804"	"0.0458"	"27.63127"	"-1.89682"
"mult"	"mult"	"4"	"0.5"	"0.05"	"3"	"0.48984"	"0.46493"	"0.52482"	"0.51622"	"0.99569"	"0.06591"	"21.80731"	"-4.29645"
"mult"	"mult"	"4"	"0.5"	"0.05"	"4"	"0.4855"	"0.50226"	"0.50895"	"0.51443"	"0.99676"	"0.05827"	"23.7788"	"-4.30893"
"mult"	"mult"	"4"	"0.5"	"0.05"	"5"	"0.50221"	"0.54231"	"0.47031"	"0.50331"	"0.99545"	"0.0684"	"21.21626"	"-5.47096"
"mult"	"mult"	"4"	"0.5"	"0.05"	"6"	"0.48804"	"0.49924"	"0.4899"	"0.51061"	"0.99801"	"0.04413"	"28.22671"	"-2.35631"
"mult"	"mult"	"4"	"0.5"	"0.05"	"7"	"0.53569"	"0.50256"	"0.49161"	"0.47433"	"0.99753"	"0.0502"	"26.16446"	"-3.11543"
"mult"	"mult"	"4"	"0.5"	"0.05"	"8"	"0.48693"	"0.5167"	"0.51997"	"0.50895"	"0.99764"	"0.04979"	"26.29567"	"-2.20016"
"mult"	"mult"	"4"	"0.5"	"0.05"	"9"	"0.49199"	"0.45742"	"0.53639"	"0.53764"	"0.99456"	"0.0744"	"19.86979"	"-5.25542"
"mult"	"mult"	"4"	"0.5"	"0.05"	"10"	"0.4735"	"0.51066"	"0.49099"	"0.52296"	"0.99815"	"0.04315"	"28.58502"	"-2.47006"
"mult"	"mult"	"4"	"0.5"	"0.05"	"11"	"0.4944"	"0.5021"	"0.48958"	"0.50002"	"0.99733"	"0.05088"	"25.94938"	"-3.51017"
"mult"	"mult"	"4"	"0.5"	"0.05"	"12"	"0.46395"	"0.5044"	"0.52364"	"0.50818"	"0.9946"	"0.07282"	"20.21361"	"-4.07885"
"mult"	"mult"	"4"	"0.5"	"0.05"	"13"	"0.48649"	"0.51876"	"0.49274"	"0.52576"	"0.99716"	"0.05444"	"24.86705"	"-0.84452"
"mult"	"mult"	"4"	"0.5"	"0.05"	"14"	"0.49183"	"0.48934"	"0.52071"	"0.49655"	"0.99804"	"0.04446"	"28.10936"	"-4.88905"
"mult"	"mult"	"4"	"0.5"	"0.05"	"15"	"0.50366"	"0.48694"	"0.51661"	"0.47178"	"0.99681"	"0.05576"	"24.48303"	"-1.5253"
"mult"	"mult"	"4"	"0.5"	"0.05"	"16"	"0.47074"	"0.4909"	"0.49679"	"0.50025"	"0.99228"	"0.0851"	"17.71899"	"-4.06095"
"mult"	"mult"	"4"	"0.5"	"0.05"	"17"	"0.5363"	"0.50492"	"0.47673"	"0.50283"	"0.99824"	"0.04287"	"28.69206"	"-3.43308"
"mult"	"mult"	"4"	"0.5"	"0.05"	"18"	"0.51776"	"0.47347"	"0.52904"	"0.50046"	"0.9986"	"0.03805"	"30.59702"	"-2.43529"
"mult"	"mult"	"4"	"0.5"	"0.05"	"19"	"0.51036"	"0.48003"	"0.49628"	"0.52534"	"0.99889"	"0.03363"	"32.57425"	"-1.16327"
"mult"	"mult"	"4"	"0.5"	"0.05"	"20"	"0.50632"	"0.50171"	"0.49403"	"0.51606"	"0.99802"	"0.04548"	"27.74467"	"-2.17201"
"mult"	"mult"	"4"	"0.5"	"0.05"	"21"	"0.48731"	"0.52136"	"0.47537"	"0.50083"	"0.99718"	"0.05244"	"25.46612"	"-2.6733"
"mult"	"mult"	"4"	"0.5"	"0.05"	"22"	"0.48039"	"0.49604"	"0.52808"	"0.48689"	"0.99876"	"0.03515"	"31.8686"	"-3.00922"
"mult"	"mult"	"4"	"0.5"	"0.05"	"23"	"0.51175"	"0.47308"	"0.51635"	"0.5173"	"0.99721"	"0.05344"	"25.16561"	"-3.54748"
"mult"	"mult"	"4"	"0.5"	"0.05"	"24"	"0.50861"	"0.50046"	"0.4862"	"0.50036"	"0.99612"	"0.06236"	"22.6934"	"-2.2139"
"mult"	"mult"	"4"	"0.5"	"0.05"	"25"	"0.55556"	"0.47888"	"0.50095"	"0.50444"	"0.99638"	"0.06186"	"22.82258"	"-4.71246"
"mult"	"mult"	"4"	"0.5"	"0.05"	"26"	"0.4957"	"0.50869"	"0.50816"	"0.48558"	"0.99816"	"0.04292"	"28.67257"	"-1.94807"
"mult"	"mult"	"4"	"0.5"	"0.05"	"27"	"0.50291"	"0.50995"	"0.48073"	"0.51202"	"0.99786"	"0.04696"	"27.2317"	"-2.96172"
"mult"	"mult"	"4"	"0.5"	"0.05"	"28"	"0.49475"	"0.52306"	"0.47363"	"0.48773"	"0.99757"	"0.04836"	"26.76356"	"-4.38439"
"mult"	"mult"	"4"	"0.5"	"0.05"	"29"	"0.49961"	"0.49934"	"0.48673"	"0.52136"	"0.99664"	"0.05839"	"23.74566"	"-4.01422"
"mult"	"mult"	"4"	"0.5"	"0.05"	"30"	"0.50809"	"0.53318"	"0.49813"	"0.48452"	"0.99864"	"0.03716"	"30.97797"	"-6.4937"
"mult"	"mult"	"4"	"0.5"	"0.05"	"31"	"0.46822"	"0.52356"	"0.49776"	"0.49591"	"0.99874"	"0.03516"	"31.8603"	"-1.77416"
"mult"	"mult"	"4"	"0.5"	"0.05"	"32"	"0.49748"	"0.50108"	"0.52694"	"0.50295"	"0.99692"	"0.05646"	"24.28455"	"-1.88804"
"mult"	"mult"	"4"	"0.5"	"0.05"	"33"	"0.52271"	"0.50422"	"0.49643"	"0.47222"	"0.99446"	"0.07444"	"19.8603"	"-2.8939"
"mult"	"mult"	"4"	"0.5"	"0.05"	"34"	"0.48327"	"0.49317"	"0.51203"	"0.48577"	"0.99669"	"0.05632"	"24.32545"	"-2.61362"
"mult"	"mult"	"4"	"0.5"	"0.05"	"35"	"0.51344"	"0.49658"	"0.48294"	"0.5057"	"0.99765"	"0.04811"	"26.84396"	"-4.05152"
"mult"	"mult"	"4"	"0.5"	"0.05"	"36"	"0.50854"	"0.48916"	"0.52434"	"0.49512"	"0.99737"	"0.05235"	"25.49249"	"-5.56988"
"mult"	"mult"	"4"	"0.5"	"0.05"	"37"	"0.50975"	"0.48782"	"0.5041"	"0.48675"	"0.9962"	"0.06155"	"22.90401"	"-1.57431"
"mult"	"mult"	"4"	"0.5"	"0.05"	"38"	"0.50493"	"0.49837"	"0.49752"	"0.51112"	"0.99856"	"0.03852"	"30.40281"	"-4.06365"
"mult"	"mult"	"4"	"0.5"	"0.05"	"39"	"0.52565"	"0.50933"	"0.47182"	"0.49773"	"0.99659"	"0.05803"	"23.84582"	"-3.8473"
"mult"	"mult"	"4"	"0.5"	"0.05"	"40"	"0.4912"	"0.48879"	"0.50146"	"0.50562"	"0.99908"	"0.02993"	"34.43959"	"-4.46946"
"mult"	"mult"	"4"	"0.5"	"0.05"	"41"	"0.4827"	"0.49157"	"0.48138"	"0.52021"	"0.99738"	"0.05015"	"26.17971"	"-1.40669"
"mult"	"mult"	"4"	"0.5"	"0.05"	"42"	"0.48474"	"0.5084"	"0.51299"	"0.49979"	"0.99918"	"0.02869"	"35.1177"	"-2.85154"
"mult"	"mult"	"4"	"0.5"	"0.05"	"43"	"0.51637"	"0.53119"	"0.47966"	"0.49259"	"0.99727"	"0.05309"	"25.2703"	"-1.81814"
"mult"	"mult"	"4"	"0.5"	"0.05"	"44"	"0.51806"	"0.49405"	"0.51466"	"0.49683"	"0.99786"	"0.04738"	"27.08854"	"-1.25359"
"mult"	"mult"	"4"	"0.5"	"0.05"	"45"	"0.50184"	"0.48753"	"0.53459"	"0.48163"	"0.99884"	"0.03435"	"32.23662"	"-2.74911"
"mult"	"mult"	"4"	"0.5"	"0.05"	"46"	"0.49331"	"0.48922"	"0.51199"	"0.48138"	"0.99655"	"0.05769"	"23.94008"	"-1.98011"
"mult"	"mult"	"4"	"0.5"	"0.05"	"47"	"0.50549"	"0.51352"	"0.49921"	"0.48549"	"0.9974"	"0.05143"	"25.77733"	"-3.6173"
"mult"	"mult"	"4"	"0.5"	"0.05"	"48"	"0.48059"	"0.48997"	"0.50883"	"0.48913"	"0.99609"	"0.06136"	"22.95252"	"-1.942"
"mult"	"mult"	"4"	"0.5"	"0.05"	"49"	"0.51892"	"0.48323"	"0.50271"	"0.49288"	"0.99793"	"0.04599"	"27.56663"	"-3.47819"
"mult"	"mult"	"4"	"0.5"	"0.05"	"50"	"0.48722"	"0.50294"	"0.50615"	"0.48018"	"0.99783"	"0.0454"	"27.77144"	"-5.68941"
"mult"	"mult"	"4"	"0.5"	"0.05"	"51"	"0.50033"	"0.49874"	"0.5006"	"0.50142"	"0.9989"	"0.03318"	"32.7918"	"-2.8332"
"mult"	"mult"	"4"	"0.5"	"0.05"	"52"	"0.49239"	"0.51386"	"0.46373"	"0.49796"	"0.99555"	"0.06477"	"22.0874"	"-2.07127"
"mult"	"mult"	"4"	"0.5"	"0.05"	"53"	"0.49504"	"0.48386"	"0.51424"	"0.49624"	"0.99695"	"0.05416"	"24.95034"	"-5.05011"
"mult"	"mult"	"4"	"0.5"	"0.05"	"54"	"0.53623"	"0.50714"	"0.47112"	"0.50712"	"0.99767"	"0.04958"	"26.36317"	"-3.2283"
"mult"	"mult"	"4"	"0.5"	"0.05"	"55"	"0.53994"	"0.4916"	"0.47894"	"0.45418"	"0.99568"	"0.06391"	"22.30243"	"-3.45909"
"mult"	"mult"	"4"	"0.5"	"0.05"	"56"	"0.51436"	"0.50231"	"0.46682"	"0.51539"	"0.99789"	"0.04576"	"27.64724"	"-4.42685"
"mult"	"mult"	"4"	"0.5"	"0.05"	"57"	"0.48246"	"0.50392"	"0.5273"	"0.4944"	"0.99893"	"0.03294"	"32.90719"	"-2.81927"
"mult"	"mult"	"4"	"0.5"	"0.05"	"58"	"0.51907"	"0.48297"	"0.53139"	"0.47001"	"0.99637"	"0.0603"	"23.23079"	"-4.90269"
"mult"	"mult"	"4"	"0.5"	"0.05"	"59"	"0.5048"	"0.49081"	"0.53123"	"0.46687"	"0.99468"	"0.07236"	"20.31427"	"-4.63978"
"mult"	"mult"	"4"	"0.5"	"0.05"	"60"	"0.50563"	"0.5173"	"0.4854"	"0.51373"	"0.99804"	"0.04504"	"27.90117"	"-4.64389"
"mult"	"mult"	"4"	"0.5"	"0.05"	"61"	"0.52406"	"0.4731"	"0.4842"	"0.51844"	"0.99861"	"0.03724"	"30.94106"	"-2.57971"
"mult"	"mult"	"4"	"0.5"	"0.05"	"62"	"0.48454"	"0.52443"	"0.50555"	"0.45902"	"0.99325"	"0.08162"	"18.38844"	"-1.57286"
"mult"	"mult"	"4"	"0.5"	"0.05"	"63"	"0.51508"	"0.50982"	"0.49153"	"0.5016"	"0.99847"	"0.03995"	"29.82098"	"-4.66112"
"mult"	"mult"	"4"	"0.5"	"0.05"	"64"	"0.48877"	"0.5075"	"0.47501"	"0.51415"	"0.99905"	"0.03039"	"34.19735"	"-3.78479"
"mult"	"mult"	"4"	"0.5"	"0.05"	"65"	"0.52067"	"0.51492"	"0.49182"	"0.4912"	"0.99603"	"0.06354"	"22.39439"	"-1.58599"
"mult"	"mult"	"4"	"0.5"	"0.05"	"66"	"0.4967"	"0.48529"	"0.49698"	"0.50987"	"0.99742"	"0.05082"	"25.96738"	"-1.86475"
"mult"	"mult"	"4"	"0.5"	"0.05"	"67"	"0.49759"	"0.5106"	"0.48283"	"0.51556"	"0.99909"	"0.03005"	"34.37456"	"-8.27272"
"mult"	"mult"	"4"	"0.5"	"0.05"	"68"	"0.52819"	"0.4917"	"0.46541"	"0.52635"	"0.99652"	"0.05893"	"23.59829"	"-4.63246"
"mult"	"mult"	"4"	"0.5"	"0.05"	"69"	"0.49379"	"0.5266"	"0.49673"	"0.48696"	"0.99616"	"0.06225"	"22.72241"	"-3.0725"
"mult"	"mult"	"4"	"0.5"	"0.05"	"70"	"0.4941"	"0.52074"	"0.48457"	"0.4963"	"0.99904"	"0.03073"	"34.01598"	"-4.7515"
"mult"	"mult"	"4"	"0.5"	"0.05"	"71"	"0.50359"	"0.51145"	"0.51682"	"0.48091"	"0.99864"	"0.03694"	"31.07117"	"-3.3528"
"mult"	"mult"	"4"	"0.5"	"0.05"	"72"	"0.52504"	"0.45015"	"0.5116"	"0.51622"	"0.99425"	"0.07653"	"19.4182"	"-6.67422"
"mult"	"mult"	"4"	"0.5"	"0.05"	"73"	"0.50761"	"0.50081"	"0.47166"	"0.49617"	"0.99712"	"0.05255"	"25.43253"	"-2.02442"
"mult"	"mult"	"4"	"0.5"	"0.05"	"74"	"0.5355"	"0.47948"	"0.47846"	"0.49724"	"0.99684"	"0.05564"	"24.51888"	"-5.0801"
"mult"	"mult"	"4"	"0.5"	"0.05"	"75"	"0.51788"	"0.5074"	"0.47167"	"0.49883"	"0.99721"	"0.0527"	"25.38677"	"-1.67923"
"mult"	"mult"	"4"	"0.5"	"0.05"	"76"	"0.51826"	"0.48797"	"0.49335"	"0.48029"	"0.99701"	"0.05372"	"25.07954"	"-3.1902"
"mult"	"mult"	"4"	"0.5"	"0.05"	"77"	"0.49574"	"0.48551"	"0.4882"	"0.51157"	"0.99798"	"0.04464"	"28.04203"	"-2.78246"
"mult"	"mult"	"4"	"0.5"	"0.05"	"78"	"0.49346"	"0.50392"	"0.49958"	"0.50485"	"0.9967"	"0.0578"	"23.90958"	"-3.41147"
"mult"	"mult"	"4"	"0.5"	"0.05"	"79"	"0.51551"	"0.48765"	"0.50639"	"0.50465"	"0.99657"	"0.05948"	"23.45004"	"-3.11668"
"mult"	"mult"	"4"	"0.5"	"0.05"	"80"	"0.49473"	"0.491"	"0.5334"	"0.48301"	"0.99701"	"0.05514"	"24.66414"	"-2.79997"
"mult"	"mult"	"4"	"0.5"	"0.05"	"81"	"0.49833"	"0.49661"	"0.50637"	"0.48778"	"0.99927"	"0.02677"	"36.22174"	"-1.45581"
"mult"	"mult"	"4"	"0.5"	"0.05"	"82"	"0.48863"	"0.46673"	"0.51789"	"0.51169"	"0.99761"	"0.04771"	"26.97723"	"-12.87234"
"mult"	"mult"	"4"	"0.5"	"0.05"	"83"	"0.49697"	"0.53535"	"0.4992"	"0.48076"	"0.99783"	"0.04741"	"27.08137"	"-5.06181"
"mult"	"mult"	"4"	"0.5"	"0.05"	"84"	"0.52513"	"0.47537"	"0.50911"	"0.48533"	"0.99857"	"0.03752"	"30.8248"	"-2.51119"
"mult"	"mult"	"4"	"0.5"	"0.05"	"85"	"0.50034"	"0.50459"	"0.50368"	"0.48195"	"0.99848"	"0.03874"	"30.30983"	"-2.03825"
"mult"	"mult"	"4"	"0.5"	"0.05"	"86"	"0.46615"	"0.52785"	"0.48854"	"0.53209"	"0.99665"	"0.059"	"23.58031"	"-1.91562"
"mult"	"mult"	"4"	"0.5"	"0.05"	"87"	"0.48058"	"0.49196"	"0.47546"	"0.55807"	"0.99626"	"0.06166"	"22.87512"	"-3.66804"
"mult"	"mult"	"4"	"0.5"	"0.05"	"88"	"0.49959"	"0.49297"	"0.4859"	"0.51335"	"0.99912"	"0.02957"	"34.63141"	"-3.21785"
"mult"	"mult"	"4"	"0.5"	"0.05"	"89"	"0.50253"	"0.4847"	"0.49802"	"0.48887"	"0.99819"	"0.04174"	"29.11702"	"-2.27266"
"mult"	"mult"	"4"	"0.5"	"0.05"	"90"	"0.51022"	"0.48417"	"0.50275"	"0.4924"	"0.99878"	"0.03458"	"32.12807"	"-1.54957"
"mult"	"mult"	"4"	"0.5"	"0.05"	"91"	"0.49302"	"0.4854"	"0.52193"	"0.49069"	"0.99738"	"0.05108"	"25.88631"	"-3.036"
"mult"	"mult"	"4"	"0.5"	"0.05"	"92"	"0.51218"	"0.49647"	"0.52073"	"0.48412"	"0.99857"	"0.03794"	"30.643"	"-3.64141"
"mult"	"mult"	"4"	"0.5"	"0.05"	"93"	"0.48258"	"0.52478"	"0.51132"	"0.49093"	"0.99743"	"0.05097"	"25.92171"	"-3.11545"
"mult"	"mult"	"4"	"0.5"	"0.05"	"94"	"0.52087"	"0.4988"	"0.49266"	"0.49354"	"0.99758"	"0.04913"	"26.50828"	"-3.04176"
"mult"	"mult"	"4"	"0.5"	"0.05"	"95"	"0.46763"	"0.50327"	"0.52841"	"0.51465"	"0.99733"	"0.05187"	"25.64035"	"-4.24081"
"mult"	"mult"	"4"	"0.5"	"0.05"	"96"	"0.48927"	"0.47589"	"0.49249"	"0.51637"	"0.99801"	"0.04352"	"28.45094"	"-5.75005"
"mult"	"mult"	"4"	"0.5"	"0.05"	"97"	"0.49933"	"0.51937"	"0.48836"	"0.48676"	"0.9991"	"0.03001"	"34.39548"	"-4.8916"
"mult"	"mult"	"4"	"0.5"	"0.05"	"98"	"0.47336"	"0.52671"	"0.50239"	"0.50175"	"0.99752"	"0.05003"	"26.21907"	"-2.52496"
"mult"	"mult"	"4"	"0.5"	"0.05"	"99"	"0.50604"	"0.49041"	"0.50489"	"0.50145"	"0.99767"	"0.04824"	"26.80195"	"-3.56602"
"mult"	"mult"	"4"	"0.5"	"0.05"	"100"	"0.48354"	"0.47006"	"0.49023"	"0.53939"	"0.99626"	"0.06039"	"23.20788"	"-3.61976"
"mult"	"mult"	"4"	"0.5"	"0.08"	"1"	"0.59175"	"0.46011"	"0.45561"	"0.51058"	"0.99266"	"0.08775"	"17.22975"	"-2.13659"
"mult"	"mult"	"4"	"0.5"	"0.08"	"2"	"0.46032"	"0.50605"	"0.53579"	"0.51276"	"0.99283"	"0.08482"	"17.77257"	"-6.11899"
"mult"	"mult"	"4"	"0.5"	"0.08"	"3"	"0.48434"	"0.55388"	"0.52089"	"0.49876"	"0.9937"	"0.08225"	"18.26445"	"-2.78309"
"mult"	"mult"	"4"	"0.5"	"0.08"	"4"	"0.52197"	"0.43918"	"0.49331"	"0.50066"	"0.99239"	"0.08323"	"18.07456"	"-3.45036"
"mult"	"mult"	"4"	"0.5"	"0.08"	"5"	"0.51503"	"0.51864"	"0.51141"	"0.46249"	"0.99742"	"0.05085"	"25.958"	"-5.37015"
"mult"	"mult"	"4"	"0.5"	"0.08"	"6"	"0.5052"	"0.46838"	"0.55658"	"0.51223"	"0.98986"	"0.10478"	"14.39053"	"-2.17673"
"mult"	"mult"	"4"	"0.5"	"0.08"	"7"	"0.49761"	"0.5109"	"0.49828"	"0.52064"	"0.99566"	"0.06661"	"21.63864"	"-3.26826"
"mult"	"mult"	"4"	"0.5"	"0.08"	"8"	"0.50356"	"0.53598"	"0.51261"	"0.4543"	"0.99659"	"0.05874"	"23.6499"	"-1.44694"
"mult"	"mult"	"4"	"0.5"	"0.08"	"9"	"0.52043"	"0.47763"	"0.46561"	"0.55248"	"0.99454"	"0.07494"	"19.75314"	"-3.81329"
"mult"	"mult"	"4"	"0.5"	"0.08"	"10"	"0.48074"	"0.47656"	"0.48106"	"0.56901"	"0.99509"	"0.07085"	"20.6515"	"-2.35838"
"mult"	"mult"	"4"	"0.5"	"0.08"	"11"	"0.45735"	"0.52725"	"0.47339"	"0.51376"	"0.99504"	"0.06828"	"21.24351"	"-2.92395"
"mult"	"mult"	"4"	"0.5"	"0.08"	"12"	"0.43962"	"0.54019"	"0.50683"	"0.49927"	"0.98812"	"0.10607"	"14.19587"	"-6.35381"
"mult"	"mult"	"4"	"0.5"	"0.08"	"13"	"0.49017"	"0.49051"	"0.50148"	"0.4944"	"0.99583"	"0.0627"	"22.60654"	"-6.33303"
"mult"	"mult"	"4"	"0.5"	"0.08"	"14"	"0.49854"	"0.51026"	"0.49747"	"0.51443"	"0.99739"	"0.052"	"25.60066"	"-0.91604"
"mult"	"mult"	"4"	"0.5"	"0.08"	"15"	"0.55942"	"0.49963"	"0.51018"	"0.49941"	"0.98493"	"0.12948"	"11.00423"	"-3.7634"
"mult"	"mult"	"4"	"0.5"	"0.08"	"16"	"0.55886"	"0.50131"	"0.44255"	"0.48644"	"0.99274"	"0.08344"	"18.03538"	"-3.58477"
"mult"	"mult"	"4"	"0.5"	"0.08"	"17"	"0.50331"	"0.46053"	"0.53114"	"0.48512"	"0.99644"	"0.05837"	"23.75139"	"-3.56413"
"mult"	"mult"	"4"	"0.5"	"0.08"	"18"	"0.46653"	"0.47048"	"0.55531"	"0.5372"	"0.98289"	"0.13404"	"10.4504"	"-2.65422"
"mult"	"mult"	"4"	"0.5"	"0.08"	"19"	"0.51245"	"0.45292"	"0.46564"	"0.53493"	"0.99322"	"0.08064"	"18.58026"	"-2.44731"
"mult"	"mult"	"4"	"0.5"	"0.08"	"20"	"0.50329"	"0.44231"	"0.49044"	"0.55756"	"0.98933"	"0.10344"	"14.59671"	"-4.63619"
"mult"	"mult"	"4"	"0.5"	"0.08"	"21"	"0.51036"	"0.5438"	"0.50648"	"0.42146"	"0.99017"	"0.09895"	"15.30761"	"-4.00499"
"mult"	"mult"	"4"	"0.5"	"0.08"	"22"	"0.50068"	"0.55953"	"0.48428"	"0.44098"	"0.99757"	"0.04882"	"26.61141"	"-4.73902"
"mult"	"mult"	"4"	"0.5"	"0.08"	"23"	"0.4742"	"0.51642"	"0.48992"	"0.56145"	"0.98631"	"0.12154"	"12.01663"	"-1.73867"
"mult"	"mult"	"4"	"0.5"	"0.08"	"24"	"0.51456"	"0.49285"	"0.5001"	"0.50765"	"0.99723"	"0.05319"	"25.23953"	"-3.52591"
"mult"	"mult"	"4"	"0.5"	"0.08"	"25"	"0.44814"	"0.52645"	"0.56615"	"0.48804"	"0.9905"	"0.09906"	"15.28868"	"-6.09568"
"mult"	"mult"	"4"	"0.5"	"0.08"	"26"	"0.48564"	"0.4953"	"0.51348"	"0.4699"	"0.99644"	"0.05829"	"23.77354"	"-1.88922"
"mult"	"mult"	"4"	"0.5"	"0.08"	"27"	"0.45433"	"0.48797"	"0.51766"	"0.53068"	"0.99258"	"0.0866"	"17.43996"	"-4.47741"
"mult"	"mult"	"4"	"0.5"	"0.08"	"28"	"0.48651"	"0.51262"	"0.51996"	"0.48268"	"0.99586"	"0.06464"	"22.12026"	"-2.79575"
"mult"	"mult"	"4"	"0.5"	"0.08"	"29"	"0.54366"	"0.50929"	"0.50907"	"0.44974"	"0.99344"	"0.08209"	"18.29622"	"-4.92236"
"mult"	"mult"	"4"	"0.5"	"0.08"	"30"	"0.47912"	"0.50966"	"0.52511"	"0.47821"	"0.99304"	"0.08282"	"18.15424"	"-1.96711"
"mult"	"mult"	"4"	"0.5"	"0.08"	"31"	"0.51023"	"0.4873"	"0.47566"	"0.52224"	"0.99432"	"0.07669"	"19.38423"	"-4.62958"
"mult"	"mult"	"4"	"0.5"	"0.08"	"32"	"0.48132"	"0.56551"	"0.48797"	"0.46476"	"0.99612"	"0.06231"	"22.70649"	"-4.04304"
"mult"	"mult"	"4"	"0.5"	"0.08"	"33"	"0.50755"	"0.52029"	"0.49636"	"0.51756"	"0.9966"	"0.06024"	"23.24786"	"-3.07429"
"mult"	"mult"	"4"	"0.5"	"0.08"	"34"	"0.54151"	"0.49594"	"0.4679"	"0.5051"	"0.99615"	"0.06324"	"22.46964"	"-1.60547"
"mult"	"mult"	"4"	"0.5"	"0.08"	"35"	"0.5095"	"0.49847"	"0.46285"	"0.46936"	"0.98905"	"0.0997"	"15.18704"	"-1.01588"
"mult"	"mult"	"4"	"0.5"	"0.08"	"36"	"0.46625"	"0.49498"	"0.50044"	"0.52241"	"0.99172"	"0.09112"	"16.62705"	"-0.88301"
"mult"	"mult"	"4"	"0.5"	"0.08"	"37"	"0.51008"	"0.40699"	"0.48196"	"0.5494"	"0.98964"	"0.09856"	"15.3709"	"-1.4158"
"mult"	"mult"	"4"	"0.5"	"0.08"	"38"	"0.53025"	"0.55368"	"0.45867"	"0.47111"	"0.99358"	"0.08129"	"18.45179"	"-2.07663"
"mult"	"mult"	"4"	"0.5"	"0.08"	"39"	"0.5042"	"0.53177"	"0.48721"	"0.50999"	"0.9902"	"0.10213"	"14.80091"	"-2.29404"
"mult"	"mult"	"4"	"0.5"	"0.08"	"40"	"0.51285"	"0.48238"	"0.46714"	"0.54599"	"0.98955"	"0.10117"	"14.95269"	"-7.84828"
"mult"	"mult"	"4"	"0.5"	"0.08"	"41"	"0.51213"	"0.46764"	"0.51626"	"0.52523"	"0.9908"	"0.09736"	"15.56569"	"-1.83125"
"mult"	"mult"	"4"	"0.5"	"0.08"	"42"	"0.47725"	"0.49744"	"0.49905"	"0.55537"	"0.99745"	"0.05182"	"25.65568"	"-3.37337"
"mult"	"mult"	"4"	"0.5"	"0.08"	"43"	"0.50935"	"0.48321"	"0.55431"	"0.48538"	"0.991"	"0.09849"	"15.38139"	"-2.98417"
"mult"	"mult"	"4"	"0.5"	"0.08"	"44"	"0.5187"	"0.47396"	"0.4931"	"0.50981"	"0.99509"	"0.0705"	"20.73105"	"-5.34211"
"mult"	"mult"	"4"	"0.5"	"0.08"	"45"	"0.46555"	"0.53606"	"0.46244"	"0.51354"	"0.99666"	"0.05659"	"24.24764"	"-2.03092"
"mult"	"mult"	"4"	"0.5"	"0.08"	"46"	"0.5014"	"0.50193"	"0.52776"	"0.45718"	"0.9937"	"0.07825"	"19.06289"	"-3.00895"
"mult"	"mult"	"4"	"0.5"	"0.08"	"47"	"0.50641"	"0.54447"	"0.4982"	"0.4769"	"0.99672"	"0.05861"	"23.68682"	"-3.909"
"mult"	"mult"	"4"	"0.5"	"0.08"	"48"	"0.53251"	"0.48987"	"0.48084"	"0.52035"	"0.99199"	"0.09215"	"16.44616"	"-2.36963"
"mult"	"mult"	"4"	"0.5"	"0.08"	"49"	"0.5213"	"0.49539"	"0.49776"	"0.5506"	"0.98558"	"0.12556"	"11.49596"	"-1.88818"
"mult"	"mult"	"4"	"0.5"	"0.08"	"50"	"0.47868"	"0.52122"	"0.52551"	"0.42735"	"0.98204"	"0.12975"	"10.97191"	"-5.20783"
"mult"	"mult"	"4"	"0.5"	"0.08"	"51"	"0.50988"	"0.46607"	"0.51607"	"0.50919"	"0.99638"	"0.05993"	"23.33118"	"-5.97129"
"mult"	"mult"	"4"	"0.5"	"0.08"	"52"	"0.51605"	"0.54229"	"0.46543"	"0.50899"	"0.98963"	"0.10472"	"14.39997"	"-3.82118"
