"model"	"n.muts"	"coes"	"sigma"	"u.mean"	"d.hat.MLE"	"u.hats.mut.1"	"u.hats.mut.2"	"u.hats.mut.3"	"u.hats.mut.4"	"R2.stick"	"sig.stick"	"lnL.stick"	"P.stick"	"s.mean"	"s.hats.mut.1"	"s.hats.mut.2"	"s.hats.mut.3"	"s.hats.mut.4"	"R2.mult"	"sig.mult"	"lnL.mult"	"P.mult"	"w.mean"	"w.hats.mut.1"	"w.hats.mut.2"	"w.hats.mut.3"	"w.hats.mut.4"	"R2.add"	"sig.add"	"lnL.add"	"P.add"
"mult"	4	0.380414868507069	0.134270272566937	0.308695520849708	3.17617218468475	0.30077	0.30609	0.30081	0.32712	-0.02239	0.63711	-14.48993	-19.27769	0.369657506118108	0.3607	0.36707	0.32422	0.42664	0.95637	0.13162	10.74276	-3.37517	0.60583878181131	0.5865	0.59928	0.56417	0.6734	0.81518	0.27088	-0.80583	-15.29274
"mult"	4	0.399064453027677	0.0328842627932318	0.321570376896386	3.263086132284	0.3159	0.3251	0.32265	0.32263	-0.05018	0.71429	-16.31954	-37.16654	0.397625668267322	0.39369	0.40225	0.39286	0.4017	0.99712	0.03741	30.8709	-8.59955	0.65592351901959	0.6444	0.66452	0.65444	0.66033	0.77848	0.32806	-3.86984	-47.82165
"mult"	4	0.289623100438621	0.24866091273725	0.304746897220582	2.05193085503574	0.32498	0.20332	0.39465	0.29604	0.30545	0.43127	-8.24667	-1.20773	0.293291073938847	0.30256	0.19467	0.37537	0.30057	0.70903	0.27914	-1.28642	-5.05687	0.422233403845317	0.43559	0.28614	0.54566	0.42155	0.64592	0.30793	-2.85676	-2.80286
"mult"	4	0.457465312140994	0.140941690769978	0.314500923065661	4.06274906567934	0.30355	0.31826	0.33319	0.303	-0.1679	0.91988	-20.36689	-23.99543	0.445328967016066	0.38971	0.46463	0.50975	0.41722	0.97737	0.12805	11.18266	-2.38801	0.787692612111963	0.73347	0.80759	0.86866	0.74105	0.74063	0.4335	-8.32912	-18.88607
"mult"	4	0.269649462192319	0.107344086456578	0.333348982796592	1.84061358735405	0.35489	0.34626	0.2768	0.35544	0.22826	0.3717	-5.86849	-22.97264	0.282735806561131	0.33445	0.29723	0.17553	0.32374	0.94561	0.09868	15.35064	-5.74255	0.395192738027174	0.44723	0.41535	0.27697	0.44122	0.82435	0.17733	5.97265	-5.67821
"mult"	4	0.478860490885563	0.130649138882291	0.325447591908213	4.31689605885179	0.30179	0.33816	0.32361	0.33824	-0.10139	1.00053	-21.71151	-27.61165	0.485863352132845	0.44529	0.52783	0.45623	0.5141	0.98928	0.09871	15.34564	-2.79762	0.87390975143051	0.79507	0.9256	0.85645	0.91852	0.74457	0.48183	-10.02049	-21.08998
"mult"	4	0.253233151533641	0.0292724575265311	0.32164072427551	1.69065790586372	0.31245	0.32226	0.32271	0.32914	0.31031	0.28729	-1.74697	-34.35234	0.251305745279296	0.23897	0.25401	0.24631	0.26593	0.99429	0.02614	36.60302	-2.49582	0.347995025197623	0.33362	0.34994	0.34468	0.36374	0.91362	0.10167	14.8732	-20.7393
"mult"	4	0.247965974686667	0.167159644071944	0.0839738515901219	4.25376865771722	0.07677	0.08027	0.1022	0.07665	0.70658	0.20813	3.41009	-5.59719	0.253964629908755	0.19217	0.27455	0.34867	0.20047	0.7521	0.19131	4.75867	-10.71364	0.326080861202208	0.28609	0.3207	0.40811	0.28942	0.7461	0.19361	4.56753	-7.15807
"mult"	4	0.388251247873995	0.0808491879724897	0.309235912031252	3.26388852661262	0.30205	0.30464	0.30995	0.32029	-0.04148	0.68244	-15.58978	-19.58196	0.383765158912778	0.36117	0.37862	0.38946	0.40581	0.98326	0.08652	17.45543	-0.73235	0.627807482533993	0.60112	0.61533	0.6344	0.66039	0.79517	0.30265	-2.58021	-17.04488
"mult"	4	0.119982711609919	0.108981362020131	0.226528550832441	0.827451316016581	0.27165	0.14476	0.38726	0.10245	0.72698	0.09313	16.27644	-4.35548	0.125412698411599	0.13414	0.07682	0.2402	0.05049	0.81032	0.07763	19.19025	-6.27113	0.143261970361787	0.15866	0.08976	0.26515	0.05948	0.8163	0.07639	19.4466	-4.75555
"mult"	4	0.227204386831727	0.0405083476798609	0.305309841014875	1.55953343991994	0.29077	0.3224	0.31115	0.29692	0.25701	0.26336	-0.35544	-22.89314	0.226185874549185	0.21097	0.24073	0.23539	0.21765	0.98134	0.04174	29.11951	-1.81429	0.305832167185375	0.2869	0.32593	0.3164	0.2941	0.88963	0.1015	14.8994	-13.38267
"mult"	4	0.319535327341873	0.219038017501589	0.121591349541015	4.43251831948294	0.13968	0.12296	0.10547	0.11825	0.72235	0.25633	0.07769	-4.70705	0.311766815634845	0.33538	0.33281	0.25903	0.31985	0.89412	0.15829	7.79042	-5.79139	0.461261804390356	0.52122	0.47258	0.39563	0.45562	0.83518	0.1975	4.2496	-3.62954
"mult"	4	0.345277084573172	0.0265239660511725	0.319536821912715	2.64643431987593	0.32284	0.32004	0.31602	0.31924	0.08916	0.52635	-11.43445	-30.19953	0.343316266503202	0.341	0.35018	0.34491	0.33718	0.99587	0.03544	31.73775	-5.42043	0.532098269737046	0.53527	0.53728	0.5293	0.52654	0.84005	0.22057	2.48143	-33.84636
"mult"	4	0.478031900571659	0.151969081314746	0.320310313042163	4.37696536667946	0.30684	0.32929	0.31535	0.32976	-0.08163	0.9844	-21.45152	-18.12401	0.481631040989378	0.39997	0.5059	0.51364	0.50701	0.96543	0.17598	6.09491	-3.78093	0.868461505743731	0.78618	0.89979	0.87193	0.91596	0.75696	0.46663	-9.5074	-10.58694
"mult"	4	0.279812793456949	0.031571134168189	0.325060056653663	1.96767542147867	0.32722	0.32694	0.31949	0.32659	0.22896	0.3664	-5.63872	-33.66427	0.284914934256246	0.29491	0.28518	0.27659	0.28298	0.99324	0.03431	32.25379	-1.61593	0.408265768728065	0.41624	0.40957	0.39921	0.40804	0.87461	0.14776	8.89175	-19.21356
"mult"	4	0.433633010706399	0.0120141870575026	0.326876794850346	3.63518079013453	0.3265	0.32841	0.32717	0.32542	-0.02769	0.79856	-18.10387	-38.18974	0.43337101822406	0.43109	0.44142	0.43012	0.43085	0.99969	0.01381	46.81255	-3.6163	0.741692340435596	0.73928	0.74947	0.74072	0.73729	0.78803	0.36267	-5.47502	-66.08372
"mult"	4	0.432206117524765	0.200667078082915	0.344021124350225	3.63359543379623	0.3738	0.36381	0.32064	0.31784	-0.02071	0.86807	-19.43921	-26.54021	0.458358516348819	0.5384	0.53419	0.34678	0.41406	0.95518	0.18191	5.56514	-3.89111	0.783861954402123	0.88365	0.86685	0.67405	0.71089	0.73507	0.44225	-8.64892	-10.42581
"mult"	4	0.331234912574291	0.189813527918886	0.322037475580432	2.67216775092429	0.30768	0.30899	0.35385	0.31763	-0.17716	0.69488	-15.87866	-18.56434	0.364998084378523	0.39497	0.33745	0.42724	0.30034	0.8536	0.24505	0.79765	-3.02952	0.550200720023221	0.54541	0.52096	0.62793	0.5065	0.59745	0.40635	-7.29446	-7.62153
"mult"	4	0.277739207947161	0.217425472743344	0.284420388917957	2.16820104543648	0.33082	0.30341	0.22949	0.27396	0.11264	0.38577	-6.46285	-4.08026	0.25752130835861	0.30107	0.2816	0.187	0.26042	0.72586	0.21442	2.93405	-3.00746	0.378566378082996	0.45347	0.41269	0.27535	0.37275	0.74277	0.2077	3.44334	-1.32822
"mult"	4	0.0941932483576238	0.222070512827486	0.0477504812858121	2.25716511036807	0.14436	0.05077	0.01707	-0.0212	0.61325	0.14839	8.82399	-10.63907	0.104635528441807	0.33499	0.10278	0.05063	-0.06985	0.56128	0.15804	7.81529	-12.24465	0.105454388787031	0.32545	0.10781	0.0447	-0.05614	0.60798	0.14939	8.71561	-10.98386
"mult"	4	0.335054334520828	0.181841085257474	0.307855703809688	2.74541842320571	0.36323	0.27306	0.31009	0.28504	-0.12837	0.6229	-14.12903	-13.26764	0.335923718698637	0.44363	0.26514	0.33283	0.30209	0.90796	0.1779	5.92111	-0.59863	0.525350477953845	0.66923	0.43318	0.52583	0.47316	0.69812	0.32219	-3.58114	-6.19738
"mult"	4	0.353855202964041	0.248763194074854	0.36042505292547	2.55090152910457	0.37185	0.31669	0.3551	0.39806	0.03366	0.63095	-14.33452	-16.01917	0.373130441745154	0.3962	0.28831	0.34094	0.46707	0.92401	0.17693	6.00908	-1.17357	0.579566791720703	0.61174	0.47034	0.5461	0.69008	0.72129	0.33885	-4.38774	-3.20422
"mult"	4	0.153595309774391	0.0623196006054059	0.274666097340935	0.950640132373866	0.27695	0.30502	0.3066	0.21009	0.44935	0.12708	11.30367	-12.33032	0.142537668916846	0.14519	0.16228	0.16656	0.09612	0.9353	0.04356	28.43448	-0.93944	0.173597024264046	0.17608	0.19716	0.20098	0.12018	0.90453	0.05291	25.32227	-4.55596
"mult"	4	0.335935212718323	0.126006738690194	0.326976557196321	2.47228352848224	0.34103	0.29994	0.31135	0.35558	0.1245	0.5389	-11.81141	-16.10702	0.350129057633229	0.39699	0.2715	0.2959	0.43613	0.92588	0.1568	7.94114	-3.86418	0.519444584376618	0.56305	0.4367	0.47045	0.60758	0.76784	0.27751	-1.19247	-4.82668
"mult"	4	0.0841665826621465	0.131262028357014	0.16537066451066	0.538009402252122	0.11672	-0.11855	0.33568	0.32764	0.43891	0.10293	14.67601	-8.80438	0.0717218089492741	0.04632	-0.01007	0.12792	0.12272	0.63913	0.08255	18.2069	-4.94761	0.0763622081890765	0.04934	-0.0162	0.1388	0.1335	0.6078	0.08606	17.54077	-5.26335
"mult"	4	0.311620394559577	0.13718106772285	0.343553955996915	2.12030564475788	0.33319	0.39932	0.27766	0.36404	0.21608	0.4218	-7.89134	-11.72146	0.307232646265928	0.29851	0.40162	0.23779	0.29101	0.91843	0.13606	10.21108	-3.86162	0.454688381092819	0.43812	0.56762	0.36045	0.45256	0.83872	0.19132	4.75793	-3.10696
"mult"	4	0.419157915713731	0.129369333270006	0.317510845767785	3.61252003927592	0.31281	0.30515	0.32224	0.32984	-0.14953	0.83721	-18.86016	-32.13513	0.423590130660451	0.41146	0.39255	0.42491	0.46543	0.98793	0.08579	17.59077	-4.71613	0.715503255279407	0.69698	0.67264	0.72737	0.76502	0.72465	0.40975	-7.42751	-31.0063
"mult"	4	0.34106147835264	0.165536994463764	0.337588986190065	2.53528137927646	0.35594	0.29215	0.3758	0.32646	0.15664	0.53283	-11.63024	-13.57091	0.346874425558694	0.41794	0.31728	0.33043	0.32185	0.87916	0.20169	3.91317	-7.95835	0.535411302209436	0.60361	0.46549	0.57006	0.50248	0.79013	0.26581	-0.5032	-6.50213
"mult"	4	0.395674247597344	0.0360192570369691	0.326201471445924	3.16653321702056	0.32183	0.32972	0.32353	0.32972	0.02624	0.67718	-15.466	-36.34064	0.397116361423487	0.3864	0.40786	0.39422	0.39999	0.99876	0.02417	37.85809	-2.16038	0.648624369849621	0.63522	0.66109	0.64148	0.65671	0.80376	0.304	-2.65132	-45.74997
"mult"	4	0.0708308901637793	0.0173533362103626	0.0669751967806856	1.24653958196234	0.07418	0.06516	0.06136	0.06719	0.95571	0.01447	46.07164	-3.82529	0.0692642396504204	0.07738	0.06817	0.06155	0.06996	0.90512	0.02117	39.97609	-7.63721	0.0761584715587297	0.08472	0.07454	0.06871	0.07667	0.94293	0.01642	44.04244	-5.49486
"mult"	4	0.488077155547217	0.121603241772391	0.337892159708357	4.31329250110219	0.33149	0.35435	0.33482	0.33091	-0.07254	1.0275	-22.13707	-34.11409	0.501846772256627	0.4454	0.5445	0.51749	0.5	0.97983	0.1409	9.65238	-3.54483	0.910219763418147	0.86595	0.97528	0.90887	0.89078	0.73546	0.5103	-10.93887	-16.52924
"mult"	4	0.314926988934167	0.0830000765272416	0.327591886490994	2.30265638228488	0.33623	0.32187	0.32739	0.32488	0.16687	0.46617	-9.49167	-21.04759	0.325060837311619	0.33493	0.29221	0.34727	0.32584	0.96739	0.09222	16.43353	-4.6287	0.481491900121482	0.49784	0.45529	0.49298	0.47986	0.82291	0.21493	2.89643	-7.92933
"mult"	4	0.322984338004608	0.0768329978454858	0.332821490598348	2.33618387472882	0.33878	0.35191	0.30789	0.33271	0.1899	0.46128	-9.32304	-24.6703	0.326949621710052	0.30856	0.35939	0.31596	0.32389	0.97233	0.08525	17.69235	-5.51395	0.49165950615121	0.48152	0.53406	0.46303	0.48803	0.85021	0.19836	4.18012	-11.10488
"mult"	4	0.280404544819612	0.213641144218855	0.172683016281089	2.99876449267252	0.15933	0.17421	0.19574	0.16145	0.53868	0.32583	-3.76075	-6.80158	0.290977235999269	0.30575	0.20279	0.3223	0.33306	0.72825	0.25008	0.47274	-8.97871	0.41213767901492	0.39689	0.37491	0.46023	0.41652	0.70579	0.26021	-0.16245	-7.19294
"mult"	4	0.24106602583779	0.167690243106335	0.342863206734778	1.73163440331584	0.41531	0.20146	0.29167	0.46302	0.32984	0.35524	-5.14344	-11.72169	0.275089558983357	0.35349	0.12841	0.22717	0.39128	0.92601	0.11804	12.48485	-4.21002	0.378483641394142	0.47302	0.19093	0.31149	0.5385	0.84371	0.17155	6.50289	-2.91285
"mult"	4	0.309903429693077	0.109149262541905	0.31127971504025	2.3120414542022	0.29948	0.30753	0.30546	0.33266	0.14952	0.44097	-8.60269	-15.17707	0.306705959812413	0.27397	0.3054	0.3074	0.34005	0.95458	0.10191	14.83521	-1.82451	0.454807974728025	0.41869	0.45585	0.44663	0.49806	0.83508	0.19419	4.51985	-6.25323
"mult"	4	0.214729402738158	0.0838475250639021	0.309971104738102	1.37992294665225	0.2899	0.2944	0.25414	0.40145	0.39334	0.22187	2.38784	-8.50856	0.210711826246153	0.17672	0.19526	0.15713	0.31374	0.91993	0.0806	18.58843	-2.6311	0.276431501720003	0.24	0.2593	0.21047	0.39597	0.8798	0.09876	15.33826	-1.15641
"mult"	4	0.422041219787206	0.0876399284461513	0.324390808638299	3.42528103956709	0.34217	0.31906	0.31889	0.31744	-0.01094	0.74402	-16.97199	-28.74693	0.414806926073149	0.44622	0.38705	0.41156	0.41439	0.99108	0.06989	20.87137	-3.40308	0.694377817145893	0.74337	0.66799	0.68413	0.68202	0.78996	0.33913	-4.40116	-24.45926
"mult"	4	0.478196669404861	0.23318463715259	0.327791501136401	4.55841792498871	0.32818	0.30744	0.34015	0.3354	-0.09213	1.05805	-22.60585	-15.06529	0.500911372223883	0.53723	0.30877	0.52834	0.62931	0.88449	0.3441	-4.63382	-9.33068	0.919562293663729	0.94468	0.74816	0.95934	1.02607	0.72652	0.52946	-11.5287	-7.98735
"mult"	4	0.376276059902739	0.129280299472157	0.332589420210397	2.84165836923935	0.30143	0.35246	0.35027	0.3262	0.241	0.54827	-12.08708	-17.637	0.379905547362679	0.30216	0.4573	0.41946	0.3407	0.95972	0.1263	11.40191	-8.7028	0.597850449079076	0.50545	0.67586	0.64529	0.5648	0.86603	0.23034	1.78797	-5.11203
"mult"	4	0.312277072353754	0.233431877684779	0.137909668176897	3.66400269281245	0.10209	0.11928	0.18303	0.14724	0.61672	0.27483	-1.0375	-1.54892	0.276831583236392	0.18912	0.25349	0.38248	0.28223	0.62205	0.27291	-0.92531	-6.26234	0.411599327584033	0.29373	0.36456	0.55772	0.43039	0.70577	0.2408	1.07776	-2.61252
"mult"	4	0.37636780171888	0.217959578847513	0.10291931274889	6.55084958084116	0.10948	0.10244	0.11045	0.0893	0.65142	0.38158	-6.288	-6.80809	0.372411252568405	0.40361	0.34815	0.37744	0.36045	0.90946	0.19447	4.49633	-5.66801	0.589861123221131	0.62839	0.57721	0.62484	0.52901	0.77107	0.30923	-2.92433	-6.11279
"mult"	4	0.110021117038559	0.192307863209862	0.215273515020149	0.751215690281157	0.34522	0.2381	0.11718	0.16059	0.21654	0.19146	4.74652	-11.91278	0.0989272293916268	0.15785	0.12919	0.06961	0.03905	0.0312	0.2129	3.04779	-15.34184	0.112269122156757	0.17803	0.14263	0.072	0.05642	0.10356	0.2048	3.66876	-13.78727
"mult"	4	0.423348568903748	0.239728580869269	0.337059098889866	3.49730906686425	0.37592	0.34682	0.28671	0.33878	-0.05414	0.84245	-18.95993	-22.96483	0.437457674776114	0.54239	0.45264	0.36374	0.39106	0.95348	0.17698	6.00455	-2.16559	0.738685334582846	0.87936	0.761	0.60921	0.70518	0.7195	0.43457	-8.36864	-9.42702
"mult"	4	0.421704764955211	0.226448309607804	0.327662701864182	3.35375254463992	0.32701	0.26706	0.35414	0.36245	0.03535	0.72427	-16.54164	-24.2774	0.41287239423081	0.38246	0.2778	0.4928	0.49844	0.97894	0.10701	14.05371	-3.29437	0.686360584943268	0.65859	0.503	0.78519	0.79865	0.80177	0.32833	-3.88312	-14.02583
"mult"	4	0.269179079320747	0.112003239744809	0.332569309635463	1.8603422375846	0.35914	0.31306	0.31475	0.34333	0.32883	0.33875	-4.38331	-11.17714	0.279418976980928	0.2934	0.24181	0.27738	0.30509	0.93817	0.10281	14.6942	-4.51834	0.394918285674927	0.42217	0.34981	0.38489	0.4228	0.87071	0.14868	8.7926	-2.274
"mult"	4	0.29460013875505	0.0751479120226577	0.312042130003199	2.14167059544283	0.33996	0.3152	0.28547	0.30753	0.20739	0.38872	-6.58485	-21.01801	0.292416661942144	0.34404	0.29302	0.24242	0.29019	0.98804	0.04776	26.96267	-3.05743	0.424766357056748	0.48529	0.42773	0.36814	0.4179	0.87735	0.15291	8.34336	-15.50725
"mult"	4	0.312135896272957	0.0670917822862975	0.329860894116043	2.17414575711416	0.34869	0.31696	0.33455	0.31924	0.21858	0.4103	-7.44916	-40.2235	0.308121301720981	0.33069	0.29702	0.31623	0.28854	0.99559	0.03083	33.96664	-3.77372	0.454905499353973	0.48816	0.43581	0.46439	0.43126	0.87854	0.16176	7.44331	-25.81963
"mult"	4	0.29965218504658	0.216630102426279	0.473360690694593	1.6315911958774	0.52557	0.424	0.30714	0.63674	-0.1156	0.5702	-12.71484	-6.50881	0.316841790097357	0.28478	0.22924	0.27401	0.47933	0.78513	0.25024	0.46224	-3.47349	0.439946786893721	0.41861	0.3274	0.37813	0.63565	0.65935	0.31509	-3.22453	-1.27204
"mult"	4	0.349304313387256	0.244146158802323	0.298276632660488	3.03873970277223	0.32293	0.27325	0.27679	0.32013	-0.06748	0.68468	-15.64214	-4.88866	0.361546993560666	0.37108	0.29576	0.338	0.44135	0.86667	0.24198	0.99946	-3.36313	0.564751898041523	0.61397	0.48693	0.50825	0.64985	0.69109	0.36832	-5.72212	-1.23586
"mult"	4	0.16689048781991	0.211659516964573	0.198909108926233	1.61867366438516	0.3316	0.22823	0.11282	0.123	0.45321	0.27743	-1.18806	-5.86125	0.215492233321705	0.43564	0.14421	0.11073	0.1714	0.60633	0.2354	1.44026	-7.90924	0.257182518982419	0.47016	0.24241	0.1257	0.19046	0.60334	0.23629	1.37991	-6.27816
"mult"	4	0.498496464267373	0.229874733951874	0.332549350056785	4.33070291962617	0.31923	0.31307	0.35824	0.33966	-0.07837	0.99184	-21.57196	-19.37417	0.482522494892511	0.48667	0.34845	0.54772	0.54725	0.92931	0.25395	0.227	-4.60396	0.886765802399619	0.8636	0.75238	0.98434	0.94674	0.74839	0.47909	-9.9292	-10.00637
"mult"	4	0.204654062387999	0.130296043469571	0.109302765794781	2.82484745218623	0.08257	0.12349	0.13132	0.09984	0.78444	0.12493	11.57683	-2.18896	0.201492292217616	0.14084	0.23435	0.23513	0.19565	0.84212	0.10692	14.06828	-4.29183	0.265025860205878	0.19361	0.30282	0.31658	0.24709	0.8555	0.10229	14.77683	-2.00531
"add"	4	0.426981007878203	0.108829033561051	0.0547071746776307	8.63015296847956	0.05754	0.05184	0.06145	0.048	0.89108	0.14648	9.03124	-1.79514	0.300352021048804	0.30475	0.28456	0.34491	0.26719	0.885	0.15051	8.59635	-8.21978	0.440025720244543	0.46049	0.41649	0.49575	0.38737	0.9175	0.12748	11.25321	-1.65077
"add"	4	0.488418395502958	0.0802965249749832	0.0755939046663993	6.9926713196296	0.07838	0.06947	0.08318	0.07134	0.96568	0.08404	17.91946	-5.85975	0.318375021581993	0.33619	0.29505	0.35692	0.28533	0.67964	0.25676	0.05071	-27.61076	0.479883962989147	0.49975	0.44203	0.53019	0.44757	0.95328	0.09805	15.45344	-9.10639
"add"	4	0.31724916639505	0.230619404697791	0.12637793341232	2.85462035395855	0.16236	0.1297	0.07894	0.13451	0.66847	0.16929	6.71559	-2.62418	0.215591385092621	0.27825	0.2404	0.11966	0.22405	0.31418	0.24348	0.90043	-8.44247	0.29671180958245	0.38369	0.31622	0.17399	0.31295	0.60659	0.18441	5.34668	-4.09835
"add"	4	0.465163983020466	0.221544847649056	0.142282082109995	4.25982877217704	0.16938	0.12762	0.12366	0.14846	0.77487	0.25955	-0.12231	-2.55039	0.344220839582771	0.42972	0.24326	0.32118	0.38273	0.84875	0.21275	3.05939	-8.82087	0.511263162641664	0.61758	0.43382	0.45068	0.54297	0.86462	0.20128	3.94623	-4.26932
"add"	4	0.144079151225742	0.243437466560863	0.295377155559008	0.967960329692304	0.32087	0.15142	0.33351	0.37571	0.3022	0.25356	0.25133	-6.56639	0.178404275391916	0.24122	0.05368	0.18452	0.23419	0.49993	0.21465	2.9169	-8.58717	0.206159506690918	0.25902	0.09167	0.21335	0.26059	0.5028	0.21403	2.96288	-6.94301
"add"	4	0.301382964965887	0.0676224952330813	0.0385998704084889	8.30095081864814	0.04042	0.03608	0.0349	0.04299	0.97245	0.04687	27.26237	-1.17701	0.22518433620255	0.23457	0.20982	0.20169	0.25466	0.8715	0.10122	14.94392	-12.04783	0.304315983933835	0.31854	0.28436	0.27453	0.33984	0.97624	0.04352	28.44822	-1.08269
"add"	4	0.464135709160473	0.18615614133887	0.0564233509299158	8.9718580834245	0.04857	0.05485	0.07056	0.05171	0.94273	0.10525	14.31947	-6.68726	0.30946649736648	0.25851	0.32191	0.38934	0.26811	0.66005	0.25643	0.07112	-15.96536	0.469097042068902	0.40083	0.46191	0.58815	0.4255	0.93453	0.11253	13.24903	-6.86255
"add"	4	0.264873449469451	0.239108264097013	0.0542617714538855	5.44881389104934	0.04806	0.03939	0.06927	0.06033	0.80897	0.13021	10.91486	-4.76715	0.211688679160954	0.18874	0.12583	0.29098	0.24121	0.75053	0.1488	8.77934	-9.83477	0.275462135739731	0.24372	0.1922	0.35796	0.30797	0.81456	0.12829	11.15241	-5.80745
"add"	4	0.423657703865319	0.164868290943559	0.112821320008035	4.5742441644236	0.11205	0.09066	0.09703	0.15154	0.84585	0.17339	6.33235	-2.472	0.294973445797273	0.30618	0.23523	0.23606	0.40243	0.72455	0.23178	1.68865	-7.86901	0.440715600534576	0.44339	0.35093	0.36933	0.59921	0.8813	0.15215	8.423	-2.14059
"add"	4	0.299797446781304	0.14580312295584	0.221639977409696	1.77096539518545	0.25635	0.23272	0.22283	0.17466	0.81633	0.1278	11.21365	-3.7387	0.222681676914303	0.25111	0.24996	0.22201	0.16764	0.79773	0.13412	10.44179	-11.06376	0.295149325464661	0.3373	0.3221	0.29383	0.22737	0.89609	0.09613	15.77022	-5.11731
"add"	4	0.476540692732669	0.241725787171163	0.361177643583945	1.80052044704328	0.56272	0.07692	0.37608	0.42899	0.87089	0.15312	8.32144	-5.19153	0.284709962573974	0.47678	0.06898	0.26766	0.32542	-0.07893	0.44264	-8.66297	-25.03724	0.406766067764072	0.67441	0.09338	0.3929	0.46637	0.49633	0.30243	-2.5686	-14.45537
"add"	4	0.467405000713188	0.194816501927562	0.110769599971486	5.10203249729558	0.08466	0.12526	0.14966	0.08351	0.89638	0.15449	8.1795	-2.3399	0.325118392354775	0.20855	0.3702	0.47388	0.24784	0.68201	0.27063	-0.79094	-12.34129	0.489802756589536	0.35823	0.55411	0.67886	0.36802	0.90186	0.15034	8.61442	-4.92642
"add"	4	0.111133053083904	0.101468884386122	0.238117640906634	0.667310615355332	0.18742	0.24542	0.23044	0.28919	0.32241	0.14468	9.22848	-7.65712	0.10579357621429	0.11838	0.08561	0.09325	0.12593	0.47358	0.12753	11.24799	-9.44381	0.118044285356332	0.12213	0.10122	0.10965	0.13919	0.47181	0.12774	11.22113	-8.67676
"add"	4	0.165495134273078	0.166684422176331	0.217678431885841	0.765207064719237	0.53345	0.40449	-0.0778	0.01057	-0.60329	0.24425	0.85021	-8.7549	0.0832652632341394	0.19349	0.12583	0.00983	0.00391	-1.33851	0.29498	-2.16943	-15.34452	0.099210495228784	0.23785	0.15679	0.00078	0.00142	-1.05792	0.27672	-1.14689	-12.8036
"add"	4	0.216288723493926	0.149455202103127	0.290807444637906	1.29619605757644	0.16128	0.31432	0.35604	0.33159	0.39782	0.24817	0.59554	-5.39319	0.206841859662983	0.17545	0.13962	0.27635	0.23594	0.63931	0.19206	4.69581	-8.95405	0.261849736254681	0.20083	0.22395	0.33012	0.2925	0.65114	0.18889	4.9625	-6.45838
"add"	4	0.212041524308734	0.225615754374303	0.268313323494098	1.44308474690231	0.28409	0.16018	0.25117	0.37782	0.3162	0.26005	-0.15265	-2.67242	0.198137690733324	0.22665	0.075	0.15402	0.33689	0.77061	0.15062	8.58531	-5.20262	0.252454613122827	0.27951	0.10948	0.21388	0.40694	0.73085	0.16315	7.30654	-2.81756
"add"	4	0.35397351551801	0.148891979886685	0.100437726096265	4.18712775169424	0.10024	0.13637	0.07806	0.08708	0.83279	0.14299	9.41661	-1.06057	0.255666802494439	0.25811	0.37051	0.192	0.20204	0.67347	0.19982	4.06228	-7.21408	0.364891845088136	0.36539	0.5086	0.27845	0.30713	0.84883	0.13596	10.22337	-2.19973
"add"	4	0.307793985249009	0.00710510421777144	0.331614233849912	1.46207390026483	0.33153	0.33149	0.33084	0.3326	0.64651	0.16655	6.97629	-28.42799	0.226697835793202	0.22635	0.22545	0.22771	0.22727	0.88307	0.09579	15.82652	-32.12963	0.307511411027116	0.30732	0.30631	0.30805	0.30836	0.99952	0.00616	59.72667	-3.54775
"add"	4	0.478807150549255	0.0294674893375486	0.359081437187637	2.15324923404718	0.35759	0.3573	0.35136	0.37008	0.62029	0.27182	-0.86108	-34.32144	0.314909132671708	0.32012	0.30631	0.30718	0.32603	0.79355	0.20043	4.01355	-41.42834	0.477653338465448	0.48117	0.46789	0.46594	0.49562	0.99606	0.0277	35.67959	-4.51206
"add"	4	0.229059543297626	0.156108458002564	0.174250279531886	1.73699697708879	0.28451	0.02085	0.23035	0.1613	0.64538	0.19598	4.37322	-4.17289	0.192114890021707	0.28176	0.02102	0.25841	0.20727	0.67372	0.18798	5.03944	-6.59119	0.24109777404737	0.38142	0.02422	0.31849	0.24026	0.70843	0.1777	5.93912	-5.65495
"add"	4	0.169528398266993	0.211117499216925	0.188739246951169	1.23465370434408	0.29301	0.18902	0.29642	-0.02349	0.55791	0.16905	6.73841	-3.70905	0.148223791722891	0.24486	0.13097	0.22251	-0.00544	0.68728	0.14218	9.50804	-3.91679	0.178831314557143	0.28629	0.16226	0.27491	-0.00813	0.68305	0.14313	9.40067	-2.90417
"add"	4	0.185974616289604	0.130444327369332	0.0967195951416097	2.32084672643178	0.09393	0.17062	0.07122	0.05111	0.71249	0.1206	12.1411	-2.91676	0.157441947169184	0.15535	0.29729	0.11021	0.06691	0.58647	0.14464	9.23331	-7.99994	0.194418576879772	0.18941	0.35557	0.13966	0.09303	0.68824	0.12558	11.4934	-4.56443
"add"	4	0.0671916336636059	0.209290025813971	0.211296662305087	0.684664590349997	0.24126	0.24396	-0.04961	0.40958	0.22416	0.20783	3.43353	-6.30219	0.0994216288777964	0.12533	0.04487	0.00669	0.22079	0.43739	0.17698	6.00439	-8.72473	0.10917503349819	0.13161	0.07548	-0.00022	0.22983	0.41914	0.17983	5.74911	-7.76773
